,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,José Campaña,"€ 28,846","€ 1,500,000","€ 1,500,000",M,26,Spain,Levante,La Liga,2019-2020
1,José Luis Morales,"€ 23,077","€ 1,200,000","€ 1,200,000",F,32,Spain,Levante,La Liga,2019-2020
2,Nikola Vukcevic,"€ 23,077","€ 1,200,000","€ 1,200,000",M,27,Montenegro,Levante,La Liga,2019-2020
3,Rubén Rochina,"€ 21,154","€ 1,100,000","€ 1,100,000",F,28,Spain,Levante,La Liga,2019-2020
4,Borja Mayoral,"€ 19,231","€ 1,000,000","€ 1,000,000",F,22,Spain,Levante,La Liga,2019-2020
5,Enis Bardhi,"€ 19,231","€ 1,000,000","€ 1,000,000",M,24,North Macedonia,Levante,La Liga,2019-2020
6,Sergio León,"€ 19,231","€ 1,000,000","€ 1,000,000",F,30,Spain,Levante,La Liga,2019-2020
7,Coke,"€ 17,308","€ 900,000","€ 900,000",D,32,Spain,Levante,La Liga,2019-2020
8,Rúben Vezo,"€ 16,346","€ 850,000","€ 850,000",D,25,Portugal,Levante,La Liga,2019-2020
9,Hernâni,"€ 16,346","€ 850,000","€ 850,000",F,28,Portugal,Levante,La Liga,2019-2020
10,Nemanja Radoja,"€ 15,385","€ 800,000","€ 800,000",M,26,Serbia,Levante,La Liga,2019-2020
11,Roger Martí,"€ 13,462","€ 700,000","€ 700,000",F,28,Spain,Levante,La Liga,2019-2020
12,Toño,"€ 12,500","€ 650,000","€ 650,000",D,29,Spain,Levante,La Liga,2019-2020
13,Oier Olazábal,"€ 12,500","€ 650,000","€ 650,000",K,29,Spain,Levante,La Liga,2019-2020
14,Erick Cabaco,"€ 12,308","€ 640,000","€ 640,000",D,24,Uruguay,Levante,La Liga,2019-2020
15,Óscar Duarte,"€ 11,538","€ 600,000","€ 600,000",D,30,Costa Rica,Levante,La Liga,2019-2020
16,Gonzalo Melero,"€ 11,538","€ 600,000","€ 600,000",M,25,Spain,Levante,La Liga,2019-2020
17,Aitor Fernández,"€ 10,577","€ 550,000","€ 550,000",K,28,Spain,Levante,La Liga,2019-2020
18,Sergio Postigo,"€ 10,577","€ 550,000","€ 550,000",D,30,Spain,Levante,La Liga,2019-2020
19,Bruno González,"€ 9,808","€ 510,000","€ 510,000",D,29,Spain,Levante,La Liga,2019-2020
20,Carlos Clerc,"€ 9,615","€ 500,000","€ 500,000",D,27,Spain,Levante,La Liga,2019-2020
21,Jorge Miramón,"€ 7,692","€ 400,000","€ 400,000",D,30,Spain,Levante,La Liga,2019-2020
22,Iván López,"€ 7,692","€ 400,000","€ 400,000",D,26,Spain,Levante,La Liga,2019-2020
23,Rober Pier,"€ 7,692","€ 400,000","€ 400,000",D,24,Spain,Levante,La Liga,2019-2020
24,Koke Vegas,"€ 3,846","€ 200,000","€ 200,000",K,24,Spain,Levante,La Liga,2019-2020
