,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Chimy Ávila,"€ 26,346","€ 1,370,000","€ 1,370,000",F,25,Argentina,Osasuna,La Liga,2019-2020
1,Raúl Navas,"€ 22,308","€ 1,160,000","€ 1,160,000",D,31,Spain,Osasuna,La Liga,2019-2020
2,Rubén García,"€ 21,538","€ 1,120,000","€ 1,120,000",F,26,Spain,Osasuna,La Liga,2019-2020
3,Facundo Roncaglia,"€ 15,577","€ 810,000","€ 810,000",D,32,Argentina,Osasuna,La Liga,2019-2020
4,Brandon,"€ 14,038","€ 730,000","€ 730,000",F,24,Spain,Osasuna,La Liga,2019-2020
5,Juan Villar,"€ 13,269","€ 690,000","€ 690,000",F,31,Spain,Osasuna,La Liga,2019-2020
6,José Manuel Arnáiz,"€ 12,885","€ 670,000","€ 670,000",F,24,Spain,Osasuna,La Liga,2019-2020
7,Adrián López,"€ 11,923","€ 620,000","€ 620,000",F,31,Spain,Osasuna,La Liga,2019-2020
8,Darko Brasanac,"€ 11,923","€ 620,000","€ 620,000",M,27,Serbia,Osasuna,La Liga,2019-2020
9,Enric Gallego,"€ 11,731","€ 610,000","€ 610,000",F,33,Spain,Osasuna,La Liga,2019-2020
10,Robert Ibáñez,"€ 11,346","€ 590,000","€ 590,000",F,26,Spain,Osasuna,La Liga,2019-2020
11,Nacho Vidal,"€ 10,769","€ 560,000","€ 560,000",D,24,Spain,Osasuna,La Liga,2019-2020
12,Toni Lato,"€ 10,769","€ 560,000","€ 560,000",D,22,Spain,Osasuna,La Liga,2019-2020
13,Rubén Martínez,"€ 10,000","€ 520,000","€ 520,000",K,35,Spain,Osasuna,La Liga,2019-2020
14,Roberto Torres,"€ 9,038","€ 470,000","€ 470,000",F,30,Spain,Osasuna,La Liga,2019-2020
15,Sergio Herrera,"€ 7,115","€ 370,000","€ 370,000",K,26,Spain,Osasuna,La Liga,2019-2020
16,Marc Cardona,"€ 6,154","€ 320,000","€ 320,000",F,24,Spain,Osasuna,La Liga,2019-2020
17,Unai García,"€ 5,385","€ 280,000","€ 280,000",D,27,Spain,Osasuna,La Liga,2019-2020
18,Oier,"€ 5,000","€ 260,000","€ 260,000",M,33,Spain,Osasuna,La Liga,2019-2020
19,Lillo Castellano,"€ 4,615","€ 240,000","€ 240,000",D,30,Spain,Osasuna,La Liga,2019-2020
20,Juan Pérez,"€ 4,423","€ 230,000","€ 230,000",K,23,Spain,Osasuna,La Liga,2019-2020
21,Iñigo Pérez,"€ 4,423","€ 230,000","€ 230,000",M,31,Spain,Osasuna,La Liga,2019-2020
22,Aridane Hernández,"€ 3,846","€ 200,000","€ 200,000",D,30,Spain,Osasuna,La Liga,2019-2020
23,David García,"€ 3,846","€ 200,000","€ 200,000",D,25,Spain,Osasuna,La Liga,2019-2020
24,Pervis Estupiñán,"€ 3,462","€ 180,000","€ 180,000",D,21,Ecuador,Osasuna,La Liga,2019-2020
25,Fran Mérida,"€ 3,462","€ 180,000","€ 180,000",M,29,Spain,Osasuna,La Liga,2019-2020
26,Jon Moncayola,"€ 3,077","€ 160,000","€ 160,000",M,21,Spain,Osasuna,La Liga,2019-2020
27,Kike Barja,"€ 3,077","€ 160,000","€ 160,000",F,22,Spain,Osasuna,La Liga,2019-2020
28,Luis Perea,"€ 1,346","€ 70,000","€ 70,000",M,22,Spain,Osasuna,La Liga,2019-2020
