,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Abdul Rahman Baba,"€ 48,077","€ 2,500,000","€ 2,500,000",D,25,Ghana,Mallorca,La Liga,2019-2020
1,Fabri,"€ 24,423","€ 1,270,000","€ 1,270,000",K,31,Spain,Mallorca,La Liga,2019-2020
2,Alejandro Pozo,"€ 17,885","€ 930,000","€ 930,000",F,20,Spain,Mallorca,La Liga,2019-2020
3,Cucho Hernández,"€ 11,538","€ 600,000","€ 600,000",F,20,Colombia,Mallorca,La Liga,2019-2020
4,Takefusa Kubo,"€ 11,538","€ 600,000","€ 600,000",F,18,Japan,Mallorca,La Liga,2019-2020
5,Yannis Salibur,"€ 9,808","€ 510,000","€ 510,000",F,28,France,Mallorca,La Liga,2019-2020
6,Martin Valjent,"€ 8,654","€ 450,000","€ 450,000",D,23,Slovakia,Mallorca,La Liga,2019-2020
7,Aleix Febas,"€ 8,654","€ 450,000","€ 450,000",M,23,Spain,Mallorca,La Liga,2019-2020
8,Alex Alegría,"€ 7,308","€ 380,000","€ 380,000",F,26,Spain,Mallorca,La Liga,2019-2020
9,Lumor,"€ 6,923","€ 360,000","€ 360,000",D,23,Ghana,Mallorca,La Liga,2019-2020
10,Ante Budimir,"€ 6,731","€ 350,000","€ 350,000",F,28,Croatia,Mallorca,La Liga,2019-2020
11,Leonardo Koutris,"€ 6,538","€ 340,000","€ 340,000",D,24,Greece,Mallorca,La Liga,2019-2020
12,Dani Rodríguez,"€ 6,154","€ 320,000","€ 320,000",M,31,Spain,Mallorca,La Liga,2019-2020
13,Pablo Chavarría,"€ 6,154","€ 320,000","€ 320,000",F,31,Argentina,Mallorca,La Liga,2019-2020
14,Salva Sevilla,"€ 5,769","€ 300,000","€ 300,000",M,35,Spain,Mallorca,La Liga,2019-2020
15,Aleksandar Trajkovski,"€ 5,385","€ 280,000","€ 280,000",F,27,North Macedonia,Mallorca,La Liga,2019-2020
16,Lago Júnior,"€ 5,192","€ 270,000","€ 270,000",F,28,Cote d'Ivoire,Mallorca,La Liga,2019-2020
17,Aleksandar Sedlar,"€ 4,808","€ 250,000","€ 250,000",D,27,Serbia,Mallorca,La Liga,2019-2020
18,Iddrisu Baba,"€ 4,615","€ 240,000","€ 240,000",M,23,Ghana,Mallorca,La Liga,2019-2020
19,Ariday Cabrera,"€ 4,423","€ 230,000","€ 230,000",F,30,Spain,Mallorca,La Liga,2019-2020
20,Josep Señé,"€ 4,231","€ 220,000","€ 220,000",F,27,Spain,Mallorca,La Liga,2019-2020
21,Antonio Raíllo,"€ 4,038","€ 210,000","€ 210,000",D,27,Spain,Mallorca,La Liga,2019-2020
22,Fran Gámez,"€ 3,654","€ 190,000","€ 190,000",D,28,Spain,Mallorca,La Liga,2019-2020
23,Miquel Parera,"€ 3,077","€ 160,000","€ 160,000",K,23,Spain,Mallorca,La Liga,2019-2020
24,Joan Sastre,"€ 3,077","€ 160,000","€ 160,000",D,22,Spain,Mallorca,La Liga,2019-2020
25,Marc Pedraza,"€ 3,077","€ 160,000","€ 160,000",M,32,Spain,Mallorca,La Liga,2019-2020
26,Xisco Campos,"€ 3,077","€ 160,000","€ 160,000",D,37,Spain,Mallorca,La Liga,2019-2020
27,Manolo Reina,"€ 3,077","€ 160,000","€ 160,000",K,34,Spain,Mallorca,La Liga,2019-2020
28,Abdón Prats,"€ 2,885","€ 150,000","€ 150,000",F,26,Spain,Mallorca,La Liga,2019-2020
