,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Sandro Ramírez,"€ 37,692","€ 1,960,000","€ 1,960,000",F,24,Spain,Valladolid,La Liga,2019-2020
1,Nacho Martínez,"€ 17,692","€ 920,000","€ 920,000",D,30,Spain,Valladolid,La Liga,2019-2020
2,Sergi Guardiola,"€ 16,346","€ 850,000","€ 850,000",F,28,Spain,Valladolid,La Liga,2019-2020
3,Jordi Masip,"€ 15,385","€ 800,000","€ 800,000",K,30,Spain,Valladolid,La Liga,2019-2020
4,Andrii Lunin,"€ 14,808","€ 770,000","€ 770,000",K,20,Ukraine,Valladolid,La Liga,2019-2020
5,Federico Barba,"€ 14,231","€ 740,000","€ 740,000",D,26,Italy,Valladolid,La Liga,2019-2020
6,Luismi,"€ 13,269","€ 690,000","€ 690,000",M,27,Spain,Valladolid,La Liga,2019-2020
7,Matheus Fernandes,"€ 12,308","€ 640,000","€ 640,000",M,21,Brazil,Valladolid,La Liga,2019-2020
8,Hatem Ben Arfa,"€ 11,154","€ 580,000","€ 580,000",F,32,France,Valladolid,La Liga,2019-2020
9,Pedro Porro,"€ 10,385","€ 540,000","€ 540,000",D,19,Spain,Valladolid,La Liga,2019-2020
10,Pablo Hervías,"€ 9,808","€ 510,000","€ 510,000",F,26,Spain,Valladolid,La Liga,2019-2020
11,Enes Ünal,"€ 9,808","€ 510,000","€ 510,000",F,22,Turkey,Valladolid,La Liga,2019-2020
12,Rubén Alcaraz,"€ 9,231","€ 480,000","€ 480,000",M,28,Spain,Valladolid,La Liga,2019-2020
13,Kiko Olivas,"€ 8,654","€ 450,000","€ 450,000",D,31,Spain,Valladolid,La Liga,2019-2020
14,Fede San Emeterio,"€ 8,654","€ 450,000","€ 450,000",M,22,Spain,Valladolid,La Liga,2019-2020
15,Raúl Garcia,"€ 8,462","€ 440,000","€ 440,000",D,30,Spain,Valladolid,La Liga,2019-2020
16,Míchel,"€ 8,077","€ 420,000","€ 420,000",M,31,Spain,Valladolid,La Liga,2019-2020
17,Javi Moyano,"€ 8,077","€ 420,000","€ 420,000",D,33,Spain,Valladolid,La Liga,2019-2020
18,Toni Villa,"€ 6,731","€ 350,000","€ 350,000",F,24,Spain,Valladolid,La Liga,2019-2020
19,Jorge de Frutos,"€ 5,962","€ 310,000","€ 310,000",F,22,Spain,Valladolid,La Liga,2019-2020
20,Antoñito,"€ 5,192","€ 270,000","€ 270,000",D,31,Spain,Valladolid,La Liga,2019-2020
21,Joaquín Fernández,"€ 5,192","€ 270,000","€ 270,000",D,23,Spain,Valladolid,La Liga,2019-2020
22,Óscar Plano,"€ 5,192","€ 270,000","€ 270,000",F,28,Spain,Valladolid,La Liga,2019-2020
23,Mohammed Salisu,"€ 4,615","€ 240,000","€ 240,000",D,20,Ghana,Valladolid,La Liga,2019-2020
24,Stiven Plaza,"€ 4,615","€ 240,000","€ 240,000",F,20,Ecuador,Valladolid,La Liga,2019-2020
25,Álvaro Aguado,"€ 4,423","€ 230,000","€ 230,000",F,23,Spain,Valladolid,La Liga,2019-2020
26,Anuar,"€ 4,423","€ 230,000","€ 230,000",M,24,Morocco,Valladolid,La Liga,2019-2020
27,José Antonio Caro,"€ 3,462","€ 180,000","€ 180,000",K,25,Spain,Valladolid,La Liga,2019-2020
28,Waldo Rubio,"€ 3,462","€ 180,000","€ 180,000",F,24,Spain,Valladolid,La Liga,2019-2020
29,Javi Sánchez,"€ 2,885","€ 150,000","€ 150,000",D,22,Spain,Valladolid,La Liga,2019-2020
