,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Álvaro Negredo,,"€ 24,808","€ 1,290,000",CF,35,,"Jun 30, 2022",1-yr,"€ 1,290,000",Cadiz,La Liga,2021-2022
1,Jeremías Ledesma,,"€ 24,615","€ 1,280,000",GK,28,,"Jun 30, 2025",4-yrs,"€ 5,120,000",Cadiz,La Liga,2021-2022
2,Juan Cala,,"€ 21,154","€ 1,100,000",CB,31,,"Jun 30, 2024",3-yrs,"€ 3,300,000",Cadiz,La Liga,2021-2022
3,Jens Jönsson,,"€ 16,154","€ 840,000",DM,28,,"Jun 30, 2022",1-yr,"€ 840,000",Cadiz,La Liga,2021-2022
4,Pedro Alcalá,,"€ 14,231","€ 740,000",CB,32,,"Jun 30, 2022",1-yr,"€ 740,000",Cadiz,La Liga,2021-2022
5,Choco Lozano,,"€ 11,923","€ 620,000",CF,28,,"Jun 30, 2023",2-yrs,"€ 1,240,000",Cadiz,La Liga,2021-2022
6,Jorge Pombo,,"€ 10,962","€ 570,000",AM,27,,"Jun 30, 2023",2-yrs,"€ 1,140,000",Cadiz,La Liga,2021-2022
7,Fali,,"€ 9,615","€ 500,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 1,500,000",Cadiz,La Liga,2021-2022
8,Alfonso Espino,,"€ 9,615","€ 500,000",LB,29,,"Jun 30, 2023",2-yrs,"€ 1,000,000",Cadiz,La Liga,2021-2022
9,Álex Fernández,,"€ 9,423","€ 490,000",AM,28,,"Jun 30, 2022",1-yr,"€ 490,000",Cadiz,La Liga,2021-2022
10,Iza Carcelén,,"€ 9,231","€ 480,000",RB,28,,"Jun 30, 2023",2-yrs,"€ 960,000",Cadiz,La Liga,2021-2022
11,Iván Alejo,,"€ 9,038","€ 470,000",RW,26,,"Jun 30, 2025",4-yrs,"€ 1,880,000",Cadiz,La Liga,2021-2022
12,Carlos Akapo,,"€ 8,654","€ 450,000",RB,28,,"Jun 30, 2022",1-yr,"€ 450,000",Cadiz,La Liga,2021-2022
13,Filip Malbasic,,"€ 7,885","€ 410,000",RW,28,,"Jun 30, 2023",2-yrs,"€ 820,000",Cadiz,La Liga,2021-2022
14,José Mari,,"€ 7,885","€ 410,000",DM,33,,"Jun 30, 2022",1-yr,"€ 410,000",Cadiz,La Liga,2021-2022
15,Jon Ander Garrido,,"€ 7,500","€ 390,000",DM,31,,"Jun 30, 2023",2-yrs,"€ 780,000",Cadiz,La Liga,2021-2022
16,Marcos Mauro,,"€ 6,538","€ 340,000",CB,30,,"Jun 30, 2022",1-yr,"€ 340,000",Cadiz,La Liga,2021-2022
17,David Gil,,"€ 6,346","€ 330,000",GK,27,,"Jun 30, 2023",2-yrs,"€ 660,000",Cadiz,La Liga,2021-2022
18,Salvi Sánchez,,"€ 5,962","€ 310,000",RW,30,,"Jun 30, 2022",1-yr,"€ 310,000",Cadiz,La Liga,2021-2022
19,Alberto Perea,,"€ 5,577","€ 290,000",LW,30,,"Jun 30, 2023",2-yrs,"€ 580,000",Cadiz,La Liga,2021-2022
20,Milutin Osmajic,,€ 0,€ 0,CF,21,,"Jun 30, 2024",3-yrs,€ 0,Cadiz,La Liga,2021-2022
21,Nano Mesa,,€ 0,€ 0,CF,26,,"Jun 30, 2024",3-yrs,€ 0,Cadiz,La Liga,2021-2022
22,Gaspar Panadero,,€ 0,€ 0,LW,23,,"Jun 30, 2023",2-yrs,€ 0,Cadiz,La Liga,2021-2022
23,Álvaro Giménez,,€ 0,€ 0,CF,30,,"Jun 30, 2023",2-yrs,€ 0,Cadiz,La Liga,2021-2022
24,Santiago Arzamendia,,€ 0,€ 0,LB,23,,"Jun 30, 2025",4-yrs,€ 0,Cadiz,La Liga,2021-2022
25,Sergio González,,€ 0,€ 0,DM,24,,"Jun 30, 2023",2-yrs,€ 0,Cadiz,La Liga,2021-2022
26,Tomás Alarcón,,€ 0,€ 0,DM,22,,"Jun 30, 2025",4-yrs,€ 0,Cadiz,La Liga,2021-2022
27,Varazdat Haroyan,,€ 0,€ 0,CB,28,,"Jun 30, 2023",2-yrs,€ 0,Cadiz,La Liga,2021-2022
