,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Álvaro García,,"€ 15,385","€ 800,000",LW,28,,"Jun 30, 2023",2-yrs,"€ 1,600,000",Rayo Vallecano,La Liga,2021-2022
1,Luis Advíncula,,"€ 15,000","€ 780,000",RB,31,,"Jun 30, 2023",2-yrs,"€ 1,560,000",Rayo Vallecano,La Liga,2021-2022
2,Stole Dimitrievski,,"€ 13,462","€ 700,000",GK,27,,"Jun 30, 2024",3-yrs,"€ 2,100,000",Rayo Vallecano,La Liga,2021-2022
3,Esteban Saveljich,,"€ 11,923","€ 620,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 1,240,000",Rayo Vallecano,La Liga,2021-2022
4,Mario Suárez,,"€ 10,962","€ 570,000",DM,34,,"Jun 30, 2022",1-yr,"€ 570,000",Rayo Vallecano,La Liga,2021-2022
5,Santi Comesaña,,"€ 10,000","€ 520,000",CM,24,,"Jun 30, 2023",2-yrs,"€ 1,040,000",Rayo Vallecano,La Liga,2021-2022
6,Emiliano Velázquez,,"€ 9,231","€ 480,000",CB,27,,"Jun 30, 2022",1-yr,"€ 480,000",Rayo Vallecano,La Liga,2021-2022
7,Alejandro Catena,,"€ 8,462","€ 440,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 880,000",Rayo Vallecano,La Liga,2021-2022
8,Óscar Trejo,,"€ 6,731","€ 350,000",AM,33,,"Jun 30, 2023",2-yrs,"€ 700,000",Rayo Vallecano,La Liga,2021-2022
9,Miguel Ángel Guerrero,,"€ 5,769","€ 300,000",CF,31,,"Jun 30, 2022",1-yr,"€ 300,000",Rayo Vallecano,La Liga,2021-2022
10,José Pozo,,"€ 5,385","€ 280,000",AM,25,,"Jun 30, 2023",2-yrs,"€ 560,000",Rayo Vallecano,La Liga,2021-2022
11,Bebé,,"€ 5,385","€ 280,000",LW,31,,"Jun 30, 2022",1-yr,"€ 280,000",Rayo Vallecano,La Liga,2021-2022
12,Óscar Valentín,,"€ 4,423","€ 230,000",CM,26,,"Jun 30, 2023",2-yrs,"€ 460,000",Rayo Vallecano,La Liga,2021-2022
13,Isi Palazón,,"€ 3,269","€ 170,000",RW,26,,"Jun 30, 2023",2-yrs,"€ 340,000",Rayo Vallecano,La Liga,2021-2022
14,Fran García,,"€ 3,269","€ 170,000",LB,21,,"Jun 30, 2025",4-yrs,"€ 680,000",Rayo Vallecano,La Liga,2021-2022
15,Mario Hernández,,"€ 3,077","€ 160,000",RB,22,,"Jun 30, 2023",2-yrs,"€ 320,000",Rayo Vallecano,La Liga,2021-2022
16,Andrés Martín,,"€ 3,077","€ 160,000",CF,22,,"Jun 30, 2024",3-yrs,"€ 480,000",Rayo Vallecano,La Liga,2021-2022
17,Yacine Qasmi,,"€ 1,923","€ 100,000",CF,30,,"Jun 30, 2022",1-yr,"€ 100,000",Rayo Vallecano,La Liga,2021-2022
18,Miguel Ángel Morro,,"€ 1,731","€ 90,000",GK,20,,"Jun 30, 2023",2-yrs,"€ 180,000",Rayo Vallecano,La Liga,2021-2022
19,Luca Zidane,,"€ 1,346","€ 70,000",GK,23,,"Jun 30, 2022",1-yr,"€ 70,000",Rayo Vallecano,La Liga,2021-2022
20,Joni Montiel,,"€ 1,346","€ 70,000",AM,22,,"Jun 30, 2024",3-yrs,"€ 210,000",Rayo Vallecano,La Liga,2021-2022
21,Sergio Moreno,,€ 0,€ 0,CF,22,,"Jun 30, 2022",1-yr,€ 0,Rayo Vallecano,La Liga,2021-2022
22,Adri Carrasco,,€ 0,€ 0,LW,24,,"Jun 30, 2022",1-yr,€ 0,Rayo Vallecano,La Liga,2021-2022
23,Iván Balliu,,€ 0,€ 0,RB,29,,"Jun 30, 2023",2-yrs,€ 0,Rayo Vallecano,La Liga,2021-2022
