,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Fernando Pacheco,,"€ 28,269","€ 1,470,000",GK,29,,"Jun 30, 2023",2-yrs,"€ 2,940,000",Alaves,La Liga,2021-2022
1,Tomás Pina,,"€ 27,500","€ 1,430,000",CM,33,,"Jun 30, 2022",1-yr,"€ 1,430,000",Alaves,La Liga,2021-2022
2,Lucas Pérez,,"€ 26,731","€ 1,390,000",CF,32,,"Jun 30, 2022",1-yr,"€ 1,390,000",Alaves,La Liga,2021-2022
3,Pere Pons,,"€ 20,192","€ 1,050,000",DM,28,,"Jun 30, 2022",1-yr,"€ 1,050,000",Alaves,La Liga,2021-2022
4,Matt Miazga,,"€ 17,500","€ 910,000",CB,25,,"Jun 30, 2022",1-yr,"€ 910,000",Alaves,La Liga,2021-2022
5,Luis Rioja,,"€ 15,769","€ 820,000",LW,27,,"Jun 30, 2023",2-yrs,"€ 1,640,000",Alaves,La Liga,2021-2022
6,Joselu,,"€ 13,654","€ 710,000",CF,31,,"Jun 30, 2022",1-yr,"€ 710,000",Alaves,La Liga,2021-2022
7,Víctor Laguardia,,"€ 12,500","€ 650,000",CB,31,,"Jun 30, 2022",1-yr,"€ 650,000",Alaves,La Liga,2021-2022
8,Rubén Duarte,,"€ 10,962","€ 570,000",LB,25,,"Jun 30, 2023",2-yrs,"€ 1,140,000",Alaves,La Liga,2021-2022
9,John Guidetti,,"€ 10,000","€ 520,000",CF,29,,"Jun 30, 2022",1-yr,"€ 520,000",Alaves,La Liga,2021-2022
10,Edgar Méndez,,"€ 9,615","€ 500,000",RW,31,,"Jun 30, 2022",1-yr,"€ 500,000",Alaves,La Liga,2021-2022
11,Rodrigo Ely,,"€ 9,231","€ 480,000",CB,27,,"Jun 30, 2022",1-yr,"€ 480,000",Alaves,La Liga,2021-2022
12,Ximo Navarro,,"€ 6,923","€ 360,000",RB,31,,"Jun 30, 2022",1-yr,"€ 360,000",Alaves,La Liga,2021-2022
13,Martín Aguirregabiria,,"€ 6,731","€ 350,000",RB,25,,"Jun 30, 2022",1-yr,"€ 350,000",Alaves,La Liga,2021-2022
14,Antonio Sivera,,"€ 3,846","€ 200,000",GK,24,,"Jun 30, 2022",1-yr,"€ 200,000",Alaves,La Liga,2021-2022
15,Tachi,,"€ 1,923","€ 100,000",CB,23,,"Jun 30, 2023",2-yrs,"€ 200,000",Alaves,La Liga,2021-2022
16,Borja Sainz,,€ 769,"€ 40,000",LW,20,,"Jun 30, 2023",2-yrs,"€ 80,000",Alaves,La Liga,2021-2022
17,Javi López,,€ 769,"€ 40,000",LB,19,,"Jun 30, 2023",2-yrs,"€ 80,000",Alaves,La Liga,2021-2022
18,Manu García,,€ 0,€ 0,AM,23,,"Jun 30, 2022",1-yr,€ 0,Alaves,La Liga,2021-2022
19,Iván Martín,,€ 0,€ 0,AM,22,,"Jun 30, 2022",1-yr,€ 0,Alaves,La Liga,2021-2022
20,Saúl García,,€ 0,€ 0,LB,26,,"Jun 30, 2023",2-yrs,€ 0,Alaves,La Liga,2021-2022
21,José Luis Rodríguez,,€ 0,€ 0,LW,23,,"Jun 30, 2022",1-yr,€ 0,Alaves,La Liga,2021-2022
22,Taichi Hara,,€ 0,€ 0,CF,22,,"Jun 30, 2023",2-yrs,€ 0,Alaves,La Liga,2021-2022
23,Fabrice Ondoa,,€ 0,€ 0,GK,25,,"Jun 30, 2024",3-yrs,€ 0,Alaves,La Liga,2021-2022
24,Toni Moya,,€ 0,€ 0,CM,23,,"Jun 30, 2023",2-yrs,€ 0,Alaves,La Liga,2021-2022
25,Carlos Isaac,,€ 0,€ 0,RB,23,,"Jun 30, 2023",2-yrs,€ 0,Alaves,La Liga,2021-2022
26,Rafa Páez,,€ 0,€ 0,CB,26,,"Jun 30, 2022",1-yr,€ 0,Alaves,La Liga,2021-2022
