,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Gareth Bale,,"€ 600,962","€ 31,250,000",RW,32,,"Jun 30, 2022",1-yr,"€ 31,250,000",Real Madrid,La Liga,2021-2022
1,Eden Hazard,,"€ 600,962","€ 31,250,000",LW,30,,"Jun 30, 2024",3-yrs,"€ 93,750,000",Real Madrid,La Liga,2021-2022
2,David Alaba,,"€ 480,769","€ 25,000,000",CB,29,,"Jun 30, 2026",5-yrs,"€ 125,000,000",Real Madrid,La Liga,2021-2022
3,Toni Kroos,,"€ 468,846","€ 24,380,000",CM,31,,"Jun 30, 2023",2-yrs,"€ 48,760,000",Real Madrid,La Liga,2021-2022
4,Marcelo,,"€ 468,846","€ 24,380,000",LB,33,,"Jun 30, 2022",1-yr,"€ 24,380,000",Real Madrid,La Liga,2021-2022
5,Luka Modric,,"€ 420,769","€ 21,880,000",CM,35,,"Jun 30, 2022",1-yr,"€ 21,880,000",Real Madrid,La Liga,2021-2022
6,Karim Benzema,,"€ 348,654","€ 18,130,000",CF,33,,"Jun 30, 2022",1-yr,"€ 18,130,000",Real Madrid,La Liga,2021-2022
7,Vinícius Júnior,,"€ 300,577","€ 15,630,000",LW,21,,"Jun 30, 2025",4-yrs,"€ 62,520,000",Real Madrid,La Liga,2021-2022
8,Isco,,"€ 280,385","€ 14,580,000",AM,29,,"Jun 30, 2022",1-yr,"€ 14,580,000",Real Madrid,La Liga,2021-2022
9,Thibaut Courtois,,"€ 252,500","€ 13,130,000",GK,29,,"Jun 30, 2024",3-yrs,"€ 39,390,000",Real Madrid,La Liga,2021-2022
10,Casemiro,,"€ 210,385","€ 10,940,000",DM,29,,"Jun 30, 2023",2-yrs,"€ 21,880,000",Real Madrid,La Liga,2021-2022
11,Marco Asensio,,"€ 210,000","€ 10,920,000",RW,25,,"Jun 30, 2023",2-yrs,"€ 21,840,000",Real Madrid,La Liga,2021-2022
12,Éder Militão,,"€ 200,385","€ 10,420,000",CB,23,,"Jun 30, 2025",4-yrs,"€ 41,680,000",Real Madrid,La Liga,2021-2022
13,Ferland Mendy,,"€ 200,385","€ 10,420,000",LB,26,,"Jun 30, 2025",4-yrs,"€ 41,680,000",Real Madrid,La Liga,2021-2022
14,Luka Jovic,,"€ 200,385","€ 10,420,000",CF,23,,"Jun 30, 2025",4-yrs,"€ 41,680,000",Real Madrid,La Liga,2021-2022
15,Daniel Carvajal,,"€ 196,346","€ 10,210,000",RB,29,,"Jun 30, 2022",1-yr,"€ 10,210,000",Real Madrid,La Liga,2021-2022
16,Lucas Vázquez,,"€ 180,385","€ 9,380,000",RW,30,,"Jun 30, 2024",3-yrs,"€ 28,140,000",Real Madrid,La Liga,2021-2022
17,Nacho Fernández,,"€ 164,231","€ 8,540,000",CB,31,,"Jun 30, 2023",2-yrs,"€ 17,080,000",Real Madrid,La Liga,2021-2022
18,Rodrygo,,"€ 160,192","€ 8,330,000",RW,20,,"Jun 30, 2025",4-yrs,"€ 33,320,000",Real Madrid,La Liga,2021-2022
19,Mariano Díaz,,"€ 160,192","€ 8,330,000",CF,27,,"Jun 30, 2023",2-yrs,"€ 16,660,000",Real Madrid,La Liga,2021-2022
20,Álvaro Odriozola,,"€ 140,192","€ 7,290,000",RB,25,,"Jun 30, 2024",3-yrs,"€ 21,870,000",Real Madrid,La Liga,2021-2022
21,Martin Ødegaard,,"€ 80,192","€ 4,170,000",AM,22,,"Jun 30, 2023",2-yrs,"€ 8,340,000",Real Madrid,La Liga,2021-2022
22,Federico Valverde,,"€ 80,192","€ 4,170,000",CM,22,,"Jun 30, 2025",4-yrs,"€ 16,680,000",Real Madrid,La Liga,2021-2022
23,Dani Ceballos,,"€ 60,192","€ 3,130,000",CM,24,,"Jun 30, 2023",2-yrs,"€ 6,260,000",Real Madrid,La Liga,2021-2022
24,Andriy Lunin,,"€ 54,038","€ 2,810,000",GK,22,,"Jun 30, 2024",3-yrs,"€ 8,430,000",Real Madrid,La Liga,2021-2022
25,Jesús Vallejo,,"€ 35,000","€ 1,820,000",CB,24,,"Jun 30, 2025",4-yrs,"€ 7,280,000",Real Madrid,La Liga,2021-2022
26,Takefusa Kubo,,"€ 24,808","€ 1,290,000",RW,20,,"Jun 30, 2024",3-yrs,"€ 3,870,000",Real Madrid,La Liga,2021-2022
