,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,David López,,"€ 86,538","€ 4,500,000",DM,31,,"Jun 30, 2023",2-yrs,"€ 9,000,000",Espanyol,La Liga,2021-2022
1,Raúl de Tomás,,"€ 51,731","€ 2,690,000",CF,26,,"Jun 30, 2026",5-yrs,"€ 13,450,000",Espanyol,La Liga,2021-2022
2,Sergi Darder,,"€ 44,038","€ 2,290,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 4,580,000",Espanyol,La Liga,2021-2022
3,Diego López,,"€ 43,269","€ 2,250,000",GK,39,,"Jun 30, 2022",1-yr,"€ 2,250,000",Espanyol,La Liga,2021-2022
4,Leandro Cabrera,,"€ 28,462","€ 1,480,000",CB,30,,"Jun 30, 2024",3-yrs,"€ 4,440,000",Espanyol,La Liga,2021-2022
5,Lei Wu,,"€ 25,192","€ 1,310,000",LW,29,,"Jun 30, 2024",3-yrs,"€ 3,930,000",Espanyol,La Liga,2021-2022
6,Landry Dimata,,"€ 22,692","€ 1,180,000",CF,23,,"Jun 30, 2024",3-yrs,"€ 3,540,000",Espanyol,La Liga,2021-2022
7,Dídac Vilà,,"€ 19,423","€ 1,010,000",LB,32,,"Jun 30, 2022",1-yr,"€ 1,010,000",Espanyol,La Liga,2021-2022
8,Fernando Calero,,"€ 19,038","€ 990,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 2,970,000",Espanyol,La Liga,2021-2022
9,Oier Olazábal,,"€ 19,038","€ 990,000",GK,31,,"Jun 30, 2022",1-yr,"€ 990,000",Espanyol,La Liga,2021-2022
10,Adrià Pedrosa,,"€ 18,462","€ 960,000",LB,23,,"Jun 30, 2023",2-yrs,"€ 1,920,000",Espanyol,La Liga,2021-2022
11,Fran Mérida,,"€ 15,192","€ 790,000",CM,31,,"Jun 30, 2022",1-yr,"€ 790,000",Espanyol,La Liga,2021-2022
12,Keidi Bare,,"€ 13,462","€ 700,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 2,100,000",Espanyol,La Liga,2021-2022
13,Matías Vargas,,"€ 13,269","€ 690,000",LW,24,,"Jun 30, 2024",3-yrs,"€ 2,070,000",Espanyol,La Liga,2021-2022
14,Adrián Embarba,,"€ 12,692","€ 660,000",RW,29,,"Jun 30, 2024",3-yrs,"€ 1,980,000",Espanyol,La Liga,2021-2022
15,Óscar Melendo,,"€ 12,500","€ 650,000",RW,23,,"Jun 30, 2022",1-yr,"€ 650,000",Espanyol,La Liga,2021-2022
16,Álvaro Vadillo,,"€ 11,923","€ 620,000",LW,26,,"Jun 30, 2024",3-yrs,"€ 1,860,000",Espanyol,La Liga,2021-2022
17,Óscar Gil,,"€ 10,000","€ 520,000",RB,23,,"Jun 30, 2024",3-yrs,"€ 1,560,000",Espanyol,La Liga,2021-2022
18,Javi Puado,,"€ 9,615","€ 500,000",LW,23,,"Jun 30, 2025",4-yrs,"€ 2,000,000",Espanyol,La Liga,2021-2022
19,Nico Melamed,,"€ 8,846","€ 460,000",AM,20,,"Jun 30, 2024",3-yrs,"€ 1,380,000",Espanyol,La Liga,2021-2022
20,Pol Lozano,,"€ 8,654","€ 450,000",CM,21,,"Jun 30, 2023",2-yrs,"€ 900,000",Espanyol,La Liga,2021-2022
21,Miguelón,,"€ 6,731","€ 350,000",RB,25,,"Jun 30, 2024",3-yrs,"€ 1,050,000",Espanyol,La Liga,2021-2022
22,Lluís López,,"€ 6,154","€ 320,000",CB,24,,"Jun 30, 2022",1-yr,"€ 320,000",Espanyol,La Liga,2021-2022
23,Mohamed Ezzarfani,,€ 0,€ 0,LW,23,,"Jun 30, 2022",1-yr,€ 0,Espanyol,La Liga,2021-2022
24,Víctor Gómez,,€ 0,€ 0,RB,21,,"Jun 30, 2025",4-yrs,€ 0,Espanyol,La Liga,2021-2022
