,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Vitolo,,"€ 129,615","€ 6,740,000",LW,31,,"Jun 30, 2022",1-yr,"€ 6,740,000",Getafe,La Liga,2021-2022
1,Marc Cucurella,,"€ 45,962","€ 2,390,000",LM,22,,"Jun 30, 2024",3-yrs,"€ 7,170,000",Getafe,La Liga,2021-2022
2,Djené,,"€ 42,308","€ 2,200,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 4,400,000",Getafe,La Liga,2021-2022
3,Jaime Mata,,"€ 41,154","€ 2,140,000",CF,32,,"Jun 30, 2024",3-yrs,"€ 6,420,000",Getafe,La Liga,2021-2022
4,Nemanja Maksimovic,,"€ 40,000","€ 2,080,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 6,240,000",Getafe,La Liga,2021-2022
5,Mauro Arambarri,,"€ 29,423","€ 1,530,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 3,060,000",Getafe,La Liga,2021-2022
6,David Soria,,"€ 29,038","€ 1,510,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 3,020,000",Getafe,La Liga,2021-2022
7,Enes Ünal,,"€ 16,538","€ 860,000",CF,24,,"Jun 30, 2025",4-yrs,"€ 3,440,000",Getafe,La Liga,2021-2022
8,David Timor,,"€ 12,692","€ 660,000",DM,31,,"Jun 30, 2022",1-yr,"€ 660,000",Getafe,La Liga,2021-2022
9,Carles Aleñá,,"€ 12,115","€ 630,000",CM,23,,"Jun 30, 2026",5-yrs,"€ 3,150,000",Getafe,La Liga,2021-2022
10,Allan Nyom,,"€ 11,923","€ 620,000",RB,33,,"Jun 30, 2022",1-yr,"€ 620,000",Getafe,La Liga,2021-2022
11,Damián Suárez,,"€ 11,923","€ 620,000",RB,33,,"Jun 30, 2022",1-yr,"€ 620,000",Getafe,La Liga,2021-2022
12,Mathías Olivera,,"€ 11,923","€ 620,000",LB,23,,"Jun 30, 2023",2-yrs,"€ 1,240,000",Getafe,La Liga,2021-2022
13,Erick Cabaco,,"€ 9,038","€ 470,000",CB,26,,"Jun 30, 2024",3-yrs,"€ 1,410,000",Getafe,La Liga,2021-2022
14,Chema,,"€ 8,462","€ 440,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 880,000",Getafe,La Liga,2021-2022
15,Darío Poveda,,"€ 4,615","€ 240,000",CF,24,,"Jun 30, 2026",5-yrs,"€ 1,200,000",Getafe,La Liga,2021-2022
16,Rubén Yáñez,,"€ 2,692","€ 140,000",GK,27,,"Jun 30, 2023",2-yrs,"€ 280,000",Getafe,La Liga,2021-2022
17,José Macías,,"€ 1,635","€ 85,000",CF,21,,"Jun 30, 2022",1-yr,"€ 85,000",Getafe,La Liga,2021-2022
18,John Joe Patrick Finn,,€ 769,"€ 40,000",CF,17,,"Jun 30, 2022",1-yr,"€ 40,000",Getafe,La Liga,2021-2022
19,Hugo Duro,,€ 0,€ 0,CF,21,,"Jun 30, 2022",1-yr,€ 0,Getafe,La Liga,2021-2022
20,Juan Iglesias,,€ 0,€ 0,RB,23,,"Jun 30, 2022",1-yr,€ 0,Getafe,La Liga,2021-2022
21,Stefan Mitrovic,,€ 0,€ 0,CB,31,,"Jun 30, 2024",3-yrs,€ 0,Getafe,La Liga,2021-2022
22,Ignasi Miquel,,€ 0,€ 0,CB,28,,"Jun 30, 2023",2-yrs,€ 0,Getafe,La Liga,2021-2022
