,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Denis Suárez,,"€ 90,000","€ 4,680,000",AM,27,,"Jun 30, 2023",2-yrs,"€ 9,360,000",Celta Vigo,La Liga,2021-2022
1,Nolito,,"€ 88,077","€ 4,580,000",LW,34,,"Jun 30, 2022",1-yr,"€ 4,580,000",Celta Vigo,La Liga,2021-2022
2,Iago Aspas,,"€ 56,346","€ 2,930,000",CF,33,,"Jun 30, 2023",2-yrs,"€ 5,860,000",Celta Vigo,La Liga,2021-2022
3,Hugo Mallo,,"€ 49,808","€ 2,590,000",RB,30,,"Jun 30, 2023",2-yrs,"€ 5,180,000",Celta Vigo,La Liga,2021-2022
4,Rubén Blanco,,"€ 45,000","€ 2,340,000",GK,25,,"Jun 30, 2023",2-yrs,"€ 4,680,000",Celta Vigo,La Liga,2021-2022
5,Joseph Aidoo,,"€ 37,500","€ 1,950,000",CB,25,,"Jun 30, 2024",3-yrs,"€ 5,850,000",Celta Vigo,La Liga,2021-2022
6,Néstor Araújo,,"€ 35,385","€ 1,840,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 3,680,000",Celta Vigo,La Liga,2021-2022
7,Okay Yokuslu,,"€ 34,423","€ 1,790,000",DM,27,,"Jun 30, 2023",2-yrs,"€ 3,580,000",Celta Vigo,La Liga,2021-2022
8,Santi Mina,,"€ 32,885","€ 1,710,000",CF,25,,"Jun 30, 2024",3-yrs,"€ 5,130,000",Celta Vigo,La Liga,2021-2022
9,Brais Méndez,,"€ 25,962","€ 1,350,000",RW,24,,"Jun 30, 2024",3-yrs,"€ 4,050,000",Celta Vigo,La Liga,2021-2022
10,Augusto Solari,,"€ 25,962","€ 1,350,000",RW,29,,"Jun 30, 2023",2-yrs,"€ 2,700,000",Celta Vigo,La Liga,2021-2022
11,Iván Villar,,"€ 19,038","€ 990,000",GK,24,,"Jun 30, 2024",3-yrs,"€ 2,970,000",Celta Vigo,La Liga,2021-2022
12,Emre Mor,,"€ 18,654","€ 970,000",RW,23,,"Jun 30, 2022",1-yr,"€ 970,000",Celta Vigo,La Liga,2021-2022
13,Kevin Vázquez,,"€ 18,462","€ 960,000",RB,28,,"Jun 30, 2023",2-yrs,"€ 1,920,000",Celta Vigo,La Liga,2021-2022
14,Fran Beltrán,,"€ 17,308","€ 900,000",CM,22,,"Jun 30, 2023",2-yrs,"€ 1,800,000",Celta Vigo,La Liga,2021-2022
15,Miguel Baeza,,"€ 15,000","€ 780,000",AM,21,,"Jun 30, 2025",4-yrs,"€ 3,120,000",Celta Vigo,La Liga,2021-2022
16,Renato Tapia,,"€ 5,000","€ 260,000",DM,25,,"Jun 30, 2024",3-yrs,"€ 780,000",Celta Vigo,La Liga,2021-2022
17,Franco Cervi,,€ 0,€ 0,LW,27,,"Jun 30, 2024",3-yrs,€ 0,Celta Vigo,La Liga,2021-2022
18,Matías Dituro,,€ 0,€ 0,GK,34,,"Jun 30, 2022",1-yr,€ 0,Celta Vigo,La Liga,2021-2022
