,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Chimy Ávila,,"€ 28,846","€ 1,500,000",CF,27,,"Jun 30, 2023",2-yrs,"€ 3,000,000",Osasuna,La Liga,2021-2022
1,Rubén García,,"€ 25,962","€ 1,350,000",RW,28,,"Jun 30, 2024",3-yrs,"€ 4,050,000",Osasuna,La Liga,2021-2022
2,Nacho Vidal,,"€ 19,423","€ 1,010,000",RB,26,,"Jun 30, 2022",1-yr,"€ 1,010,000",Osasuna,La Liga,2021-2022
3,Sergio Herrera,,"€ 18,269","€ 950,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 1,900,000",Osasuna,La Liga,2021-2022
4,Enric Gallego,,"€ 16,538","€ 860,000",CF,34,,"Jun 30, 2022",1-yr,"€ 860,000",Osasuna,La Liga,2021-2022
5,Darko Brasanac,,"€ 14,808","€ 770,000",CM,29,,"Jun 30, 2023",2-yrs,"€ 1,540,000",Osasuna,La Liga,2021-2022
6,Roberto Torres,,"€ 13,654","€ 710,000",AM,32,,"Jun 30, 2023",2-yrs,"€ 1,420,000",Osasuna,La Liga,2021-2022
7,Jonás Ramalho,,"€ 13,077","€ 680,000",CB,28,,"Jun 30, 2022",1-yr,"€ 680,000",Osasuna,La Liga,2021-2022
8,Unai García,,"€ 13,077","€ 680,000",CB,28,,"Jun 30, 2023",2-yrs,"€ 1,360,000",Osasuna,La Liga,2021-2022
9,Juan Pérez,,"€ 12,500","€ 650,000",GK,25,,"Jun 30, 2024",3-yrs,"€ 1,950,000",Osasuna,La Liga,2021-2022
10,Ante Budimir,,"€ 12,115","€ 630,000",CF,29,,"Jun 30, 2025",4-yrs,"€ 2,520,000",Osasuna,La Liga,2021-2022
11,Juan Cruz,,"€ 11,923","€ 620,000",LB,28,,"Jun 30, 2023",2-yrs,"€ 1,240,000",Osasuna,La Liga,2021-2022
12,David García,,"€ 11,923","€ 620,000",CB,27,,"Jun 30, 2026",5-yrs,"€ 3,100,000",Osasuna,La Liga,2021-2022
13,Aridane Hernández,,"€ 11,731","€ 610,000",CB,32,,"Jun 30, 2023",2-yrs,"€ 1,220,000",Osasuna,La Liga,2021-2022
14,Jon Moncayola,,"€ 9,615","€ 500,000",CM,23,,"Jun 30, 2031",10-yrs,"€ 5,000,000",Osasuna,La Liga,2021-2022
15,Kike Barja,,"€ 8,846","€ 460,000",RW,24,,"Jun 30, 2023",2-yrs,"€ 920,000",Osasuna,La Liga,2021-2022
16,Lucas Torró,,"€ 8,654","€ 450,000",DM,27,,"Jun 30, 2024",3-yrs,"€ 1,350,000",Osasuna,La Liga,2021-2022
17,Oier,,"€ 6,538","€ 340,000",DM,35,,"Jun 30, 2022",1-yr,"€ 340,000",Osasuna,La Liga,2021-2022
18,Iñigo Pérez,,"€ 5,962","€ 310,000",CM,33,,"Jun 30, 2022",1-yr,"€ 310,000",Osasuna,La Liga,2021-2022
19,Jaume Grau,,€ 769,"€ 40,000",CM,24,,"Jun 30, 2022",1-yr,"€ 40,000",Osasuna,La Liga,2021-2022
20,Javi Martínez,,€ 0,€ 0,AM,21,,"Jun 30, 2023",2-yrs,€ 0,Osasuna,La Liga,2021-2022
21,Barbero,,€ 0,€ 0,CF,22,,"Jun 30, 2023",2-yrs,€ 0,Osasuna,La Liga,2021-2022
22,Kike García,,€ 0,€ 0,CF,31,,"Jun 30, 2024",3-yrs,€ 0,Osasuna,La Liga,2021-2022
23,José Ángel,,€ 0,€ 0,LB,31,,"Jun 30, 2023",2-yrs,€ 0,Osasuna,La Liga,2021-2022
24,Jesús Areso,,€ 0,€ 0,RB,22,,"Jun 30, 2026",5-yrs,€ 0,Osasuna,La Liga,2021-2022
25,Marc Cardona,,€ 0,€ 0,CF,26,,"Jun 30, 2023",2-yrs,€ 0,Osasuna,La Liga,2021-2022
