,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Nabil Fekir,,"€ 132,692","€ 6,900,000",AM,28,,"Jun 30, 2023",2-yrs,"€ 13,800,000",Real Betis,La Liga,2021-2022
1,Germán Pezzella,,"€ 80,192","€ 4,170,000",CB,30,,"Jun 30, 2025",4-yrs,"€ 16,680,000",Real Betis,La Liga,2021-2022
2,William Carvalho,,"€ 66,923","€ 3,480,000",DM,29,,"Jun 30, 2023",2-yrs,"€ 6,960,000",Real Betis,La Liga,2021-2022
3,Marc Bartra,,"€ 51,923","€ 2,700,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 5,400,000",Real Betis,La Liga,2021-2022
4,Guido Rodríguez,,"€ 51,538","€ 2,680,000",DM,27,,"Jun 30, 2024",3-yrs,"€ 8,040,000",Real Betis,La Liga,2021-2022
5,Martín Montoya,,"€ 38,269","€ 1,990,000",RB,30,,"Jun 30, 2024",3-yrs,"€ 5,970,000",Real Betis,La Liga,2021-2022
6,Andrés Guardado,,"€ 36,731","€ 1,910,000",CM,34,,"Jun 30, 2022",1-yr,"€ 1,910,000",Real Betis,La Liga,2021-2022
7,Claudio Bravo,,"€ 30,769","€ 1,600,000",GK,38,,"Jun 30, 2022",1-yr,"€ 1,600,000",Real Betis,La Liga,2021-2022
8,Joaquín,,"€ 27,692","€ 1,440,000",RW,39,,"Jun 30, 2022",1-yr,"€ 1,440,000",Real Betis,La Liga,2021-2022
9,Sergio Canales,,"€ 26,346","€ 1,370,000",AM,30,,"Jun 30, 2023",2-yrs,"€ 2,740,000",Real Betis,La Liga,2021-2022
10,Borja Iglesias,,"€ 24,808","€ 1,290,000",CF,28,,"Jun 30, 2024",3-yrs,"€ 3,870,000",Real Betis,La Liga,2021-2022
11,Sidnei,,"€ 23,846","€ 1,240,000",CB,31,,"Jun 30, 2022",1-yr,"€ 1,240,000",Real Betis,La Liga,2021-2022
12,Cristian Tello,,"€ 20,000","€ 1,040,000",LW,29,,"Jun 30, 2022",1-yr,"€ 1,040,000",Real Betis,La Liga,2021-2022
13,Víctor Ruiz,,"€ 17,885","€ 930,000",CB,32,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Real Betis,La Liga,2021-2022
14,Yassin Fekir,,"€ 17,885","€ 930,000",LW,24,,"Jun 30, 2023",2-yrs,"€ 1,860,000",Real Betis,La Liga,2021-2022
15,Juanmi,,"€ 17,500","€ 910,000",RW,28,,"Jun 30, 2024",3-yrs,"€ 2,730,000",Real Betis,La Liga,2021-2022
16,Joel Robles,,"€ 17,308","€ 900,000",GK,31,,"Jun 30, 2022",1-yr,"€ 900,000",Real Betis,La Liga,2021-2022
17,Víctor Camarasa,,"€ 17,115","€ 890,000",CM,27,,"Jun 30, 2022",1-yr,"€ 890,000",Real Betis,La Liga,2021-2022
18,Loren Morón,,"€ 15,769","€ 820,000",CF,27,,"Jun 30, 2024",3-yrs,"€ 2,460,000",Real Betis,La Liga,2021-2022
19,Álex Moreno,,"€ 13,077","€ 680,000",LB,28,,"Jun 30, 2024",3-yrs,"€ 2,040,000",Real Betis,La Liga,2021-2022
20,Paul Akouokou,,"€ 9,808","€ 510,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 1,530,000",Real Betis,La Liga,2021-2022
21,Aitor Ruibal,,"€ 8,462","€ 440,000",RW,25,,"Jun 30, 2025",4-yrs,"€ 1,760,000",Real Betis,La Liga,2021-2022
22,Rodri,,"€ 7,692","€ 400,000",AM,21,,"Jun 30, 2024",3-yrs,"€ 1,200,000",Real Betis,La Liga,2021-2022
23,Diego Lainez,,"€ 7,692","€ 400,000",LW,21,,"Jun 30, 2024",3-yrs,"€ 1,200,000",Real Betis,La Liga,2021-2022
24,Juan Miranda,,"€ 6,923","€ 360,000",LB,21,,"Jun 30, 2024",3-yrs,"€ 1,080,000",Real Betis,La Liga,2021-2022
25,Dani Martín,,"€ 6,731","€ 350,000",GK,23,,"Jun 30, 2024",3-yrs,"€ 1,050,000",Real Betis,La Liga,2021-2022
26,Youssouf Sabaly,,€ 0,€ 0,RB,28,,"Jun 30, 2026",5-yrs,€ 0,Real Betis,La Liga,2021-2022
27,Rober González,,€ 0,€ 0,RW,20,,"Jun 30, 2024",3-yrs,€ 0,Real Betis,La Liga,2021-2022
28,Edgar González,,€ 0,€ 0,DM,24,,"Jun 30, 2023",2-yrs,€ 0,Real Betis,La Liga,2021-2022
29,Rui Silva,,€ 0,€ 0,GK,27,,"Jun 30, 2026",5-yrs,€ 0,Real Betis,La Liga,2021-2022
