,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Asier Illarramendi,,"€ 83,846","€ 4,360,000",DM,31,,"Jun 30, 2023",2-yrs,"€ 8,720,000",Real Sociedad,La Liga,2021-2022
1,Adnan Januzaj,,"€ 76,923","€ 4,000,000",RW,26,,"Jun 30, 2022",1-yr,"€ 4,000,000",Real Sociedad,La Liga,2021-2022
2,Mikel Merino,,"€ 75,192","€ 3,910,000",CM,25,,"Jun 30, 2025",4-yrs,"€ 15,640,000",Real Sociedad,La Liga,2021-2022
3,Mikel Oyarzabal,,"€ 67,885","€ 3,530,000",LW,24,,"Jun 30, 2024",3-yrs,"€ 10,590,000",Real Sociedad,La Liga,2021-2022
4,Nacho Monreal,,"€ 66,346","€ 3,450,000",LB,35,,"Jun 30, 2022",1-yr,"€ 3,450,000",Real Sociedad,La Liga,2021-2022
5,Igor Zubeldia,,"€ 65,769","€ 3,420,000",DM,24,,"Jun 30, 2024",3-yrs,"€ 10,260,000",Real Sociedad,La Liga,2021-2022
6,Willian José,,"€ 57,692","€ 3,000,000",CF,29,,"Jun 30, 2024",3-yrs,"€ 9,000,000",Real Sociedad,La Liga,2021-2022
7,David Silva,,"€ 55,769","€ 2,900,000",AM,35,,"Jun 30, 2022",1-yr,"€ 2,900,000",Real Sociedad,La Liga,2021-2022
8,Álex Remiro,,"€ 42,885","€ 2,230,000",GK,26,,"Jun 30, 2023",2-yrs,"€ 4,460,000",Real Sociedad,La Liga,2021-2022
9,Portu,,"€ 40,577","€ 2,110,000",RW,29,,"Jun 30, 2024",3-yrs,"€ 6,330,000",Real Sociedad,La Liga,2021-2022
10,Aritz Elustondo,,"€ 40,577","€ 2,110,000",CB,27,,"Jun 30, 2024",3-yrs,"€ 6,330,000",Real Sociedad,La Liga,2021-2022
11,Joseba Zaldua,,"€ 34,808","€ 1,810,000",RB,29,,"Jun 30, 2023",2-yrs,"€ 3,620,000",Real Sociedad,La Liga,2021-2022
12,Martín Zubimendi,,"€ 33,077","€ 1,720,000",DM,22,,"Jun 30, 2025",4-yrs,"€ 6,880,000",Real Sociedad,La Liga,2021-2022
13,Alexander Isak,,"€ 21,538","€ 1,120,000",CF,21,,"Jun 30, 2026",5-yrs,"€ 5,600,000",Real Sociedad,La Liga,2021-2022
14,Robin Le Normand,,"€ 21,346","€ 1,110,000",CB,24,,"Jun 30, 2024",3-yrs,"€ 3,330,000",Real Sociedad,La Liga,2021-2022
15,Carlos Fernández,,"€ 20,000","€ 1,040,000",CF,25,,"Jun 30, 2026",5-yrs,"€ 5,200,000",Real Sociedad,La Liga,2021-2022
16,Jon Guridi,,"€ 19,231","€ 1,000,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 3,000,000",Real Sociedad,La Liga,2021-2022
17,Aihen Muñoz,,"€ 19,038","€ 990,000",LB,23,,"Jun 30, 2022",1-yr,"€ 990,000",Real Sociedad,La Liga,2021-2022
18,Ander Guevara,,"€ 16,731","€ 870,000",CM,24,,"Jun 30, 2024",3-yrs,"€ 2,610,000",Real Sociedad,La Liga,2021-2022
19,Martín Merquelanz,,"€ 14,231","€ 740,000",LW,26,,"Jun 30, 2025",4-yrs,"€ 2,960,000",Real Sociedad,La Liga,2021-2022
20,Andoni Gorosabel,,"€ 13,462","€ 700,000",RB,24,,"Jun 30, 2024",3-yrs,"€ 2,100,000",Real Sociedad,La Liga,2021-2022
21,Kévin Rodrigues,,"€ 9,615","€ 500,000",LB,27,,"Jun 30, 2022",1-yr,"€ 500,000",Real Sociedad,La Liga,2021-2022
22,Jon Bautista,,"€ 9,423","€ 490,000",CF,26,,"Jun 30, 2023",2-yrs,"€ 980,000",Real Sociedad,La Liga,2021-2022
23,Modibo Sagnan,,"€ 8,462","€ 440,000",CB,22,,"Jun 30, 2024",3-yrs,"€ 1,320,000",Real Sociedad,La Liga,2021-2022
24,Ander Barrenetxea,,"€ 5,962","€ 310,000",LW,19,,"Jun 30, 2027",6-yrs,"€ 1,860,000",Real Sociedad,La Liga,2021-2022
25,Mathew Ryan,,€ 0,€ 0,GK,29,,"Jun 30, 2023",2-yrs,€ 0,Real Sociedad,La Liga,2021-2022
