,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Antoine Griezmann,,"€ 721,154","€ 37,500,000",SS,30,,"Jun 30, 2022",1-yr,"€ 37,500,000",Atletico Madrid,La Liga,2021-2022
1,Jan Oblak,,"€ 400,000","€ 20,800,000",GK,28,,"Jun 30, 2023",2-yrs,"€ 41,600,000",Atletico Madrid,La Liga,2021-2022
2,Koke,,"€ 307,692","€ 16,000,000",CM,29,,"Jun 30, 2024",3-yrs,"€ 48,000,000",Atletico Madrid,La Liga,2021-2022
3,Luis Suárez,,"€ 300,385","€ 15,620,000",CF,34,,"Jun 30, 2022",1-yr,"€ 15,620,000",Atletico Madrid,La Liga,2021-2022
4,João Félix,,"€ 280,385","€ 14,580,000",SS,21,,"Jun 30, 2026",5-yrs,"€ 72,900,000",Atletico Madrid,La Liga,2021-2022
5,Yannick Carrasco,,"€ 145,385","€ 7,560,000",LW,27,,"Jun 30, 2024",3-yrs,"€ 22,680,000",Atletico Madrid,La Liga,2021-2022
6,Felipe,,"€ 145,385","€ 7,560,000",CB,32,,"Jun 30, 2022",1-yr,"€ 7,560,000",Atletico Madrid,La Liga,2021-2022
7,Sime Vrsaljko,,"€ 140,962","€ 7,330,000",RB,29,,"Jun 30, 2022",1-yr,"€ 7,330,000",Atletico Madrid,La Liga,2021-2022
8,Geoffrey Kondogbia,,"€ 132,692","€ 6,900,000",CM,28,,"Jun 30, 2024",3-yrs,"€ 20,700,000",Atletico Madrid,La Liga,2021-2022
9,Thomas Lemar,,"€ 125,000","€ 6,500,000",AM,25,,"Jun 30, 2023",2-yrs,"€ 13,000,000",Atletico Madrid,La Liga,2021-2022
10,Rodrigo de Paul,,"€ 120,192","€ 6,250,000",CM,27,,"Jun 30, 2026",5-yrs,"€ 31,250,000",Atletico Madrid,La Liga,2021-2022
11,Héctor Herrera,,"€ 115,385","€ 6,000,000",CM,31,,"Jun 30, 2022",1-yr,"€ 6,000,000",Atletico Madrid,La Liga,2021-2022
12,Stefan Savic,,"€ 86,538","€ 4,500,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 9,000,000",Atletico Madrid,La Liga,2021-2022
13,José Giménez,,"€ 76,923","€ 4,000,000",CB,26,,"Jun 30, 2023",2-yrs,"€ 8,000,000",Atletico Madrid,La Liga,2021-2022
14,Renan Lodi,,"€ 73,077","€ 3,800,000",LB,23,,"Jun 30, 2025",4-yrs,"€ 15,200,000",Atletico Madrid,La Liga,2021-2022
15,Ángel Correa,,"€ 67,308","€ 3,500,000",SS,26,,"Jun 30, 2024",3-yrs,"€ 10,500,000",Atletico Madrid,La Liga,2021-2022
16,Manu Sánchez,,"€ 48,654","€ 2,530,000",LB,20,,"Jun 30, 2025",4-yrs,"€ 10,120,000",Atletico Madrid,La Liga,2021-2022
17,Mario Hermoso,,"€ 40,385","€ 2,100,000",CB,26,,"Jun 30, 2024",3-yrs,"€ 6,300,000",Atletico Madrid,La Liga,2021-2022
18,Marcos Llorente,,"€ 40,385","€ 2,100,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 6,300,000",Atletico Madrid,La Liga,2021-2022
19,Kieran Trippier,,"€ 38,462","€ 2,000,000",RB,30,,"Jun 30, 2023",2-yrs,"€ 4,000,000",Atletico Madrid,La Liga,2021-2022
20,Santiago Arias,,"€ 36,538","€ 1,900,000",RB,29,,"Jun 30, 2023",2-yrs,"€ 3,800,000",Atletico Madrid,La Liga,2021-2022
21,Ivo Grbic,,"€ 16,538","€ 860,000",GK,25,,"Jun 30, 2024",3-yrs,"€ 2,580,000",Atletico Madrid,La Liga,2021-2022
22,Nehuén Pérez,,"€ 16,538","€ 860,000",CB,21,,"Jun 30, 2024",3-yrs,"€ 2,580,000",Atletico Madrid,La Liga,2021-2022
23,Ivan Saponjic,,"€ 16,154","€ 840,000",CF,23,,"Jun 30, 2022",1-yr,"€ 840,000",Atletico Madrid,La Liga,2021-2022
24,Marcos Paulo,,€ 0,€ 0,LW,20,,"Jun 30, 2026",5-yrs,€ 0,Atletico Madrid,La Liga,2021-2022
25,Francisco Montero,,€ 0,€ 0,CB,22,,"Jun 30, 2024",3-yrs,€ 0,Atletico Madrid,La Liga,2021-2022
