,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Ivan Rakitic,,"€ 253,846","€ 13,200,000",CM,33,,"Jun 30, 2024",3-yrs,"€ 39,600,000",Sevilla,La Liga,2021-2022
1,Óliver Torres,,"€ 143,269","€ 7,450,000",CM,26,,"Jun 30, 2024",3-yrs,"€ 22,350,000",Sevilla,La Liga,2021-2022
2,Youssef En-Nesyri,,"€ 123,462","€ 6,420,000",CF,24,,"Jun 30, 2025",4-yrs,"€ 25,680,000",Sevilla,La Liga,2021-2022
3,Suso,,"€ 121,154","€ 6,300,000",RW,27,,"Jun 30, 2025",4-yrs,"€ 25,200,000",Sevilla,La Liga,2021-2022
4,Papu Gómez,,"€ 120,192","€ 6,250,000",SS,33,,"Jun 30, 2024",3-yrs,"€ 18,750,000",Sevilla,La Liga,2021-2022
5,Munir El Haddadi,,"€ 95,769","€ 4,980,000",CF,25,,"Jun 30, 2023",2-yrs,"€ 9,960,000",Sevilla,La Liga,2021-2022
6,Fernando Reges,,"€ 93,654","€ 4,870,000",DM,33,,"Jun 30, 2022",1-yr,"€ 4,870,000",Sevilla,La Liga,2021-2022
7,Joan Jordán,,"€ 90,769","€ 4,720,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 9,440,000",Sevilla,La Liga,2021-2022
8,Jesús Navas,,"€ 76,923","€ 4,000,000",RB,35,,"Jun 30, 2024",3-yrs,"€ 12,000,000",Sevilla,La Liga,2021-2022
9,Diego Carlos,,"€ 63,846","€ 3,320,000",CB,28,,"Jun 30, 2024",3-yrs,"€ 9,960,000",Sevilla,La Liga,2021-2022
10,Marcos Acuña,,"€ 54,615","€ 2,840,000",LB,29,,"Jun 30, 2024",3-yrs,"€ 8,520,000",Sevilla,La Liga,2021-2022
11,Nemanja Gudelj,,"€ 50,769","€ 2,640,000",DM,29,,"Jun 30, 2023",2-yrs,"€ 5,280,000",Sevilla,La Liga,2021-2022
12,Rony Lopes,,"€ 34,231","€ 1,780,000",RW,25,,"Jun 30, 2024",3-yrs,"€ 5,340,000",Sevilla,La Liga,2021-2022
13,Bono,,"€ 31,923","€ 1,660,000",GK,30,,"Jun 30, 2024",3-yrs,"€ 4,980,000",Sevilla,La Liga,2021-2022
14,Joris Gnagnon,,"€ 31,346","€ 1,630,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 3,260,000",Sevilla,La Liga,2021-2022
15,Lucas Ocampos,,"€ 30,769","€ 1,600,000",LW,27,,"Jun 30, 2024",3-yrs,"€ 4,800,000",Sevilla,La Liga,2021-2022
16,Oussama Idrissi,,"€ 28,462","€ 1,480,000",LW,25,,"Jun 30, 2025",4-yrs,"€ 5,920,000",Sevilla,La Liga,2021-2022
17,Sergi Gómez,,"€ 27,500","€ 1,430,000",CB,29,,"Jun 30, 2022",1-yr,"€ 1,430,000",Sevilla,La Liga,2021-2022
18,Karim Rekik,,"€ 25,192","€ 1,310,000",CB,26,,"Jun 30, 2025",4-yrs,"€ 5,240,000",Sevilla,La Liga,2021-2022
19,Ibrahim Amadou,,"€ 23,462","€ 1,220,000",DM,28,,"Jun 30, 2022",1-yr,"€ 1,220,000",Sevilla,La Liga,2021-2022
20,Óscar Rodríguez,,"€ 22,115","€ 1,150,000",AM,23,,"Jun 30, 2025",4-yrs,"€ 4,600,000",Sevilla,La Liga,2021-2022
21,Jules Koundé,,"€ 21,154","€ 1,100,000",CB,22,,"Jun 30, 2024",3-yrs,"€ 3,300,000",Sevilla,La Liga,2021-2022
22,Alejandro Pozo,,"€ 13,846","€ 720,000",RB,22,,"Jun 30, 2023",2-yrs,"€ 1,440,000",Sevilla,La Liga,2021-2022
23,Javi Díaz,,"€ 9,615","€ 500,000",GK,24,,"Jun 30, 2022",1-yr,"€ 500,000",Sevilla,La Liga,2021-2022
24,Bryan Gil,,"€ 5,192","€ 270,000",LW,20,,"Jun 30, 2023",2-yrs,"€ 540,000",Sevilla,La Liga,2021-2022
25,Juan Berrocal,,€ 0,€ 0,CB,22,,"Jun 30, 2022",1-yr,€ 0,Sevilla,La Liga,2021-2022
26,Marko Dmitrovic,,€ 0,€ 0,GK,29,,"Jun 30, 2025",4-yrs,€ 0,Sevilla,La Liga,2021-2022
27,Rafa Mir,,€ 0,€ 0,CF,24,,"Jun 30, 2027",6-yrs,€ 0,Sevilla,La Liga,2021-2022
