,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Pablo Maffeo,,"€ 18,846","€ 980,000",RB,24,,"Jun 30, 2022",1-yr,"€ 980,000",Mallorca,La Liga,2021-2022
1,Iddrisu Baba,,"€ 15,769","€ 820,000",CM,25,,"Jun 30, 2024",3-yrs,"€ 2,460,000",Mallorca,La Liga,2021-2022
2,Antonio Raíllo,,"€ 15,000","€ 780,000",CB,29,,"Jun 30, 2024",3-yrs,"€ 2,340,000",Mallorca,La Liga,2021-2022
3,Aleix Febas,,"€ 14,615","€ 760,000",CM,25,,"Jun 30, 2023",2-yrs,"€ 1,520,000",Mallorca,La Liga,2021-2022
4,Braian Cufré,,"€ 14,038","€ 730,000",LB,24,,"Jun 30, 2024",3-yrs,"€ 2,190,000",Mallorca,La Liga,2021-2022
5,Martin Valjent,,"€ 13,462","€ 700,000",CB,25,,"Jun 30, 2025",4-yrs,"€ 2,800,000",Mallorca,La Liga,2021-2022
6,Iñigo Ruiz de Galarreta,,"€ 12,692","€ 660,000",CM,27,,"Jun 30, 2023",2-yrs,"€ 1,320,000",Mallorca,La Liga,2021-2022
7,Franco Russo,,"€ 12,500","€ 650,000",CB,26,,"Jun 30, 2024",3-yrs,"€ 1,950,000",Mallorca,La Liga,2021-2022
8,Joan Sastre,,"€ 10,769","€ 560,000",RB,24,,"Jun 30, 2023",2-yrs,"€ 1,120,000",Mallorca,La Liga,2021-2022
9,Salva Sevilla,,"€ 10,192","€ 530,000",CM,37,,"Jun 30, 2022",1-yr,"€ 530,000",Mallorca,La Liga,2021-2022
10,Aleksandar Sedlar,,"€ 9,231","€ 480,000",CB,29,,"Jun 30, 2023",2-yrs,"€ 960,000",Mallorca,La Liga,2021-2022
11,Lago Júnior,,"€ 8,654","€ 450,000",LW,30,,"Jun 30, 2023",2-yrs,"€ 900,000",Mallorca,La Liga,2021-2022
12,Brian Oliván,,"€ 8,462","€ 440,000",LB,27,,"Jun 30, 2022",1-yr,"€ 440,000",Mallorca,La Liga,2021-2022
13,Dani Rodríguez,,"€ 8,462","€ 440,000",AM,33,,"Jun 30, 2023",2-yrs,"€ 880,000",Mallorca,La Liga,2021-2022
14,Amath Ndiaye,,"€ 8,077","€ 420,000",LW,25,,"Jun 30, 2025",4-yrs,"€ 1,680,000",Mallorca,La Liga,2021-2022
15,Antonio Sánchez,,"€ 7,500","€ 390,000",CM,24,,"Jun 30, 2024",3-yrs,"€ 1,170,000",Mallorca,La Liga,2021-2022
16,Jordi Mboula,,"€ 7,308","€ 380,000",RW,22,,"Jun 30, 2024",3-yrs,"€ 1,140,000",Mallorca,La Liga,2021-2022
17,Abdón Prats,,"€ 4,423","€ 230,000",CF,28,,"Jun 30, 2024",3-yrs,"€ 690,000",Mallorca,La Liga,2021-2022
18,Aleksandar Trajkovski,,"€ 4,231","€ 220,000",LW,28,,"Jun 30, 2023",2-yrs,"€ 440,000",Mallorca,La Liga,2021-2022
19,Manolo Reina,,"€ 2,500","€ 130,000",GK,36,,"Jun 30, 2022",1-yr,"€ 130,000",Mallorca,La Liga,2021-2022
20,Víctor Mollejo,,"€ 1,346","€ 70,000",RW,20,,"Jun 30, 2024",3-yrs,"€ 210,000",Mallorca,La Liga,2021-2022
21,Luka Romero,,"€ 1,154","€ 60,000",AM,16,,"Jun 30, 2023",2-yrs,"€ 120,000",Mallorca,La Liga,2021-2022
22,Alex Alegría,,€ 0,€ 0,CF,28,,"Jun 30, 2024",3-yrs,€ 0,Mallorca,La Liga,2021-2022
23,Pablo Valcarce,,€ 0,€ 0,RW,28,,"Jun 30, 2022",1-yr,€ 0,Mallorca,La Liga,2021-2022
24,Stoichkov,,€ 0,€ 0,AM,27,,"Jun 30, 2022",1-yr,€ 0,Mallorca,La Liga,2021-2022
25,Ángel Rodríguez,,€ 0,€ 0,CF,34,,"Jun 30, 2023",2-yrs,€ 0,Mallorca,La Liga,2021-2022
26,Josep Señé,,€ 0,€ 0,AM,29,,"Jun 30, 2022",1-yr,€ 0,Mallorca,La Liga,2021-2022
27,Dominik Greif,,€ 0,€ 0,GK,24,,"Jun 30, 2026",5-yrs,€ 0,Mallorca,La Liga,2021-2022
28,Jaume Costa,,€ 0,€ 0,LB,33,,"Jun 30, 2023",2-yrs,€ 0,Mallorca,La Liga,2021-2022
