,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Gonçalo Guedes,,"€ 117,308","€ 6,100,000",LW,24,,"Jun 30, 2023",2-yrs,"€ 12,200,000",Valencia,La Liga,2021-2022
1,Gabriel Paulista,,"€ 102,500","€ 5,330,000",CB,30,,"Jun 30, 2024",3-yrs,"€ 15,990,000",Valencia,La Liga,2021-2022
2,Jasper Cillessen,,"€ 72,115","€ 3,750,000",GK,32,,"Jun 30, 2023",2-yrs,"€ 7,500,000",Valencia,La Liga,2021-2022
3,José Gayà,,"€ 67,308","€ 3,500,000",LB,26,,"Jun 30, 2023",2-yrs,"€ 7,000,000",Valencia,La Liga,2021-2022
4,Daniel Wass,,"€ 66,154","€ 3,440,000",RB,32,,"Jun 30, 2022",1-yr,"€ 3,440,000",Valencia,La Liga,2021-2022
5,Denis Cheryshev,,"€ 61,346","€ 3,190,000",LW,30,,"Jun 30, 2022",1-yr,"€ 3,190,000",Valencia,La Liga,2021-2022
6,Jason,,"€ 55,000","€ 2,860,000",RW,27,,"Jun 30, 2022",1-yr,"€ 2,860,000",Valencia,La Liga,2021-2022
7,Manu Vallejo,,"€ 50,577","€ 2,630,000",CF,24,,"Jun 30, 2024",3-yrs,"€ 7,890,000",Valencia,La Liga,2021-2022
8,Rubén Sobrino,,"€ 41,923","€ 2,180,000",CF,29,,"Jun 30, 2022",1-yr,"€ 2,180,000",Valencia,La Liga,2021-2022
9,Jaume Doménech,,"€ 40,577","€ 2,110,000",GK,30,,"Jun 30, 2023",2-yrs,"€ 4,220,000",Valencia,La Liga,2021-2022
10,Carlos Soler,,"€ 40,385","€ 2,100,000",CM,24,,"Jun 30, 2023",2-yrs,"€ 4,200,000",Valencia,La Liga,2021-2022
11,Marcos André,,"€ 38,462","€ 2,000,000",CF,24,,"Jun 30, 2026",5-yrs,"€ 10,000,000",Valencia,La Liga,2021-2022
12,Thierry Correia,,"€ 35,385","€ 1,840,000",RB,22,,"Jun 30, 2024",3-yrs,"€ 5,520,000",Valencia,La Liga,2021-2022
13,Toni Lato,,"€ 33,846","€ 1,760,000",LB,23,,"Jun 30, 2023",2-yrs,"€ 3,520,000",Valencia,La Liga,2021-2022
14,Álex Blanco,,"€ 32,308","€ 1,680,000",LW,22,,"Jun 30, 2022",1-yr,"€ 1,680,000",Valencia,La Liga,2021-2022
15,Cristiano Piccini,,"€ 32,115","€ 1,670,000",RB,28,,"Jun 30, 2022",1-yr,"€ 1,670,000",Valencia,La Liga,2021-2022
16,Hugo Guillamón,,"€ 31,154","€ 1,620,000",CB,21,,"Jun 30, 2023",2-yrs,"€ 3,240,000",Valencia,La Liga,2021-2022
17,Yunus Musah,,"€ 28,846","€ 1,500,000",RW,18,,"Jun 30, 2026",5-yrs,"€ 7,500,000",Valencia,La Liga,2021-2022
18,Maxi Gómez,,"€ 28,846","€ 1,500,000",CF,24,,"Jun 30, 2024",3-yrs,"€ 4,500,000",Valencia,La Liga,2021-2022
19,Cristian Rivero,,"€ 27,885","€ 1,450,000",GK,23,,"Jun 30, 2024",3-yrs,"€ 4,350,000",Valencia,La Liga,2021-2022
20,Omar Alderete,,"€ 23,077","€ 1,200,000",CB,24,,"Jun 30, 2022",1-yr,"€ 1,200,000",Valencia,La Liga,2021-2022
21,Jorge Sáenz,,"€ 21,154","€ 1,100,000",CB,24,,"Jun 30, 2024",3-yrs,"€ 3,300,000",Valencia,La Liga,2021-2022
22,Uros Racic,,"€ 16,923","€ 880,000",CM,23,,"Jun 30, 2024",3-yrs,"€ 2,640,000",Valencia,La Liga,2021-2022
23,Mouctar Diakhaby,,"€ 15,385","€ 800,000",CB,24,,"Jun 30, 2023",2-yrs,"€ 1,600,000",Valencia,La Liga,2021-2022
24,Kang-in Lee,,"€ 11,923","€ 620,000",AM,20,,"Jun 30, 2022",1-yr,"€ 620,000",Valencia,La Liga,2021-2022
25,Giorgi Mamardashvili,,€ 0,€ 0,GK,20,,"Jun 30, 2022",1-yr,€ 0,Valencia,La Liga,2021-2022
26,Koba Koindredi,,€ 0,€ 0,CM,19,,"Jun 30, 2025",4-yrs,€ 0,Valencia,La Liga,2021-2022
