,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kiko Casilla,,"€ 37,308","€ 1,940,000",GK,34,,"Jun 30, 2022",1-yr,"€ 1,940,000",Elche,La Liga,2021-2022
1,Iván Marcone,,"€ 34,231","€ 1,780,000",DM,31,,"Jun 30, 2023",2-yrs,"€ 3,560,000",Elche,La Liga,2021-2022
2,Guido Carrillo,,"€ 23,654","€ 1,230,000",CF,30,,"Jun 30, 2022",1-yr,"€ 1,230,000",Elche,La Liga,2021-2022
3,Luismi,,"€ 17,885","€ 930,000",DM,29,,"Jun 30, 2022",1-yr,"€ 930,000",Elche,La Liga,2021-2022
4,Édgar Badía,,"€ 12,500","€ 650,000",GK,29,,"Jun 30, 2022",1-yr,"€ 650,000",Elche,La Liga,2021-2022
5,Fidel,,"€ 11,923","€ 620,000",LW,31,,"Jun 30, 2022",1-yr,"€ 620,000",Elche,La Liga,2021-2022
6,Raúl Guti,,"€ 9,038","€ 470,000",CM,24,,"Jun 30, 2025",4-yrs,"€ 1,880,000",Elche,La Liga,2021-2022
7,Pere Milla,,"€ 6,538","€ 340,000",LW,28,,"Jun 30, 2022",1-yr,"€ 340,000",Elche,La Liga,2021-2022
8,Lucas Boyé,,"€ 6,154","€ 320,000",CF,25,,"Jun 30, 2024",3-yrs,"€ 960,000",Elche,La Liga,2021-2022
9,Tete Morente,,"€ 5,577","€ 290,000",LW,24,,"Jun 30, 2024",3-yrs,"€ 870,000",Elche,La Liga,2021-2022
10,Miguel Cifuentes,,"€ 4,231","€ 220,000",RB,30,,"Jun 30, 2022",1-yr,"€ 220,000",Elche,La Liga,2021-2022
11,Josema,,"€ 3,462","€ 180,000",CB,25,,"Jun 30, 2023",2-yrs,"€ 360,000",Elche,La Liga,2021-2022
12,Diego González,,"€ 2,692","€ 140,000",CB,26,,"Jun 30, 2022",1-yr,"€ 140,000",Elche,La Liga,2021-2022
13,Gonzalo Verdú,,"€ 2,500","€ 130,000",CB,32,,"Jun 30, 2022",1-yr,"€ 130,000",Elche,La Liga,2021-2022
14,Josan,,"€ 2,500","€ 130,000",RW,31,,"Jun 30, 2022",1-yr,"€ 130,000",Elche,La Liga,2021-2022
15,Pablo Piatti,,€ 0,€ 0,LW,32,,"Jun 30, 2022",1-yr,€ 0,Elche,La Liga,2021-2022
16,Manu Justo,,€ 0,€ 0,SS,25,,"Jun 30, 2022",1-yr,€ 0,Elche,La Liga,2021-2022
17,Enzo Roco,,€ 0,€ 0,CB,28,,"Jun 30, 2023",2-yrs,€ 0,Elche,La Liga,2021-2022
18,Pedro Bigas,,€ 0,€ 0,CB,31,,"Jun 30, 2023",2-yrs,€ 0,Elche,La Liga,2021-2022
19,Helibelton Palacios,,€ 0,€ 0,RB,28,,"Jun 30, 2022",1-yr,€ 0,Elche,La Liga,2021-2022
