,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Raúl García,,"€ 160,000","€ 8,320,000",CF,35,,"Jun 30, 2022",1-yr,"€ 8,320,000",Athletic Club,La Liga,2021-2022
1,Iñaki Williams,,"€ 114,808","€ 5,970,000",CF,27,,"Jun 30, 2028",7-yrs,"€ 41,790,000",Athletic Club,La Liga,2021-2022
2,Iñigo Martínez,,"€ 96,154","€ 5,000,000",CB,30,,"Jun 30, 2023",2-yrs,"€ 10,000,000",Athletic Club,La Liga,2021-2022
3,Iker Muniain,,"€ 84,615","€ 4,400,000",AM,28,,"Jun 30, 2024",3-yrs,"€ 13,200,000",Athletic Club,La Liga,2021-2022
4,Unai Simón,,"€ 83,654","€ 4,350,000",GK,24,,"Jun 30, 2025",4-yrs,"€ 17,400,000",Athletic Club,La Liga,2021-2022
5,Yuri Berchiche,,"€ 80,769","€ 4,200,000",LB,31,,"Jun 30, 2022",1-yr,"€ 4,200,000",Athletic Club,La Liga,2021-2022
6,Álex Berenguer,,"€ 54,808","€ 2,850,000",LW,26,,"Jun 30, 2024",3-yrs,"€ 8,550,000",Athletic Club,La Liga,2021-2022
7,Dani García,,"€ 53,269","€ 2,770,000",CM,31,,"Jun 30, 2022",1-yr,"€ 2,770,000",Athletic Club,La Liga,2021-2022
8,Iñigo Córdoba,,"€ 51,154","€ 2,660,000",LW,24,,"Jun 30, 2022",1-yr,"€ 2,660,000",Athletic Club,La Liga,2021-2022
9,Yeray Álvarez,,"€ 49,231","€ 2,560,000",CB,26,,"Jun 30, 2026",5-yrs,"€ 12,800,000",Athletic Club,La Liga,2021-2022
10,Unai Núñez,,"€ 43,077","€ 2,240,000",CB,24,,"Jun 30, 2025",4-yrs,"€ 8,960,000",Athletic Club,La Liga,2021-2022
11,Jon Morcillo,,"€ 41,154","€ 2,140,000",LW,22,,"Jun 30, 2023",2-yrs,"€ 4,280,000",Athletic Club,La Liga,2021-2022
12,Kenan Kodro,,"€ 41,154","€ 2,140,000",CF,27,,"Jun 30, 2022",1-yr,"€ 2,140,000",Athletic Club,La Liga,2021-2022
13,Ander Capa,,"€ 38,462","€ 2,000,000",RB,29,,"Jun 30, 2022",1-yr,"€ 2,000,000",Athletic Club,La Liga,2021-2022
14,Óscar de Marcos,,"€ 35,577","€ 1,850,000",RB,32,,"Jun 30, 2022",1-yr,"€ 1,850,000",Athletic Club,La Liga,2021-2022
15,Asier Villalibre,,"€ 34,038","€ 1,770,000",CF,23,,"Jun 30, 2023",2-yrs,"€ 3,540,000",Athletic Club,La Liga,2021-2022
16,Mikel Balenziaga,,"€ 31,731","€ 1,650,000",LB,33,,"Jun 30, 2022",1-yr,"€ 1,650,000",Athletic Club,La Liga,2021-2022
17,Jokin Ezkieta,,"€ 30,000","€ 1,560,000",GK,24,,"Jun 30, 2023",2-yrs,"€ 3,120,000",Athletic Club,La Liga,2021-2022
18,Iñigo Lekue,,"€ 29,808","€ 1,550,000",RB,28,,"Jun 30, 2023",2-yrs,"€ 3,100,000",Athletic Club,La Liga,2021-2022
19,Oier Zarraga,,"€ 28,846","€ 1,500,000",CM,22,,"Jun 30, 2023",2-yrs,"€ 3,000,000",Athletic Club,La Liga,2021-2022
20,Oihan Sancet,,"€ 26,923","€ 1,400,000",AM,21,,"Jun 30, 2022",1-yr,"€ 1,400,000",Athletic Club,La Liga,2021-2022
21,Unai López,,"€ 23,269","€ 1,210,000",CM,25,,"Jun 30, 2022",1-yr,"€ 1,210,000",Athletic Club,La Liga,2021-2022
22,Mikel Vesga,,"€ 11,538","€ 600,000",DM,28,,"Jun 30, 2024",3-yrs,"€ 1,800,000",Athletic Club,La Liga,2021-2022
23,Peru Nolaskoain,,"€ 8,462","€ 440,000",DM,22,,"Jun 30, 2024",3-yrs,"€ 1,320,000",Athletic Club,La Liga,2021-2022
24,Unai Vencedor,,"€ 4,615","€ 240,000",CM,20,,"Jun 30, 2025",4-yrs,"€ 960,000",Athletic Club,La Liga,2021-2022
25,Álex Petxa,,€ 0,€ 0,RB,24,,"Jun 30, 2024",3-yrs,€ 0,Athletic Club,La Liga,2021-2022
26,Beñat Prados,,€ 0,€ 0,CM,20,,"Jun 30, 2022",1-yr,€ 0,Athletic Club,La Liga,2021-2022
27,Juan Artola,,€ 0,€ 0,AM,21,,"Jun 30, 2022",1-yr,€ 0,Athletic Club,La Liga,2021-2022
28,Nico Williams,,€ 0,€ 0,RW,19,,"Jun 30, 2022",1-yr,€ 0,Athletic Club,La Liga,2021-2022
29,Dani Vivian,,€ 0,€ 0,CB,22,,"Jun 30, 2023",2-yrs,€ 0,Athletic Club,La Liga,2021-2022
