club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
1. FC Köln,Ion Vladoiu,27,Right Winger,Steaua Bukarest,£675Th.,in,Summer,0.675,1 Bundesliga,1996,1996/1997
1. FC Köln,Bodo Schmidt,28,Centre-Back,Bor. Dortmund,£360Th.,in,Summer,0.36,1 Bundesliga,1996,1996/1997
1. FC Köln,Michael Kostner,27,Sweeper,FC 08 Homburg,£225Th.,in,Summer,0.225,1 Bundesliga,1996,1996/1997
1. FC Köln,Dieter Schönberger,23,Defensive Midfield,SV Lohhof,Free transfer,in,Summer,0,1 Bundesliga,1996,1996/1997
1. FC Köln,Antonio Ananiev,31,Goalkeeper,Energie Cottbus,?,in,Summer,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Uwe Scherr,29,Right Midfield,FC Schalke 04,?,in,Summer,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Daniel Eschbach,22,Goalkeeper,1.FC Köln II,-,in,Summer,0,1 Bundesliga,1996,1996/1997
1. FC Köln,Bodo Illgner,29,Goalkeeper,Real Madrid,£1.80m,out,Summer,1.8,1 Bundesliga,1996,1996/1997
1. FC Köln,Dietmar Beiersdorfer,32,Centre-Back,Reggiana,£315Th.,out,Summer,0.315,1 Bundesliga,1996,1996/1997
1. FC Köln,Bjarne Goldbaek,27,Central Midfield,FC Copenhagen,£225Th.,out,Summer,0.225,1 Bundesliga,1996,1996/1997
1. FC Köln,Reinhold Breu,25,Second Striker,Austria Vienna,Free transfer,out,Summer,0,1 Bundesliga,1996,1996/1997
1. FC Köln,Guido Jörres,22,Sweeper,F. Düsseldorf,?,out,Summer,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Christian Wolski,23,Midfielder,Bonner SC,?,out,Summer,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Reinhard Stumpf,34,Centre-Back,Vegalta Sendai,?,out,Summer,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Christian Dollberg,24,Centre-Back,Boca Juniors,?,out,Summer,NA,1 Bundesliga,1996,1996/1997
VfL Bochum,Georgi Donkov,26,Centre-Forward,CSKA Sofia,£1.35m,in,Summer,1.35,1 Bundesliga,1996,1996/1997
VfL Bochum,Zoran Mamic,24,Centre-Back,Croatia Zagreb,£113Th.,in,Summer,0.113,1 Bundesliga,1996,1996/1997
VfL Bochum,Olaf Schreiber,26,Left Midfield,FSV Zwickau,Free transfer,in,Summer,0,1 Bundesliga,1996,1996/1997
VfL Bochum,Karsten Hutwelker,24,Left Midfield,Carl Zeiss Jena,Free transfer,in,Summer,0,1 Bundesliga,1996,1996/1997
VfL Bochum,Daniel Winkler,22,Centre-Forward,Pfeddersheim,£45Th.,in,Summer,0.045,1 Bundesliga,1996,1996/1997
VfL Bochum,Engibar Engibarov,24,Centre-Back,CSKA Sofia,?,in,Summer,NA,1 Bundesliga,1996,1996/1997
VfL Bochum,Nesat Gülünoglu,17,Attacking Midfield,VfL Bochum U19,-,in,Summer,0,1 Bundesliga,1996,1996/1997
VfL Bochum,Frank Fahrenhorst,18,Centre-Back,VfL Bochum U19,-,in,Summer,0,1 Bundesliga,1996,1996/1997
