,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
17,17,Andreas Luthe,"€ 6,827","€ 355,000","€ 361,957",K,30,Germany,Augsburg,Bundesliga,2017-2018
18,18,Kevin Danso,"€ 4,462","€ 232,000","€ 236,546",D,18,Austria,Augsburg,Bundesliga,2017-2018
19,19,Raphael Framberger,"€ 4,462","€ 232,000","€ 236,546",D,21,Germany,Augsburg,Bundesliga,2017-2018
20,20,Sergio Córdova,"€ 4,462","€ 232,000","€ 236,546",F,19,Venezuela,Augsburg,Bundesliga,2017-2018
21,21,Marco Richter,"€ 2,846","€ 148,000","€ 150,900",F,19,Germany,Augsburg,Bundesliga,2017-2018
22,22,Efkan Bekiroglu,€ 846,"€ 44,000","€ 44,862",M,21,Germany,Augsburg,Bundesliga,2017-2018
23,23,Ioannis Gelios,€ 654,"€ 34,000","€ 34,666",K,25,Greece,Augsburg,Bundesliga,2017-2018
24,24,Simon Asta,€ 58,"€ 3,000","€ 3,059",D,16,Germany,Augsburg,Bundesliga,2017-2018
25,25,Maurice Malone,€ 58,"€ 3,000","€ 3,059",F,16,Germany,Augsburg,Bundesliga,2017-2018
26,26,Konstantinos Stafylidis,€ 0,€ 0,€ 0,D,23,Greece,Augsburg,Bundesliga,2017-2018
27,27,Kilian Jakob,€ 0,€ 0,€ 0,D,19,Germany,Augsburg,Bundesliga,2017-2018
28,28,Jan Morávek,€ 0,€ 0,€ 0,M,27,Czech Republic,Augsburg,Bundesliga,2017-2018
29,29,Romario Rösch,€ 0,€ 0,€ 0,M,18,Germany,Augsburg,Bundesliga,2017-2018
30,30,Jan-Ingwer Callsen-Bracker,€ 0,€ 0,€ 0,D,32,Germany,Augsburg,Bundesliga,2017-2018
31,31,Dong-won Ji,€ 0,€ 0,€ 0,F,26,South Korea,Augsburg,Bundesliga,2017-2018
32,32,Alfred Finnbogason,€ 0,€ 0,€ 0,F,28,Iceland,Augsburg,Bundesliga,2017-2018
0,0,Karim Bellarabi,"€ 94,923","€ 4,936,000","€ 5,032,730",F,27,Germany,Bayer Leverkusen,Bundesliga,2017-2018
1,1,Sven Bender,"€ 94,923","€ 4,936,000","€ 5,032,730",D,28,Germany,Bayer Leverkusen,Bundesliga,2017-2018
2,2,Kevin Volland,"€ 94,923","€ 4,936,000","€ 5,032,730",F,24,Germany,Bayer Leverkusen,Bundesliga,2017-2018
3,3,Lars Bender,"€ 76,269","€ 3,966,000","€ 4,043,721",M,28,Germany,Bayer Leverkusen,Bundesliga,2017-2018
4,4,Kevin Kampl,"€ 76,192","€ 3,962,000","€ 4,039,643",M,26,Slovenia,Bayer Leverkusen,Bundesliga,2017-2018
5,5,Admir Mehmedi,"€ 66,673","€ 3,467,000","€ 3,534,942",F,26,Switzerland,Bayer Leverkusen,Bundesliga,2017-2018
6,6,Bernd Leno,"€ 66,442","€ 3,455,000","€ 3,522,707",K,25,Germany,Bayer Leverkusen,Bundesliga,2017-2018
7,7,Stefan Kießling,"€ 57,154","€ 2,972,000","€ 3,030,242",F,33,Germany,Bayer Leverkusen,Bundesliga,2017-2018
8,8,Charles Aránguiz,"€ 56,462","€ 2,936,000","€ 2,993,536",M,28,Chile,Bayer Leverkusen,Bundesliga,2017-2018
9,9,Lucas Alario,"€ 56,462","€ 2,936,000","€ 2,993,536",F,24,Argentina,Bayer Leverkusen,Bundesliga,2017-2018
10,10,Leon Bailey,"€ 38,135","€ 1,983,000","€ 2,021,860",F,19,Jamaica,Bayer Leverkusen,Bundesliga,2017-2018
11,11,Wendell,"€ 38,096","€ 1,981,000","€ 2,019,821",D,23,Brazil,Bayer Leverkusen,Bundesliga,2017-2018
12,12,Panagiotis Retsos,"€ 38,096","€ 1,981,000","€ 2,019,821",D,18,Greece,Bayer Leverkusen,Bundesliga,2017-2018
13,13,Julian Baumgartlinger,"€ 37,962","€ 1,974,000","€ 2,012,684",M,29,Austria,Bayer Leverkusen,Bundesliga,2017-2018
14,14,Benjamin Henrichs,"€ 28,481","€ 1,481,000","€ 1,510,023",D,20,Germany,Bayer Leverkusen,Bundesliga,2017-2018
15,15,Kai Havertz,"€ 28,481","€ 1,481,000","€ 1,510,023",M,18,Germany,Bayer Leverkusen,Bundesliga,2017-2018
16,16,Dominik Kohr,"€ 28,481","€ 1,481,000","€ 1,510,023",M,23,Germany,Bayer Leverkusen,Bundesliga,2017-2018
17,17,Tin Jedvaj,"€ 28,481","€ 1,481,000","€ 1,510,023",D,21,Croatia,Bayer Leverkusen,Bundesliga,2017-2018
18,18,Jonathan Tah,"€ 22,846","€ 1,188,000","€ 1,211,281",D,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
19,19,Julian Brandt,"€ 18,981","€ 987,000","€ 1,006,342",F,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
20,20,Ramazan Özcan,"€ 14,846","€ 772,000","€ 787,129",K,33,Austria,Bayer Leverkusen,Bundesliga,2017-2018
21,21,Joel Pohjanpalo,"€ 13,288","€ 691,000","€ 704,541",F,22,Finland,Bayer Leverkusen,Bundesliga,2017-2018
22,22,Vladlen Yurchenko,"€ 9,481","€ 493,000","€ 502,661",M,23,Ukraine,Bayer Leverkusen,Bundesliga,2017-2018
23,23,Marlon Frey,"€ 4,462","€ 232,000","€ 236,546",M,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
24,24,Niklas Lomb,"€ 2,481","€ 129,000","€ 131,528",K,23,Germany,Bayer Leverkusen,Bundesliga,2017-2018
25,25,Aleksandar Dragovic,€ 0,€ 0,€ 0,D,26,Austria,Bayer Leverkusen,Bundesliga,2017-2018
26,26,André Ramalho,€ 0,€ 0,€ 0,D,25,Brazil,Bayer Leverkusen,Bundesliga,2017-2018
0,0,Robert Lewandowski,"€ 303,750","€ 15,795,000","€ 16,104,532",F,28,Poland,Bayern Munich,Bundesliga,2017-2018
1,1,Franck Ribéry,"€ 303,750","€ 15,795,000","€ 16,104,532",F,34,France,Bayern Munich,Bundesliga,2017-2018
2,2,Manuel Neuer,"€ 285,731","€ 14,858,000","€ 15,149,170",K,31,Germany,Bayern Munich,Bundesliga,2017-2018
3,3,Thomas Müller,"€ 284,750","€ 14,807,000","€ 15,097,170",F,27,Germany,Bayern Munich,Bundesliga,2017-2018
4,4,Jérôme Boateng,"€ 227,808","€ 11,846,000","€ 12,078,144",D,28,Germany,Bayern Munich,Bundesliga,2017-2018
5,5,Thiago,"€ 227,808","€ 11,846,000","€ 12,078,144",M,26,Spain,Bayern Munich,Bundesliga,2017-2018
6,6,Arturo Vidal,"€ 224,846","€ 11,692,000","€ 11,921,126",M,30,Chile,Bayern Munich,Bundesliga,2017-2018
7,7,James Rodríguez,"€ 211,654","€ 11,006,000","€ 11,221,683",M,25,Colombia,Bayern Munich,Bundesliga,2017-2018
8,8,David Alaba,"€ 189,827","€ 9,871,000","€ 10,064,440",D,25,Austria,Bayern Munich,Bundesliga,2017-2018
9,9,Mats Hummels,"€ 189,827","€ 9,871,000","€ 10,064,440",D,28,Germany,Bayern Munich,Bundesliga,2017-2018
10,10,Kingsley Coman,"€ 152,385","€ 7,924,000","€ 8,079,285",F,21,France,Bayern Munich,Bundesliga,2017-2018
11,11,Corentin Tolisso,"€ 133,346","€ 6,934,000","€ 7,069,884",M,22,France,Bayern Munich,Bundesliga,2017-2018
12,12,Arjen Robben,"€ 132,885","€ 6,910,000","€ 7,045,414",F,33,Netherlands,Bayern Munich,Bundesliga,2017-2018
13,13,Javi Martínez,"€ 113,904","€ 5,923,000","€ 6,039,072",M,28,Spain,Bayern Munich,Bundesliga,2017-2018
14,14,Rafinha,"€ 94,923","€ 4,936,000","€ 5,032,730",D,31,Brazil,Bayern Munich,Bundesliga,2017-2018
15,15,Sebastian Rudy,"€ 76,192","€ 3,962,000","€ 4,039,643",M,27,Germany,Bayern Munich,Bundesliga,2017-2018
16,16,Niklas Süle,"€ 57,154","€ 2,972,000","€ 3,030,242",D,21,Germany,Bayern Munich,Bundesliga,2017-2018
17,17,Sandro Wagner,"€ 57,154","€ 2,972,000","€ 3,030,242",F,29,Germany,Bayern Munich,Bundesliga,2017-2018
18,18,Sven Ulreich,"€ 47,615","€ 2,476,000","€ 2,524,522",K,28,Germany,Bayern Munich,Bundesliga,2017-2018
19,19,Juan Bernat,"€ 47,615","€ 2,476,000","€ 2,524,522",D,24,Spain,Bayern Munich,Bundesliga,2017-2018
20,20,Joshua Kimmich,"€ 28,558","€ 1,485,000","€ 1,514,101",D,22,Germany,Bayern Munich,Bundesliga,2017-2018
21,21,Marco Friedl,"€ 5,712","€ 297,000","€ 302,820",D,19,Austria,Bayern Munich,Bundesliga,2017-2018
22,22,Niklas Dorsch,"€ 3,808","€ 198,000","€ 201,880",M,19,Germany,Bayern Munich,Bundesliga,2017-2018
23,23,Fabian Benko,"€ 3,808","€ 198,000","€ 201,880",M,19,Croatia,Bayern Munich,Bundesliga,2017-2018
24,24,Tom Starke,"€ 1,981","€ 103,000","€ 105,018",K,36,Germany,Bayern Munich,Bundesliga,2017-2018
25,25,Felix Götze,"€ 1,769","€ 92,000","€ 93,803",M,19,Germany,Bayern Munich,Bundesliga,2017-2018
26,26,Manuel Wintzheimer,"€ 1,558","€ 81,000","€ 82,587",F,18,Germany,Bayern Munich,Bundesliga,2017-2018
27,27,Milos Pantovic,"€ 1,481","€ 77,000","€ 78,509",F,20,Serbia,Bayern Munich,Bundesliga,2017-2018
28,28,Leo Weinkauf,"€ 1,192","€ 62,000","€ 63,215",K,20,Germany,Bayern Munich,Bundesliga,2017-2018
29,29,Meritan Shabani,€ 788,"€ 41,000","€ 41,803",M,18,Germany,Bayern Munich,Bundesliga,2017-2018
30,30,Timothy Tillman,€ 442,"€ 23,000","€ 23,451",M,18,Germany,Bayern Munich,Bundesliga,2017-2018
31,31,Christian Früchtl,€ 404,"€ 21,000","€ 21,412",K,17,Germany,Bayern Munich,Bundesliga,2017-2018
32,32,Franck Evina,€ 58,"€ 3,000","€ 3,059",F,16,Cameroon,Bayern Munich,Bundesliga,2017-2018
33,33,Jonathan Meier,€ 0,€ 0,€ 0,D,17,Germany,Bayern Munich,Bundesliga,2017-2018
34,34,Ron-Thorben Hoffmann,€ 0,€ 0,€ 0,K,18,Germany,Bayern Munich,Bundesliga,2017-2018
35,35,Renato Sanches,€ 0,€ 0,€ 0,M,19,Portugal,Bayern Munich,Bundesliga,2017-2018
36,36,Lars Lukas Mai,€ 0,€ 0,€ 0,D,17,Germany,Bayern Munich,Bundesliga,2017-2018
37,37,Kwasi Okyere Wriedt,€ 0,€ 0,€ 0,F,22,Ghana,Bayern Munich,Bundesliga,2017-2018
0,0,Marco Reus,"€ 189,827","€ 9,871,000","€ 10,064,440",M,28,Germany,Borussia Dortmund,Bundesliga,2017-2018
1,1,Mario Götze,"€ 189,827","€ 9,871,000","€ 10,064,440",M,25,Germany,Borussia Dortmund,Bundesliga,2017-2018
2,2,André Schürrle,"€ 114,288","€ 5,943,000","€ 6,059,464",F,26,Germany,Borussia Dortmund,Bundesliga,2017-2018
3,3,Mahmoud Dahoud,"€ 94,923","€ 4,936,000","€ 5,032,730",M,21,Germany,Borussia Dortmund,Bundesliga,2017-2018
4,4,Michy Batshuayi,"€ 77,769","€ 4,044,000","€ 4,123,250",F,23,Belgium,Borussia Dortmund,Bundesliga,2017-2018
5,5,Shinji Kagawa,"€ 76,192","€ 3,962,000","€ 4,039,643",M,28,Japan,Borussia Dortmund,Bundesliga,2017-2018
6,6,Julian Weigl,"€ 75,942","€ 3,949,000","€ 4,026,388",M,21,Germany,Borussia Dortmund,Bundesliga,2017-2018
7,7,Maximilian Philipp,"€ 75,942","€ 3,949,000","€ 4,026,388",F,23,Germany,Borussia Dortmund,Bundesliga,2017-2018
8,8,Ömer Toprak,"€ 66,673","€ 3,467,000","€ 3,534,942",D,27,Turkey,Borussia Dortmund,Bundesliga,2017-2018
9,9,Gonzalo Castro,"€ 66,442","€ 3,455,000","€ 3,522,707",M,30,Germany,Borussia Dortmund,Bundesliga,2017-2018
10,10,Jeremy Toljan,"€ 57,154","€ 2,972,000","€ 3,030,242",D,22,Germany,Borussia Dortmund,Bundesliga,2017-2018
11,11,Sebastian Rode,"€ 56,962","€ 2,962,000","€ 3,020,046",M,26,Germany,Borussia Dortmund,Bundesliga,2017-2018
12,12,Roman Weidenfeller,"€ 56,962","€ 2,962,000","€ 3,020,046",K,36,Germany,Borussia Dortmund,Bundesliga,2017-2018
13,13,Marcel Schmelzer,"€ 47,615","€ 2,476,000","€ 2,524,522",D,29,Germany,Borussia Dortmund,Bundesliga,2017-2018
14,14,Roman Bürki,"€ 47,615","€ 2,476,000","€ 2,524,522",K,26,Switzerland,Borussia Dortmund,Bundesliga,2017-2018
15,15,Nuri Sahin,"€ 47,462","€ 2,468,000","€ 2,516,365",M,28,Turkey,Borussia Dortmund,Bundesliga,2017-2018
16,16,Manuel Akanji,"€ 47,462","€ 2,468,000","€ 2,516,365",D,21,Switzerland,Borussia Dortmund,Bundesliga,2017-2018
17,17,Lukasz Piszczek,"€ 37,962","€ 1,974,000","€ 2,012,684",D,32,Poland,Borussia Dortmund,Bundesliga,2017-2018
18,18,Raphaël Guerreiro,"€ 37,654","€ 1,958,000","€ 1,996,371",M,23,Portugal,Borussia Dortmund,Bundesliga,2017-2018
19,19,Christian Pulisic,"€ 28,481","€ 1,481,000","€ 1,510,023",F,18,United States,Borussia Dortmund,Bundesliga,2017-2018
20,20,Erik Durm,"€ 28,481","€ 1,481,000","€ 1,510,023",D,25,Germany,Borussia Dortmund,Bundesliga,2017-2018
21,21,Jadon Sancho,"€ 24,769","€ 1,288,000","€ 1,313,241",F,17,England,Borussia Dortmund,Bundesliga,2017-2018
22,22,Felix Passlack,"€ 19,038","€ 990,000","€ 1,009,401",D,19,Germany,Borussia Dortmund,Bundesliga,2017-2018
23,23,Alexander Isak,"€ 14,846","€ 772,000","€ 787,129",F,17,Sweden,Borussia Dortmund,Bundesliga,2017-2018
24,24,Jacob Bruun Larsen,"€ 8,423","€ 438,000","€ 446,583",F,18,Denmark,Borussia Dortmund,Bundesliga,2017-2018
25,25,Dan-Axel Zagadou,"€ 4,462","€ 232,000","€ 236,546",D,18,France,Borussia Dortmund,Bundesliga,2017-2018
26,26,Dominik Reimann,€ 750,"€ 39,000","€ 39,764",K,20,Germany,Borussia Dortmund,Bundesliga,2017-2018
27,27,Sergio Gómez,€ 58,"€ 3,000","€ 3,059",M,16,Spain,Borussia Dortmund,Bundesliga,2017-2018
28,28,Sokratis,€ 0,€ 0,€ 0,D,29,Greece,Borussia Dortmund,Bundesliga,2017-2018
29,29,Andrii Yarmolenko,€ 0,€ 0,€ 0,F,27,Ukraine,Borussia Dortmund,Bundesliga,2017-2018
30,30,Jan-Niklas Beste,€ 0,€ 0,€ 0,D,18,Germany,Borussia Dortmund,Bundesliga,2017-2018
31,31,Marc Bartra,€ 0,€ 0,€ 0,D,26,Spain,Borussia Dortmund,Bundesliga,2017-2018
32,32,Neven Subotic,€ 0,€ 0,€ 0,D,28,Germany,Borussia Dortmund,Bundesliga,2017-2018
33,33,Ousmane Dembélé,€ 0,€ 0,€ 0,F,20,France,Borussia Dortmund,Bundesliga,2017-2018
0,0,Kevin-Prince Boateng,"€ 47,615","€ 2,476,000","€ 2,524,522",F,30,Ghana,Eintracht Frankfurt,Bundesliga,2017-2018
1,1,Alexander Meier,"€ 37,962","€ 1,974,000","€ 2,012,684",F,34,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
2,2,Jetro Willems,"€ 37,654","€ 1,958,000","€ 1,996,371",D,23,Netherlands,Eintracht Frankfurt,Bundesliga,2017-2018
3,3,Jonathan de Guzmán,"€ 28,577","€ 1,486,000","€ 1,515,121",M,29,Netherlands,Eintracht Frankfurt,Bundesliga,2017-2018
4,4,Sébastien Haller,"€ 28,577","€ 1,486,000","€ 1,515,121",F,23,France,Eintracht Frankfurt,Bundesliga,2017-2018
5,5,Marco Fabián,"€ 28,577","€ 1,486,000","€ 1,515,121",M,27,Mexico,Eintracht Frankfurt,Bundesliga,2017-2018
6,6,David Abraham,"€ 26,673","€ 1,387,000","€ 1,414,181",D,30,Argentina,Eintracht Frankfurt,Bundesliga,2017-2018
7,7,Gelson Fernandes,"€ 22,846","€ 1,188,000","€ 1,211,281",M,30,Switzerland,Eintracht Frankfurt,Bundesliga,2017-2018
8,8,Ante Rebic,"€ 20,058","€ 1,043,000","€ 1,063,439",F,23,Croatia,Eintracht Frankfurt,Bundesliga,2017-2018
9,9,Makoto Hasebe,"€ 19,808","€ 1,030,000","€ 1,050,185",M,33,Japan,Eintracht Frankfurt,Bundesliga,2017-2018
10,10,Carlos Salcedo,"€ 17,635","€ 917,000","€ 934,970",D,23,Mexico,Eintracht Frankfurt,Bundesliga,2017-2018
11,11,Timothy Chandler,"€ 14,846","€ 772,000","€ 787,129",D,27,United States,Eintracht Frankfurt,Bundesliga,2017-2018
12,12,Danny da Costa,"€ 14,846","€ 772,000","€ 787,129",D,23,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
13,13,Taleb Tawatha,"€ 14,846","€ 772,000","€ 787,129",D,25,Israel,Eintracht Frankfurt,Bundesliga,2017-2018
14,14,Simon Falette,"€ 14,846","€ 772,000","€ 787,129",D,25,Guinea,Eintracht Frankfurt,Bundesliga,2017-2018
15,15,Mijat Gacinovic,"€ 14,846","€ 772,000","€ 787,129",M,22,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
16,16,Marco Russ,"€ 14,846","€ 772,000","€ 787,129",D,31,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
17,17,Branimir Hrgota,"€ 14,846","€ 772,000","€ 787,129",F,24,Sweden,Eintracht Frankfurt,Bundesliga,2017-2018
18,18,Marius Wolf,"€ 12,327","€ 641,000","€ 653,562",F,22,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
19,19,Danny Blum,"€ 9,904","€ 515,000","€ 525,092",F,26,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
20,20,Jan Zimmermann,"€ 8,423","€ 438,000","€ 446,583",K,32,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
21,21,Daichi Kamada,"€ 8,423","€ 438,000","€ 446,583",M,20,Japan,Eintracht Frankfurt,Bundesliga,2017-2018
22,22,Marc Stendera,"€ 8,423","€ 438,000","€ 446,583",M,21,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
23,23,Omar Mascarell,"€ 8,423","€ 438,000","€ 446,583",M,24,Spain,Eintracht Frankfurt,Bundesliga,2017-2018
24,24,Marijan Cavar,"€ 7,596","€ 395,000","€ 402,741",M,19,Bosnia-Herzegovina,Eintracht Frankfurt,Bundesliga,2017-2018
25,25,Luka Jovic,"€ 7,577","€ 394,000","€ 401,721",F,19,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
26,26,Aymen Barkok,"€ 4,462","€ 232,000","€ 236,546",M,19,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
27,27,Slobodan Medojevic,€ 0,€ 0,€ 0,M,26,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
28,28,Noel Knothe,€ 0,€ 0,€ 0,D,18,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
29,29,Deji Beyreuther,€ 0,€ 0,€ 0,D,17,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
30,30,Max Besuschkow,€ 0,€ 0,€ 0,M,20,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
31,31,Leon Bätge,€ 0,€ 0,€ 0,K,19,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
32,32,Nelson Mandela Mbouhom,€ 0,€ 0,€ 0,F,18,Cameroon,Eintracht Frankfurt,Bundesliga,2017-2018
33,33,Lukas Hradecky,€ 0,€ 0,€ 0,K,27,Finland,Eintracht Frankfurt,Bundesliga,2017-2018
34,34,Renat Dadashov,€ 0,€ 0,€ 0,F,18,Azerbaijan,Eintracht Frankfurt,Bundesliga,2017-2018
35,35,Sahverdi Cetin,€ 0,€ 0,€ 0,M,16,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
0,0,Bartosz Kapustka,"€ 33,327","€ 1,733,000","€ 1,766,961",M,20,Poland,Freiburg,Bundesliga,2017-2018
1,1,Yoric Ravet,"€ 19,038","€ 990,000","€ 1,009,401",F,27,France,Freiburg,Bundesliga,2017-2018
2,2,Nils Petersen,"€ 15,192","€ 790,000","€ 805,481",F,28,Germany,Freiburg,Bundesliga,2017-2018
3,3,Aleksandar Ignjovski,"€ 14,846","€ 772,000","€ 787,129",M,26,Serbia,Freiburg,Bundesliga,2017-2018
4,4,Christian Günter,"€ 14,846","€ 772,000","€ 787,129",D,24,Germany,Freiburg,Bundesliga,2017-2018
5,5,Florian Niederlechner,"€ 14,846","€ 772,000","€ 787,129",F,26,Germany,Freiburg,Bundesliga,2017-2018
6,6,Marco Terrazzino,"€ 14,846","€ 772,000","€ 787,129",F,26,Germany,Freiburg,Bundesliga,2017-2018
7,7,Rafal Gikiewicz,"€ 14,846","€ 772,000","€ 787,129",K,29,Poland,Freiburg,Bundesliga,2017-2018
8,8,Robin Koch,"€ 14,846","€ 772,000","€ 787,129",D,20,Germany,Freiburg,Bundesliga,2017-2018
9,9,Pascal Stenzel,"€ 13,327","€ 693,000","€ 706,581",D,21,Germany,Freiburg,Bundesliga,2017-2018
10,10,Gaëtan Bussmann,"€ 13,288","€ 691,000","€ 704,541",D,26,France,Freiburg,Bundesliga,2017-2018
11,11,Mike Frantz,"€ 13,288","€ 691,000","€ 704,541",M,30,Germany,Freiburg,Bundesliga,2017-2018
12,12,Philipp Lienhart,"€ 12,808","€ 666,000","€ 679,051",D,20,Austria,Freiburg,Bundesliga,2017-2018
13,13,Amir Abrashi,"€ 11,885","€ 618,000","€ 630,111",M,27,Albania,Freiburg,Bundesliga,2017-2018
14,14,Julian Schuster,"€ 11,885","€ 618,000","€ 630,111",M,32,Germany,Freiburg,Bundesliga,2017-2018
15,15,Nicolas Höfler,"€ 11,423","€ 594,000","€ 605,641",M,27,Germany,Freiburg,Bundesliga,2017-2018
16,16,Alexander Schwolow,"€ 11,385","€ 592,000","€ 603,601",K,25,Germany,Freiburg,Bundesliga,2017-2018
17,17,Janik Haberer,"€ 9,904","€ 515,000","€ 525,092",M,23,Germany,Freiburg,Bundesliga,2017-2018
18,18,Georg Niedermeier,"€ 9,904","€ 515,000","€ 525,092",D,31,Germany,Freiburg,Bundesliga,2017-2018
19,19,Manuel Gulde,"€ 9,115","€ 474,000","€ 483,289",D,26,Germany,Freiburg,Bundesliga,2017-2018
20,20,Lucas Höler,"€ 8,904","€ 463,000","€ 472,073",F,22,Germany,Freiburg,Bundesliga,2017-2018
21,21,Vincent Sierro,"€ 8,423","€ 438,000","€ 446,583",M,21,Switzerland,Freiburg,Bundesliga,2017-2018
22,22,Patric Klandt,"€ 8,423","€ 438,000","€ 446,583",K,33,Germany,Freiburg,Bundesliga,2017-2018
23,23,Jonas Meffert,"€ 7,596","€ 395,000","€ 402,741",M,22,Germany,Freiburg,Bundesliga,2017-2018
24,24,Karim Guédé,"€ 5,942","€ 309,000","€ 315,055",F,32,Slovakia,Freiburg,Bundesliga,2017-2018
25,25,Tim Kleindienst,"€ 5,942","€ 309,000","€ 315,055",F,21,Germany,Freiburg,Bundesliga,2017-2018
26,26,Patrick Kammerbauer,"€ 4,962","€ 258,000","€ 263,056",M,20,Germany,Freiburg,Bundesliga,2017-2018
27,27,Lukas Kübler,"€ 4,962","€ 258,000","€ 263,056",D,24,Germany,Freiburg,Bundesliga,2017-2018
28,28,Florian Kath,"€ 4,462","€ 232,000","€ 236,546",F,22,Germany,Freiburg,Bundesliga,2017-2018
29,29,Caleb Stanko,"€ 1,981","€ 103,000","€ 105,018",M,23,United States,Freiburg,Bundesliga,2017-2018
30,30,Mohamed Dräger,€ 788,"€ 41,000","€ 41,803",D,21,Tunisia,Freiburg,Bundesliga,2017-2018
31,31,Caglar Söyüncü,€ 0,€ 0,€ 0,D,21,Turkey,Freiburg,Bundesliga,2017-2018
32,32,Onur Bulut,€ 0,€ 0,€ 0,F,23,Germany,Freiburg,Bundesliga,2017-2018
33,33,Chima Okoroji,€ 0,€ 0,€ 0,D,20,England,Freiburg,Bundesliga,2017-2018
34,34,Ryan Kent,€ 0,€ 0,€ 0,F,20,England,Freiburg,Bundesliga,2017-2018
35,35,Marc Oliver Kempf,€ 0,€ 0,€ 0,D,22,Germany,Freiburg,Bundesliga,2017-2018
0,0,Filip Kostic,"€ 75,942","€ 3,949,000","€ 4,026,388",M,24,Serbia,Hamburg,Bundesliga,2017-2018
1,1,Lewis Holtby,"€ 66,442","€ 3,455,000","€ 3,522,707",M,26,Germany,Hamburg,Bundesliga,2017-2018
2,2,Bobby Wood,"€ 56,962","€ 2,962,000","€ 3,020,046",F,24,United States,Hamburg,Bundesliga,2017-2018
3,3,Kyriakos Papadopoulos,"€ 56,962","€ 2,962,000","€ 3,020,046",D,25,Greece,Hamburg,Bundesliga,2017-2018
4,4,Aaron Hunt,"€ 47,462","€ 2,468,000","€ 2,516,365",M,30,Germany,Hamburg,Bundesliga,2017-2018
5,5,Douglas Santos,"€ 45,712","€ 2,377,000","€ 2,423,582",D,23,Brazil,Hamburg,Bundesliga,2017-2018
