,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Mario Gómez,"€ 85,731","€ 4,458,000","€ 4,545,363",F,31,Germany,Stuttgart,Bundesliga,2017-2018
1,Christian Gentner,"€ 41,769","€ 2,172,000","€ 2,214,564",M,31,Germany,Stuttgart,Bundesliga,2017-2018
2,Holger Badstuber,"€ 38,096","€ 1,981,000","€ 2,019,821",D,28,Germany,Stuttgart,Bundesliga,2017-2018
3,Emiliano Insúa,"€ 34,288","€ 1,783,000","€ 1,817,941",D,28,Argentina,Stuttgart,Bundesliga,2017-2018
4,Takuma Asano,"€ 33,327","€ 1,733,000","€ 1,766,961",F,22,Japan,Stuttgart,Bundesliga,2017-2018
5,Timo Baumgartl,"€ 28,577","€ 1,486,000","€ 1,515,121",D,21,Germany,Stuttgart,Bundesliga,2017-2018
6,Andreas Beck,"€ 28,577","€ 1,486,000","€ 1,515,121",D,30,Germany,Stuttgart,Bundesliga,2017-2018
7,Dennis Aogo,"€ 28,577","€ 1,486,000","€ 1,515,121",M,30,Germany,Stuttgart,Bundesliga,2017-2018
8,Ron-Robert Zieler,"€ 28,577","€ 1,486,000","€ 1,515,121",K,28,Germany,Stuttgart,Bundesliga,2017-2018
9,Simon Terodde,"€ 28,577","€ 1,486,000","€ 1,515,121",F,29,Germany,Stuttgart,Bundesliga,2017-2018
10,Josip Brekalo,"€ 27,250","€ 1,417,000","€ 1,444,769",F,19,Croatia,Stuttgart,Bundesliga,2017-2018
11,Benjamin Pavard,"€ 22,846","€ 1,188,000","€ 1,211,281",D,21,France,Stuttgart,Bundesliga,2017-2018
12,Daniel Ginczek,"€ 19,808","€ 1,030,000","€ 1,050,185",F,26,Germany,Stuttgart,Bundesliga,2017-2018
13,Chadrac Akolo,"€ 19,038","€ 990,000","€ 1,009,401",F,22,Democratic Republic of Congo,Stuttgart,Bundesliga,2017-2018
14,Anastasios Donis,"€ 14,846","€ 772,000","€ 787,129",F,20,Greece,Stuttgart,Bundesliga,2017-2018
15,Ebenezer Ofori,"€ 14,846","€ 772,000","€ 787,129",M,22,Ghana,Stuttgart,Bundesliga,2017-2018
16,Matthias Zimmermann,"€ 9,519","€ 495,000","€ 504,700",D,25,Germany,Stuttgart,Bundesliga,2017-2018
17,Berkay Özcan,"€ 9,519","€ 495,000","€ 504,700",M,19,Turkey,Stuttgart,Bundesliga,2017-2018
18,Jacob Bruun Larsen,"€ 8,423","€ 438,000","€ 446,583",F,18,Denmark,Stuttgart,Bundesliga,2017-2018
19,Marcin Kaminski,"€ 8,423","€ 438,000","€ 446,583",D,25,Poland,Stuttgart,Bundesliga,2017-2018
20,Erik Thommy,"€ 8,423","€ 438,000","€ 446,583",M,22,Germany,Stuttgart,Bundesliga,2017-2018
21,Carlos Mané,"€ 6,942","€ 361,000","€ 368,074",F,23,Portugal,Stuttgart,Bundesliga,2017-2018
22,Dzenis Burnic,"€ 4,462","€ 232,000","€ 236,546",M,19,Germany,Stuttgart,Bundesliga,2017-2018
23,Orel Mangala,"€ 4,462","€ 232,000","€ 236,546",M,19,Belgium,Stuttgart,Bundesliga,2017-2018
24,Jens Grahl,"€ 4,462","€ 232,000","€ 236,546",K,28,Germany,Stuttgart,Bundesliga,2017-2018
25,Alexander Meyer,"€ 1,981","€ 103,000","€ 105,018",K,26,Germany,Stuttgart,Bundesliga,2017-2018
26,Nicolas Sessa,€ 885,"€ 46,000","€ 46,901",M,21,Germany,Stuttgart,Bundesliga,2017-2018
27,Alexander Groiß,€ 692,"€ 36,000","€ 36,705",M,19,Germany,Stuttgart,Bundesliga,2017-2018
28,Santiago Ascacíbar,€ 0,€ 0,€ 0,M,20,Argentina,Stuttgart,Bundesliga,2017-2018
29,Aílton,€ 0,€ 0,€ 0,D,22,Brazil,Stuttgart,Bundesliga,2017-2018
30,Mitchell Langerak,€ 0,€ 0,€ 0,K,28,Australia,Stuttgart,Bundesliga,2017-2018
31,Anto Grgic,€ 0,€ 0,€ 0,M,20,Switzerland,Stuttgart,Bundesliga,2017-2018
32,Julian Green,€ 0,€ 0,€ 0,M,22,United States,Stuttgart,Bundesliga,2017-2018
33,Pascal Breier,€ 0,€ 0,€ 0,F,25,Germany,Stuttgart,Bundesliga,2017-2018
