,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Vedad Ibisevic,"€ 56,962","€ 2,962,000","€ 3,020,046",F,32,Bosnia-Herzegovina,Hertha Berlin,Bundesliga,2017-2018
1,Vladimir Darida,"€ 47,615","€ 2,476,000","€ 2,524,522",M,26,Czech Republic,Hertha Berlin,Bundesliga,2017-2018
2,Salomon Kalou,"€ 47,615","€ 2,476,000","€ 2,524,522",F,31,Cote d'Ivoire,Hertha Berlin,Bundesliga,2017-2018
3,Fabian Lustenberger,"€ 34,288","€ 1,783,000","€ 1,817,941",D,29,Switzerland,Hertha Berlin,Bundesliga,2017-2018
4,Davie Selke,"€ 28,481","€ 1,481,000","€ 1,510,023",F,22,Germany,Hertha Berlin,Bundesliga,2017-2018
5,Marvin Plattenhardt,"€ 28,481","€ 1,481,000","€ 1,510,023",D,25,Germany,Hertha Berlin,Bundesliga,2017-2018
6,Niklas Stark,"€ 28,481","€ 1,481,000","€ 1,510,023",D,22,Germany,Hertha Berlin,Bundesliga,2017-2018
7,Mitchell Weiser,"€ 22,846","€ 1,188,000","€ 1,211,281",D,23,Germany,Hertha Berlin,Bundesliga,2017-2018
8,Karim Rekik,"€ 22,846","€ 1,188,000","€ 1,211,281",D,22,Netherlands,Hertha Berlin,Bundesliga,2017-2018
9,Mathew Leckie,"€ 22,769","€ 1,184,000","€ 1,207,203",F,26,Australia,Hertha Berlin,Bundesliga,2017-2018
10,Julian Schieber,"€ 19,038","€ 990,000","€ 1,009,401",F,28,Germany,Hertha Berlin,Bundesliga,2017-2018
11,Thomas Kraft,"€ 17,096","€ 889,000","€ 906,422",K,28,Germany,Hertha Berlin,Bundesliga,2017-2018
12,Ondrej Duda,"€ 15,250","€ 793,000","€ 808,540",M,22,Slovakia,Hertha Berlin,Bundesliga,2017-2018
13,Sebastian Langkamp,"€ 14,846","€ 772,000","€ 787,129",D,29,Germany,Hertha Berlin,Bundesliga,2017-2018
14,Rune Jarstein,"€ 14,846","€ 772,000","€ 787,129",K,32,Norway,Hertha Berlin,Bundesliga,2017-2018
15,Alexander Esswein,"€ 14,846","€ 772,000","€ 787,129",F,27,Germany,Hertha Berlin,Bundesliga,2017-2018
16,Peter Pekarik,"€ 14,846","€ 772,000","€ 787,129",D,30,Slovakia,Hertha Berlin,Bundesliga,2017-2018
17,Sinan Kurt,"€ 10,250","€ 533,000","€ 543,445",F,20,Germany,Hertha Berlin,Bundesliga,2017-2018
18,Maximilian Mittelstädt,"€ 8,423","€ 438,000","€ 446,583",D,20,Germany,Hertha Berlin,Bundesliga,2017-2018
19,Valentino Lazaro,"€ 7,615","€ 396,000","€ 403,760",M,21,Austria,Hertha Berlin,Bundesliga,2017-2018
20,Florian Baak,"€ 2,096","€ 109,000","€ 111,136",D,18,Germany,Hertha Berlin,Bundesliga,2017-2018
21,Jonathan Klinsmann,"€ 1,981","€ 103,000","€ 105,018",K,20,United States,Hertha Berlin,Bundesliga,2017-2018
22,Arne Maier,"€ 1,904","€ 99,000","€ 100,940",M,18,Germany,Hertha Berlin,Bundesliga,2017-2018
23,Palko Dárdai,"€ 1,519","€ 79,000","€ 80,548",F,18,Germany,Hertha Berlin,Bundesliga,2017-2018
24,Julius Kade,"€ 1,519","€ 79,000","€ 80,548",M,18,Germany,Hertha Berlin,Bundesliga,2017-2018
25,Jordan Torunarigha,"€ 1,481","€ 77,000","€ 78,509",D,19,Germany,Hertha Berlin,Bundesliga,2017-2018
26,Sidney Friede,"€ 1,481","€ 77,000","€ 78,509",M,19,Germany,Hertha Berlin,Bundesliga,2017-2018
27,Dennis Smarsch,€ 692,"€ 36,000","€ 36,705",K,18,Germany,Hertha Berlin,Bundesliga,2017-2018
28,Maurice Covic,€ 404,"€ 21,000","€ 21,412",F,19,Germany,Hertha Berlin,Bundesliga,2017-2018
29,Per Ciljan Skjelbred,€ 0,€ 0,€ 0,M,30,Norway,Hertha Berlin,Bundesliga,2017-2018
30,Genki Haraguchi,€ 0,€ 0,€ 0,F,26,Japan,Hertha Berlin,Bundesliga,2017-2018
31,Valentin Stocker,€ 0,€ 0,€ 0,M,28,Switzerland,Hertha Berlin,Bundesliga,2017-2018
