,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ignacio Camacho,"€ 95,250","€ 4,953,000","€ 5,050,063",M,27,Spain,Wolfsburg,Bundesliga,2017-2018
1,Mario Gómez,"€ 85,731","€ 4,458,000","€ 4,545,363",F,31,Germany,Wolfsburg,Bundesliga,2017-2018
2,Yunus Malli,"€ 85,423","€ 4,442,000","€ 4,529,049",M,25,Turkey,Wolfsburg,Bundesliga,2017-2018
3,Sebastian Jung,"€ 76,192","€ 3,962,000","€ 4,039,643",D,27,Germany,Wolfsburg,Bundesliga,2017-2018
4,Maximilian Arnold,"€ 76,192","€ 3,962,000","€ 4,039,643",M,23,Germany,Wolfsburg,Bundesliga,2017-2018
5,Daniel Didavi,"€ 75,942","€ 3,949,000","€ 4,026,388",M,27,Germany,Wolfsburg,Bundesliga,2017-2018
6,Admir Mehmedi,"€ 66,673","€ 3,467,000","€ 3,534,942",F,26,Switzerland,Wolfsburg,Bundesliga,2017-2018
7,Riechedly Bazoer,"€ 57,154","€ 2,972,000","€ 3,030,242",M,20,Netherlands,Wolfsburg,Bundesliga,2017-2018
8,Jeffrey Bruma,"€ 57,154","€ 2,972,000","€ 3,030,242",D,25,Netherlands,Wolfsburg,Bundesliga,2017-2018
9,Yannick Gerhardt,"€ 56,962","€ 2,962,000","€ 3,020,046",M,23,Germany,Wolfsburg,Bundesliga,2017-2018
10,Divock Origi,"€ 50,000","€ 2,600,000","€ 2,650,952",F,22,Belgium,Wolfsburg,Bundesliga,2017-2018
11,Jakub Blaszczykowski,"€ 47,615","€ 2,476,000","€ 2,524,522",F,31,Poland,Wolfsburg,Bundesliga,2017-2018
12,Josuha Guilavogui,"€ 47,462","€ 2,468,000","€ 2,516,365",M,26,France,Wolfsburg,Bundesliga,2017-2018
13,Robin Knoche,"€ 37,962","€ 1,974,000","€ 2,012,684",D,25,Germany,Wolfsburg,Bundesliga,2017-2018
14,William,"€ 37,654","€ 1,958,000","€ 1,996,371",D,22,Brazil,Wolfsburg,Bundesliga,2017-2018
15,Renato Steffen,"€ 28,577","€ 1,486,000","€ 1,515,121",F,25,Switzerland,Wolfsburg,Bundesliga,2017-2018
16,Koen Casteels,"€ 28,577","€ 1,486,000","€ 1,515,121",K,25,Belgium,Wolfsburg,Bundesliga,2017-2018
17,Paul Verhaegh,"€ 28,558","€ 1,485,000","€ 1,514,101",D,33,Netherlands,Wolfsburg,Bundesliga,2017-2018
18,Josip Brekalo,"€ 27,250","€ 1,417,000","€ 1,444,769",F,19,Croatia,Wolfsburg,Bundesliga,2017-2018
19,Max Grün,"€ 14,846","€ 772,000","€ 787,129",K,30,Germany,Wolfsburg,Bundesliga,2017-2018
20,Marcel Tisserand,"€ 14,846","€ 772,000","€ 787,129",D,24,Democratic Republic of Congo,Wolfsburg,Bundesliga,2017-2018
21,Felix Uduokhai,"€ 11,885","€ 618,000","€ 630,111",D,19,Germany,Wolfsburg,Bundesliga,2017-2018
22,Victor Osimhen,"€ 4,462","€ 232,000","€ 236,546",F,18,Nigeria,Wolfsburg,Bundesliga,2017-2018
23,Phillip Menzel,"€ 1,769","€ 92,000","€ 93,803",K,18,Germany,Wolfsburg,Bundesliga,2017-2018
24,Elvis Rexhbecaj,"€ 1,769","€ 92,000","€ 93,803",M,19,Germany,Wolfsburg,Bundesliga,2017-2018
25,Dominik Franke,"€ 1,481","€ 77,000","€ 78,509",D,18,Germany,Wolfsburg,Bundesliga,2017-2018
26,Justin Möbius,€ 981,"€ 51,000","€ 51,999",M,20,Germany,Wolfsburg,Bundesliga,2017-2018
27,Paul Jaeckel,€ 981,"€ 51,000","€ 51,999",D,18,Germany,Wolfsburg,Bundesliga,2017-2018
28,Paul-Georges Ntep,€ 0,€ 0,€ 0,F,24,Cameroon,Wolfsburg,Bundesliga,2017-2018
29,Luca Itter,€ 0,€ 0,€ 0,D,18,Germany,Wolfsburg,Bundesliga,2017-2018
30,Landry Dimata,€ 0,€ 0,€ 0,F,19,Belgium,Wolfsburg,Bundesliga,2017-2018
31,Kaylen Hinds,€ 0,€ 0,€ 0,F,19,England,Wolfsburg,Bundesliga,2017-2018
32,John Anthony Brooks,€ 0,€ 0,€ 0,D,24,United States,Wolfsburg,Bundesliga,2017-2018
