,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Karim Bellarabi,"€ 94,923","€ 4,936,000","€ 5,032,730",F,27,Germany,Bayer Leverkusen,Bundesliga,2017-2018
1,Sven Bender,"€ 94,923","€ 4,936,000","€ 5,032,730",D,28,Germany,Bayer Leverkusen,Bundesliga,2017-2018
2,Kevin Volland,"€ 94,923","€ 4,936,000","€ 5,032,730",F,24,Germany,Bayer Leverkusen,Bundesliga,2017-2018
3,Lars Bender,"€ 76,269","€ 3,966,000","€ 4,043,721",M,28,Germany,Bayer Leverkusen,Bundesliga,2017-2018
4,Kevin Kampl,"€ 76,192","€ 3,962,000","€ 4,039,643",M,26,Slovenia,Bayer Leverkusen,Bundesliga,2017-2018
5,Admir Mehmedi,"€ 66,673","€ 3,467,000","€ 3,534,942",F,26,Switzerland,Bayer Leverkusen,Bundesliga,2017-2018
6,Bernd Leno,"€ 66,442","€ 3,455,000","€ 3,522,707",K,25,Germany,Bayer Leverkusen,Bundesliga,2017-2018
7,Stefan Kießling,"€ 57,154","€ 2,972,000","€ 3,030,242",F,33,Germany,Bayer Leverkusen,Bundesliga,2017-2018
8,Charles Aránguiz,"€ 56,462","€ 2,936,000","€ 2,993,536",M,28,Chile,Bayer Leverkusen,Bundesliga,2017-2018
9,Lucas Alario,"€ 56,462","€ 2,936,000","€ 2,993,536",F,24,Argentina,Bayer Leverkusen,Bundesliga,2017-2018
10,Leon Bailey,"€ 38,135","€ 1,983,000","€ 2,021,860",F,19,Jamaica,Bayer Leverkusen,Bundesliga,2017-2018
11,Wendell,"€ 38,096","€ 1,981,000","€ 2,019,821",D,23,Brazil,Bayer Leverkusen,Bundesliga,2017-2018
12,Panagiotis Retsos,"€ 38,096","€ 1,981,000","€ 2,019,821",D,18,Greece,Bayer Leverkusen,Bundesliga,2017-2018
13,Julian Baumgartlinger,"€ 37,962","€ 1,974,000","€ 2,012,684",M,29,Austria,Bayer Leverkusen,Bundesliga,2017-2018
14,Benjamin Henrichs,"€ 28,481","€ 1,481,000","€ 1,510,023",D,20,Germany,Bayer Leverkusen,Bundesliga,2017-2018
15,Kai Havertz,"€ 28,481","€ 1,481,000","€ 1,510,023",M,18,Germany,Bayer Leverkusen,Bundesliga,2017-2018
16,Dominik Kohr,"€ 28,481","€ 1,481,000","€ 1,510,023",M,23,Germany,Bayer Leverkusen,Bundesliga,2017-2018
17,Tin Jedvaj,"€ 28,481","€ 1,481,000","€ 1,510,023",D,21,Croatia,Bayer Leverkusen,Bundesliga,2017-2018
18,Jonathan Tah,"€ 22,846","€ 1,188,000","€ 1,211,281",D,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
19,Julian Brandt,"€ 18,981","€ 987,000","€ 1,006,342",F,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
20,Ramazan Özcan,"€ 14,846","€ 772,000","€ 787,129",K,33,Austria,Bayer Leverkusen,Bundesliga,2017-2018
21,Joel Pohjanpalo,"€ 13,288","€ 691,000","€ 704,541",F,22,Finland,Bayer Leverkusen,Bundesliga,2017-2018
22,Vladlen Yurchenko,"€ 9,481","€ 493,000","€ 502,661",M,23,Ukraine,Bayer Leverkusen,Bundesliga,2017-2018
23,Marlon Frey,"€ 4,462","€ 232,000","€ 236,546",M,21,Germany,Bayer Leverkusen,Bundesliga,2017-2018
24,Niklas Lomb,"€ 2,481","€ 129,000","€ 131,528",K,23,Germany,Bayer Leverkusen,Bundesliga,2017-2018
25,Aleksandar Dragovic,€ 0,€ 0,€ 0,D,26,Austria,Bayer Leverkusen,Bundesliga,2017-2018
26,André Ramalho,€ 0,€ 0,€ 0,D,25,Brazil,Bayer Leverkusen,Bundesliga,2017-2018
