,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Filip Kostic,"€ 75,942","€ 3,949,000","€ 4,026,388",M,24,Serbia,Hamburg,Bundesliga,2017-2018
1,Lewis Holtby,"€ 66,442","€ 3,455,000","€ 3,522,707",M,26,Germany,Hamburg,Bundesliga,2017-2018
2,Bobby Wood,"€ 56,962","€ 2,962,000","€ 3,020,046",F,24,United States,Hamburg,Bundesliga,2017-2018
3,Kyriakos Papadopoulos,"€ 56,962","€ 2,962,000","€ 3,020,046",D,25,Greece,Hamburg,Bundesliga,2017-2018
4,Aaron Hunt,"€ 47,462","€ 2,468,000","€ 2,516,365",M,30,Germany,Hamburg,Bundesliga,2017-2018
5,Douglas Santos,"€ 45,712","€ 2,377,000","€ 2,423,582",D,23,Brazil,Hamburg,Bundesliga,2017-2018
6,André Hahn,"€ 41,769","€ 2,172,000","€ 2,214,564",F,26,Germany,Hamburg,Bundesliga,2017-2018
7,Albin Ekdal,"€ 38,096","€ 1,981,000","€ 2,019,821",M,27,Sweden,Hamburg,Bundesliga,2017-2018
8,Nicolai Müller,"€ 38,096","€ 1,981,000","€ 2,019,821",F,29,Germany,Hamburg,Bundesliga,2017-2018
9,Walace,"€ 37,654","€ 1,958,000","€ 1,996,371",M,22,Brazil,Hamburg,Bundesliga,2017-2018
10,Dennis Diekmeier,"€ 24,769","€ 1,288,000","€ 1,313,241",D,27,Germany,Hamburg,Bundesliga,2017-2018
11,Gideon Jung,"€ 22,846","€ 1,188,000","€ 1,211,281",D,22,Germany,Hamburg,Bundesliga,2017-2018
12,Julian Pollersbeck,"€ 22,769","€ 1,184,000","€ 1,207,203",K,22,Germany,Hamburg,Bundesliga,2017-2018
13,Sven Schipplock,"€ 14,846","€ 772,000","€ 787,129",F,28,Germany,Hamburg,Bundesliga,2017-2018
14,Rick van Drongelen,"€ 11,885","€ 618,000","€ 630,111",D,18,Netherlands,Hamburg,Bundesliga,2017-2018
15,Tatsuya Ito,"€ 9,519","€ 495,000","€ 504,700",F,20,Japan,Hamburg,Bundesliga,2017-2018
16,Sejad Salihovic,"€ 8,423","€ 438,000","€ 446,583",M,32,Bosnia-Herzegovina,Hamburg,Bundesliga,2017-2018
17,Luca Waldschmidt,"€ 8,423","€ 438,000","€ 446,583",F,21,Germany,Hamburg,Bundesliga,2017-2018
18,Christian Mathenia,"€ 8,423","€ 438,000","€ 446,583",K,25,Germany,Hamburg,Bundesliga,2017-2018
19,Bjarne Thoelke,"€ 5,692","€ 296,000","€ 301,801",D,25,Germany,Hamburg,Bundesliga,2017-2018
20,Vasilije Janjicic,"€ 4,962","€ 258,000","€ 263,056",M,18,Switzerland,Hamburg,Bundesliga,2017-2018
21,Mats Köhlert,"€ 1,981","€ 103,000","€ 105,018",F,19,Germany,Hamburg,Bundesliga,2017-2018
22,Matti Steinmann,"€ 1,981","€ 103,000","€ 105,018",M,22,Germany,Hamburg,Bundesliga,2017-2018
23,Tom Mickel,"€ 1,981","€ 103,000","€ 105,018",K,28,Germany,Hamburg,Bundesliga,2017-2018
24,Bakery Jatta,"€ 1,904","€ 99,000","€ 100,940",F,19,The Gambia,Hamburg,Bundesliga,2017-2018
25,Andreas Hirzel,"€ 1,192","€ 62,000","€ 63,215",K,24,Switzerland,Hamburg,Bundesliga,2017-2018
26,Young-jae Seo,€ 788,"€ 41,000","€ 41,803",D,22,South Korea,Hamburg,Bundesliga,2017-2018
27,Stephan Ambrosius,€ 692,"€ 36,000","€ 36,705",D,18,Germany,Hamburg,Bundesliga,2017-2018
28,Josha Vagnoman,€ 58,"€ 3,000","€ 3,059",D,16,Germany,Hamburg,Bundesliga,2017-2018
29,Mohamed Gouaida,€ 0,€ 0,€ 0,M,24,Tunisia,Hamburg,Bundesliga,2017-2018
30,Gotoku Sakai,€ 0,€ 0,€ 0,D,26,Japan,Hamburg,Bundesliga,2017-2018
31,Törles Knöll,€ 0,€ 0,€ 0,F,19,Germany,Hamburg,Bundesliga,2017-2018
32,Fiete Arp,€ 0,€ 0,€ 0,F,17,Germany,Hamburg,Bundesliga,2017-2018
33,Mergim Mavraj,€ 0,€ 0,€ 0,D,31,Albania,Hamburg,Bundesliga,2017-2018
