,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Kevin-Prince Boateng,"€ 47,615","€ 2,476,000","€ 2,524,522",F,30,Ghana,Eintracht Frankfurt,Bundesliga,2017-2018
1,Alexander Meier,"€ 37,962","€ 1,974,000","€ 2,012,684",F,34,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
2,Jetro Willems,"€ 37,654","€ 1,958,000","€ 1,996,371",D,23,Netherlands,Eintracht Frankfurt,Bundesliga,2017-2018
3,Jonathan de Guzmán,"€ 28,577","€ 1,486,000","€ 1,515,121",M,29,Netherlands,Eintracht Frankfurt,Bundesliga,2017-2018
4,Sébastien Haller,"€ 28,577","€ 1,486,000","€ 1,515,121",F,23,France,Eintracht Frankfurt,Bundesliga,2017-2018
5,Marco Fabián,"€ 28,577","€ 1,486,000","€ 1,515,121",M,27,Mexico,Eintracht Frankfurt,Bundesliga,2017-2018
6,David Abraham,"€ 26,673","€ 1,387,000","€ 1,414,181",D,30,Argentina,Eintracht Frankfurt,Bundesliga,2017-2018
7,Gelson Fernandes,"€ 22,846","€ 1,188,000","€ 1,211,281",M,30,Switzerland,Eintracht Frankfurt,Bundesliga,2017-2018
8,Ante Rebic,"€ 20,058","€ 1,043,000","€ 1,063,439",F,23,Croatia,Eintracht Frankfurt,Bundesliga,2017-2018
9,Makoto Hasebe,"€ 19,808","€ 1,030,000","€ 1,050,185",M,33,Japan,Eintracht Frankfurt,Bundesliga,2017-2018
10,Carlos Salcedo,"€ 17,635","€ 917,000","€ 934,970",D,23,Mexico,Eintracht Frankfurt,Bundesliga,2017-2018
11,Timothy Chandler,"€ 14,846","€ 772,000","€ 787,129",D,27,United States,Eintracht Frankfurt,Bundesliga,2017-2018
12,Danny da Costa,"€ 14,846","€ 772,000","€ 787,129",D,23,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
13,Taleb Tawatha,"€ 14,846","€ 772,000","€ 787,129",D,25,Israel,Eintracht Frankfurt,Bundesliga,2017-2018
14,Simon Falette,"€ 14,846","€ 772,000","€ 787,129",D,25,Guinea,Eintracht Frankfurt,Bundesliga,2017-2018
15,Mijat Gacinovic,"€ 14,846","€ 772,000","€ 787,129",M,22,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
16,Marco Russ,"€ 14,846","€ 772,000","€ 787,129",D,31,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
17,Branimir Hrgota,"€ 14,846","€ 772,000","€ 787,129",F,24,Sweden,Eintracht Frankfurt,Bundesliga,2017-2018
18,Marius Wolf,"€ 12,327","€ 641,000","€ 653,562",F,22,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
19,Danny Blum,"€ 9,904","€ 515,000","€ 525,092",F,26,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
20,Jan Zimmermann,"€ 8,423","€ 438,000","€ 446,583",K,32,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
21,Daichi Kamada,"€ 8,423","€ 438,000","€ 446,583",M,20,Japan,Eintracht Frankfurt,Bundesliga,2017-2018
22,Marc Stendera,"€ 8,423","€ 438,000","€ 446,583",M,21,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
23,Omar Mascarell,"€ 8,423","€ 438,000","€ 446,583",M,24,Spain,Eintracht Frankfurt,Bundesliga,2017-2018
24,Marijan Cavar,"€ 7,596","€ 395,000","€ 402,741",M,19,Bosnia-Herzegovina,Eintracht Frankfurt,Bundesliga,2017-2018
25,Luka Jovic,"€ 7,577","€ 394,000","€ 401,721",F,19,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
26,Aymen Barkok,"€ 4,462","€ 232,000","€ 236,546",M,19,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
27,Slobodan Medojevic,€ 0,€ 0,€ 0,M,26,Serbia,Eintracht Frankfurt,Bundesliga,2017-2018
28,Noel Knothe,€ 0,€ 0,€ 0,D,18,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
29,Deji Beyreuther,€ 0,€ 0,€ 0,D,17,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
30,Max Besuschkow,€ 0,€ 0,€ 0,M,20,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
31,Leon Bätge,€ 0,€ 0,€ 0,K,19,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
32,Nelson Mandela Mbouhom,€ 0,€ 0,€ 0,F,18,Cameroon,Eintracht Frankfurt,Bundesliga,2017-2018
33,Lukas Hradecky,€ 0,€ 0,€ 0,K,27,Finland,Eintracht Frankfurt,Bundesliga,2017-2018
34,Renat Dadashov,€ 0,€ 0,€ 0,F,18,Azerbaijan,Eintracht Frankfurt,Bundesliga,2017-2018
35,Sahverdi Cetin,€ 0,€ 0,€ 0,M,16,Germany,Eintracht Frankfurt,Bundesliga,2017-2018
