squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,league_name,league_country
vs Alavés,30.0,59.7,38.0,418.0,3420.0,48.0,28.0,7.0,10.0,84.0,4.0,1.26,0.74,2.0,1.08,1.82,53.2,46.0,34.7,1.4,0.91,2.31,1.21,2.12,38.0,38.0,3420.0,40.0,1.05,137.0,98.0,0.715,21.0,2.0,15.0,13.0,34.2,3.0,1.0,1.0,1.0,38.0,1.0,4.0,0.0,39.7,0.28,-0.3,-0.01,195.0,487.0,40.0,759.0,113.0,47.3,40.4,151.0,84.8,62.8,284.0,30.0,10.6,18.0,0.47,15.9,528.0,177.0,29.0,33.5,13.89,4.66,0.08,0.23,0.09,-5.2,-5.0,16158.0,20316.0,79.5,322944.0,104527.0,6335.0,7442.0,85.1,7165.0,8376.0,85.5,2510.0,4084.0,61.5,-6.7,374.0,1400.0,368.0,104.0,1483.0,18858.0,1458.0,407.0,16.0,3366.0,713.0,579.0,217.0,0.0,2.0,1.0,14137.0,2025.0,4154.0,5935.0,12014.0,1174.0,623.0,208.0,45.0,449.0,325.0,469.0,833.0,21.92,586.0,75.0,48.0,44.0,69.0,81.0,2.13,51.0,6.0,8.0,9.0,7.0,0.0,527.0,342.0,267.0,198.0,62.0,157.0,552.0,28.4,395.0,5294.0,1643.0,31.0,1594.0,2528.0,1172.0,511.0,91.0,2.0,420.0,315.0,439.0,6.0,24314.0,1910.0,6622.0,12424.0,6830.0,943.0,22875.0,390.0,610.0,63.9,423.0,15.0,17337.0,98119.0,51657.0,18605.0,16153.0,86.8,496.0,419.0,2.0,551.0,573.0,62.0,7.0,2.0,0.0,3671.0,381.0,376.0,50.3,La Liga,Spain
vs Athletic Club,27.0,50.4,38.0,418.0,3420.0,46.0,33.0,3.0,6.0,105.0,8.0,1.21,0.87,2.08,1.13,2.0,47.4,42.8,29.6,1.25,0.78,2.03,1.13,1.91,38.0,38.0,3420.0,41.0,1.08,150.0,117.0,0.767,15.0,13.0,10.0,12.0,31.6,8.0,6.0,2.0,0.0,38.0,0.0,6.0,2.0,46.4,0.27,7.4,0.19,238.0,617.0,38.6,793.0,95.0,55.1,43.5,200.0,90.0,62.4,432.0,46.0,10.6,17.0,0.45,14.8,476.0,161.0,30.0,33.8,12.53,4.24,0.09,0.27,0.09,-1.4,0.2,13225.0,17428.0,75.9,264850.0,92542.0,5288.0,6345.0,83.3,5710.0,6947.0,82.2,2095.0,3725.0,56.2,3.4,330.0,983.0,289.0,93.0,1108.0,15991.0,1437.0,371.0,12.0,3587.0,497.0,449.0,167.0,0.0,0.0,0.0,11237.0,1802.0,4389.0,5120.0,9996.0,1142.0,631.0,190.0,78.0,419.0,334.0,488.0,744.0,19.58,520.0,70.0,42.0,36.0,60.0,79.0,2.08,55.0,4.0,4.0,6.0,8.0,0.0,520.0,340.0,267.0,212.0,41.0,186.0,547.0,34.0,361.0,5840.0,1678.0,28.7,1992.0,2663.0,1185.0,599.0,88.0,3.0,511.0,296.0,622.0,10.0,21627.0,2301.0,7373.0,10239.0,5353.0,775.0,20211.0,430.0,655.0,65.6,461.0,24.0,14725.0,84648.0,42920.0,15534.0,13218.0,85.1,449.0,429.0,6.0,518.0,517.0,98.0,6.0,7.0,2.0,3780.0,337.0,440.0,43.4,La Liga,Spain
vs Atlético Madrid,26.0,52.3,38.0,418.0,3420.0,22.0,17.0,1.0,4.0,98.0,0.0,0.58,0.45,1.03,0.55,1.0,37.0,34.0,25.5,0.97,0.67,1.65,0.89,1.57,38.0,38.0,3420.0,58.0,1.53,152.0,99.0,0.645,5.0,10.0,23.0,8.0,21.1,5.0,4.0,1.0,0.0,38.0,1.0,2.0,1.0,52.8,0.32,-4.2,-0.11,213.0,492.0,43.3,757.0,119.0,46.9,40.3,162.0,84.6,61.8,261.0,38.0,14.6,30.0,0.79,14.9,450.0,129.0,24.0,28.7,11.84,3.39,0.05,0.16,0.08,-15.0,-13.0,16013.0,20076.0,79.8,312964.0,100818.0,6424.0,7490.0,85.8,7099.0,8276.0,85.8,2321.0,3810.0,60.9,-8.5,326.0,1367.0,321.0,79.0,1395.0,18782.0,1294.0,362.0,8.0,3494.0,626.0,483.0,145.0,0.0,0.0,0.0,14144.0,1820.0,4112.0,6349.0,11574.0,1149.0,542.0,191.0,19.0,428.0,336.0,551.0,711.0,18.71,517.0,59.0,39.0,32.0,50.0,37.0,0.97,30.0,1.0,0.0,4.0,2.0,0.0,570.0,385.0,283.0,222.0,65.0,184.0,589.0,31.2,405.0,6056.0,1726.0,28.5,1927.0,2799.0,1330.0,582.0,96.0,5.0,486.0,373.0,489.0,8.0,24322.0,2115.0,7003.0,12122.0,6742.0,836.0,23058.0,409.0,668.0,61.2,462.0,26.0,17314.0,94343.0,50540.0,18241.0,16009.0,87.8,487.0,508.0,0.0,515.0,526.0,25.0,5.0,5.0,1.0,3752.0,288.0,340.0,45.9,La Liga,Spain
vs Barcelona,25.0,37.3,38.0,418.0,3420.0,29.0,22.0,2.0,2.0,99.0,4.0,0.76,0.58,1.34,0.71,1.29,41.1,39.6,31.9,1.08,0.84,1.92,1.04,1.88,38.0,38.0,3420.0,99.0,2.61,264.0,171.0,0.636,1.0,9.0,28.0,1.0,2.6,5.0,3.0,2.0,0.0,38.0,6.0,10.0,3.0,91.8,0.34,-4.2,-0.11,198.0,508.0,39.0,661.0,77.0,57.9,44.9,158.0,79.1,57.8,201.0,18.0,9.0,19.0,0.5,12.4,441.0,136.0,15.0,30.8,11.61,3.58,0.06,0.2,0.09,-12.1,-12.6,11404.0,14832.0,76.9,223402.0,79661.0,4732.0,5573.0,84.9,4812.0,5752.0,83.7,1716.0,3077.0,55.8,-9.9,330.0,947.0,248.0,81.0,967.0,13636.0,1196.0,320.0,14.0,3222.0,504.0,394.0,148.0,8.0,13.0,0.0,10204.0,1350.0,3278.0,4329.0,9015.0,728.0,440.0,147.0,84.0,354.0,342.0,431.0,694.0,18.26,512.0,58.0,39.0,25.0,38.0,53.0,1.39,41.0,1.0,4.0,5.0,2.0,0.0,674.0,432.0,377.0,226.0,71.0,278.0,951.0,29.2,673.0,8471.0,1896.0,22.4,3029.0,3683.0,1759.0,701.0,136.0,2.0,565.0,456.0,478.0,12.0,18888.0,2315.0,6712.0,8602.0,4831.0,693.0,17719.0,319.0,509.0,62.7,351.0,17.0,12590.0,76381.0,39524.0,13496.0,11404.0,84.5,413.0,341.0,1.0,553.0,377.0,103.0,1.0,4.0,3.0,2906.0,179.0,242.0,42.5,La Liga,Spain
vs Betis,29.0,42.9,38.0,418.0,3420.0,57.0,45.0,3.0,4.0,96.0,4.0,1.5,1.18,2.68,1.42,2.61,50.6,47.4,37.7,1.33,0.99,2.32,1.25,2.24,38.0,38.0,3420.0,60.0,1.58,161.0,107.0,0.64,14.0,6.0,18.0,11.0,28.9,3.0,2.0,1.0,0.0,38.0,1.0,3.0,4.0,46.1,0.28,-9.9,-0.26,175.0,502.0,34.9,651.0,63.0,55.9,44.3,158.0,87.3,62.8,287.0,26.0,9.1,20.0,0.53,15.3,475.0,153.0,20.0,32.2,12.5,4.03,0.11,0.35,0.1,6.4,6.6,11989.0,15819.0,75.8,233577.0,83855.0,5018.0,6009.0,83.5,4998.0,6055.0,82.5,1824.0,3316.0,55.0,7.3,351.0,981.0,324.0,104.0,1115.0,14429.0,1390.0,338.0,17.0,3113.0,453.0,490.0,202.0,1.0,4.0,1.0,10362.0,1619.0,3838.0,4636.0,9266.0,863.0,628.0,131.0,123.0,348.0,319.0,458.0,764.0,20.11,519.0,84.0,42.0,37.0,49.0,100.0,2.63,69.0,9.0,7.0,3.0,7.0,0.0,526.0,361.0,262.0,202.0,62.0,161.0,578.0,27.9,417.0,6360.0,1460.0,23.0,1723.0,3038.0,1599.0,505.0,96.0,2.0,409.0,344.0,388.0,5.0,19405.0,1737.0,5484.0,9617.0,5562.0,933.0,18059.0,324.0,491.0,66.0,354.0,19.0,13179.0,78120.0,39333.0,14225.0,11989.0,84.3,421.0,365.0,2.0,524.0,457.0,132.0,3.0,2.0,4.0,3242.0,304.0,258.0,54.1,La Liga,Spain
vs Celta Vigo,22.0,44.4,38.0,418.0,3420.0,59.0,48.0,4.0,5.0,97.0,1.0,1.55,1.26,2.82,1.45,2.71,51.6,47.9,36.7,1.36,0.97,2.32,1.26,2.23,38.0,38.0,3420.0,59.0,1.55,157.0,102.0,0.637,15.0,10.0,13.0,8.0,21.1,3.0,2.0,1.0,0.0,38.0,3.0,5.0,2.0,51.3,0.32,-5.7,-0.15,229.0,621.0,36.9,750.0,95.0,61.7,45.9,174.0,90.8,63.8,373.0,41.0,11.0,26.0,0.68,15.6,454.0,167.0,14.0,36.8,11.95,4.39,0.12,0.33,0.11,7.4,7.1,12540.0,16547.0,75.8,244614.0,90449.0,5224.0,6198.0,84.3,5271.0,6473.0,81.4,1867.0,3432.0,54.4,11.3,333.0,1098.0,340.0,97.0,1189.0,15183.0,1364.0,345.0,15.0,3021.0,529.0,491.0,174.0,0.0,2.0,1.0,10757.0,1658.0,4132.0,4918.0,9433.0,1136.0,601.0,162.0,60.0,393.0,288.0,422.0,708.0,18.63,505.0,72.0,40.0,45.0,34.0,101.0,2.66,73.0,6.0,6.0,9.0,5.0,0.0,546.0,361.0,241.0,238.0,67.0,182.0,570.0,31.9,388.0,6916.0,1658.0,24.0,1763.0,3394.0,1759.0,513.0,108.0,3.0,405.0,333.0,469.0,9.0,20254.0,1959.0,6175.0,9656.0,5742.0,884.0,18925.0,286.0,464.0,61.6,315.0,13.0,13756.0,81839.0,40844.0,14910.0,12540.0,84.1,487.0,340.0,0.0,578.0,402.0,76.0,4.0,3.0,2.0,3501.0,289.0,306.0,48.6,La Liga,Spain
vs Eibar,26.0,47.9,38.0,418.0,3420.0,47.0,36.0,4.0,4.0,77.0,6.0,1.24,0.95,2.18,1.13,2.08,44.4,41.4,32.5,1.17,0.85,2.02,1.09,1.94,38.0,38.0,3415.0,44.0,1.16,140.0,99.0,0.7,15.0,9.0,14.0,15.0,39.5,3.0,2.0,0.0,1.0,37.9,2.0,7.0,1.0,36.5,0.26,-6.5,-0.17,280.0,757.0,37.0,906.0,101.0,61.1,45.9,234.0,86.8,62.5,516.0,51.0,9.9,23.0,0.61,14.5,325.0,130.0,16.0,40.0,8.55,3.42,0.13,0.33,0.13,2.6,1.6,11402.0,16437.0,69.4,231207.0,91911.0,4509.0,5807.0,77.6,4922.0,6402.0,76.9,1833.0,3812.0,48.1,3.5,245.0,756.0,220.0,74.0,940.0,14829.0,1608.0,368.0,24.0,2981.0,453.0,376.0,127.0,0.0,0.0,0.0,9264.0,2088.0,5085.0,4676.0,8644.0,1604.0,821.0,203.0,142.0,546.0,361.0,467.0,542.0,14.26,387.0,45.0,43.0,20.0,34.0,92.0,2.42,67.0,4.0,7.0,5.0,7.0,0.0,552.0,341.0,335.0,186.0,31.0,177.0,554.0,31.9,377.0,6120.0,1581.0,25.8,2316.0,2883.0,921.0,646.0,120.0,1.0,526.0,351.0,721.0,11.0,20497.0,2603.0,8672.0,8782.0,4137.0,611.0,18937.0,370.0,558.0,66.3,400.0,25.0,12581.0,70400.0,34233.0,14450.0,11398.0,78.9,462.0,336.0,4.0,483.0,468.0,160.0,3.0,2.0,1.0,4081.0,460.0,418.0,52.4,La Liga,Spain
vs Espanyol,25.0,52.9,38.0,418.0,3420.0,40.0,26.0,4.0,6.0,113.0,3.0,1.05,0.68,1.74,0.95,1.63,47.6,43.1,30.9,1.25,0.81,2.07,1.13,1.95,38.0,38.0,3420.0,36.0,0.95,134.0,103.0,0.746,13.0,13.0,12.0,15.0,39.5,3.0,2.0,1.0,0.0,38.0,1.0,2.0,3.0,40.8,0.29,7.8,0.21,233.0,624.0,37.3,894.0,103.0,54.3,43.4,161.0,86.3,60.9,379.0,39.0,10.3,23.0,0.61,14.7,491.0,166.0,20.0,33.8,12.92,4.37,0.07,0.22,0.09,-7.6,-7.1,14920.0,19248.0,77.5,301469.0,96970.0,5671.0,6729.0,84.3,6751.0,7950.0,84.9,2367.0,4156.0,57.0,-4.9,340.0,1181.0,290.0,74.0,1275.0,17849.0,1399.0,370.0,19.0,3209.0,640.0,466.0,183.0,4.0,3.0,0.0,12764.0,2109.0,4375.0,5689.0,11095.0,1307.0,628.0,188.0,66.0,426.0,322.0,429.0,745.0,19.61,527.0,64.0,43.0,38.0,51.0,63.0,1.66,37.0,5.0,7.0,8.0,5.0,0.0,495.0,308.0,257.0,190.0,48.0,145.0,537.0,27.0,392.0,5421.0,1572.0,29.0,1522.0,2639.0,1260.0,613.0,100.0,4.0,513.0,348.0,560.0,9.0,23369.0,2197.0,7153.0,11692.0,6092.0,784.0,22010.0,410.0,637.0,64.4,450.0,19.0,16069.0,94037.0,48211.0,17397.0,14920.0,85.8,471.0,386.0,2.0,564.0,503.0,82.0,4.0,3.0,2.0,3804.0,351.0,320.0,52.3,La Liga,Spain
vs Getafe,32.0,59.7,38.0,418.0,3420.0,33.0,28.0,2.0,4.0,107.0,3.0,0.87,0.74,1.61,0.82,1.55,36.8,33.7,26.6,0.97,0.7,1.67,0.89,1.59,38.0,38.0,3420.0,42.0,1.11,125.0,89.0,0.704,13.0,10.0,15.0,13.0,34.2,11.0,5.0,4.0,2.0,38.0,0.0,7.0,1.0,43.4,0.28,2.4,0.06,219.0,507.0,43.2,767.0,118.0,47.3,40.8,174.0,82.8,60.0,311.0,24.0,7.7,32.0,0.84,15.9,390.0,127.0,22.0,32.6,10.26,3.34,0.08,0.24,0.09,-3.8,-2.7,15077.0,19760.0,76.3,297785.0,105065.0,6062.0,7279.0,83.3,6561.0,7989.0,82.1,2301.0,4022.0,57.2,1.4,282.0,1298.0,278.0,69.0,1340.0,18201.0,1559.0,495.0,11.0,3160.0,554.0,471.0,169.0,0.0,0.0,0.0,12821.0,2273.0,4666.0,5890.0,11094.0,1542.0,655.0,207.0,95.0,490.0,319.0,486.0,597.0,15.71,400.0,64.0,40.0,20.0,59.0,60.0,1.58,43.0,3.0,5.0,3.0,5.0,0.0,599.0,375.0,318.0,220.0,61.0,196.0,533.0,36.8,337.0,4731.0,1653.0,34.9,1700.0,2042.0,989.0,550.0,91.0,1.0,459.0,325.0,474.0,6.0,23783.0,1928.0,7201.0,12026.0,6022.0,747.0,22273.0,417.0,648.0,64.4,446.0,12.0,16254.0,93061.0,47110.0,17792.0,15075.0,84.7,573.0,371.0,1.0,525.0,658.0,110.0,4.0,12.0,1.0,4147.0,405.0,340.0,54.4,La Liga,Spain
vs Girona,25.0,53.4,38.0,418.0,3420.0,56.0,39.0,4.0,5.0,112.0,3.0,1.47,1.03,2.5,1.37,2.39,46.8,43.0,29.4,1.23,0.77,2.01,1.13,1.91,38.0,38.0,3420.0,50.0,1.32,154.0,110.0,0.714,15.0,9.0,14.0,10.0,26.3,8.0,6.0,1.0,1.0,38.0,2.0,11.0,0.0,49.5,0.29,-0.5,-0.01,188.0,573.0,32.8,763.0,109.0,54.7,42.1,171.0,91.2,62.1,446.0,42.0,9.4,27.0,0.71,15.6,434.0,173.0,28.0,39.9,11.42,4.55,0.12,0.3,0.1,9.2,9.0,13550.0,17827.0,76.0,260181.0,93818.0,5559.0,6600.0,84.2,6105.0,7360.0,82.9,1758.0,3449.0,51.0,9.6,304.0,1096.0,268.0,64.0,1255.0,16357.0,1470.0,448.0,33.0,3004.0,341.0,425.0,162.0,0.0,0.0,0.0,11773.0,2032.0,4022.0,5151.0,10323.0,1189.0,626.0,191.0,120.0,454.0,325.0,431.0,695.0,18.29,464.0,68.0,51.0,36.0,60.0,103.0,2.71,70.0,7.0,7.0,7.0,11.0,0.0,538.0,349.0,285.0,203.0,50.0,179.0,552.0,32.4,373.0,5975.0,1636.0,27.4,1831.0,2852.0,1292.0,502.0,103.0,2.0,399.0,296.0,563.0,9.0,21623.0,2056.0,6893.0,10881.0,5312.0,790.0,20187.0,363.0,549.0,66.1,386.0,17.0,14660.0,88221.0,46862.0,16205.0,13542.0,83.6,449.0,335.0,1.0,526.0,600.0,133.0,5.0,6.0,0.0,3568.0,362.0,387.0,48.3,La Liga,Spain
