Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
116,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.36,0.00,0.36,0.36,0.36,Matches,3,0,0.0,3.86,0.00,0.00,,14.0,0,0.09,-0.3,-0.3,4,7,57.1,60,6,2,3,66.7,2,3,66.7,0,1,0.0,0.0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,3,1,1,5,1,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,23.8,2,2,17,0,1,0,1,0,23,1,7,0.0,0,0,16,1,5,4,34,18,52.9,7,35,25.9,58,0,1,12,0,0.00,0,1,-1,-1.29,+2.31,0.5,1.0,-0.5,-0.63,+1.89,0,0,0,0,0,4,1,2,33.3,Big-5-European-Leagues,Big5,2021-2022
117,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,25,1996,3,3,254,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.26,0.21,0.48,0.26,0.48,Matches,6,2,33.3,2.13,0.71,0.00,0.00,15.2,0,0.12,-0.7,-0.7,118,145,81.4,2111,599,64,75,85.3,37,41,90.2,15,20,75.0,-0.6,6,9,2,0,12,129,16,0,21,8,5,7,2,3,0,113,15,17,10,127,3,5,0,0,0,9,5,12,4.25,8,3,0,1,0,0,0.00,0,0,0,0,0,0,4,3,1,3,0,0,0.0,3,8,29.6,3,13,11,0,7,10,0,0,201,1,13,37.5,3,1,134,2,11,11,180,145,80.6,26,85,70.6,85,2,0,,0,0.67,4,7,-3,-1.06,-1.06,3.1,3.2,-0.1,-0.02,-1.21,0,2,0,0,0,22,2,4,33.3,Big-5-European-Leagues,Big5,2021-2022
118,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,3,3,256,2.8,1,1,1,0,0,1,0,0.35,0.35,0.70,0.35,0.70,1.7,1.7,0.5,2.2,0.60,0.18,0.78,0.60,0.78,Matches,7,1,14.3,2.46,0.35,0.14,1.00,10.9,0,0.24,-0.7,-0.7,37,50,74.0,571,53,21,25,84.0,11,14,78.6,4,7,57.1,+0.5,3,3,1,1,1,41,9,0,4,1,2,0,0,0,0,36,10,4,32,12,4,0,1,0,2,1,3,6,2.11,4,0,1,1,0,2,0.70,1,0,1,0,0,0,1,1,1,0,0,1,50.0,1,15,30.0,2,19,29,0,3,2,3,0,84,3,19,50.0,3,0,52,0,11,5,129,53,41.1,20,85,94.8,85,2,0,,0,0.67,4,8,-4,-1.41,-1.41,3.3,5.0,-1.7,-0.59,-2.77,0,2,0,0,0,11,2,10,16.7,Big-5-European-Leagues,Big5,2021-2022
119,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,2,2,148,1.6,1,0,1,0,0,0,0,0.61,0.00,0.61,0.61,0.61,0.5,0.5,0.2,0.7,0.29,0.13,0.42,0.29,0.42,Matches,7,3,42.9,4.26,1.82,0.14,0.33,17.5,0,0.07,+0.5,+0.5,40,53,75.5,807,245,16,17,94.1,18,24,75.0,6,11,54.5,-0.2,3,3,5,2,5,49,4,0,9,2,6,1,0,0,0,38,5,10,42,8,0,1,0,0,1,3,2,4,2.43,3,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,1,3,0,0,,0,8,29.6,11,10,6,0,1,8,3,0,79,4,7,0.0,0,0,53,2,2,2,60,48,80.0,6,74,82.2,74,0,0,,0,1.50,2,3,-1,-0.61,-0.61,2.0,2.5,-0.6,-0.35,-0.21,0,2,0,0,0,14,3,2,60.0,Big-5-European-Leagues,Big5,2021-2022
120,Simon Banza,fr FRA,FW,Lens,fr Ligue 1,25,1996,4,1,124,1.4,1,1,1,0,0,0,0,0.73,0.73,1.45,0.73,1.45,1.2,1.2,0.6,1.8,0.86,0.47,1.33,0.86,1.33,Matches,6,4,66.7,4.35,2.90,0.17,0.25,14.4,0,0.20,-0.2,-0.2,20,29,69.0,369,77,11,16,68.8,6,7,85.7,2,4,50.0,+0.4,2,2,0,0,1,27,2,0,9,2,0,0,0,0,0,20,3,6,7,16,1,0,1,1,0,1,1,4,2.90,3,0,0,0,1,2,1.45,1,0,0,0,0,1,3,2,0,1,2,0,0.0,2,5,20.8,0,12,12,0,2,3,2,0,54,2,6,83.3,5,0,32,0,4,2,53,36,67.9,6,31,34.4,64,0,3,20,0,1.50,4,1,+3,+2.18,+2.56,2.5,0.9,+1.6,+1.16,+0.74,0,3,0,0,0,6,6,3,66.7,Big-5-European-Leagues,Big5,2021-2022
121,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,33.3,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0.0,0,2,0.7,,0,1,2,0,1.00,0,0,0,0.00,-0.67,0.0,0.1,-0.1,-3.08,-3.33,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2021-2022
122,AntonÃ­n BarÃ¡k,cz CZE,"FW,MF",Hellas Verona,it Serie A,26,1994,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.08,0.07,0.15,0.08,0.15,Matches,4,1,25.0,2.22,0.56,0.00,0.00,11.0,0,0.04,-0.2,-0.2,58,67,86.6,899,249,29,32,90.6,20,23,87.0,4,4,100.0,-0.1,2,7,2,0,8,65,2,0,14,1,1,0,0,0,0,43,11,13,52,7,3,0,1,0,1,3,3,5,2.78,5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7,25.0,8,11,9,0,2,0,1,0,88,4,10,25.0,2,0,57,3,3,3,91,65,71.4,9,81,90.0,81,1,0,,0,0.00,2,5,-3,-1.67,-1.67,2.7,3.1,-0.3,-0.19,-0.48,0,2,0,0,0,13,6,2,75.0,Big-5-European-Leagues,Big5,2021-2022
123,Barbero,es ESP,MF,Osasuna,es La Liga,23,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,2,50.0,9,0,1,2,50.0,0,0,,0,0,,0.0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,1,50.0,1,0,1,0,0,1,0,0,4,0,1,,0,0,5,0,2,0,4,3,75.0,1,4,1.5,,0,1,4,1,3.00,2,0,+2,+45.00,+45.34,1.1,0.2,+0.9,+21.21,+20.48,0,0,0,0,0,0,0,2,0.0,Big-5-European-Leagues,Big5,2021-2022
124,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,3,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.13,0.13,0.00,0.13,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,94,117,80.3,1777,670,45,49,91.8,35,42,83.3,13,23,56.5,-0.3,1,9,0,0,11,96,21,0,10,2,4,0,0,0,0,75,19,23,91,4,4,18,0,0,4,1,4,3,1.41,3,0,0,0,0,1,0.47,1,0,0,0,0,0,5,2,3,2,0,4,57.1,3,9,27.3,17,12,4,0,3,21,2,0,144,5,1,,0,0,77,0,2,2,80,78,97.5,1,64,56.5,90,2,1,12,0,1.75,8,0,+8,+3.75,+3.14,6.4,2.6,+3.8,+1.80,+1.51,0,1,0,0,0,18,1,4,20.0,Big-5-European-Leagues,Big5,2021-2022
125,Enis Bardhi,mk MKD,"MF,FW",Levante,es La Liga,26,1995,3,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.08,0.05,0.13,0.08,0.13,Matches,3,0,0.0,2.57,0.00,0.00,,26.1,0,0.03,-0.1,-0.1,26,34,76.5,460,148,11,14,78.6,9,10,90.0,3,7,42.9,-0.1,1,2,0,0,1,30,4,0,8,2,1,1,1,0,0,18,8,8,5,27,1,1,0,0,0,2,1,1,0.86,1,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,2,3,0,1,33.3,2,1,4.8,5,11,5,0,2,8,0,0,56,2,0,80.0,4,0,38,0,3,1,37,31,83.8,3,35,38.9,64,0,2,21,0,0.67,1,3,-2,-1.71,-2.26,1.6,1.4,+0.2,+0.17,-0.06,0,4,0,0,0,9,0,0,,Big-5-European-Leagues,Big5,2021-2022
126,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,2,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.12,0.12,0.00,0.12,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,12,21,57.1,238,86,6,7,85.7,4,7,57.1,2,5,40.0,-0.1,1,2,0,0,3,20,1,0,2,0,1,0,0,0,0,10,5,6,3,17,1,0,0,0,0,3,2,2,4.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,1,1,0,0,0,0,0,23,3,0,,0,0,16,0,0,1,19,16,84.2,0,23,16.7,,0,2,23,1,1.00,0,0,0,0.00,+0.40,1.1,0.7,+0.4,+0.77,+0.68,0,1,0,0,0,5,0,2,0.0,Big-5-European-Leagues,Big5,2021-2022
127,NicolÃ² Barella,it ITA,MF,Inter,it Serie A,24,1997,2,2,166,1.8,0,2,0,0,0,0,0,0.00,1.08,1.08,0.00,1.08,0.2,0.2,0.4,0.6,0.14,0.21,0.35,0.14,0.35,Matches,2,0,0.0,1.08,0.00,0.00,,14.2,0,0.12,-0.2,-0.2,84,98,85.7,1438,580,43,47,91.5,32,38,84.2,7,9,77.8,+1.6,3,16,3,0,9,98,0,0,11,3,1,0,0,0,0,71,15,12,9,83,2,0,1,0,2,1,2,7,3.80,7,0,0,0,0,3,1.63,3,0,0,0,0,0,5,3,1,1,3,1,33.3,2,7,50.0,5,3,6,0,2,7,0,0,118,4,6,60.0,3,0,82,1,3,1,108,94,87.0,6,83,92.2,83,1,0,,0,3.00,6,1,+5,+2.71,-3.72,3.0,1.7,+1.3,+0.73,-0.56,0,2,0,0,0,14,3,1,75.0,Big-5-European-Leagues,Big5,2021-2022
128,Kike Barja,es ESP,MF,Osasuna,es La Liga,24,1997,2,2,127,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.10,0.27,0.37,0.10,0.37,Matches,2,0,0.0,1.42,0.00,0.00,,22.4,0,0.07,-0.1,-0.1,36,57,63.2,590,208,21,29,72.4,10,14,71.4,4,11,36.4,-0.4,2,3,0,0,6,56,1,0,9,4,7,0,0,0,0,28,15,14,23,30,2,1,0,0,1,2,3,4,2.83,3,0,0,1,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,16.7,5,8,36.4,4,12,6,0,2,4,0,0,78,1,7,54.5,6,0,61,1,2,4,75,61,81.3,8,64,47.0,64,0,0,,0,1.00,0,0,0,0.00,-0.63,2.1,0.5,+1.6,+1.15,+0.23,0,3,0,0,0,12,1,0,100.0,Big-5-European-Leagues,Big5,2021-2022
129,Aymen Barkok,ma MAR,"FW,MF",Eint Frankfurt,de Bundesliga,23,1998,2,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,18,77.8,202,63,8,9,88.9,2,4,50.0,2,2,100.0,0.0,0,1,0,0,2,18,0,0,4,0,0,0,0,0,0,11,2,5,4,8,2,0,1,0,1,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0.0,1,3,21.4,4,4,6,0,1,3,2,0,29,2,0,0.0,0,0,15,0,2,2,21,14,66.7,3,32,23.3,45,0,1,18,1,0.50,1,4,-3,-4.29,-4.29,0.4,1.9,-1.5,-2.16,-3.55,0,1,0,0,0,7,4,2,66.7,Big-5-European-Leagues,Big5,2021-2022
130,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,31,1989,3,2,189,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.8,0.16,0.21,0.37,0.16,0.37,Matches,2,1,50.0,0.95,0.48,0.00,0.00,13.4,0,0.17,-0.3,-0.3,29,46,63.0,425,165,20,27,74.1,7,13,53.8,2,5,40.0,-0.4,5,7,3,0,7,45,1,0,20,1,0,0,0,0,0,27,8,11,6,27,3,0,1,2,2,1,1,10,4.76,7,0,0,0,1,0,0.00,0,0,0,0,0,0,4,3,1,2,1,1,50.0,1,6,27.3,3,12,7,1,1,7,1,0,72,2,6,33.3,1,0,47,2,9,3,95,46,48.4,11,63,70.0,84,1,1,21,0,0.33,1,4,-3,-1.43,-1.43,2.3,4.4,-2.1,-1.01,-0.72,0,6,0,0,0,14,9,12,42.9,Big-5-European-Leagues,Big5,2021-2022
131,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,23,1997,3,3,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.11,0.01,0.12,0.11,0.12,Matches,3,1,33.3,1.35,0.45,0.00,0.00,20.7,0,0.08,-0.3,-0.3,42,55,76.4,549,121,27,29,93.1,13,17,76.5,0,2,0.0,0.0,1,2,1,0,3,55,0,0,17,1,3,0,0,0,0,40,8,7,5,48,0,0,0,0,2,2,4,3,1.35,2,0,1,0,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,1,100.0,0,5,35.7,2,7,5,0,2,3,1,0,90,1,13,25.0,3,0,82,7,8,7,109,80,73.4,16,67,74.1,67,0,0,,0,2.00,2,3,-1,-0.45,-0.45,2.0,3.7,-1.6,-0.74,+0.26,0,1,0,0,0,3,2,2,50.0,Big-5-European-Leagues,Big5,2021-2022
132,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,3,3,270,3.0,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,1,0,0.0,0.33,0.00,0.00,,10.0,0,0.03,0.0,0.0,37,52,71.2,547,233,21,27,77.8,15,21,71.4,1,3,33.3,+1.0,1,4,2,1,6,51,1,0,9,0,1,0,0,0,0,34,10,8,4,43,4,0,0,0,0,3,2,3,1.00,3,0,0,0,0,0,0.00,0,0,0,0,0,0,13,7,5,5,3,8,61.5,5,19,29.2,12,37,16,0,5,18,3,0,93,4,5,0.0,0,0,47,0,3,4,72,44,61.1,6,90,100.0,90,3,0,,0,2.00,4,2,+2,+0.67,,4.5,2.4,+2.1,+0.71,,0,6,0,0,0,18,3,3,50.0,Big-5-European-Leagues,Big5,2021-2022
133,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2001,3,2,206,2.3,1,1,1,0,0,0,0,0.44,0.44,0.87,0.44,0.87,0.1,0.1,0.5,0.6,0.06,0.20,0.26,0.06,0.26,Matches,4,2,50.0,1.75,0.87,0.25,0.50,19.0,0,0.03,+0.9,+0.9,39,58,67.2,722,205,18,23,78.3,14,18,77.8,5,9,55.6,+0.5,2,1,3,0,5,57,1,1,18,1,4,0,0,0,0,45,5,8,12,44,1,0,0,0,0,4,5,6,2.62,4,0,2,0,0,3,1.31,2,0,1,0,0,0,7,4,5,2,0,3,50.0,3,13,24.1,13,23,18,0,4,9,0,0,91,2,14,64.3,10,0,77,3,4,5,76,62,81.6,13,69,76.3,81,0,1,45,0,2.00,4,2,+2,+0.87,+3.69,2.9,2.3,+0.6,+0.27,+0.57,0,4,0,0,0,12,1,0,100.0,Big-5-European-Leagues,Big5,2021-2022
134,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,3,3,226,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,2,0,0.0,0.80,0.00,0.00,,26.6,0,0.01,0.0,0.0,71,105,67.6,1435,642,27,31,87.1,31,42,73.8,13,26,50.0,0.0,0,4,1,0,7,66,39,0,9,3,4,0,0,0,0,38,33,34,47,15,6,34,1,0,3,3,7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,5,3,2,0,1,50.0,1,11,37.9,11,14,4,0,2,11,10,1,134,7,2,50.0,2,0,50,1,2,1,48,41,85.4,0,75,83.7,75,1,0,,0,1.00,1,2,-1,-0.40,-2.44,1.7,4.9,-3.3,-1.30,-0.84,0,1,0,0,0,27,4,6,40.0,Big-5-European-Leagues,Big5,2021-2022
135,Musa Barrow,gm GAM,FW,Bologna,it Serie A,22,1998,1,1,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,18,77.8,232,34,8,9,88.9,2,3,66.7,3,5,60.0,0.0,1,1,0,0,1,16,2,0,1,1,1,1,1,0,0,14,2,2,2,15,0,0,0,0,0,1,0,1,1.64,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,33.3,1,0,2,0,1,1,0,0,24,1,0,,0,0,16,0,2,1,23,18,78.3,4,55,30.6,55,0,0,,1,3.00,0,1,-1,-1.64,-3.08,0.6,1.1,-0.5,-0.87,-0.71,0,0,0,0,0,2,1,0,100.0,Big-5-European-Leagues,Big5,2021-2022
136,Toma BaÅ¡iÄ,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,3,3,209,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.1,0.1,0.6,0.7,0.05,0.24,0.29,0.05,0.29,Matches,2,0,0.0,0.86,0.00,0.00,,30.2,1,0.06,-0.1,-0.1,74,101,73.3,1460,379,29,32,90.6,33,38,86.8,11,28,39.3,+0.4,5,9,1,1,5,89,12,0,16,5,7,9,5,3,1,61,14,26,89,9,3,0,0,0,2,4,3,6,2.58,2,3,1,0,0,1,0.43,0,1,0,0,0,0,5,3,2,2,1,1,14.3,6,8,20.0,11,17,12,0,2,8,0,0,122,0,4,66.7,2,0,82,0,4,3,90,85,94.4,8,70,58.1,70,0,0,,0,0.67,3,3,0,0.00,+3.58,1.6,3.4,-1.8,-0.77,+1.56,0,6,0,0,0,13,0,1,0.0,Big-5-European-Leagues,Big5,2021-2022
137,Amine Bassi,fr FRA,MF,Metz,fr Ligue 1,23,1997,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.14,0.16,0.02,0.16,Matches,1,1,100.0,1.50,1.50,0.00,0.00,36.0,0,0.01,0.0,0.0,19,27,70.4,309,116,10,12,83.3,8,9,88.9,1,6,16.7,-0.1,2,1,0,0,1,20,7,0,0,1,1,4,1,1,1,15,4,8,4,23,0,0,0,0,0,0,1,3,4.50,0,2,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,,0,3,42.9,1,4,2,0,1,2,1,0,34,0,0,100.0,1,0,18,0,0,2,31,22,71.0,4,60,16.7,60,0,0,,3,0.00,0,2,-2,-3.00,-3.00,0.6,1.2,-0.6,-0.89,-0.41,0,0,0,0,0,2,0,1,0.0,Big-5-European-Leagues,Big5,2021-2022
138,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,2,2,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,1,1,100.0,0.52,0.52,0.00,0.00,22.5,0,0.03,0.0,0.0,100,107,93.5,1916,456,40,40,100.0,46,48,95.8,13,16,81.3,0.0,0,6,1,0,7,102,5,0,11,3,0,0,0,0,0,90,8,9,87,15,0,2,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,2,2,0,1,100.0,0,7,41.2,7,7,3,0,2,5,6,0,124,10,1,100.0,2,1,88,0,1,2,92,89,96.7,1,87,96.1,87,1,0,,0,3.00,6,1,+5,+2.60,-10.26,3.0,1.8,+1.3,+0.66,-2.86,0,4,0,0,0,17,4,2,66.7,Big-5-European-Leagues,Big5,2021-2022
139,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,24,1996,2,2,180,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,0.4,0.4,0.1,0.5,0.22,0.04,0.26,0.22,0.26,Matches,2,1,50.0,1.00,0.50,0.50,1.00,13.0,0,0.22,+0.6,+0.6,44,60,73.3,696,299,23,28,82.1,17,20,85.0,3,9,33.3,-0.1,2,3,1,1,2,53,7,0,9,0,1,1,0,1,0,35,13,12,43,10,1,4,0,1,0,2,3,4,2.00,4,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,2,1,0,1,33.3,2,5,20.8,8,16,0,0,3,9,1,0,75,3,1,100.0,3,0,45,0,0,1,44,38,86.4,2,90,100.0,90,2,0,,0,0.50,3,8,-5,-2.50,,1.5,5.8,-4.3,-2.17,,0,1,0,0,0,16,2,3,40.0,Big-5-European-Leagues,Big5,2021-2022
140,Rodrigo Battaglia,ar ARG,"MF,FW",Mallorca,es La Liga,30,1991,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,25,88.0,342,77,13,13,100.0,5,7,71.4,3,4,75.0,0.0,0,1,0,0,1,23,2,0,4,0,0,0,0,0,0,17,6,2,4,16,3,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,100.0,0,2,40.0,1,4,0,0,1,1,3,0,32,3,0,,0,0,16,0,1,0,19,19,100.0,0,16,11.9,,0,2,16,1,3.00,1,0,+1,+2.81,+2.43,0.5,0.1,+0.4,+1.06,+1.08,0,3,0,0,0,4,3,2,60.0,Big-5-European-Leagues,Big5,2021-2022
141,Maximilian Bauer,de GER,DF,Greuther FÃ¼rth,de Bundesliga,21,2000,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches,1,0,0.0,0.33,0.00,0.00,,7.0,0,0.07,-0.1,-0.1,139,173,80.3,3426,915,24,29,82.8,80,86,93.0,34,55,61.8,0.0,0,2,0,0,3,163,10,0,20,6,0,0,0,0,0,133,15,25,15,146,6,1,0,1,5,6,2,2,0.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,3,0,1,3,60.0,2,13,35.1,20,15,2,0,3,12,18,0,207,22,3,,0,0,125,1,0,0,137,136,99.3,0,90,100.0,90,3,0,,0,0.33,2,9,-7,-2.33,,3.5,7.2,-3.7,-1.25,,0,5,0,0,0,25,11,8,57.9,Big-5-European-Leagues,Big5,2021-2022
142,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,98,127,77.2,2282,1316,34,34,100.0,36,37,97.3,23,51,45.1,0.0,0,2,0,0,0,99,28,0,7,1,0,0,0,0,0,82,2,43,18,85,0,0,21,1,2,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,137,116,0,,0,0,66,0,0,0,69,68,98.6,0,90,100.0,90,3,0,,0,1.33,8,5,+3,+1.00,,6.2,6.1,+0.2,+0.05,,0,0,0,0,0,24,0,0,,Big-5-European-Leagues,Big5,2021-2022
143,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,44,55,80.0,959,331,11,11,100.0,24,27,88.9,8,16,50.0,0.0,0,5,0,0,4,53,2,0,4,2,0,0,0,0,0,43,2,10,26,28,1,0,0,1,1,1,0,1,0.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,5,1,0,5,83.3,1,18,48.6,19,17,1,0,3,7,14,0,78,10,0,,0,0,36,0,0,0,41,39,95.1,0,90,66.7,90,2,0,,1,2.00,3,2,+1,+0.50,+0.50,2.4,2.9,-0.5,-0.25,-0.94,0,2,0,0,0,13,6,1,85.7,Big-5-European-Leagues,Big5,2021-2022
