player_id,player_name,day_of_birth,month_of_birth,year_of_birth,pob,cob,dob,position,height,foot,citizenship,second_citizenship,league_code,season
569033,armindo sieb,17,2,2003,Halle an der Saale,Germany,2003-02-17,attack - Second Striker,180,both,Germany,,L1,2020
538996,tanguy nianzou,7,6,2002,Paris,France,2002-06-07,Defender - Centre-Back,187,right,,Cote d'Ivoire,L1,2020
243714,kingsley coman,13,6,1996,Paris,France,1996-06-13,attack - Left Winger,180,right,,Guadeloupe,L1,2020
353366,benjamin pavard,28,3,1996,Maubeuge,France,1996-03-28,Defender - Right-Back,186,right,France,,L1,2020
17259,manuel neuer,27,3,1986,Gelsenkirchen,Germany,1986-03-27,Goalkeeper,193,right,Germany,,L1,2020
343337,fiete arp,6,1,2000,Bad Segeberg,Germany,2000-01-06,attack - Centre-Forward,184,right,Germany,,L1,2020
45660,eric maxim choupo-moting,23,3,1989,Hamburg,Germany,1989-03-23,attack - Centre-Forward,191,right,,Germany,L1,2020
281963,lucas hernández,14,2,1996,Marseille,France,1996-02-14,Defender - Centre-Back,184,left,,Spain,L1,2020
166601,niklas süle,3,9,1995,Frankfurt am Main,Germany,1995-09-03,Defender - Centre-Back,195,right,Germany,,L1,2020
75615,douglas costa,14,9,1990,Sapucaia do Sul,Brazil,1990-09-14,attack - Left Winger,172,left,Brazil,,L1,2020
483974,leon dajaku,12,4,2001,Waiblingen,Germany,2001-04-12,attack - Second Striker,180,right,,Kosovo,L1,2020
422211,alexander lungwitz,4,8,2000,München,Germany,2000-08-04,Defender - Left-Back,180,left,Germany,,L1,2020
335455,kilian senkbeil,22,5,1999,Leipzig,Germany,1999-05-22,Defender - Centre-Back,184,right,Germany,,L1,2020
578539,chris richards,28,3,2000,"Birmingham, Alabama",United States,2000-03-28,Defender - Centre-Back,188,both,United States,,L1,2020
424204,alphonso davies,2,11,2000,Buduburam,Ghana,2000-11-02,Defender - Left-Back,183,left,,Liberia,L1,2020
580195,jamal musiala,26,2,2003,Stuttgart,Germany,2003-02-26,midfield - Attacking Midfield,180,right,,England,L1,2020
159471,serge gnabry,14,7,1995,Stuttgart,Germany,1995-07-14,attack - Right Winger,176,right,,Cote d'Ivoire,L1,2020
44017,javi martínez,2,9,1988,Estella-Lizarra,Spain,1988-09-02,midfield - Defensive Midfield,189,right,Spain,,L1,2020
192565,leroy sané,11,1,1996,Essen,Germany,1996-01-11,attack - Right Winger,183,left,,France,L1,2020
435648,joshua zirkzee,22,5,2001,Schiedam,Netherlands,2001-05-22,attack - Centre-Forward,193,right,,Nigeria,L1,2020
195778,alexander nübel,30,9,1996,Paderborn,Germany,1996-09-30,Goalkeeper,193,right,Germany,,L1,2020
580193,bright arrey-mbi,26,3,2003,Kaarst,Germany,2003-03-26,Defender - Centre-Back,187,left,,England,L1,2020
26485,jérôme boateng,3,9,1988,Berlin,Germany,1988-09-03,Defender - Centre-Back,190,right,Germany,,L1,2020
190685,bouna sarr,31,1,1992,Lyon,France,1992-01-31,Defender - Right-Back,177,right,,Guinea,L1,2020
336869,marc roca,26,11,1996,Vilafranca del Penedès,Spain,1996-11-26,midfield - Defensive Midfield,184,left,Spain,,L1,2020
380423,maximilian zaiser,8,3,1999,Rosenheim,Germany,1999-03-08,midfield - Central Midfield,177,right,Germany,,L1,2020
317444,ron-thorben hoffmann,4,4,1999,Rostock,Germany,1999-04-04,Goalkeeper,192,right,Germany,,L1,2020
483046,josip stanisic,2,4,2000,München,Germany,2000-04-02,Defender - Right-Back,186,both,,Germany,L1,2020
467437,malik tillman,28,5,2002,Nürnberg,Germany,2002-05-28,attack - Centre-Forward,187,right,,United States,L1,2020
805835,rémy vita,1,4,2001,Alençon,France,2001-04-01,Defender - Left-Back,170,left,,Comoros,L1,2020
59016,david alaba,24,6,1992,Wien,Austria,1992-06-24,Defender - Centre-Back,180,left,Austria,,L1,2020
190393,corentin tolisso,3,8,1994,Tarare,France,1994-08-03,midfield - Central Midfield,181,right,,Togo,L1,2020
379979,adrian fein,18,3,1999,München,Germany,1999-03-18,midfield - Defensive Midfield,187,both,Germany,,L1,2020
429987,tiago dantas,24,12,2000,Lisboa,Portugal,2000-12-24,midfield - Central Midfield,170,right,Portugal,,L1,2020
38253,robert lewandowski,21,8,1988,Warszawa,Poland,1988-08-21,attack - Centre-Forward,185,right,Poland,,L1,2020
58358,thomas müller,13,9,1989,Weilheim in Oberbayern,Germany,1989-09-13,attack - Second Striker,185,right,Germany,,L1,2020
212718,dimitri oberlin,27,9,1997,Yaoundé,Cameroon,1997-09-27,attack - Centre-Forward,182,right,,Cameroon,L1,2020
40680,sven ulreich,3,8,1988,Schorndorf,Germany,1988-08-03,Goalkeeper,192,right,Germany,,L1,2020
453874,lukas schneller,26,10,2001,,Germany,2001-10-26,Goalkeeper,,left,Germany,,L1,2020
443710,angelo stiller,4,4,2001,München,Germany,2001-04-04,midfield - Defensive Midfield,183,left,Germany,,L1,2020
161056,joshua kimmich,8,2,1995,Rottweil,Germany,1995-02-08,midfield - Defensive Midfield,177,right,Germany,,L1,2020
153084,leon goretzka,6,2,1995,Bochum,Germany,1995-02-06,midfield - Central Midfield,189,right,Germany,,L1,2020
344600,michaël cuisance,16,8,1999,Straßburg,France,1999-08-16,midfield - Central Midfield,181,left,France,,L1,2020
503162,christopher scott,7,6,2002,Köln,Germany,2002-06-07,midfield - Attacking Midfield,179,right,,Ghana,L1,2020
336324,daniels ontuzans,7,3,2000,Vangaži,Latvia,2000-03-07,midfield - Attacking Midfield,183,right,,Germany,L1,2020
337082,julian krahl,22,1,2000,Forst (Lausitz),Germany,2000-01-22,Goalkeeper,194,right,Germany,,L1,2020
185245,jhon córdoba,11,5,1993,Istmina,Colombia,1993-05-11,attack - Centre-Forward,188,right,Colombia,,L1,2020
472249,jan thielmann,26,5,2002,Föhren,Germany,2002-05-26,attack - Right Winger,178,right,Germany,,L1,2020
415642,joão queirós,22,4,1998,Viana do Castelo,Portugal,1998-04-22,Defender - Centre-Back,192,left,Portugal,,L1,2020
232418,ondrej duda,5,12,1994,Snina,Slovakia,1994-12-05,midfield - Attacking Midfield,181,right,Slovakia,,L1,2020
