player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2.0,1.0,154.0,3.0,1.75,7.0,4.0,0.571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.2,0.31,-0.8,-0.47,26.0,59.0,44.1,52.0,8.0,69.2,50.3,24.0,95.8,68.2,28.0,4.0,14.3,2.0,1.18,14.2
Dani Giménez,es ESP,GK,Betis,34,1983,4.0,4.0,308.0,0.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,2.2,0.31,2.2,0.64,10.0,38.0,26.3,82.0,8.0,41.5,39.1,9.0,44.4,40.0,39.0,1.0,2.6,0.0,0.0,10.6
Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,7.0,7.0,622.0,4.0,0.58,17.0,13.0,0.765,3.0,2.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,6.9,0.0,1.0,0.0,5.3,0.31,1.3,0.19,33.0,58.0,56.9,145.0,26.0,26.9,32.5,40.0,47.5,45.5,51.0,2.0,3.9,5.0,0.72,17.4
Heurelho Gomes,br BRA,GK,Watford,36,1981,24.0,24.0,2128.0,40.0,1.69,98.0,62.0,0.622,7.0,5.0,12.0,5.0,20.8,3.0,3.0,0.0,0.0,23.6,1.0,4.0,1.0,34.3,0.33,-4.7,-0.2,156.0,393.0,39.7,474.0,89.0,62.4,47.4,108.0,89.8,67.5,253.0,27.0,10.7,14.0,0.59,15.2
Alfred Gomis,sn SEN,GK,SPAL,23,1993,26.0,25.0,2261.0,43.0,1.71,136.0,99.0,0.728,6.0,7.0,12.0,3.0,12.0,7.0,6.0,1.0,0.0,25.1,1.0,5.0,2.0,43.6,0.29,2.6,0.1,173.0,489.0,35.4,557.0,101.0,61.9,47.8,206.0,69.9,53.4,257.0,14.0,5.4,12.0,0.48,12.9
Mathieu Gorgelin,fr FRA,GK,Lyon,26,1990,4.0,4.0,360.0,6.0,1.5,12.0,6.0,0.5,2.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.5,0.29,-2.5,-0.64,4.0,24.0,16.7,54.0,6.0,35.2,38.4,9.0,55.6,50.3,44.0,6.0,13.6,2.0,0.5,14.4
Lee Grant,eng ENG,GK,Stoke City,34,1983,3.0,3.0,270.0,7.0,2.33,14.0,7.0,0.5,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.5,0.32,-2.5,-0.83,23.0,49.0,46.9,59.0,11.0,64.4,49.0,12.0,91.7,69.4,23.0,2.0,8.7,3.0,1.0,19.7
Vicente Guaita,es ESP,GK,Getafe,30,1987,33.0,33.0,2970.0,26.0,0.79,108.0,83.0,0.769,13.0,9.0,11.0,12.0,36.4,3.0,1.0,1.0,1.0,33.0,0.0,3.0,0.0,28.8,0.25,2.8,0.09,211.0,685.0,30.8,604.0,60.0,76.0,55.2,227.0,99.6,69.6,314.0,45.0,14.3,19.0,0.58,14.7
Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33.0,33.0,2970.0,52.0,1.58,143.0,95.0,0.671,15.0,8.0,10.0,6.0,18.2,5.0,5.0,0.0,0.0,33.0,0.0,9.0,0.0,50.7,0.33,-1.3,-0.04,226.0,550.0,41.1,870.0,141.0,46.3,39.9,196.0,75.0,55.2,278.0,24.0,8.6,32.0,0.97,17.2
Régis Gurtner,fr FRA,GK,Amiens,30,1986,37.0,37.0,3330.0,41.0,1.11,178.0,141.0,0.792,12.0,9.0,16.0,11.0,29.7,4.0,4.0,0.0,0.0,37.0,0.0,2.0,0.0,50.7,0.28,9.7,0.26,246.0,725.0,33.9,739.0,71.0,62.5,47.2,269.0,97.8,65.6,475.0,36.0,7.6,21.0,0.57,14.9
Ben Hamer,eng ENG,GK,Leicester City,29,1987,4.0,3.0,275.0,7.0,2.29,13.0,7.0,0.538,0.0,1.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,3.1,0.0,0.0,0.0,4.7,0.3,-2.3,-0.76,14.0,35.0,40.0,56.0,13.0,46.4,42.3,10.0,90.0,64.7,28.0,1.0,3.6,0.0,0.0,15.2
Samir Handanović,si SVN,GK,Inter,33,1984,38.0,38.0,3420.0,30.0,0.79,119.0,94.0,0.765,20.0,12.0,6.0,17.0,44.7,2.0,2.0,0.0,0.0,38.0,1.0,2.0,4.0,33.2,0.26,7.2,0.19,167.0,321.0,52.0,781.0,234.0,24.7,28.5,268.0,47.8,39.1,369.0,21.0,5.7,10.0,0.26,12.9
Joe Hart,eng ENG,GK,West Ham,30,1987,19.0,19.0,1710.0,39.0,2.05,88.0,53.0,0.602,3.0,6.0,10.0,4.0,21.1,5.0,4.0,1.0,0.0,19.0,0.0,3.0,0.0,35.5,0.37,-3.5,-0.18,148.0,386.0,38.3,386.0,38.0,73.8,54.3,103.0,98.1,73.2,198.0,17.0,8.6,8.0,0.42,14.3
Tom Heaton,eng ENG,GK,Burnley,31,1986,4.0,4.0,305.0,4.0,1.18,13.0,9.0,0.692,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.0,0.0,4.3,0.33,0.3,0.09,23.0,63.0,36.5,70.0,18.0,65.7,53.8,22.0,77.3,65.3,30.0,2.0,6.7,0.0,0.0,11.2
Wayne Hennessey,wal WAL,GK,Crystal Palace,30,1987,27.0,27.0,2430.0,41.0,1.52,128.0,90.0,0.688,8.0,6.0,13.0,7.0,25.9,1.0,1.0,0.0,0.0,27.0,1.0,7.0,2.0,39.3,0.31,0.3,0.01,193.0,508.0,38.0,482.0,75.0,71.2,54.1,173.0,95.4,75.2,308.0,25.0,8.1,14.0,0.52,13.9
Iago Herrerín,es ESP,GK,Athletic Club,29,1988,8.0,8.0,720.0,6.0,0.75,26.0,22.0,0.846,3.0,4.0,1.0,4.0,50.0,3.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,8.2,0.22,2.2,0.28,82.0,173.0,47.4,199.0,21.0,69.8,48.8,36.0,94.4,65.9,86.0,6.0,7.0,5.0,0.63,14.6
Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32.0,32.0,2880.0,42.0,1.31,159.0,118.0,0.742,10.0,10.0,12.0,9.0,28.1,2.0,1.0,1.0,0.0,32.0,2.0,10.0,1.0,42.8,0.26,1.8,0.06,272.0,576.0,47.2,860.0,136.0,49.5,41.2,246.0,61.0,48.5,246.0,18.0,7.3,23.0,0.72,14.4
Timo Horn,de GER,GK,Köln,24,1993,34.0,34.0,3060.0,70.0,2.06,197.0,135.0,0.685,5.0,7.0,22.0,5.0,14.7,9.0,8.0,1.0,0.0,34.0,0.0,7.0,0.0,71.7,0.33,1.7,0.05,293.0,755.0,38.8,774.0,82.0,66.3,48.9,279.0,86.7,61.7,370.0,28.0,7.6,33.0,0.97,15.7
Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,27,1989,34.0,34.0,3060.0,45.0,1.32,133.0,91.0,0.677,14.0,7.0,13.0,7.0,20.6,3.0,2.0,0.0,1.0,34.0,2.0,8.0,2.0,41.0,0.3,-2.0,-0.06,282.0,704.0,40.1,1060.0,164.0,50.8,41.5,216.0,76.9,58.9,301.0,24.0,8.0,35.0,1.03,15.2
Gorka Iraizoz,es ESP,GK,Girona,36,1981,9.0,8.0,765.0,13.0,1.53,37.0,26.0,0.649,1.0,3.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,8.5,1.0,0.0,2.0,9.6,0.27,-1.4,-0.17,56.0,135.0,41.5,156.0,35.0,66.0,46.5,33.0,97.0,65.1,61.0,9.0,14.8,10.0,1.18,17.0
Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2.0,2.0,180.0,6.0,3.0,13.0,8.0,0.538,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.43,0.0,0.0,10.0,26.0,38.5,33.0,7.0,60.6,53.6,7.0,85.7,66.4,19.0,1.0,5.3,4.0,2.0,15.6
Rune Jarstein,no NOR,GK,Hertha BSC,32,1984,31.0,31.0,2790.0,44.0,1.42,130.0,92.0,0.7,10.0,10.0,11.0,7.0,22.6,6.0,5.0,0.0,1.0,31.0,0.0,8.0,1.0,36.7,0.25,-6.3,-0.2,297.0,772.0,38.5,860.0,90.0,65.6,47.1,233.0,89.3,63.0,292.0,20.0,6.8,14.0,0.45,13.2
Karl-Johan Johnsson,se SWE,GK,Guingamp,27,1990,38.0,38.0,3420.0,59.0,1.55,169.0,116.0,0.68,12.0,11.0,15.0,11.0,28.9,7.0,5.0,2.0,0.0,38.0,0.0,7.0,1.0,54.8,0.29,-3.2,-0.08,195.0,558.0,34.9,719.0,110.0,52.2,43.6,209.0,87.6,65.5,394.0,39.0,9.9,16.0,0.42,15.3
Bingourou Kamara,sn SEN,GK,Strasbourg,20,1996,19.0,19.0,1691.0,32.0,1.7,90.0,60.0,0.667,4.0,6.0,9.0,2.0,10.5,2.0,2.0,0.0,0.0,18.8,0.0,6.0,0.0,24.9,0.26,-7.1,-0.38,102.0,255.0,40.0,362.0,42.0,46.1,40.1,101.0,87.1,61.4,212.0,21.0,9.9,6.0,0.32,11.6
Loris Karius,de GER,GK,Liverpool,24,1993,19.0,19.0,1710.0,14.0,0.74,42.0,30.0,0.714,11.0,5.0,3.0,10.0,52.6,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,15.2,0.31,1.2,0.06,63.0,205.0,30.7,480.0,87.0,35.2,35.4,53.0,67.9,53.4,161.0,15.0,9.3,12.0,0.63,15.9
Orestis Karnezis,gr GRE,GK,Watford,32,1985,15.0,14.0,1292.0,24.0,1.67,52.0,31.0,0.596,4.0,3.0,7.0,4.0,28.6,3.0,3.0,0.0,0.0,14.4,0.0,2.0,0.0,21.4,0.37,-2.6,-0.18,93.0,261.0,35.6,267.0,21.0,80.9,55.1,47.0,95.7,64.1,139.0,11.0,7.9,5.0,0.35,14.0
Eiji Kawashima,jp JPN,GK,Metz,34,1983,29.0,29.0,2570.0,60.0,2.1,172.0,113.0,0.651,5.0,7.0,17.0,2.0,6.9,2.0,0.0,2.0,0.0,28.6,1.0,10.0,1.0,54.5,0.32,-4.5,-0.16,151.0,449.0,33.6,522.0,98.0,57.5,45.2,158.0,94.3,67.3,274.0,19.0,6.9,24.0,0.84,15.6
Hervé Koffi,bf BFA,GK,Lille,20,1996,4.0,4.0,360.0,11.0,2.75,19.0,10.0,0.474,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,8.0,0.39,-2.0,-0.5,13.0,45.0,28.9,79.0,10.0,43.0,40.3,14.0,78.6,63.9,49.0,5.0,10.2,5.0,1.25,14.7
Tomáš Koubek,cz CZE,GK,Rennes,24,1992,34.0,34.0,3060.0,36.0,1.06,130.0,98.0,0.738,16.0,8.0,10.0,10.0,29.4,3.0,2.0,1.0,0.0,34.0,0.0,6.0,2.0,39.6,0.28,5.6,0.16,158.0,475.0,33.3,573.0,81.0,57.1,46.1,167.0,88.6,65.1,347.0,36.0,10.4,33.0,0.97,16.9
Maksym Koval,ua UKR,"GK,MF",La Coruña,24,1992,2.0,2.0,121.0,3.0,2.23,5.0,2.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.5,0.29,-1.5,-1.14,6.0,17.0,35.3,27.0,9.0,40.7,37.2,7.0,85.7,67.9,16.0,1.0,6.3,3.0,2.23,22.0
Thomas Kraft,de GER,GK,Hertha BSC,29,1988,3.0,3.0,270.0,2.0,0.67,12.0,11.0,0.917,0.0,3.0,0.0,1.0,33.3,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.8,0.24,1.8,0.59,27.0,81.0,33.3,108.0,6.0,61.1,43.7,28.0,53.6,46.3,25.0,0.0,0.0,3.0,1.0,16.0
Alban Lafont,fr FRA,GK,Toulouse,18,1999,38.0,38.0,3420.0,54.0,1.42,161.0,113.0,0.702,9.0,10.0,19.0,12.0,31.6,6.0,6.0,0.0,0.0,38.0,3.0,9.0,0.0,52.9,0.31,-1.1,-0.03,239.0,615.0,38.9,793.0,115.0,55.0,44.3,206.0,86.9,61.5,448.0,41.0,9.2,44.0,1.16,17.1
Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.54,0.6,0.62,7.0,16.0,43.8,16.0,1.0,56.3,47.3,9.0,77.8,55.3,11.0,0.0,0.0,0.0,0.0,13.5
Benjamin Lecomte,fr FRA,GK,Montpellier,26,1991,38.0,38.0,3420.0,33.0,0.87,121.0,93.0,0.769,11.0,18.0,9.0,14.0,36.8,6.0,5.0,0.0,1.0,38.0,1.0,4.0,0.0,38.1,0.29,5.1,0.13,217.0,510.0,42.5,761.0,178.0,52.0,41.4,161.0,70.8,51.8,336.0,46.0,13.7,18.0,0.47,16.0
Bernd Leno,de GER,GK,Leverkusen,25,1992,33.0,33.0,2970.0,40.0,1.21,104.0,68.0,0.663,15.0,10.0,8.0,10.0,30.3,5.0,5.0,0.0,0.0,33.0,2.0,3.0,0.0,34.5,0.29,-5.5,-0.17,216.0,578.0,37.4,982.0,131.0,44.6,38.8,225.0,62.2,50.6,223.0,12.0,5.4,32.0,0.97,18.0
Alexandre Letellier,fr FRA,GK,Angers,26,1990,13.0,13.0,1170.0,17.0,1.31,46.0,32.0,0.674,2.0,7.0,4.0,1.0,7.7,2.0,2.0,0.0,0.0,13.0,0.0,3.0,1.0,13.5,0.27,-2.5,-0.2,72.0,164.0,43.9,197.0,44.0,53.3,43.9,59.0,100.0,72.1,133.0,9.0,6.8,6.0,0.46,16.5
Raúl Lizoain,es ESP,GK,Las Palmas,26,1991,11.0,11.0,990.0,27.0,2.45,61.0,36.0,0.59,1.0,2.0,8.0,1.0,9.1,2.0,2.0,0.0,0.0,11.0,0.0,3.0,0.0,21.5,0.33,-5.5,-0.5,35.0,83.0,42.2,236.0,42.0,26.3,30.0,31.0,67.7,48.4,103.0,8.0,7.8,4.0,0.36,14.1
Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36.0,36.0,3240.0,35.0,0.97,120.0,86.0,0.725,22.0,7.0,7.0,15.0,41.7,3.0,2.0,1.0,0.0,36.0,1.0,8.0,0.0,36.2,0.29,1.2,0.03,145.0,339.0,42.8,835.0,144.0,31.9,34.8,121.0,60.3,48.9,310.0,26.0,8.4,34.0,0.94,16.5
Anthony Lopes,pt POR,GK,Lyon,26,1990,34.0,34.0,3060.0,37.0,1.09,135.0,106.0,0.763,21.0,8.0,5.0,14.0,41.2,8.0,5.0,2.0,1.0,34.0,1.0,3.0,3.0,35.7,0.22,1.7,0.05,110.0,285.0,38.6,688.0,113.0,31.8,34.4,123.0,53.7,48.5,365.0,29.0,7.9,18.0,0.53,14.8
Diego López,es ESP,GK,Espanyol,35,1981,11.0,11.0,942.0,11.0,1.05,38.0,30.0,0.737,3.0,4.0,2.0,3.0,27.3,2.0,1.0,1.0,0.0,10.5,0.0,0.0,2.0,10.3,0.24,1.3,0.14,47.0,132.0,35.6,139.0,28.0,50.4,41.7,65.0,95.4,61.7,92.0,7.0,7.6,2.0,0.21,12.4
Pau López,es ESP,GK,Espanyol,22,1994,28.0,27.0,2478.0,31.0,1.13,128.0,100.0,0.781,9.0,9.0,11.0,9.0,33.3,5.0,3.0,1.0,1.0,27.5,0.0,5.0,0.0,40.3,0.3,9.3,0.33,147.0,416.0,35.3,480.0,104.0,57.7,44.5,148.0,93.9,65.6,281.0,33.0,11.7,16.0,0.56,15.0
Pedro López,es ESP,GK,Betis,22,1995,5.0,4.0,412.0,8.0,1.75,18.0,10.0,0.556,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,2.0,0.0,6.9,0.39,-1.1,-0.23,19.0,47.0,40.4,122.0,16.0,27.9,30.6,21.0,61.9,43.9,39.0,3.0,7.7,3.0,0.66,14.5
Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38.0,38.0,3420.0,57.0,1.5,154.0,101.0,0.656,9.0,10.0,19.0,10.0,26.3,6.0,4.0,2.0,0.0,38.0,0.0,6.0,1.0,56.1,0.34,-0.9,-0.02,326.0,793.0,41.1,956.0,79.0,62.6,48.8,217.0,89.9,67.4,343.0,27.0,7.9,43.0,1.13,17.6
Andreas Luthe,de GER,GK,Augsburg,30,1987,2.0,2.0,180.0,4.0,2.0,6.0,3.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.4,0.41,-0.6,-0.31,13.0,29.0,44.8,66.0,12.0,36.4,35.8,14.0,35.7,39.3,20.0,4.0,20.0,3.0,1.5,16.5
Raïs M'Bolhi,dz ALG,GK,Rennes,31,1986,1.0,1.0,90.0,3.0,3.0,5.0,4.0,0.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4,0.4,0.4,0.42,2.0,14.0,14.3,18.0,2.0,66.7,50.5,2.0,100.0,70.0,9.0,3.0,33.3,1.0,1.0,27.5
Mike Maignan,fr FRA,GK,Lille,21,1995,34.0,34.0,3033.0,53.0,1.57,160.0,112.0,0.688,10.0,7.0,17.0,5.0,14.7,6.0,3.0,2.0,1.0,33.7,1.0,2.0,2.0,51.4,0.3,0.4,0.01,111.0,286.0,38.8,723.0,133.0,26.0,30.8,141.0,69.5,56.8,301.0,33.0,11.0,32.0,0.97,16.4
Steve Mandanda,fr FRA,GK,Marseille,32,1985,31.0,31.0,2680.0,37.0,1.24,118.0,85.0,0.72,18.0,8.0,4.0,11.0,35.5,6.0,4.0,1.0,1.0,29.8,2.0,5.0,1.0,36.4,0.29,0.4,0.01,122.0,329.0,37.1,601.0,101.0,42.3,37.8,108.0,69.4,52.5,242.0,24.0,9.9,10.0,0.33,14.1
Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Martínez,ar ARG,GK,Getafe,24,1992,5.0,5.0,450.0,7.0,1.4,19.0,13.0,0.684,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,6.4,0.29,-0.6,-0.11,47.0,115.0,40.9,90.0,8.0,82.2,59.6,41.0,100.0,73.0,51.0,7.0,13.7,3.0,0.6,13.9
Christian Mathenia,de GER,GK,Hamburger SV,25,1992,24.0,24.0,2160.0,38.0,1.58,93.0,58.0,0.624,4.0,6.0,14.0,6.0,25.0,4.0,3.0,0.0,1.0,24.0,0.0,4.0,1.0,36.4,0.38,-0.6,-0.02,126.0,432.0,29.2,507.0,73.0,57.2,44.7,181.0,78.5,58.5,180.0,9.0,5.0,11.0,0.46,14.3
Alex McCarthy,eng ENG,GK,Southampton,27,1989,18.0,18.0,1620.0,26.0,1.44,64.0,39.0,0.609,3.0,8.0,7.0,4.0,22.2,1.0,1.0,0.0,0.0,18.0,0.0,4.0,0.0,22.8,0.35,-3.2,-0.18,83.0,272.0,30.5,245.0,39.0,67.3,50.4,110.0,97.3,68.8,207.0,24.0,11.6,4.0,0.22,12.6
Alex Meret,it ITA,GK,SPAL,20,1997,13.0,13.0,1158.0,16.0,1.24,56.0,45.0,0.768,2.0,7.0,4.0,4.0,30.8,6.0,3.0,2.0,1.0,12.9,0.0,2.0,2.0,19.4,0.28,5.4,0.42,88.0,229.0,38.4,250.0,25.0,56.0,42.5,107.0,83.2,55.6,132.0,13.0,9.8,3.0,0.23,13.0
Mathieu Michel,fr FRA,GK,Angers,25,1991,7.0,6.0,598.0,13.0,1.96,27.0,17.0,0.593,1.0,2.0,4.0,1.0,16.7,2.0,2.0,0.0,0.0,6.6,0.0,0.0,1.0,9.0,0.27,-3.0,-0.45,34.0,80.0,42.5,103.0,29.0,48.5,40.1,34.0,88.2,61.3,59.0,1.0,1.7,2.0,0.3,16.0
Simon Mignolet,be BEL,GK,Liverpool,29,1988,19.0,19.0,1710.0,24.0,1.26,57.0,35.0,0.614,10.0,7.0,2.0,7.0,36.8,3.0,2.0,1.0,0.0,19.0,0.0,3.0,0.0,20.6,0.33,-3.4,-0.18,56.0,190.0,29.5,460.0,83.0,35.4,34.6,59.0,45.8,44.3,148.0,12.0,8.1,13.0,0.68,15.3
Vanja Milinković-Savić,rs SRB,GK,Torino,20,1997,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.27,0.1,0.09,8.0,23.0,34.8,41.0,6.0,39.0,41.5,8.0,87.5,66.8,11.0,1.0,9.1,0.0,0.0,14.0
Antonio Mirante,it ITA,GK,Bologna,34,1983,33.0,33.0,2970.0,46.0,1.39,143.0,100.0,0.692,10.0,5.0,18.0,7.0,21.2,3.0,2.0,0.0,1.0,33.0,1.0,5.0,3.0,41.4,0.28,-1.6,-0.05,372.0,715.0,52.0,922.0,139.0,53.5,42.7,289.0,76.8,54.0,403.0,28.0,6.9,31.0,0.94,15.1
Jessy Moulin,fr FRA,GK,Saint-Étienne,31,1986,4.0,3.0,305.0,6.0,1.77,27.0,22.0,0.815,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,3.4,1.0,1.0,0.0,7.5,0.26,1.5,0.43,21.0,59.0,35.6,74.0,10.0,47.3,41.7,24.0,100.0,69.6,47.0,6.0,12.8,0.0,0.0,10.6
Florian Müller,de GER,GK,Mainz 05,19,1997,5.0,5.0,450.0,7.0,1.4,19.0,11.0,0.632,1.0,1.0,3.0,1.0,20.0,1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,6.1,0.3,-0.9,-0.18,31.0,98.0,31.6,119.0,24.0,52.9,42.0,41.0,85.4,60.6,51.0,1.0,2.0,3.0,0.6,13.6
Yvon Mvogo,ch SUI,GK,RB Leipzig,23,1994,1.0,1.0,90.0,1.0,1.0,4.0,3.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.29,0.2,0.16,7.0,14.0,50.0,32.0,5.0,31.3,29.9,4.0,100.0,70.0,6.0,0.0,0.0,4.0,4.0,21.7
Boaz Myhill,wal WAL,GK,West Brom,34,1982,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.43,0.3,0.28,6.0,12.0,50.0,10.0,0.0,80.0,49.9,5.0,80.0,53.4,15.0,2.0,13.3,0.0,0.0,6.0
Keylor Navas,cr CRC,GK,Real Madrid,30,1986,27.0,27.0,2430.0,31.0,1.15,112.0,84.0,0.741,16.0,7.0,4.0,7.0,25.9,4.0,2.0,2.0,0.0,27.0,0.0,8.0,1.0,33.8,0.28,3.8,0.14,59.0,153.0,38.6,434.0,90.0,24.7,31.7,63.0,73.0,57.6,215.0,22.0,10.2,19.0,0.7,15.1
Neto,br BRA,GK,Valencia,28,1989,33.0,33.0,2970.0,33.0,1.0,150.0,120.0,0.8,18.0,7.0,8.0,10.0,30.3,5.0,3.0,2.0,0.0,33.0,1.0,5.0,0.0,44.2,0.27,11.2,0.34,143.0,383.0,37.3,420.0,92.0,55.7,44.0,171.0,87.1,63.5,353.0,27.0,7.6,6.0,0.18,13.1
Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3.0,3.0,270.0,2.0,0.67,8.0,6.0,0.75,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.19,-0.5,-0.17,18.0,28.0,64.3,73.0,8.0,35.6,34.3,8.0,25.0,32.6,5.0,0.0,0.0,1.0,0.33,12.1
Alexander Nübel,de GER,GK,Schalke 04,20,1996,1.0,0.0,45.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.19,0.4,0.75,6.0,13.0,46.2,13.0,3.0,38.5,42.2,9.0,88.9,53.6,5.0,0.0,0.0,0.0,0.0,12.5
Jan Oblak,si SVN,GK,Atlético Madrid,24,1993,37.0,37.0,3330.0,22.0,0.59,126.0,106.0,0.833,22.0,10.0,5.0,22.0,59.5,4.0,1.0,3.0,0.0,37.0,1.0,2.0,1.0,32.5,0.24,11.5,0.31,151.0,447.0,33.8,497.0,70.0,60.0,45.1,181.0,82.3,58.2,378.0,30.0,7.9,10.0,0.27,14.1
Oier Olazábal,es ESP,GK,Levante,27,1989,26.0,26.0,2340.0,39.0,1.5,117.0,86.0,0.709,9.0,7.0,10.0,7.0,26.9,6.0,5.0,0.0,1.0,26.0,0.0,4.0,3.0,41.2,0.33,5.2,0.2,151.0,397.0,38.0,395.0,49.0,67.1,48.8,144.0,91.7,61.5,278.0,27.0,9.7,12.0,0.46,13.3
David Ospina,co COL,GK,Arsenal,28,1988,5.0,4.0,381.0,3.0,0.71,14.0,11.0,0.786,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.2,0.0,1.0,0.0,3.8,0.27,0.8,0.2,17.0,35.0,48.6,86.0,11.0,27.9,33.0,14.0,78.6,53.8,53.0,2.0,3.8,3.0,0.71,11.8
Alexandre Oukidja,dz ALG,GK,Strasbourg,29,1988,17.0,16.0,1457.0,29.0,1.79,70.0,45.0,0.643,3.0,5.0,8.0,2.0,12.5,5.0,4.0,1.0,0.0,16.2,0.0,1.0,0.0,27.6,0.34,-1.4,-0.09,102.0,290.0,35.2,299.0,44.0,65.2,48.0,102.0,93.1,67.3,156.0,16.0,10.3,7.0,0.43,13.9
Ramazan Özcan,at AUT,GK,Leverkusen,33,1984,1.0,1.0,90.0,4.0,4.0,7.0,3.0,0.429,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.2,0.42,-0.8,-0.78,4.0,12.0,33.3,32.0,6.0,31.3,34.1,6.0,33.3,32.8,6.0,0.0,0.0,1.0,1.0,19.2
Fernando Pacheco,es ESP,GK,Alavés,25,1992,38.0,37.0,3360.0,50.0,1.34,175.0,134.0,0.754,15.0,2.0,20.0,12.0,32.4,11.0,7.0,3.0,1.0,37.3,2.0,7.0,2.0,53.3,0.28,5.3,0.14,248.0,586.0,42.3,532.0,69.0,70.1,47.4,228.0,93.4,62.2,413.0,21.0,5.1,9.0,0.24,12.9
