player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
Mariano Barbosa,ar ARG,GK,Villarreal,33,1984,13.0,12.0,1125.0,14.0,1.12,47.0,34.0,0.723,6.0,3.0,3.0,5.0,41.7,1.0,1.0,0.0,0.0,12.5,0.0,2.0,0.0,13.6,0.27,-0.4,-0.03,35.0,123.0,28.5,190.0,40.0,34.7,34.7,63.0,90.5,62.4,150.0,15.0,10.0,3.0,0.24,13.7
Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34.0,34.0,3060.0,48.0,1.41,146.0,104.0,0.692,15.0,10.0,9.0,10.0,29.4,4.0,3.0,1.0,0.0,34.0,1.0,9.0,3.0,41.2,0.26,-3.8,-0.11,219.0,620.0,35.3,1175.0,173.0,40.8,35.9,230.0,61.3,48.7,311.0,20.0,6.4,37.0,1.09,15.6
Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38.0,38.0,3420.0,61.0,1.61,173.0,114.0,0.659,11.0,11.0,16.0,6.0,15.8,4.0,2.0,1.0,1.0,38.0,2.0,8.0,0.0,54.6,0.32,-6.4,-0.17,178.0,523.0,34.0,693.0,171.0,50.1,41.9,198.0,88.9,62.8,434.0,34.0,7.8,11.0,0.29,13.2
Vid Belec,si SVN,GK,Sampdoria,27,1990,2.0,2.0,180.0,5.0,2.5,15.0,11.0,0.733,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,5.6,0.31,0.6,0.28,9.0,24.0,37.5,70.0,11.0,27.1,26.6,16.0,31.3,36.2,21.0,2.0,9.5,3.0,1.5,13.3
Vid Belec,si SVN,GK,Benevento,27,1990,13.0,13.0,1113.0,32.0,2.59,73.0,51.0,0.603,2.0,0.0,10.0,1.0,7.7,3.0,3.0,0.0,0.0,12.4,1.0,1.0,2.0,24.3,0.31,-0.7,-0.06,63.0,183.0,34.4,259.0,68.0,48.6,40.4,102.0,55.9,46.5,133.0,10.0,7.5,5.0,0.4,12.2
Diego Benaglio,ch SUI,GK,Monaco,33,1983,3.0,2.0,225.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.5,0.24,1.5,0.59,9.0,22.0,40.9,35.0,9.0,40.0,33.7,12.0,66.7,53.8,25.0,1.0,4.0,2.0,0.8,14.7
Walter Benítez,ar ARG,GK,Nice,24,1993,28.0,28.0,2520.0,36.0,1.29,114.0,83.0,0.711,12.0,8.0,8.0,7.0,25.0,5.0,3.0,2.0,0.0,28.0,1.0,0.0,2.0,35.6,0.28,1.6,0.06,64.0,201.0,31.8,394.0,84.0,26.6,30.3,127.0,75.6,54.4,320.0,17.0,5.3,6.0,0.21,13.0
Etrit Berisha,al ALB,GK,Atalanta,28,1989,31.0,31.0,2790.0,34.0,1.1,99.0,66.0,0.667,13.0,10.0,8.0,8.0,25.8,2.0,1.0,1.0,0.0,31.0,2.0,2.0,0.0,27.3,0.26,-6.7,-0.22,196.0,438.0,44.7,587.0,156.0,42.9,37.8,214.0,86.9,58.9,249.0,14.0,5.6,15.0,0.48,14.3
Quentin Beunardeau,fr FRA,GK,Metz,23,1994,1.0,0.0,39.0,2.0,4.62,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.7,0.43,-0.3,-0.7,6.0,16.0,37.5,16.0,2.0,87.5,50.7,2.0,100.0,71.5,6.0,0.0,0.0,0.0,0.0,13.0
Albano Bizzarri,ar ARG,GK,Udinese,39,1977,32.0,32.0,2880.0,52.0,1.62,137.0,91.0,0.635,11.0,4.0,17.0,8.0,25.0,5.0,2.0,2.0,1.0,32.0,1.0,9.0,4.0,41.9,0.29,-6.1,-0.19,262.0,612.0,42.8,774.0,135.0,52.5,41.1,271.0,76.0,53.2,306.0,26.0,8.5,13.0,0.41,13.0
Rubén Blanco,es ESP,GK,Celta Vigo,22,1995,22.0,22.0,1941.0,31.0,1.44,90.0,62.0,0.689,10.0,4.0,8.0,4.0,18.2,4.0,3.0,0.0,1.0,21.6,0.0,4.0,0.0,25.5,0.26,-5.5,-0.26,112.0,357.0,31.4,602.0,57.0,48.0,41.2,82.0,82.9,62.4,231.0,28.0,12.1,7.0,0.32,14.9
Landry Bonnefoi,fr FRA,GK,Strasbourg,33,1983,4.0,3.0,272.0,6.0,1.99,17.0,11.0,0.647,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.5,0.33,-0.5,-0.16,17.0,42.0,40.5,39.0,8.0,59.0,43.1,26.0,73.1,50.9,33.0,0.0,0.0,0.0,0.0,10.5
Jean-Christophe Bouet,fr FRA,GK,Amiens,34,1983,1.0,1.0,90.0,1.0,1.0,6.0,5.0,0.833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,0.19,0.1,0.14,2.0,15.0,13.3,12.0,2.0,58.3,48.8,8.0,100.0,62.6,11.0,3.0,27.3,0.0,0.0,18.0
Yassine Bounou,ma MAR,GK,Girona,26,1991,30.0,30.0,2655.0,46.0,1.56,136.0,95.0,0.691,13.0,6.0,11.0,9.0,30.0,5.0,4.0,0.0,1.0,29.5,2.0,1.0,1.0,40.8,0.28,-4.2,-0.14,177.0,485.0,36.5,507.0,62.0,67.9,48.9,153.0,92.2,66.3,259.0,20.0,7.7,10.0,0.34,13.0
Claudio Bravo,cl CHI,GK,Manchester City,34,1983,3.0,2.0,226.0,1.0,0.4,5.0,4.0,0.8,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.4,0.29,0.4,0.17,2.0,7.0,28.6,49.0,8.0,8.2,25.8,4.0,75.0,52.8,14.0,0.0,0.0,3.0,1.2,18.9
Alberto Brignoli,it ITA,GK,Benevento,25,1991,13.0,11.0,1126.0,31.0,2.48,71.0,42.0,0.592,1.0,2.0,10.0,2.0,18.2,4.0,2.0,0.0,2.0,12.5,0.0,6.0,0.0,29.1,0.4,-1.9,-0.16,92.0,266.0,34.6,374.0,61.0,51.3,43.2,103.0,71.8,56.1,144.0,25.0,17.4,16.0,1.28,17.0
Gianluigi Buffon,it ITA,GK,Juventus,39,1978,21.0,21.0,1862.0,14.0,0.68,58.0,48.0,0.81,17.0,2.0,2.0,11.0,52.4,4.0,3.0,1.0,0.0,20.7,0.0,2.0,2.0,15.8,0.22,3.8,0.18,87.0,187.0,46.5,431.0,71.0,32.5,34.2,101.0,46.5,40.2,167.0,12.0,7.2,14.0,0.68,14.5
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33.0,33.0,2969.0,43.0,1.3,140.0,100.0,0.707,15.0,9.0,9.0,12.0,36.4,2.0,2.0,0.0,0.0,33.0,1.0,3.0,0.0,47.9,0.33,4.9,0.15,184.0,517.0,35.6,1027.0,169.0,35.7,36.1,219.0,68.5,55.2,268.0,27.0,10.1,38.0,1.15,17.5
Ludovic Butelle,fr FRA,GK,Angers,34,1983,19.0,19.0,1652.0,22.0,1.2,70.0,52.0,0.729,6.0,5.0,7.0,4.0,21.1,3.0,3.0,0.0,0.0,18.4,1.0,1.0,1.0,20.4,0.26,-0.6,-0.03,63.0,228.0,27.6,303.0,63.0,48.8,40.4,89.0,89.9,60.6,175.0,21.0,12.0,23.0,1.25,17.5
Jack Butland,eng ENG,GK,Stoke City,24,1993,35.0,35.0,3150.0,61.0,1.74,198.0,144.0,0.717,7.0,11.0,17.0,6.0,17.1,5.0,5.0,0.0,0.0,35.0,0.0,10.0,2.0,57.4,0.28,-1.6,-0.05,310.0,795.0,39.0,794.0,72.0,74.4,54.2,219.0,93.2,69.3,433.0,34.0,7.9,25.0,0.71,14.9
Willy Caballero,ar ARG,GK,Chelsea,35,1981,3.0,3.0,270.0,4.0,1.33,11.0,7.0,0.636,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.3,0.33,-0.7,-0.24,11.0,32.0,34.4,74.0,9.0,33.8,32.2,9.0,77.8,55.2,23.0,1.0,4.3,2.0,0.67,18.5
Yoan Cardinale,fr FRA,GK,Nice,23,1994,10.0,10.0,900.0,16.0,1.6,43.0,28.0,0.628,3.0,1.0,6.0,3.0,30.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,13.3,0.31,-1.7,-0.17,33.0,71.0,46.5,158.0,26.0,22.8,27.0,42.0,83.3,57.6,95.0,3.0,3.2,3.0,0.3,14.3
Kiko Casilla,es ESP,GK,Real Madrid,30,1986,10.0,10.0,900.0,11.0,1.1,32.0,22.0,0.656,6.0,2.0,2.0,3.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,10.5,0.37,0.5,0.05,27.0,69.0,39.1,159.0,33.0,30.8,33.8,34.0,58.8,45.6,80.0,6.0,7.5,5.0,0.5,14.9
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34.0,34.0,3060.0,48.0,1.41,143.0,102.0,0.706,6.0,15.0,13.0,8.0,23.5,10.0,6.0,3.0,1.0,34.0,1.0,5.0,2.0,51.2,0.31,5.2,0.15,269.0,704.0,38.2,1026.0,198.0,49.9,41.1,270.0,71.1,55.1,298.0,35.0,11.7,22.0,0.65,13.6
Petr Čech,cz CZE,GK,Arsenal,35,1982,34.0,34.0,3039.0,48.0,1.42,129.0,86.0,0.667,16.0,6.0,12.0,11.0,32.4,6.0,5.0,1.0,0.0,33.8,0.0,8.0,0.0,48.0,0.34,0.0,0.0,135.0,359.0,37.6,699.0,164.0,39.5,37.9,109.0,76.1,58.3,318.0,39.0,12.3,28.0,0.83,15.9
Nereo Champagne,ar ARG,GK,Leganés,32,1985,2.0,2.0,180.0,6.0,3.0,9.0,4.0,0.444,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.1,0.36,-1.9,-0.97,19.0,43.0,44.2,37.0,4.0,75.7,48.1,15.0,100.0,63.8,15.0,0.0,0.0,1.0,0.5,14.9
Leandro Chichizola,ar ARG,GK,Las Palmas,27,1990,27.0,27.0,2430.0,47.0,1.74,152.0,109.0,0.711,4.0,5.0,18.0,4.0,14.8,3.0,3.0,0.0,0.0,27.0,1.0,5.0,1.0,46.2,0.29,0.2,0.01,154.0,416.0,37.0,798.0,128.0,41.5,37.0,131.0,64.9,53.0,225.0,31.0,13.8,35.0,1.3,16.1
Jasper Cillessen,nl NED,GK,Barcelona,28,1989,1.0,1.0,90.0,1.0,1.0,7.0,6.0,0.857,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3,0.18,0.3,0.26,2.0,9.0,22.2,18.0,4.0,33.3,30.1,9.0,33.3,40.8,7.0,1.0,14.3,0.0,0.0,15.0
Andrea Consigli,it ITA,GK,Sassuolo,30,1987,37.0,37.0,3316.0,58.0,1.57,172.0,117.0,0.674,11.0,10.0,16.0,10.0,27.0,3.0,2.0,1.0,0.0,36.8,3.0,10.0,1.0,52.2,0.29,-4.8,-0.13,283.0,620.0,45.6,782.0,160.0,53.2,43.2,262.0,77.9,52.5,411.0,36.0,8.8,19.0,0.52,13.3
Alex Cordaz,it ITA,GK,Crotone,34,1983,38.0,38.0,3420.0,66.0,1.74,199.0,138.0,0.698,9.0,8.0,21.0,5.0,13.2,8.0,6.0,1.0,1.0,38.0,3.0,11.0,0.0,64.4,0.3,-1.6,-0.04,304.0,884.0,34.4,781.0,95.0,72.3,51.6,338.0,94.4,62.3,428.0,21.0,4.9,26.0,0.68,14.4
Angelo da Costa Júnior,br BRA,GK,Bologna,33,1983,4.0,4.0,360.0,5.0,1.25,16.0,12.0,0.75,1.0,0.0,3.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.7,0.24,-0.3,-0.08,30.0,78.0,38.5,121.0,25.0,38.8,36.8,40.0,77.5,56.6,37.0,3.0,8.1,5.0,1.25,15.9
Benoît Costil,fr FRA,GK,Bordeaux,30,1987,36.0,36.0,3240.0,45.0,1.25,119.0,79.0,0.655,16.0,7.0,13.0,10.0,27.8,9.0,4.0,4.0,1.0,36.0,4.0,6.0,1.0,35.8,0.25,-8.2,-0.23,171.0,527.0,32.4,757.0,97.0,48.5,42.6,178.0,89.9,65.5,341.0,28.0,8.2,20.0,0.56,14.3
Thibaut Courtois,be BEL,GK,Chelsea,25,1992,35.0,35.0,3150.0,34.0,0.97,103.0,73.0,0.689,20.0,6.0,9.0,15.0,42.9,2.0,2.0,0.0,0.0,35.0,0.0,1.0,2.0,31.2,0.3,-0.8,-0.02,138.0,388.0,35.6,845.0,158.0,34.2,36.3,152.0,65.1,56.8,318.0,39.0,12.3,18.0,0.51,15.1
Alessio Cragno,it ITA,GK,Cagliari,23,1994,29.0,29.0,2536.0,47.0,1.67,121.0,80.0,0.661,7.0,4.0,17.0,7.0,24.1,10.0,6.0,2.0,2.0,28.2,4.0,1.0,1.0,43.3,0.31,-2.7,-0.1,213.0,476.0,44.7,526.0,123.0,51.1,41.1,237.0,87.3,60.2,285.0,24.0,8.4,13.0,0.46,13.5
Luca Crosta,it ITA,GK,Cagliari,19,1998,1.0,1.0,90.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.66,-0.9,-0.85,2.0,11.0,18.2,14.0,4.0,28.6,36.4,10.0,70.0,49.6,14.0,2.0,14.3,0.0,0.0,13.0
Iván Cuéllar,es ESP,GK,Leganés,33,1984,35.0,35.0,3150.0,43.0,1.23,143.0,105.0,0.734,11.0,8.0,18.0,14.0,40.0,6.0,5.0,1.0,0.0,35.0,3.0,5.0,0.0,40.2,0.26,-2.8,-0.08,270.0,779.0,34.7,729.0,64.0,80.1,55.4,198.0,98.5,69.8,309.0,30.0,9.7,28.0,0.8,15.6
Karl Darlow,eng ENG,GK,Newcastle Utd,26,1990,10.0,10.0,900.0,15.0,1.5,43.0,32.0,0.721,1.0,5.0,4.0,2.0,20.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,2.0,15.8,0.31,2.8,0.28,65.0,197.0,33.0,215.0,26.0,64.2,48.3,66.0,89.4,63.9,107.0,13.0,12.1,6.0,0.6,14.4
Abdoulaye Diallo,sn SEN,GK,Rennes,25,1992,3.0,3.0,270.0,5.0,1.67,16.0,12.0,0.75,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.9,0.37,1.9,0.64,9.0,32.0,28.1,53.0,10.0,37.7,36.2,12.0,100.0,64.2,19.0,3.0,15.8,2.0,0.67,18.9
Thomas Didillon,fr FRA,GK,Metz,21,1995,9.0,9.0,810.0,14.0,1.56,36.0,26.0,0.694,1.0,1.0,7.0,2.0,22.2,3.0,3.0,0.0,0.0,9.0,0.0,0.0,1.0,12.7,0.28,-0.3,-0.03,50.0,119.0,42.0,156.0,37.0,48.7,40.7,46.0,93.5,60.9,126.0,13.0,10.3,3.0,0.33,13.6
Marko Dmitrović,rs SRB,GK,Eibar,25,1992,36.0,36.0,3240.0,49.0,1.36,121.0,80.0,0.628,13.0,8.0,15.0,10.0,27.8,4.0,4.0,0.0,0.0,36.0,2.0,3.0,4.0,41.3,0.32,-3.7,-0.1,265.0,719.0,36.9,789.0,73.0,74.3,56.1,137.0,97.1,78.0,248.0,35.0,14.1,59.0,1.64,18.0
Jaume Doménech,es ESP,GK,Valencia,26,1990,5.0,5.0,450.0,5.0,1.0,22.0,17.0,0.773,4.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.3,0.31,1.3,0.27,16.0,43.0,37.2,89.0,24.0,33.7,31.1,18.0,72.2,55.8,70.0,7.0,10.0,3.0,0.6,14.7
Gianluigi Donnarumma,it ITA,GK,Milan,18,1999,38.0,38.0,3420.0,42.0,1.11,131.0,92.0,0.695,18.0,10.0,10.0,12.0,31.6,3.0,2.0,0.0,1.0,38.0,0.0,4.0,1.0,40.3,0.3,-0.7,-0.02,192.0,402.0,47.8,892.0,136.0,33.0,31.5,194.0,55.7,42.2,305.0,23.0,7.5,14.0,0.37,14.4
Bartłomiej Drągowski,pl POL,GK,Fiorentina,19,1997,3.0,1.0,217.0,8.0,3.32,18.0,10.0,0.556,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,1.0,0.0,5.9,0.36,-2.1,-0.89,9.0,26.0,34.6,35.0,5.0,57.1,46.8,8.0,75.0,55.6,20.0,1.0,5.0,1.0,0.42,14.5
Martin Dúbravka,sk SVK,GK,Newcastle Utd,28,1989,12.0,12.0,1080.0,11.0,0.92,37.0,26.0,0.703,6.0,1.0,5.0,4.0,33.3,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,13.9,0.36,2.9,0.24,44.0,174.0,25.3,220.0,25.0,52.3,43.1,64.0,92.2,67.3,125.0,16.0,12.8,11.0,0.92,15.9
Maxime Dupé,fr FRA,GK,Nantes,24,1993,1.0,1.0,90.0,3.0,3.0,4.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9,0.25,-1.1,-1.11,7.0,13.0,53.8,8.0,1.0,62.5,46.9,8.0,100.0,65.4,13.0,2.0,15.4,1.0,1.0,13.8
Ederson,br BRA,GK,Manchester City,23,1993,36.0,36.0,3194.0,26.0,0.73,79.0,54.0,0.671,30.0,4.0,2.0,16.0,44.4,3.0,0.0,2.0,1.0,35.5,1.0,1.0,1.0,22.6,0.28,-2.4,-0.07,112.0,207.0,54.1,850.0,125.0,18.8,27.9,75.0,62.7,54.7,178.0,25.0,14.0,47.0,1.32,19.0
Rob Elliot,ie IRL,GK,Newcastle Utd,31,1986,16.0,16.0,1440.0,21.0,1.31,62.0,43.0,0.677,5.0,2.0,9.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,3.0,1.0,19.9,0.3,-0.1,-0.01,132.0,317.0,41.6,329.0,39.0,67.8,49.2,110.0,85.5,60.8,193.0,18.0,9.3,7.0,0.44,13.7
Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,3.0,270.0,9.0,3.0,21.0,12.0,0.571,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.2,0.25,-3.8,-1.27,20.0,54.0,37.0,95.0,18.0,46.3,37.1,26.0,38.5,38.3,32.0,3.0,9.4,2.0,0.67,13.2
Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38.0,38.0,3420.0,56.0,1.47,191.0,140.0,0.723,8.0,9.0,21.0,9.0,23.7,7.0,3.0,3.0,1.0,38.0,1.0,7.0,2.0,58.6,0.29,4.6,0.12,251.0,662.0,37.9,782.0,102.0,56.8,46.3,236.0,92.4,67.2,446.0,41.0,9.2,14.0,0.37,13.7
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34.0,34.0,3015.0,37.0,1.1,121.0,87.0,0.719,18.0,9.0,7.0,12.0,35.3,6.0,3.0,2.0,1.0,33.5,0.0,3.0,1.0,33.2,0.26,-2.8,-0.08,180.0,496.0,36.3,699.0,122.0,49.9,41.1,217.0,67.7,50.7,290.0,37.0,12.8,15.0,0.45,14.3
Andrés Fernández,es ESP,GK,Villarreal,30,1986,3.0,3.0,225.0,6.0,2.4,15.0,10.0,0.667,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,0.0,1.0,0.0,5.3,0.33,-0.7,-0.28,9.0,26.0,34.6,35.0,4.0,45.7,38.3,15.0,66.7,50.1,25.0,3.0,12.0,1.0,0.4,14.5
Raúl Fernández,es ESP,GK,Levante,29,1988,11.0,11.0,990.0,15.0,1.36,53.0,38.0,0.717,2.0,6.0,3.0,3.0,27.3,0.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0,16.7,0.33,1.7,0.15,92.0,206.0,44.7,176.0,22.0,73.3,52.8,78.0,98.7,69.7,121.0,17.0,14.0,12.0,1.09,16.1
Fraser Forster,eng ENG,GK,Southampton,29,1988,20.0,20.0,1800.0,30.0,1.5,96.0,66.0,0.688,4.0,7.0,9.0,4.0,20.0,1.0,0.0,1.0,0.0,20.0,1.0,3.0,1.0,27.4,0.28,-1.6,-0.08,86.0,301.0,28.6,317.0,52.0,63.1,49.6,115.0,87.8,66.1,189.0,12.0,6.3,7.0,0.35,12.9
Ben Foster,eng ENG,GK,West Brom,34,1983,37.0,37.0,3330.0,55.0,1.49,152.0,99.0,0.645,6.0,12.0,19.0,10.0,27.0,1.0,1.0,0.0,0.0,37.0,3.0,7.0,1.0,50.1,0.33,-3.9,-0.11,267.0,711.0,37.6,670.0,51.0,75.2,53.9,213.0,97.2,72.2,463.0,28.0,6.0,15.0,0.41,14.1
Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.22,0.7,0.65,2.0,7.0,28.6,16.0,2.0,37.5,36.6,3.0,33.3,43.7,7.0,2.0,28.6,0.0,0.0,21.0
David de Gea,es ESP,GK,Manchester Utd,26,1990,37.0,37.0,3330.0,28.0,0.76,140.0,115.0,0.807,24.0,6.0,7.0,18.0,48.6,1.0,1.0,0.0,0.0,37.0,1.0,5.0,2.0,33.9,0.24,7.9,0.21,194.0,511.0,38.0,663.0,99.0,52.3,43.0,194.0,84.5,62.7,346.0,23.0,6.6,17.0,0.46,13.5
