,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Theo Walcott,"£ 100,000","£ 5,200,000","£ 5,200,000",F,31,England,Southampton,Premier League,2020-2021
1,Takumi Minamino,"£ 75,000","£ 3,900,000","£ 3,900,000",F,26,Japan,Southampton,Premier League,2020-2021
2,Danny Ings,"£ 75,000","£ 3,900,000","£ 3,900,000",F,28,England,Southampton,Premier League,2020-2021
3,Ryan Bertrand,"£ 70,000","£ 3,640,000","£ 3,640,000",D,31,England,Southampton,Premier League,2020-2021
4,Fraser Forster,"£ 70,000","£ 3,640,000","£ 3,640,000",K,32,England,Southampton,Premier League,2020-2021
5,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,380,000",M,29,Spain,Southampton,Premier League,2020-2021
6,Jannik Vestergaard,"£ 60,000","£ 3,120,000","£ 3,120,000",D,28,Denmark,Southampton,Premier League,2020-2021
7,Shane Long,"£ 60,000","£ 3,120,000","£ 3,120,000",F,33,Ireland,Southampton,Premier League,2020-2021
8,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,120,000",F,26,England,Southampton,Premier League,2020-2021
9,Moussa Djenepo,"£ 55,000","£ 2,860,000","£ 2,860,000",F,22,Mali,Southampton,Premier League,2020-2021
10,Alex McCarthy,"£ 50,000","£ 2,600,000","£ 2,600,000",K,30,England,Southampton,Premier League,2020-2021
11,Stuart Armstrong,"£ 50,000","£ 2,600,000","£ 2,600,000",F,28,Scotland,Southampton,Premier League,2020-2021
12,Jack Stephens,"£ 47,885","£ 2,490,000","£ 2,490,000",D,26,England,Southampton,Premier League,2020-2021
13,James Ward-Prowse,"£ 45,000","£ 2,340,000","£ 2,340,000",M,25,England,Southampton,Premier League,2020-2021
14,Che Adams,"£ 30,000","£ 1,560,000","£ 1,560,000",F,24,England,Southampton,Premier League,2020-2021
15,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,040,000",D,23,England,Southampton,Premier League,2020-2021
16,Jan Bednarek,"£ 20,000","£ 1,040,000","£ 1,040,000",D,24,Poland,Southampton,Premier League,2020-2021
17,Sam McQueen,"£ 18,077","£ 940,000","£ 940,000",D,25,England,Southampton,Premier League,2020-2021
18,Mohammed Salisu,"£ 17,500","£ 910,000","£ 910,000",D,21,Ghana,Southampton,Premier League,2020-2021
19,Michael Obafemi,"£ 16,923","£ 880,000","£ 880,000",F,20,Ireland,Southampton,Premier League,2020-2021
20,Ibrahima Diallo,"£ 16,500","£ 858,000","£ 858,000",M,21,France,Southampton,Premier League,2020-2021
21,Jake Vokins,"£ 4,500","£ 234,000","£ 234,000",D,20,England,Southampton,Premier League,2020-2021
22,Harry Lewis,"£ 4,500","£ 234,000","£ 234,000",K,22,England,Southampton,Premier League,2020-2021
23,Yan Valery,"£ 1,923","£ 100,000","£ 100,000",D,21,France,Southampton,Premier League,2020-2021
24,Will Smallbone,"£ 1,500","£ 78,000","£ 78,000",M,20,Ireland,Southampton,Premier League,2020-2021
25,Dan N'Lundulu,"£ 1,346","£ 70,000","£ 70,000",F,21,England,Southampton,Premier League,2020-2021
26,Nathan Tella,"£ 1,000","£ 52,000","£ 52,000",F,21,England,Southampton,Premier League,2020-2021
