,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Jack Grealish,"£ 105,000","£ 5,460,000","£ 5,460,000",F,25,England,Aston Villa,Premier League,2020-2021
1,Ross Barkley,"£ 96,154","£ 5,000,000","£ 5,000,000",M,26,England,Aston Villa,Premier League,2020-2021
2,Ollie Watkins,"£ 75,000","£ 3,900,000","£ 3,900,000",F,24,England,Aston Villa,Premier League,2020-2021
3,Matty Cash,"£ 65,000","£ 3,380,000","£ 3,380,000",D,23,England,Aston Villa,Premier League,2020-2021
4,Tyrone Mings,"£ 65,000","£ 3,380,000","£ 3,380,000",D,27,England,Aston Villa,Premier League,2020-2021
5,Bertrand Traoré,"£ 55,000","£ 2,860,000","£ 2,860,000",F,25,Burkina Faso,Aston Villa,Premier League,2020-2021
6,Björn Engels,"£ 55,000","£ 2,860,000","£ 2,860,000",D,26,Belgium,Aston Villa,Premier League,2020-2021
7,Trezeguet,"£ 52,500","£ 2,730,000","£ 2,730,000",F,26,Egypt,Aston Villa,Premier League,2020-2021
8,Morgan Sanson,"£ 48,077","£ 2,500,000","£ 2,500,000",M,26,France,Aston Villa,Premier League,2020-2021
9,Emiliano Martínez,"£ 47,500","£ 2,470,000","£ 2,470,000",K,28,Argentina,Aston Villa,Premier League,2020-2021
10,Tom Heaton,"£ 41,923","£ 2,180,000","£ 2,180,000",K,34,England,Aston Villa,Premier League,2020-2021
11,Henri Lansbury,"£ 40,000","£ 2,080,000","£ 2,080,000",M,30,England,Aston Villa,Premier League,2020-2021
12,Frédéric Guilbert,"£ 40,000","£ 2,080,000","£ 2,080,000",D,25,France,Aston Villa,Premier League,2020-2021
13,Matt Targett,"£ 35,000","£ 1,820,000","£ 1,820,000",D,25,England,Aston Villa,Premier League,2020-2021
14,Wesley,"£ 35,000","£ 1,820,000","£ 1,820,000",F,23,Brazil,Aston Villa,Premier League,2020-2021
15,Douglas Luiz,"£ 32,692","£ 1,700,000","£ 1,700,000",M,22,Brazil,Aston Villa,Premier League,2020-2021
16,Marvelous Nakamba,"£ 32,500","£ 1,690,000","£ 1,690,000",M,26,Zimbabwe,Aston Villa,Premier League,2020-2021
17,Neil Taylor,"£ 31,923","£ 1,660,000","£ 1,660,000",D,31,Wales,Aston Villa,Premier League,2020-2021
18,Anwar El Ghazi,"£ 30,962","£ 1,610,000","£ 1,610,000",F,25,Netherlands,Aston Villa,Premier League,2020-2021
19,Conor Hourihane,"£ 30,000","£ 1,560,000","£ 1,560,000",M,29,Ireland,Aston Villa,Premier League,2020-2021
20,Ahmed Elmohamady,"£ 25,000","£ 1,300,000","£ 1,300,000",D,33,Egypt,Aston Villa,Premier League,2020-2021
21,John McGinn,"£ 25,000","£ 1,300,000","£ 1,300,000",M,26,Scotland,Aston Villa,Premier League,2020-2021
22,Lovre Kalinic,"£ 15,712","£ 817,024","£ 817,024",K,30,Croatia,Aston Villa,Premier League,2020-2021
23,Kortney Hause,"£ 8,077","£ 420,000","£ 420,000",D,25,England,Aston Villa,Premier League,2020-2021
24,Jed Steer,"£ 8,077","£ 420,000","£ 420,000",K,28,England,Aston Villa,Premier League,2020-2021
25,Ezri Konsa,"£ 8,000","£ 416,000","£ 416,000",D,22,England,Aston Villa,Premier League,2020-2021
26,Keinan Davis,"£ 7,500","£ 390,000","£ 390,000",F,22,England,Aston Villa,Premier League,2020-2021
27,Jacob Ramsey,"£ 7,500","£ 390,000","£ 390,000",F,19,England,Aston Villa,Premier League,2020-2021
