,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Ben Chilwell,"£ 190,000","£ 9,880,000","£ 9,880,000",D,23,England,Chelsea,Premier League,2020-2021
1,Callum Hudson-Odoi,"£ 180,000","£ 9,360,000","£ 9,360,000",F,19,England,Chelsea,Premier League,2020-2021
2,Timo Werner,"£ 170,000","£ 8,840,000","£ 8,840,000",F,24,Germany,Chelsea,Premier League,2020-2021
3,Christian Pulisic,"£ 158,654","£ 8,250,000","£ 8,250,000",F,22,United States,Chelsea,Premier League,2020-2021
4,Kepa,"£ 150,000","£ 7,800,000","£ 7,800,000",K,26,Spain,Chelsea,Premier League,2020-2021
5,César Azpilicueta,"£ 145,000","£ 7,540,000","£ 7,540,000",D,31,Spain,Chelsea,Premier League,2020-2021
6,N'Golo Kanté,"£ 144,231","£ 7,500,000","£ 7,500,000",M,29,France,Chelsea,Premier League,2020-2021
7,Kai Havertz,"£ 140,000","£ 7,280,000","£ 7,280,000",F,21,Germany,Chelsea,Premier League,2020-2021
8,Jorginho,"£ 110,000","£ 5,720,000","£ 5,720,000",M,28,Italy,Chelsea,Premier League,2020-2021
9,Thiago Silva,"£ 110,000","£ 5,720,000","£ 5,720,000",D,36,Brazil,Chelsea,Premier League,2020-2021
10,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,720,000",F,34,France,Chelsea,Premier League,2020-2021
11,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,200,000",M,30,England,Chelsea,Premier League,2020-2021
12,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,200,000",D,27,Germany,Chelsea,Premier League,2020-2021
13,Reece James,"£ 100,000","£ 5,200,000","£ 5,200,000",D,20,England,Chelsea,Premier League,2020-2021
14,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,200,000",D,29,Spain,Chelsea,Premier League,2020-2021
15,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,200,000",M,26,Croatia,Chelsea,Premier League,2020-2021
16,Hakim Ziyech,"£ 100,000","£ 5,200,000","£ 5,200,000",F,27,Morocco,Chelsea,Premier League,2020-2021
17,Mason Mount,"£ 88,462","£ 4,600,000","£ 4,600,000",F,21,England,Chelsea,Premier League,2020-2021
18,Abdul Rahman Baba,"£ 86,000","£ 4,472,000","£ 4,472,000",D,26,Ghana,Chelsea,Premier League,2020-2021
19,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,160,000",D,24,Denmark,Chelsea,Premier League,2020-2021
20,Emerson,"£ 75,000","£ 3,900,000","£ 3,900,000",D,26,Italy,Chelsea,Premier League,2020-2021
21,Edouard Mendy,"£ 65,000","£ 3,380,000","£ 3,380,000",K,28,Senegal,Chelsea,Premier League,2020-2021
22,Tammy Abraham,"£ 57,692","£ 3,000,000","£ 3,000,000",F,23,England,Chelsea,Premier League,2020-2021
23,Billy Gilmour,"£ 43,269","£ 2,249,988","£ 2,249,988",M,19,Scotland,Chelsea,Premier League,2020-2021
24,Kurt Zouma,"£ 40,000","£ 2,080,000","£ 2,080,000",D,25,France,Chelsea,Premier League,2020-2021
25,Charly Musonda Jr,"£ 40,000","£ 2,080,000","£ 2,080,000",F,24,Belgium,Chelsea,Premier League,2020-2021
26,Willy Caballero,"£ 35,000","£ 1,820,000","£ 1,820,000",K,39,Argentina,Chelsea,Premier League,2020-2021
27,Fikayo Tomori,"£ 14,423","£ 750,000","£ 750,000",D,22,England,Chelsea,Premier League,2020-2021
28,Karlo Ziger,"£ 4,808","£ 250,000","£ 250,000",K,19,Croatia,Chelsea,Premier League,2020-2021
