,Player,Weekly GrossBase Salary(IN GBP),Annual GrossBase Salary(IN GBP),"Adj. GrossBase Salary(2021, IN GBP)",Pos.,Age,Country,Team,League,Season
0,Andriy Yarmolenko,"£ 115,000","£ 5,980,000","£ 5,980,000",F,30,Ukraine,West Ham,Premier League,2020-2021
1,Pablo Fornals,"£ 80,000","£ 4,160,000","£ 4,160,000",M,24,Spain,West Ham,Premier League,2020-2021
2,Sébastien Haller,"£ 75,000","£ 3,900,000","£ 3,900,000",F,26,France,West Ham,Premier League,2020-2021
3,Jesse Lingard,"£ 75,000","£ 3,900,000","£ 3,900,000",F,28,England,West Ham,Premier League,2020-2021
4,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,640,000",D,32,Italy,West Ham,Premier League,2020-2021
5,Michail Antonio,"£ 70,000","£ 3,640,000","£ 3,640,000",F,30,England,West Ham,Premier League,2020-2021
6,Manuel Lanzini,"£ 70,000","£ 3,640,000","£ 3,640,000",F,27,Argentina,West Ham,Premier League,2020-2021
7,Issa Diop,"£ 66,923","£ 3,480,000","£ 3,480,000",D,23,France,West Ham,Premier League,2020-2021
8,Lukasz Fabianski,"£ 65,000","£ 3,380,000","£ 3,380,000",K,35,Poland,West Ham,Premier League,2020-2021
9,Jarrod Bowen,"£ 55,000","£ 2,860,000","£ 2,860,000",F,23,England,West Ham,Premier League,2020-2021
10,Aaron Cresswell,"£ 50,000","£ 2,600,000","£ 2,600,000",D,30,England,West Ham,Premier League,2020-2021
11,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,600,000",M,33,England,West Ham,Premier League,2020-2021
12,Tomas Soucek,"£ 45,000","£ 2,340,000","£ 2,340,000",M,25,Czech Republic,West Ham,Premier League,2020-2021
13,Craig Dawson,"£ 42,500","£ 2,210,000","£ 2,210,000",D,30,England,West Ham,Premier League,2020-2021
14,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,080,000",D,26,Democratic Republic of the Congo,West Ham,Premier League,2020-2021
15,Fabián Balbuena,"£ 40,000","£ 2,080,000","£ 2,080,000",D,29,Paraguay,West Ham,Premier League,2020-2021
16,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,080,000",F,33,Scotland,West Ham,Premier League,2020-2021
17,Ryan Fredericks,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,England,West Ham,Premier League,2020-2021
18,Darren Randolph,"£ 37,500","£ 1,950,000","£ 1,950,000",K,33,Ireland,West Ham,Premier League,2020-2021
19,Vladimir Coufal,"£ 35,000","£ 1,820,000","£ 1,820,000",D,28,Czech Republic,West Ham,Premier League,2020-2021
20,Saïd Benrahma,"£ 20,000","£ 1,040,000","£ 1,040,000",F,25,Algeria,West Ham,Premier League,2020-2021
21,Frederik Alves,"£ 15,385","£ 800,000","£ 800,000",D,21,Denmark,West Ham,Premier League,2020-2021
22,David Martin,"£ 8,000","£ 416,000","£ 416,000",K,34,England,West Ham,Premier League,2020-2021
23,Declan Rice,"£ 3,077","£ 160,000","£ 160,000",M,21,England,West Ham,Premier League,2020-2021
24,Ben Johnson,"£ 1,800","£ 93,600","£ 93,600",D,20,England,West Ham,Premier League,2020-2021
