club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Zé Roberto,27,Left Midfield,Bay. Leverkusen,£8.55m,in,Summer,8.55,1 Bundesliga,2002,2002/2003
Bayern Munich,Sebastian Deisler,22,Right Midfield,Hertha BSC,£8.10m,in,Summer,8.1,1 Bundesliga,2002,2002/2003
Bayern Munich,Michael Ballack,25,Central Midfield,Bay. Leverkusen,£5.40m,in,Summer,5.4,1 Bundesliga,2002,2002/2003
Bayern Munich,Bastian Schweinsteiger,17,Central Midfield,FC Bayern U19,-,in,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Philipp Lahm,18,Right-Back,FC Bayern II,-,in,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Alexander Bugera,23,Left-Back,Unterhaching,"End of loanJun 30, 2002",in,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Carsten Jancker,27,Centre-Forward,Udinese,£2.25m,out,Summer,2.25,1 Bundesliga,2002,2002/2003
Bayern Munich,Stephan Kling,21,Left-Back,Hamburger SV,Free transfer,out,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Stefan Effenberg,33,Central Midfield,VfL Wolfsburg,Free transfer,out,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Paulo Sérgio,33,Left Winger,Al-Wahda FC,Free transfer,out,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Alou Diarra,20,Defensive Midfield,Liverpool,Free transfer,out,Summer,0,1 Bundesliga,2002,2002/2003
Bayern Munich,Ciriaco Sforza,32,Central Midfield,1.FC K'lautern,Free transfer,out,Summer,0,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Torsten Frings,25,Defensive Midfield,Werder Bremen,£7.65m,in,Summer,7.65,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Juan Fernández,22,Right-Back,Estudiantes,£1.49m,in,Summer,1.49,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Roman Weidenfeller,21,Goalkeeper,1.FC K'lautern,Free transfer,in,Summer,0,1 Bundesliga,2002,2002/2003
Borussia Dortmund,David Odonkor,18,Right Winger,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Fredi Bobic,30,Centre-Forward,Bolton,"End of loanJun 30, 2002",in,Summer,0,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Victor Ikpeba,29,Centre-Forward,Real Betis,"End of loanJun 30, 2002",in,Summer,0,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Victor Ikpeba,29,Centre-Forward,Al-Ittihad,£900Th.,out,Summer,0.9,1 Bundesliga,2002,2002/2003
Borussia Dortmund,Fredi Bobic,30,Centre-Forward,Hannover 96,£450Th.,out,Summer,0.45,1 Bundesliga,2002,2002/2003
