Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
1462,Lisandro LÃ³pez,ar ARG,DF,Inter,it Serie A,27,1989,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,24,26,92.3,448,112,6,6,100.0,16,17,94.1,2,2,100.0,0.0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,0,23,2,1,3,23,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,0,0.0,2,3,60.0,4,1,0,0,0,3,5,0,33,3,0,,0,0,21,0,0,0,20,19,95.0,0,45,1.3,,0,1,,17,3.00,1,0,+1,+2.00,+1.07,1.8,0.3,+1.5,+3.08,+2.44,0,1,0,0,0,5,2,0,100.0,Big-5-European-Leagues,Big5,2017-2018
1463,Maxi LÃ³pez,ar ARG,FW,Udinese,it Serie A,33,1984,28,20,1684,18.7,2,2,1,1,1,1,0,0.11,0.11,0.21,0.05,0.16,4.1,3.4,1.3,4.7,0.22,0.07,0.29,0.18,0.25,Matches,29,9,31.0,1.55,0.48,0.03,0.11,14.2,0,0.12,-2.1,-2.4,249,363,68.6,3363,944,167,213,78.4,56,91,61.5,15,31,48.4,+0.7,18,18,14,0,38,328,35,1,84,2,4,0,0,0,0,206,84,73,71,204,43,0,25,2,6,5,17,42,2.25,32,0,3,4,0,5,0.27,2,0,1,1,1,0,13,8,2,8,3,2,28.6,5,61,29.0,10,108,92,0,11,14,17,0,568,19,78,54.2,14,1,340,6,57,42,730,422,57.8,197,60,49.2,,9,8,,8,1.14,30,34,-4,-0.21,+0.36,21.8,24.9,-3.1,-0.17,+0.05,0,30,1,1,0,54,28,81,25.7,Big-5-European-Leagues,Big5,2017-2018
1464,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,19,1997,24,14,1378,15.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,2.5,2.9,0.03,0.16,0.19,0.03,0.19,Matches,10,3,30.0,0.65,0.20,0.00,0.00,21.8,1,0.04,-0.4,-0.4,1238,1396,88.7,21119,6850,631,670,94.2,458,507,90.3,125,182,68.7,-2.5,32,134,22,10,141,1345,51,1,163,34,34,22,0,0,0,1182,62,152,140,1220,26,8,0,4,12,20,16,70,4.57,59,6,0,1,2,4,0.26,4,0,0,0,0,0,24,18,10,9,5,9,23.1,30,84,34.3,65,119,61,0,18,31,9,0,1518,12,17,36.4,5,0,1194,3,12,9,1295,1229,94.9,46,57,40.3,,10,10,,11,2.00,31,16,+15,+0.98,+0.19,28.1,15.7,+12.4,+0.81,+0.07,0,33,0,0,0,135,2,5,28.6,Big-5-European-Leagues,Big5,2017-2018
1465,Pau LÃ³pez,es ESP,GK,Espanyol,es La Liga,22,1994,28,27,2478,27.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,342,628,54.5,13396,9458,22,24,91.7,134,140,95.7,183,460,39.8,-0.1,3,9,0,0,0,415,213,0,58,15,0,0,0,0,0,177,28,423,450,37,0,0,105,1,29,3,3,5,0.18,2,3,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,0,0,0,762,686,1,,0,0,362,1,0,0,249,249,100.0,0,89,72.5,,28,1,,9,1.24,24,31,-7,-0.25,-0.35,30.5,36.0,-5.5,-0.19,-0.26,0,2,0,0,0,124,0,0,,Big-5-European-Leagues,Big5,2017-2018
1466,Pedro LÃ³pez,es ESP,GK,Betis,es La Liga,22,1995,5,4,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,113,143,79.0,2953,2084,17,17,100.0,61,62,98.4,35,64,54.7,0.0,0,0,0,0,0,119,24,0,26,3,0,0,0,0,0,88,2,53,11,114,0,0,16,0,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,159,153,0,,0,0,103,0,0,0,87,86,98.9,0,82,12.0,,4,1,,8,1.00,6,8,-2,-0.44,-0.47,4.9,6.6,-1.7,-0.38,-0.15,0,0,0,0,0,22,0,0,,Big-5-European-Leagues,Big5,2017-2018
1467,VÃ­ctor LÃ³pez,es ESP,"MF,FW",AlavÃ©s,es La Liga,20,1997,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.10,0.38,0.48,0.10,0.48,Matches,2,0,0.0,3.05,0.00,0.00,,23.1,0,0.03,-0.1,-0.1,10,18,55.6,261,138,3,5,60.0,3,5,60.0,4,6,66.7,-0.3,3,0,2,1,1,16,2,0,4,1,1,1,0,0,0,8,4,6,1,13,4,0,0,0,0,0,2,3,4.50,2,1,0,0,0,1,1.50,1,0,0,0,0,0,1,1,0,1,0,0,0.0,3,3,18.8,4,7,5,0,3,1,0,0,27,0,4,0.0,0,0,17,1,3,1,16,12,75.0,7,59,1.7,,0,0,,1,3.00,1,0,+1,+1.53,+1.82,0.4,0.4,0.0,+0.06,+0.44,0,0,0,0,0,8,0,2,0.0,Big-5-European-Leagues,Big5,2017-2018
1468,Jonas LÃ¶ssl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,38,3420,38.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.8,0.8,0.00,0.02,0.02,0.00,0.02,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,817,1387,58.9,35461,26417,35,36,97.2,261,263,99.2,521,1085,48.0,+0.2,3,38,1,0,3,914,473,2,110,67,0,0,0,0,0,393,53,941,37,1105,0,0,108,4,63,20,7,4,0.11,3,1,0,0,0,2,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,3,25.0,12,0,0,0,0,0,2,3,1483,1261,0,100.0,3,0,678,0,1,0,601,599,99.7,0,90,100.0,,38,0,,0,0.97,28,58,-30,-0.79,,31.7,55.2,-23.5,-0.62,,0,0,0,0,1,205,0,0,,Big-5-European-Leagues,Big5,2017-2018
1469,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,29,24,2127,23.6,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.5,1.5,0.3,1.9,0.06,0.01,0.08,0.06,0.08,Matches,14,4,28.6,0.59,0.17,0.14,0.50,8.2,0,0.11,+0.5,+0.5,1576,1730,91.1,33667,10166,408,432,94.4,900,943,95.4,260,338,76.9,+0.7,4,79,8,0,86,1686,44,0,111,35,3,0,0,0,0,1400,130,200,329,1266,72,5,5,1,16,13,5,15,0.63,12,0,0,0,0,2,0.08,1,0,0,1,0,0,32,17,17,12,3,14,53.8,12,69,42.9,98,56,7,0,17,84,214,3,2063,150,24,100.0,2,0,1324,1,4,1,1465,1437,98.1,5,73,62.2,,22,5,,5,2.07,54,24,+30,+1.27,+0.16,42.7,22.4,+20.4,+0.86,-0.42,0,15,0,1,0,215,132,69,65.7,Big-5-European-Leagues,Big5,2017-2018
1470,Chris LÃ¶we,de GER,DF,Huddersfield,eng Premier League,28,1989,23,19,1588,17.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.04,0.06,0.02,0.06,Matches,8,2,25.0,0.45,0.11,0.00,0.00,25.0,3,0.04,-0.3,-0.3,598,837,71.4,11609,4913,256,292,87.7,252,320,78.8,86,196,43.9,-0.8,7,44,8,4,51,642,195,1,93,22,44,16,15,1,0,369,163,305,562,59,45,165,0,3,26,21,28,17,0.96,9,5,0,1,1,2,0.11,1,1,0,0,0,0,43,16,26,14,3,21,45.7,25,54,24.5,130,67,23,2,27,78,73,1,1066,69,3,66.7,4,0,518,0,7,10,569,528,92.8,16,69,46.4,,10,4,,8,1.04,13,26,-13,-0.74,+0.10,16.1,28.5,-12.4,-0.71,-0.16,0,13,0,1,0,125,19,14,57.6,Big-5-European-Leagues,Big5,2017-2018
1471,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,26,25,2295,25.5,0,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.0,0.0,1.6,1.7,0.00,0.06,0.07,0.00,0.07,Matches,3,0,0.0,0.12,0.00,0.00,,27.9,0,0.01,0.0,0.0,781,1119,69.8,16021,6694,288,329,87.5,370,487,76.0,114,272,41.9,+1.4,16,59,24,12,74,843,276,3,150,36,50,0,0,0,0,473,242,404,67,713,59,261,5,9,29,36,33,28,1.10,21,3,0,2,1,4,0.16,4,0,0,0,0,0,54,31,24,27,3,29,40.8,42,93,31.3,148,117,32,1,54,100,144,0,1465,139,12,55.6,12,1,637,0,14,12,690,637,92.3,32,88,67.1,,25,1,,8,1.58,28,26,+2,+0.08,+0.48,23.4,33.7,-10.4,-0.41,+0.15,0,19,0,0,0,202,38,33,53.5,Big-5-European-Leagues,Big5,2017-2018
1472,Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,24,1993,14,4,477,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.8,1.8,0.7,2.4,0.34,0.12,0.46,0.34,0.46,Matches,18,7,38.9,3.40,1.32,0.06,0.14,14.0,0,0.10,-0.8,-0.8,75,114,65.8,1221,292,38,55,69.1,30,40,75.0,6,17,35.3,-0.7,4,5,2,2,8,113,1,0,30,1,8,0,0,0,0,77,14,23,11,80,19,0,2,1,7,2,5,11,2.10,6,0,3,0,0,2,0.38,1,0,1,0,0,0,6,3,2,3,1,1,11.1,8,22,22.0,26,47,27,0,3,7,0,0,181,1,25,64.3,9,0,132,3,11,9,187,138,73.8,43,34,13.9,,1,10,,2,1.43,6,12,-6,-1.13,-1.04,6.4,7.0,-0.6,-0.12,-0.20,0,18,0,0,0,21,5,13,27.8,Big-5-European-Leagues,Big5,2017-2018
1473,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Matches,6,1,16.7,0.75,0.12,0.00,0.00,9.6,0,0.09,-0.5,-0.5,219,295,74.2,5794,2041,37,51,72.5,111,127,87.4,71,116,61.2,0.0,1,12,0,0,12,283,12,0,40,22,1,0,0,0,0,170,32,93,57,215,19,0,2,2,17,5,2,6,0.75,5,0,1,0,0,0,0.00,0,0,0,0,0,0,12,8,5,7,0,3,60.0,2,34,47.9,40,27,4,0,5,19,47,0,381,94,8,100.0,3,0,200,0,1,0,204,202,99.0,6,90,21.1,,8,0,,0,0.75,5,17,-12,-1.50,-0.20,9.2,16.6,-7.4,-0.93,+0.01,0,2,0,0,1,76,9,4,69.2,Big-5-European-Leagues,Big5,2017-2018
1474,JosÃ© Luis GayÃ,es ESP,DF,Valencia,es La Liga,22,1995,34,33,2915,32.4,0,2,0,0,0,11,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,4.0,4.7,0.02,0.12,0.15,0.02,0.15,Matches,16,5,31.3,0.49,0.15,0.00,0.00,21.2,0,0.05,-0.7,-0.7,1259,1614,78.0,22756,8579,524,604,86.8,615,742,82.9,110,235,46.8,-2.0,38,99,40,18,117,1449,165,1,293,20,79,0,0,0,0,1084,159,371,1236,144,64,153,3,7,47,30,44,67,2.07,57,0,4,3,1,9,0.28,5,0,0,1,2,1,70,37,50,16,4,27,55.1,22,107,27.4,221,129,41,0,56,104,62,1,1946,137,75,65.5,39,1,1353,17,16,24,1263,1177,93.2,91,86,85.2,,30,1,,2,2.03,55,32,+23,+0.71,0.00,45.4,38.2,+7.2,+0.22,-0.48,0,35,2,0,0,292,14,15,48.3,Big-5-European-Leagues,Big5,2017-2018
1475,JosÃ© Luis Morales,es ESP,"MF,FW",Levante,es La Liga,30,1987,35,35,3053,33.9,10,8,7,3,3,7,2,0.29,0.24,0.53,0.21,0.44,8.7,6.4,5.6,12.0,0.26,0.17,0.42,0.19,0.35,Matches,62,22,35.5,1.83,0.65,0.11,0.32,17.4,0,0.10,+1.3,+0.6,640,1011,63.3,12067,3983,289,411,70.3,261,371,70.4,86,173,49.7,+2.4,47,60,56,16,105,955,56,4,243,42,97,19,0,2,0,692,103,216,177,775,31,19,4,5,34,25,98,109,3.21,63,6,24,8,2,20,0.59,9,1,5,1,4,0,21,17,5,12,4,8,12.9,54,154,21.8,159,349,198,0,47,44,13,0,1442,34,167,59.6,90,5,1214,48,70,104,1308,1005,76.8,269,87,89.3,,27,0,,0,1.26,39,53,-14,-0.41,-0.41,37.5,53.6,-16.0,-0.47,+0.05,1,28,2,0,0,208,5,19,20.8,Big-5-European-Leagues,Big5,2017-2018
1476,JosÃ© Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,26,22,1979,22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.8,1.8,0.5,2.3,0.08,0.02,0.10,0.08,0.10,Matches,9,2,22.2,0.41,0.09,0.11,0.50,7.7,0,0.20,-0.8,-0.8,949,1128,84.1,20236,6487,260,295,88.1,528,596,88.6,158,220,71.8,-0.5,2,55,5,4,60,1063,65,0,167,17,8,0,0,0,0,799,138,191,850,145,59,37,8,2,21,23,15,11,0.50,7,1,0,0,3,0,0.00,0,0,0,0,0,0,67,41,44,20,3,20,45.5,24,129,34.6,213,150,10,0,32,88,120,0,1399,156,11,62.5,5,0,836,0,5,11,826,817,98.9,11,76,57.9,,20,4,,7,1.62,31,24,+7,+0.32,-0.37,38.5,23.6,+14.9,+0.68,-0.28,0,33,0,0,0,246,56,33,62.9,Big-5-European-Leagues,Big5,2017-2018
1477,Filipe LuÃ­s,br BRA,DF,AtlÃ©tico Madrid,es La Liga,31,1985,20,19,1656,18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.2,0.2,1.5,1.8,0.01,0.08,0.10,0.01,0.10,Matches,5,2,40.0,0.27,0.11,0.20,0.50,20.8,0,0.05,+0.8,+0.8,904,1132,79.9,14905,6068,462,522,88.5,365,446,81.8,64,128,50.0,+0.5,19,62,19,7,90,988,144,1,223,14,32,1,0,0,0,739,175,218,893,52,47,132,1,6,16,26,38,30,1.63,29,0,0,1,0,5,0.27,5,0,0,0,0,0,53,40,28,21,4,14,40.0,21,99,36.0,148,94,33,1,42,75,23,3,1338,58,32,63.2,26,3,915,5,19,16,892,841,94.3,41,83,48.4,,16,1,,3,2.15,31,10,+21,+1.14,+0.38,26.2,16.5,+9.8,+0.53,+0.48,0,17,0,1,0,159,9,6,60.0,Big-5-European-Leagues,Big5,2017-2018
1478,Luisinho,pt POR,DF,La CoruÃ±a,es La Liga,32,1985,30,29,2621,29.1,1,1,1,0,1,12,0,0.03,0.03,0.07,0.03,0.07,1.4,0.7,2.1,2.7,0.05,0.07,0.12,0.02,0.09,Matches,16,4,25.0,0.55,0.14,0.06,0.25,25.0,0,0.04,-0.4,+0.3,1141,1517,75.2,21105,9666,471,552,85.3,540,677,79.8,123,259,47.5,-1.1,19,86,23,16,88,1294,223,0,213,19,70,6,0,0,0,888,238,391,1130,82,82,213,1,8,50,21,45,36,1.24,29,1,0,4,0,3,0.10,3,0,0,0,0,0,93,48,58,31,4,35,44.9,43,101,24.8,241,136,30,0,53,126,60,0,1834,108,26,70.7,32,0,1153,5,16,24,1108,1049,94.7,46,87,76.6,,28,1,,2,0.67,29,60,-31,-1.06,-0.28,38.5,46.2,-7.7,-0.26,-0.16,0,43,0,0,0,257,13,14,48.1,Big-5-European-Leagues,Big5,2017-2018
1479,David Luiz,br BRA,"DF,MF",Chelsea,eng Premier League,30,1987,10,9,840,9.3,1,0,1,0,0,4,1,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.7,0.07,0.01,0.08,0.07,0.08,Matches,11,4,36.4,1.18,0.43,0.09,0.25,21.7,2,0.06,+0.3,+0.3,421,499,84.4,10134,2762,101,115,87.8,210,230,91.3,108,148,73.0,-0.1,2,35,3,0,30,478,21,0,56,19,0,0,0,0,0,362,64,73,104,365,22,0,0,0,8,5,5,4,0.43,3,0,0,1,0,2,0.21,1,0,0,0,1,0,20,11,15,4,1,8,44.4,10,35,37.2,60,34,0,0,8,45,34,0,606,64,4,40.0,4,0,380,1,4,5,407,394,96.8,3,84,24.6,,8,1,,3,1.90,17,13,+4,+0.43,-0.27,11.6,12.3,-0.7,-0.07,-0.88,0,13,0,0,0,86,17,20,45.9,Big-5-European-Leagues,Big5,2017-2018
1480,Douglas Luiz,br BRA,"MF,FW",Girona,es La Liga,19,1998,15,1,322,3.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.15,0.14,0.29,0.15,0.29,Matches,10,4,40.0,2.80,1.12,0.00,0.00,16.7,0,0.05,-0.5,-0.5,110,143,76.9,1971,508,55,67,82.1,39,49,79.6,15,24,62.5,-0.5,5,13,2,1,11,136,7,0,27,4,2,3,0,0,0,102,19,22,16,109,14,1,3,1,3,2,4,12,3.50,6,2,0,2,0,1,0.29,0,0,0,1,0,0,12,8,4,6,2,5,38.5,8,36,29.5,33,65,24,0,3,13,0,0,186,2,10,66.7,2,0,139,1,7,3,164,127,77.4,22,21,9.4,,1,14,,13,1.27,4,10,-6,-1.68,-1.59,4.2,6.9,-2.7,-0.78,-0.91,0,11,0,0,0,34,1,5,16.7,Big-5-European-Leagues,Big5,2017-2018
1481,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,11,7,642,7.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.00,0.02,0.02,0.00,0.02,Matches,1,0,0.0,0.14,0.00,0.00,,30.3,0,0.02,0.0,0.0,194,236,82.2,3243,721,87,97,89.7,95,108,88.0,12,24,50.0,-0.1,4,12,2,1,13,230,6,0,37,1,1,0,0,0,0,175,22,39,10,214,11,0,0,2,6,2,7,6,0.84,6,0,0,0,0,1,0.14,1,0,0,0,0,0,24,16,13,11,0,7,24.1,22,47,22.9,68,122,15,0,11,30,7,0,312,13,2,69.2,10,2,223,0,12,6,204,188,92.2,8,58,18.8,,6,4,,5,1.27,7,9,-2,-0.28,+0.30,5.0,12.9,-7.9,-1.11,-0.65,0,0,0,0,0,65,1,6,14.3,Big-5-European-Leagues,Big5,2017-2018
1482,Jordan Lukaku,be BEL,"DF,MF",Lazio,it Serie A,23,1994,30,10,1355,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,1.6,1.6,1.5,3.1,0.10,0.10,0.20,0.10,0.20,Matches,7,3,42.9,0.46,0.20,0.14,0.33,13.9,0,0.22,-0.6,-0.6,593,752,78.9,9308,3223,341,380,89.7,199,253,78.7,42,83,50.6,-0.5,22,25,26,17,43,646,106,0,92,23,52,0,0,0,0,494,111,147,455,168,18,104,2,2,10,15,36,41,2.73,35,1,2,2,0,8,0.53,6,0,2,0,0,0,26,19,14,11,1,3,25.0,9,82,36.8,75,81,67,0,17,37,14,0,924,22,39,59.2,51,2,694,16,30,28,731,622,85.1,78,45,39.6,,4,20,,4,1.87,41,14,+27,+1.79,+1.23,26.0,16.5,+9.4,+0.63,+0.21,0,18,0,0,0,102,6,14,30.0,Big-5-European-Leagues,Big5,2017-2018
1483,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,34,33,2867,31.9,16,7,16,0,1,4,0,0.50,0.22,0.72,0.50,0.72,15.2,14.5,5.1,19.6,0.48,0.16,0.64,0.45,0.61,Matches,84,43,51.2,2.64,1.35,0.19,0.37,12.2,3,0.18,+0.8,+1.5,491,733,67.0,6987,1563,300,385,77.9,132,230,57.4,31,58,53.4,+1.9,29,32,34,6,55,713,20,7,259,18,37,0,0,0,0,418,163,152,383,175,55,1,18,4,9,35,34,69,2.17,49,0,5,2,0,15,0.47,11,0,2,2,0,0,9,5,1,5,3,1,7.7,12,87,27.6,6,134,175,0,17,15,21,2,1068,27,158,67.7,47,2,679,32,78,63,1620,865,53.4,288,84,83.8,,30,1,,0,2.18,63,26,+37,+1.16,+0.67,53.8,36.0,+17.9,+0.56,+0.38,0,31,0,0,0,101,127,122,51.0,Big-5-European-Leagues,Big5,2017-2018
1484,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,101,114,88.6,1963,483,34,35,97.1,55,62,88.7,11,15,73.3,0.0,0,1,0,0,2,113,1,0,24,2,0,0,0,0,0,97,8,9,20,85,4,1,1,0,5,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,5,0,0,1,50.0,1,8,33.3,13,11,0,0,1,8,2,0,124,13,0,,0,0,83,0,0,0,90,89,98.9,0,90,5.9,,2,0,,2,3.00,7,1,+6,+3.00,+1.19,3.4,1.7,+1.7,+0.86,-0.47,,2,0,0,,21,3,4,42.9,Big-5-European-Leagues,Big5,2017-2018
1485,Dodi Lukebakio,be BEL,"MF,FW",Watford,eng Premier League,19,1997,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.17,0.31,0.14,0.31,Matches,1,0,0.0,5.63,0.00,0.00,,31.1,0,0.02,0.0,0.0,6,8,75.0,120,48,3,3,100.0,2,3,66.7,1,2,50.0,0.0,1,2,0,0,2,7,1,0,1,1,0,1,0,1,0,5,1,2,7,0,1,0,0,0,0,0,1,1,5.63,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,1,33.3,1,1,1,0,0,1,0,0,12,1,2,,0,0,8,0,2,0,9,8,88.9,1,16,0.5,,0,1,,4,0.00,0,1,-1,-5.63,-5.12,0.3,0.5,-0.1,-0.81,-0.53,0,0,0,0,0,2,0,0,,Big-5-European-Leagues,Big5,2017-2018
1486,SaÅ¡a LukiÄ,rs SRB,MF,Levante,es La Liga,20,1996,16,12,992,11.0,0,2,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,2.0,2.1,0.01,0.18,0.19,0.01,0.19,Matches,2,1,50.0,0.18,0.09,0.00,0.00,29.5,0,0.04,-0.1,-0.1,301,367,82.0,5346,1443,133,162,82.1,145,161,90.1,23,40,57.5,0.0,10,18,4,0,33,362,5,0,88,1,3,0,0,0,0,295,35,37,54,285,20,0,4,2,4,7,8,15,1.36,14,0,0,0,1,2,0.18,2,0,0,0,0,0,16,12,5,6,5,4,28.6,10,63,24.2,123,115,22,0,16,28,13,0,461,26,6,78.9,15,0,321,0,6,9,301,263,87.4,19,62,29.0,,6,4,,10,1.38,16,23,-7,-0.64,-0.38,13.6,24.0,-10.5,-0.95,-0.66,0,25,0,0,0,105,4,6,40.0,Big-5-European-Leagues,Big5,2017-2018
1487,Senad LuliÄ,ba BIH,"DF,MF",Lazio,it Serie A,31,1986,35,30,2426,27.0,3,4,2,1,1,7,2,0.11,0.15,0.26,0.07,0.22,2.4,1.6,3.2,4.8,0.09,0.12,0.21,0.06,0.18,Matches,18,7,38.9,0.67,0.26,0.11,0.29,18.8,0,0.09,+0.6,+0.4,1101,1475,74.6,21186,7073,459,554,82.9,444,569,78.0,175,291,60.1,+0.8,35,79,38,22,125,1302,173,4,278,62,89,2,1,0,0,839,256,380,288,944,58,153,12,9,19,45,54,78,2.89,59,4,3,4,2,16,0.59,12,1,0,2,1,0,54,36,25,20,9,19,19.8,77,167,30.8,189,233,121,0,42,82,30,1,1785,55,77,66.7,58,4,1261,24,48,43,1317,1139,86.5,135,69,70.9,,13,5,,0,1.94,57,35,+22,+0.82,-0.81,44.2,31.7,+12.5,+0.46,-0.12,1,44,1,0,1,274,23,18,56.1,Big-5-European-Leagues,Big5,2017-2018
1488,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matches,1,0,0.0,3.46,0.00,0.00,,10.0,0,0.08,-0.1,-0.1,5,11,45.5,43,12,5,6,83.3,0,2,0.0,0,2,0.0,0.0,0,1,0,0,1,11,0,0,2,0,3,0,0,0,0,7,1,3,6,5,0,0,0,0,0,2,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,2,50.0,1,3,0,0,0,2,0,0,16,0,1,33.3,1,0,15,0,1,1,19,13,68.4,3,26,0.8,,0,1,,0,0.00,0,0,0,0.00,+0.27,1.2,0.0,+1.1,+3.89,+3.78,0,0,0,0,0,1,1,1,50.0,Big-5-European-Leagues,Big5,2017-2018
1489,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,23,22,2021,22.5,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.2,2.4,0.01,0.10,0.11,0.01,0.11,Matches,5,0,0.0,0.22,0.00,0.00,,21.8,1,0.05,-0.2,-0.2,656,963,68.1,12714,6531,261,322,81.1,293,397,73.8,95,228,41.7,-0.2,16,51,26,10,76,782,181,0,173,28,47,0,0,0,0,506,137,320,601,141,47,169,3,2,26,28,30,29,1.29,23,4,1,0,1,2,0.09,2,0,0,0,0,0,31,25,23,5,3,15,48.4,16,75,30.2,150,70,28,1,46,54,41,0,1141,104,22,81.0,17,1,679,4,12,14,633,571,90.2,56,88,59.1,,21,1,,10,1.13,27,35,-8,-0.36,+0.03,24.8,40.0,-15.1,-0.67,-0.48,0,21,0,0,0,190,3,7,30.0,Big-5-European-Leagues,Big5,2017-2018
