player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk
David de Gea,es ESP,GK,Manchester Utd,27,1990,38.0,38.0,3420.0,54.0,1.42,169.0,124.0,0.716,19.0,9.0,10.0,7.0,18.4,6.0,6.0,0.0,0.0,38.0,2.0,7.0,3.0,51.9,0.28,0.9,0.02,311.0,667.0,46.6,756.0,143.0,53.0,43.8,331.0,80.4,60.5,310.0,19.0,6.1,13.0,0.34,12.6
Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,4.0,360.0,7.0,1.75,18.0,11.0,0.611,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.5,0.31,-1.5,-0.36,28.0,63.0,44.4,85.0,15.0,55.3,44.1,24.0,66.7,54.7,38.0,0.0,0.0,0.0,0.0,10.3
Mauro Goicoechea,uy URU,GK,Toulouse,30,1988,8.0,7.0,712.0,12.0,1.52,35.0,24.0,0.686,2.0,3.0,2.0,3.0,42.9,1.0,1.0,0.0,0.0,7.9,1.0,1.0,0.0,9.8,0.26,-2.2,-0.27,52.0,138.0,37.7,182.0,37.0,49.5,40.9,72.0,66.7,52.2,84.0,5.0,6.0,3.0,0.38,12.3
Pierluigi Gollini,it ITA,GK,Atalanta,23,1995,20.0,20.0,1800.0,21.0,1.05,68.0,50.0,0.735,11.0,6.0,3.0,4.0,20.0,3.0,3.0,0.0,0.0,20.0,2.0,1.0,0.0,19.0,0.25,-2.0,-0.1,108.0,276.0,39.1,454.0,81.0,38.3,36.7,132.0,77.3,57.8,153.0,8.0,5.2,17.0,0.85,15.9
Alfred Gomis,sn SEN,GK,SPAL,24,1993,20.0,19.0,1723.0,27.0,1.41,76.0,50.0,0.658,3.0,6.0,10.0,6.0,31.6,1.0,1.0,0.0,0.0,19.1,0.0,7.0,0.0,24.1,0.31,-2.9,-0.15,109.0,299.0,36.5,536.0,120.0,39.9,36.9,146.0,58.2,46.2,159.0,11.0,6.9,8.0,0.42,13.2
Mathieu Gorgelin,fr FRA,GK,Lyon,27,1990,4.0,4.0,360.0,5.0,1.25,15.0,10.0,0.667,3.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.5,0.23,-1.5,-0.37,12.0,21.0,57.1,77.0,21.0,14.3,25.9,23.0,43.5,41.3,34.0,5.0,14.7,4.0,1.0,18.3
Vicente Guaita,es ESP,GK,Crystal Palace,31,1987,20.0,20.0,1755.0,23.0,1.18,82.0,60.0,0.732,10.0,4.0,6.0,7.0,35.0,1.0,1.0,0.0,0.0,19.5,0.0,2.0,1.0,20.9,0.25,-1.1,-0.06,134.0,418.0,32.1,401.0,84.0,60.6,47.4,191.0,91.6,64.0,200.0,17.0,8.5,4.0,0.21,12.2
Guido Guerrieri,it ITA,GK,Lazio,22,1996,1.0,1.0,90.0,3.0,3.0,5.0,2.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.7,0.54,-0.3,-0.3,2.0,10.0,20.0,25.0,8.0,24.0,28.9,9.0,44.4,41.0,10.0,0.0,0.0,3.0,3.0,20.0
Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,33.0,33.0,2925.0,28.0,0.86,108.0,86.0,0.778,19.0,9.0,5.0,16.0,48.5,5.0,4.0,0.0,1.0,32.5,1.0,4.0,1.0,32.2,0.27,6.2,0.19,253.0,619.0,40.9,792.0,124.0,54.4,44.3,218.0,86.2,61.6,242.0,15.0,6.2,42.0,1.29,17.1
Angus Gunn,eng ENG,GK,Southampton,22,1996,12.0,12.0,1080.0,18.0,1.5,48.0,30.0,0.625,4.0,4.0,4.0,3.0,25.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0.0,15.7,0.32,-2.3,-0.19,73.0,257.0,28.4,215.0,15.0,80.0,55.9,92.0,92.4,67.4,103.0,7.0,6.8,8.0,0.67,13.8
Régis Gurtner,fr FRA,GK,Amiens,31,1986,38.0,38.0,3420.0,54.0,1.42,155.0,109.0,0.69,9.0,11.0,18.0,11.0,28.9,9.0,6.0,2.0,1.0,38.0,3.0,8.0,2.0,48.7,0.28,-1.3,-0.03,303.0,813.0,37.3,827.0,85.0,63.2,48.1,322.0,90.1,62.1,362.0,24.0,6.6,21.0,0.55,14.6
Ben Hamer,eng ENG,GK,Huddersfield,30,1987,7.0,7.0,553.0,21.0,3.42,37.0,20.0,0.514,0.0,1.0,6.0,1.0,14.3,3.0,3.0,0.0,0.0,6.1,2.0,2.0,1.0,15.6,0.35,-4.4,-0.72,57.0,155.0,36.8,150.0,10.0,78.0,53.4,44.0,86.4,62.4,54.0,5.0,9.3,2.0,0.33,13.7
Samir Handanović,si SVN,GK,Inter,34,1984,38.0,38.0,3420.0,35.0,0.92,128.0,101.0,0.75,20.0,9.0,9.0,17.0,44.7,5.0,3.0,0.0,2.0,38.0,1.0,3.0,3.0,35.3,0.26,5.3,0.14,172.0,360.0,47.8,895.0,201.0,27.6,30.1,256.0,44.1,39.1,337.0,16.0,4.7,13.0,0.34,12.6
Joe Hart,eng ENG,GK,Burnley,31,1987,19.0,19.0,1710.0,41.0,2.16,117.0,78.0,0.658,3.0,3.0,13.0,4.0,21.1,2.0,1.0,1.0,0.0,19.0,1.0,8.0,1.0,36.5,0.3,-3.5,-0.19,178.0,486.0,36.6,413.0,43.0,78.9,56.5,167.0,95.8,72.0,199.0,11.0,5.5,12.0,0.63,13.9
Tom Heaton,eng ENG,GK,Burnley,32,1986,19.0,19.0,1710.0,27.0,1.42,82.0,59.0,0.683,8.0,4.0,7.0,4.0,21.1,1.0,1.0,0.0,0.0,19.0,1.0,2.0,3.0,23.1,0.27,-0.9,-0.05,176.0,473.0,37.2,414.0,45.0,77.3,55.1,172.0,89.0,66.1,230.0,11.0,4.8,14.0,0.74,15.4
Wayne Hennessey,wal WAL,GK,Crystal Palace,31,1987,18.0,17.0,1575.0,26.0,1.49,65.0,42.0,0.646,4.0,3.0,10.0,5.0,29.4,4.0,3.0,1.0,0.0,17.5,1.0,5.0,0.0,22.0,0.3,-4.0,-0.23,114.0,339.0,33.6,355.0,57.0,62.8,49.6,133.0,87.2,69.9,187.0,10.0,5.3,13.0,0.74,15.9
Iago Herrerín,es ESP,GK,Athletic Club,30,1988,31.0,31.0,2790.0,32.0,1.03,85.0,56.0,0.659,12.0,10.0,9.0,10.0,32.3,3.0,3.0,0.0,0.0,31.0,0.0,4.0,0.0,27.5,0.3,-4.5,-0.15,352.0,767.0,45.9,777.0,85.0,73.1,52.6,213.0,93.4,69.1,299.0,22.0,7.4,26.0,0.84,16.0
Marwin Hitz,ch SUI,GK,Dortmund,30,1987,2.0,2.0,180.0,4.0,2.0,5.0,1.0,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.9,0.58,-1.1,-0.56,7.0,20.0,35.0,52.0,6.0,26.9,31.8,13.0,46.2,45.9,22.0,2.0,9.1,1.0,0.5,14.0
Lukáš Hrádecký,fi FIN,GK,Leverkusen,28,1989,32.0,32.0,2880.0,49.0,1.53,125.0,83.0,0.632,18.0,4.0,10.0,9.0,28.1,4.0,3.0,1.0,0.0,32.0,2.0,10.0,2.0,40.9,0.3,-4.1,-0.13,238.0,509.0,46.8,1168.0,160.0,34.6,35.0,196.0,53.6,44.6,233.0,22.0,9.4,28.0,0.88,16.0
Salvador Ichazo,uy URU,GK,Torino,26,1992,3.0,2.0,250.0,2.0,0.72,8.0,7.0,0.875,1.0,1.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,2.8,0.0,1.0,0.0,2.7,0.24,0.7,0.23,27.0,59.0,45.8,61.0,9.0,62.3,47.0,26.0,80.8,54.0,22.0,2.0,9.1,0.0,0.0,13.1
Gorka Iraizoz,es ESP,GK,Girona,37,1981,7.0,6.0,558.0,10.0,1.61,36.0,29.0,0.778,1.0,0.0,5.0,1.0,16.7,2.0,2.0,0.0,0.0,6.2,0.0,1.0,1.0,14.2,0.36,5.2,0.83,51.0,126.0,40.5,164.0,45.0,52.4,42.4,65.0,61.5,46.5,75.0,7.0,9.3,2.0,0.32,11.9
Jandrei,br BRA,GK,Genoa,25,1993,1.0,1.0,90.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.45,-0.2,-0.24,11.0,21.0,52.4,25.0,3.0,68.0,47.6,6.0,66.7,56.0,4.0,0.0,0.0,2.0,2.0,23.6
Rune Jarstein,no NOR,GK,Hertha BSC,33,1984,31.0,31.0,2745.0,48.0,1.57,141.0,96.0,0.674,9.0,10.0,12.0,8.0,25.8,4.0,2.0,1.0,1.0,30.5,1.0,6.0,2.0,47.6,0.32,1.6,0.05,369.0,818.0,45.1,884.0,102.0,63.8,45.9,277.0,91.7,64.1,270.0,32.0,11.9,15.0,0.49,13.8
Karl-Johan Johnsson,se SWE,GK,Guingamp,28,1990,17.0,17.0,1530.0,34.0,2.0,73.0,41.0,0.562,1.0,5.0,11.0,4.0,23.5,4.0,2.0,1.0,1.0,17.0,1.0,1.0,0.0,21.6,0.28,-12.4,-0.73,141.0,345.0,40.9,352.0,57.0,64.8,48.5,128.0,91.4,66.2,131.0,9.0,6.9,11.0,0.65,15.4
Aleksandar Jovanović,rs SRB,GK,Huesca,25,1992,12.0,12.0,1080.0,19.0,1.58,43.0,27.0,0.605,1.0,4.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,15.8,0.33,-2.2,-0.19,79.0,248.0,31.9,255.0,22.0,68.6,50.0,80.0,91.3,64.9,91.0,5.0,5.5,5.0,0.42,13.9
Stefanos Kapino,gr GRE,GK,Werder Bremen,24,1994,1.0,0.0,45.0,1.0,2.0,3.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.19,-0.5,-0.96,1.0,4.0,25.0,13.0,7.0,23.1,31.2,3.0,33.3,39.0,5.0,0.0,0.0,0.0,0.0,7.0
Orestis Karnezis,gr GRE,GK,Napoli,33,1985,9.0,9.0,810.0,7.0,0.78,25.0,19.0,0.76,6.0,2.0,1.0,4.0,44.4,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,8.3,0.3,1.3,0.15,33.0,102.0,32.4,178.0,34.0,37.6,34.3,57.0,61.4,49.9,66.0,3.0,4.5,1.0,0.11,11.7
Eiji Kawashima,jp JPN,GK,Strasbourg,35,1983,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.09,0.1,0.09,13.0,28.0,46.4,25.0,7.0,52.0,43.4,15.0,100.0,76.1,10.0,1.0,10.0,0.0,0.0,12.9
Gregor Kobel,ch SUI,GK,Hoffenheim,20,1997,1.0,1.0,90.0,1.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.13,0.7,0.71,15.0,30.0,50.0,37.0,3.0,67.6,47.2,5.0,100.0,66.2,10.0,1.0,10.0,2.0,2.0,16.5
Gregor Kobel,ch SUI,GK,Augsburg,20,1997,16.0,16.0,1390.0,42.0,2.72,85.0,44.0,0.518,4.0,2.0,10.0,3.0,18.8,2.0,1.0,1.0,0.0,15.4,1.0,9.0,1.0,31.0,0.35,-10.0,-0.65,83.0,235.0,35.3,408.0,72.0,41.2,37.2,116.0,57.8,49.8,143.0,14.0,9.8,16.0,1.04,14.7
Tomáš Koubek,cz CZE,GK,Rennes,25,1992,33.0,32.0,2925.0,48.0,1.48,134.0,90.0,0.664,10.0,11.0,11.0,9.0,28.1,4.0,3.0,1.0,0.0,32.5,0.0,9.0,1.0,39.0,0.27,-8.0,-0.25,206.0,477.0,43.2,638.0,129.0,46.9,40.8,242.0,73.6,56.0,328.0,13.0,4.0,27.0,0.83,16.4
Thomas Kraft,de GER,GK,Hertha BSC,30,1988,4.0,3.0,315.0,9.0,2.57,13.0,6.0,0.462,2.0,0.0,1.0,1.0,33.3,2.0,2.0,0.0,0.0,3.5,0.0,0.0,0.0,5.1,0.3,-3.9,-1.12,38.0,86.0,44.2,94.0,7.0,63.8,43.7,29.0,89.7,61.7,18.0,1.0,5.6,1.0,0.29,13.7
Alban Lafont,fr FRA,GK,Fiorentina,19,1999,34.0,34.0,3015.0,40.0,1.19,118.0,86.0,0.703,8.0,15.0,11.0,9.0,26.5,6.0,5.0,1.0,0.0,33.5,1.0,5.0,3.0,33.5,0.24,-3.5,-0.1,174.0,482.0,36.1,753.0,160.0,44.6,40.0,255.0,57.3,47.9,348.0,23.0,6.6,28.0,0.84,15.1
Benjamin Lecomte,fr FRA,GK,Montpellier,27,1991,37.0,37.0,3330.0,42.0,1.14,136.0,100.0,0.713,15.0,13.0,9.0,11.0,29.7,5.0,3.0,1.0,1.0,37.0,1.0,7.0,3.0,40.7,0.28,1.7,0.05,336.0,744.0,45.2,997.0,167.0,56.6,44.3,265.0,67.9,52.2,307.0,22.0,7.2,26.0,0.7,15.6
Bernd Leno,de GER,GK,Arsenal,26,1992,32.0,31.0,2835.0,42.0,1.33,139.0,105.0,0.748,16.0,7.0,8.0,7.0,22.6,7.0,7.0,0.0,0.0,31.5,1.0,4.0,2.0,44.0,0.28,4.0,0.13,128.0,428.0,29.9,878.0,175.0,33.3,35.5,224.0,60.7,50.2,251.0,17.0,6.8,18.0,0.57,14.8
Hugo Lloris,fr FRA,GK,Tottenham,31,1986,33.0,33.0,2970.0,33.0,1.0,122.0,94.0,0.754,21.0,2.0,10.0,12.0,36.4,5.0,3.0,2.0,0.0,33.0,1.0,5.0,3.0,41.3,0.31,11.3,0.34,225.0,481.0,46.8,936.0,153.0,37.0,36.0,233.0,57.9,47.1,281.0,14.0,5.0,17.0,0.52,14.9
Anthony Lopes,pt POR,GK,Lyon,27,1990,34.0,34.0,3060.0,42.0,1.24,131.0,97.0,0.718,18.0,9.0,7.0,9.0,26.5,5.0,5.0,0.0,0.0,34.0,1.0,2.0,3.0,35.9,0.25,-3.1,-0.09,160.0,362.0,44.2,826.0,163.0,32.4,33.4,239.0,39.3,40.3,248.0,12.0,4.8,15.0,0.44,14.6
Diego López,es ESP,GK,Espanyol,36,1981,38.0,38.0,3420.0,50.0,1.32,156.0,114.0,0.718,14.0,11.0,13.0,10.0,26.3,8.0,6.0,2.0,0.0,38.0,5.0,8.0,2.0,50.0,0.28,2.0,0.05,255.0,602.0,42.4,874.0,129.0,43.2,38.4,329.0,68.1,50.3,452.0,30.0,6.6,6.0,0.16,12.5
Pau López,es ESP,GK,Betis,23,1994,33.0,33.0,2970.0,47.0,1.42,135.0,91.0,0.674,12.0,7.0,14.0,10.0,30.3,4.0,3.0,1.0,0.0,33.0,2.0,9.0,0.0,44.4,0.3,-2.6,-0.08,145.0,347.0,41.8,976.0,173.0,24.9,28.9,245.0,42.4,39.5,258.0,24.0,9.3,33.0,1.0,16.0
Jonas Lössl,dk DEN,GK,Huddersfield,29,1989,31.0,30.0,2777.0,54.0,1.75,137.0,87.0,0.635,3.0,5.0,22.0,5.0,16.7,5.0,4.0,1.0,0.0,30.9,1.0,6.0,0.0,46.7,0.32,-7.3,-0.24,308.0,698.0,44.1,883.0,96.0,59.8,45.5,214.0,79.4,60.5,218.0,27.0,12.4,21.0,0.68,14.4
Andriy Lunin,ua UKR,GK,Leganés,19,1999,5.0,4.0,364.0,5.0,1.24,18.0,13.0,0.778,1.0,0.0,3.0,2.0,50.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,6.9,0.28,1.9,0.48,39.0,75.0,52.0,88.0,18.0,55.7,44.8,34.0,76.5,60.7,29.0,2.0,6.9,2.0,0.49,14.0
Andreas Luthe,de GER,GK,Augsburg,31,1987,15.0,14.0,1310.0,22.0,1.51,77.0,56.0,0.714,3.0,5.0,6.0,2.0,14.3,0.0,0.0,0.0,0.0,14.6,1.0,2.0,1.0,22.4,0.3,1.4,0.1,95.0,235.0,40.4,351.0,54.0,49.6,40.4,128.0,47.7,41.6,106.0,5.0,4.7,7.0,0.48,14.2
Mike Maignan,fr FRA,GK,Lille,22,1995,38.0,38.0,3420.0,34.0,0.89,118.0,91.0,0.763,22.0,9.0,7.0,15.0,39.5,10.0,6.0,2.0,2.0,38.0,1.0,4.0,0.0,35.3,0.25,2.3,0.06,199.0,593.0,33.6,825.0,199.0,46.3,40.3,270.0,78.1,59.4,319.0,37.0,11.6,24.0,0.63,14.8
Steve Mandanda,fr FRA,GK,Marseille,33,1985,31.0,31.0,2736.0,41.0,1.35,108.0,74.0,0.676,14.0,5.0,12.0,9.0,29.0,7.0,6.0,1.0,0.0,30.4,0.0,2.0,0.0,35.2,0.28,-4.8,-0.16,169.0,456.0,37.1,794.0,129.0,44.1,39.0,191.0,55.5,46.6,196.0,16.0,8.2,20.0,0.66,14.4
Federico Marchetti,it ITA,GK,Genoa,35,1983,4.0,4.0,360.0,10.0,2.5,19.0,10.0,0.474,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,5.9,0.33,-3.1,-0.78,28.0,59.0,47.5,77.0,10.0,46.8,39.7,35.0,65.7,54.6,36.0,1.0,2.8,2.0,0.5,13.2
Jordi Masip,es ESP,GK,Valladolid,29,1989,35.0,35.0,3150.0,45.0,1.29,140.0,102.0,0.714,10.0,9.0,16.0,9.0,25.7,8.0,5.0,3.0,0.0,35.0,0.0,8.0,2.0,47.0,0.29,4.0,0.11,260.0,800.0,32.5,815.0,163.0,62.1,46.2,329.0,89.4,65.2,397.0,22.0,5.5,10.0,0.29,12.3
Christian Mathenia,de GER,GK,Nürnberg,26,1992,22.0,22.0,1933.0,40.0,1.86,116.0,75.0,0.664,1.0,7.0,14.0,2.0,9.1,1.0,1.0,0.0,0.0,21.5,1.0,6.0,2.0,41.8,0.35,3.8,0.18,191.0,506.0,37.7,678.0,94.0,50.9,43.2,218.0,73.9,58.3,308.0,37.0,12.0,6.0,0.28,12.1
Alex McCarthy,eng ENG,GK,Southampton,28,1989,25.0,25.0,2250.0,44.0,1.76,116.0,77.0,0.638,5.0,8.0,12.0,4.0,16.0,2.0,2.0,0.0,0.0,25.0,0.0,4.0,3.0,37.1,0.31,-3.9,-0.16,126.0,434.0,29.0,460.0,77.0,61.7,48.5,177.0,84.7,64.3,248.0,23.0,9.3,11.0,0.44,14.4
Edouard Mendy,sn SEN,GK,Reims,26,1992,38.0,38.0,3420.0,42.0,1.11,147.0,114.0,0.762,13.0,16.0,9.0,14.0,36.8,7.0,7.0,0.0,0.0,38.0,1.0,3.0,2.0,44.6,0.27,4.6,0.12,300.0,714.0,42.0,843.0,123.0,57.2,46.1,287.0,80.8,58.5,420.0,33.0,7.9,15.0,0.39,13.3
Alex Meret,it ITA,GK,Napoli,21,1997,14.0,13.0,1150.0,9.0,0.7,47.0,40.0,0.851,9.0,1.0,3.0,5.0,38.5,2.0,2.0,0.0,0.0,12.8,0.0,1.0,0.0,11.3,0.2,2.3,0.18,36.0,124.0,29.0,253.0,46.0,30.0,32.3,101.0,47.5,42.2,114.0,7.0,6.1,6.0,0.47,15.3
Vanja Milinković-Savić,rs SRB,GK,SPAL,21,1997,2.0,2.0,164.0,4.0,2.2,16.0,12.0,0.75,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,3.6,0.23,-0.4,-0.22,9.0,34.0,26.5,54.0,17.0,38.9,37.4,20.0,65.0,54.0,12.0,1.0,8.3,3.0,1.65,16.1
Antonio Mirante,it ITA,GK,Roma,35,1983,11.0,11.0,990.0,6.0,0.55,36.0,28.0,0.833,6.0,4.0,1.0,6.0,54.5,1.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,10.4,0.28,4.4,0.4,86.0,184.0,46.7,231.0,41.0,46.8,39.5,93.0,81.7,55.4,120.0,8.0,6.7,6.0,0.55,14.6
Jessy Moulin,fr FRA,GK,Saint-Étienne,32,1986,1.0,1.0,90.0,1.0,1.0,5.0,5.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,0.33,1.5,1.46,2.0,4.0,50.0,28.0,10.0,10.7,28.2,4.0,25.0,35.8,6.0,1.0,16.7,0.0,0.0,13.3
Florian Müller,de GER,GK,Mainz 05,20,1997,24.0,24.0,2160.0,43.0,1.79,118.0,78.0,0.661,8.0,3.0,13.0,5.0,20.8,4.0,3.0,0.0,1.0,24.0,0.0,6.0,0.0,39.2,0.33,-3.8,-0.16,173.0,452.0,38.3,621.0,104.0,47.0,41.3,207.0,77.3,58.8,226.0,7.0,3.1,19.0,0.79,15.5
Juan Musso,ar ARG,GK,Udinese,24,1994,29.0,29.0,2610.0,41.0,1.41,133.0,101.0,0.752,9.0,8.0,12.0,7.0,24.1,8.0,8.0,0.0,0.0,29.0,0.0,6.0,1.0,42.7,0.28,3.7,0.13,259.0,611.0,42.4,564.0,97.0,61.2,43.9,313.0,85.0,57.1,360.0,29.0,8.1,13.0,0.45,12.2
Yvon Mvogo,ch SUI,GK,RB Leipzig,24,1994,2.0,1.0,135.0,2.0,1.33,3.0,2.0,0.667,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,1.4,0.2,-0.6,-0.41,9.0,14.0,64.3,25.0,4.0,40.0,38.3,6.0,66.7,47.7,11.0,0.0,0.0,0.0,0.0,9.6
Keylor Navas,cr CRC,GK,Real Madrid,31,1986,10.0,10.0,900.0,8.0,0.8,30.0,22.0,0.733,6.0,2.0,2.0,4.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,8.6,0.29,0.6,0.06,31.0,90.0,34.4,231.0,61.0,29.4,34.0,53.0,41.5,44.4,79.0,6.0,7.6,6.0,0.6,15.0
Neto,br BRA,GK,Valencia,29,1989,34.0,34.0,3060.0,34.0,1.0,134.0,109.0,0.799,13.0,14.0,7.0,10.0,29.4,8.0,7.0,1.0,0.0,34.0,2.0,6.0,2.0,37.7,0.24,5.7,0.17,192.0,530.0,36.2,570.0,156.0,53.2,43.8,272.0,83.5,60.9,389.0,28.0,7.2,11.0,0.32,13.3
Manuel Neuer,de GER,GK,Bayern Munich,32,1986,26.0,26.0,2303.0,23.0,0.9,51.0,32.0,0.608,20.0,3.0,3.0,10.0,38.5,3.0,3.0,0.0,0.0,25.6,0.0,2.0,1.0,16.4,0.28,-5.6,-0.22,132.0,271.0,48.7,796.0,109.0,30.9,32.5,120.0,20.8,33.1,127.0,9.0,7.1,30.0,1.17,18.1
Will Norris,eng ENG,GK,Wolves,24,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Nübel,de GER,GK,Schalke 04,21,1996,18.0,18.0,1588.0,29.0,1.64,77.0,49.0,0.662,4.0,6.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,17.6,0.0,0.0,0.0,28.5,0.33,-0.5,-0.03,129.0,297.0,43.4,394.0,57.0,48.0,41.0,133.0,81.2,57.9,145.0,10.0,6.9,5.0,0.28,13.9
Jan Oblak,si SVN,GK,Atlético Madrid,25,1993,37.0,37.0,3330.0,27.0,0.73,123.0,103.0,0.821,22.0,9.0,6.0,20.0,54.1,5.0,5.0,0.0,0.0,37.0,0.0,3.0,2.0,36.1,0.26,11.1,0.3,229.0,597.0,38.4,568.0,100.0,61.3,46.6,282.0,88.3,62.3,356.0,36.0,10.1,12.0,0.32,14.1
Oier Olazábal,es ESP,GK,Levante,28,1989,21.0,21.0,1890.0,40.0,1.9,134.0,99.0,0.731,7.0,5.0,9.0,5.0,23.8,5.0,4.0,1.0,0.0,21.0,1.0,5.0,1.0,42.0,0.29,3.0,0.14,142.0,348.0,40.8,346.0,95.0,56.6,45.0,219.0,69.4,51.5,247.0,21.0,8.5,9.0,0.43,12.6
Alexandre Olliero,fr FRA,GK,Nantes,22,1996,1.0,1.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,-0.3,-0.29,4.0,10.0,40.0,20.0,5.0,35.0,40.4,3.0,100.0,79.3,7.0,0.0,0.0,1.0,1.0,14.6
Robin Olsen,se SWE,GK,Roma,28,1990,27.0,27.0,2430.0,43.0,1.59,124.0,87.0,0.685,12.0,8.0,7.0,4.0,14.8,6.0,4.0,0.0,2.0,27.0,0.0,7.0,1.0,37.9,0.28,-3.1,-0.11,161.0,364.0,44.2,639.0,154.0,38.7,36.2,207.0,56.5,48.7,248.0,10.0,4.0,10.0,0.37,12.2
David Ospina,co COL,GK,Napoli,29,1988,17.0,16.0,1457.0,20.0,1.24,63.0,44.0,0.698,9.0,4.0,3.0,5.0,31.3,1.0,1.0,0.0,0.0,16.2,1.0,3.0,0.0,16.4,0.25,-3.6,-0.22,61.0,158.0,38.6,343.0,69.0,30.6,32.8,113.0,46.9,41.6,136.0,16.0,11.8,4.0,0.25,13.6
Ramazan Özcan,at AUT,GK,Leverkusen,34,1984,2.0,2.0,180.0,5.0,2.5,12.0,8.0,0.667,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,5.5,0.35,0.5,0.26,14.0,40.0,35.0,53.0,7.0,58.5,45.9,9.0,100.0,67.3,16.0,0.0,0.0,1.0,0.5,15.2
Fernando Pacheco,es ESP,GK,Alavés,26,1992,35.0,35.0,3150.0,46.0,1.31,145.0,105.0,0.724,11.0,11.0,13.0,8.0,22.9,6.0,6.0,0.0,0.0,35.0,3.0,1.0,2.0,44.2,0.28,0.2,0.01,315.0,759.0,41.5,755.0,88.0,67.4,47.5,286.0,87.4,58.7,354.0,29.0,8.2,29.0,0.83,15.2
Rui Patrício,pt POR,GK,Wolves,30,1988,37.0,37.0,3330.0,46.0,1.24,138.0,98.0,0.688,15.0,9.0,13.0,8.0,21.6,4.0,3.0,0.0,1.0,37.0,1.0,7.0,3.0,39.9,0.28,-3.1,-0.08,242.0,572.0,42.3,560.0,107.0,60.9,43.7,275.0,84.0,57.5,306.0,20.0,6.5,13.0,0.35,12.8
Jiří Pavlenka,cz CZE,GK,Werder Bremen,26,1992,34.0,34.0,2978.0,47.0,1.42,153.0,108.0,0.712,14.0,11.0,9.0,5.0,14.7,4.0,3.0,0.0,1.0,33.1,2.0,5.0,0.0,45.8,0.29,-1.2,-0.04,257.0,565.0,45.5,920.0,157.0,43.0,38.4,303.0,55.8,46.0,308.0,17.0,5.5,16.0,0.48,14.0
