,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Saphir Taider,"$ 26,923","$ 1,400,000","$ 1,400,000",M,27,Algeria,Montreal Impact,Mls,2020
1,Bojan Krkic,"$ 23,709","$ 1,232,877","$ 1,232,877",F,29,Spain,Montreal Impact,Mls,2020
2,Maximiliano Urruti,"$ 17,308","$ 900,000","$ 900,000",F,28,Argentina,Montreal Impact,Mls,2020
3,Rudy Camacho,"$ 13,462","$ 700,000","$ 700,000",D,28,France,Montreal Impact,Mls,2020
4,Ignacio Piatti,"$ 10,192","$ 530,000","$ 530,000",F,35,Argentina,Montreal Impact,Mls,2020
5,Romell Quioto,"$ 9,744","$ 506,668","$ 506,668",F,28,Honduras,Montreal Impact,Mls,2020
6,Lassi Lappalainen,"$ 5,819","$ 302,574","$ 302,574",F,21,Finland,Montreal Impact,Mls,2020
7,Rod Fanni,"$ 5,755","$ 299,250","$ 299,250",D,38,France,Montreal Impact,Mls,2020
8,Jukka Raitala,"$ 4,808","$ 250,000","$ 250,000",D,31,Finland,Montreal Impact,Mls,2020
9,Evan Bush,"$ 4,462","$ 232,000","$ 232,000",K,33,United States,Montreal Impact,Mls,2020
10,Orji Okwonkwo,"$ 3,846","$ 200,000","$ 200,000",F,22,Nigeria,Montreal Impact,Mls,2020
11,Anthony Jackson-Hamel,"$ 3,077","$ 160,000","$ 160,000",F,26,Canada,Montreal Impact,Mls,2020
12,Samuel Piette,"$ 2,596","$ 135,000","$ 135,000",M,25,Canada,Montreal Impact,Mls,2020
13,Shamit Shome,"$ 1,923","$ 100,000","$ 100,000",M,22,Canada,Montreal Impact,Mls,2020
14,Clément Diop,"$ 1,885","$ 98,000","$ 98,000",K,26,Senegal,Montreal Impact,Mls,2020
15,Luis Binks,"$ 1,731","$ 90,000","$ 90,000",D,18,England,Montreal Impact,Mls,2020
16,Zachary Brault-Guillard,"$ 1,385","$ 72,000","$ 72,000",D,21,Canada,Montreal Impact,Mls,2020
17,Jorge Corrales,"$ 1,363","$ 70,875","$ 70,875",D,28,Cuba,Montreal Impact,Mls,2020
18,Ballou Tabla,"$ 1,351","$ 70,250","$ 70,250",F,20,Canada,Montreal Impact,Mls,2020
19,James Pantemis,"$ 1,351","$ 70,250","$ 70,250",K,22,Canada,Montreal Impact,Mls,2020
20,Mathieu Choinière,"$ 1,346","$ 70,000","$ 70,000",F,20,Canada,Montreal Impact,Mls,2020
21,Clement Bayiha,"$ 1,188","$ 61,750","$ 61,750",F,20,Canada,Montreal Impact,Mls,2020
22,Karifa Yao,"$ 1,082","$ 56,250","$ 56,250",D,19,Canada,Montreal Impact,Mls,2020
23,Amar Sejdic,"$ 1,082","$ 56,250","$ 56,250",M,23,United States,Montreal Impact,Mls,2020
24,Joel Waterman,"$ 1,077","$ 56,000","$ 56,000",D,24,Canada,Montreal Impact,Mls,2020
