,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Gyasi Zardes,"$ 27,340","$ 1,421,667","$ 1,421,667",F,28,United States,Columbus Crew,Mls,2020
1,Fanendo Adi,"$ 26,154","$ 1,360,008","$ 1,360,008",F,29,Nigeria,Columbus Crew,Mls,2020
2,Pedro Santos,"$ 15,722","$ 817,560","$ 817,560",F,31,Portugal,Columbus Crew,Mls,2020
3,Jonathan Mensah,"$ 15,385","$ 800,004","$ 800,004",D,29,Ghana,Columbus Crew,Mls,2020
4,Lucas Zelarayán,"$ 15,000","$ 780,000","$ 780,000",F,27,Argentina,Columbus Crew,Mls,2020
5,Darlington Nagbe,"$ 12,798","$ 665,500","$ 665,500",M,29,United States,Columbus Crew,Mls,2020
6,Youness Mokhtar,"$ 8,846","$ 459,996","$ 459,996",F,28,Morocco,Columbus Crew,Mls,2020
7,Vito Wormgoor,"$ 8,000","$ 416,000","$ 416,000",D,31,Netherlands,Columbus Crew,Mls,2020
8,Artur,"$ 6,923","$ 360,000","$ 360,000",M,23,Brazil,Columbus Crew,Mls,2020
9,Luis Díaz,"$ 6,423","$ 334,000","$ 334,000",M,21,Costa Rica,Columbus Crew,Mls,2020
10,Eloy Room,"$ 5,769","$ 300,000","$ 300,000",K,30,Curacao,Columbus Crew,Mls,2020
11,Milton Valenzuela,"$ 5,577","$ 290,000","$ 290,000",D,21,Argentina,Columbus Crew,Mls,2020
12,Harrison Afful,"$ 5,540","$ 288,100","$ 288,100",D,33,Ghana,Columbus Crew,Mls,2020
13,Josh Williams,"$ 4,135","$ 215,000","$ 215,000",D,31,United States,Columbus Crew,Mls,2020
14,Héctor Jiménez,"$ 3,846","$ 200,000","$ 200,000",D,31,United States,Columbus Crew,Mls,2020
15,Axel Sjöberg,"$ 3,462","$ 180,000","$ 180,000",D,28,Sweden,Columbus Crew,Mls,2020
16,Waylon Francis,"$ 3,077","$ 160,000","$ 160,000",D,29,Costa Rica,Columbus Crew,Mls,2020
17,Jordan Hamilton,"$ 2,404","$ 124,992","$ 124,992",F,23,Canada,Columbus Crew,Mls,2020
18,JJ Williams,"$ 1,827","$ 95,000","$ 95,000",F,22,United States,Columbus Crew,Mls,2020
19,Aboubacar Keita,"$ 1,731","$ 90,000","$ 90,000",D,19,United States,Columbus Crew,Mls,2020
20,Matt Lampson,"$ 1,351","$ 70,250","$ 70,250",K,30,United States,Columbus Crew,Mls,2020
21,Jon Kempin,"$ 1,346","$ 70,000","$ 70,000",K,26,United States,Columbus Crew,Mls,2020
22,Miguel Berry,"$ 1,346","$ 70,000","$ 70,000",F,22,Spain,Columbus Crew,Mls,2020
23,Aidan Morris,"$ 1,346","$ 70,000","$ 70,000",M,18,United States,Columbus Crew,Mls,2020
24,Chris Cadden,"$ 1,082","$ 56,250","$ 56,250",D,23,Scotland,Columbus Crew,Mls,2020
25,Sebastian Berhalter,"$ 1,077","$ 56,000","$ 56,000",M,18,United States,Columbus Crew,Mls,2020
26,Danny Griffin,"$ 1,077","$ 56,000","$ 56,000",M,21,United States,Columbus Crew,Mls,2020
27,Remi Prieur,"$ 1,077","$ 56,000","$ 56,000",K,22,United States,Columbus Crew,Mls,2020
