,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Chicharito,"$ 135,000","$ 7,020,000","$ 7,020,000",F,31,Mexico,La Galaxy,Mls,2020
1,Jonathan dos Santos,"$ 38,462","$ 2,000,000","$ 2,000,000",M,29,Mexico,La Galaxy,Mls,2020
2,Aleksandar Katai,"$ 24,231","$ 1,260,000","$ 1,260,000",F,28,Serbia,La Galaxy,Mls,2020
3,Cristian Pavón,"$ 23,077","$ 1,200,000","$ 1,200,000",F,24,Argentina,La Galaxy,Mls,2020
4,Sacha Kljestan,"$ 19,712","$ 1,025,000","$ 1,025,000",F,34,United States,La Galaxy,Mls,2020
5,Giancarlo González,"$ 13,865","$ 721,000","$ 721,000",D,31,Costa Rica,La Galaxy,Mls,2020
6,Joe Corona,"$ 10,577","$ 550,000","$ 550,000",M,29,United States,La Galaxy,Mls,2020
7,Perry Kitchen,"$ 8,654","$ 450,000","$ 450,000",M,27,United States,La Galaxy,Mls,2020
8,Emiliano Insúa,"$ 8,000","$ 416,000","$ 416,000",D,31,Argentina,La Galaxy,Mls,2020
9,David Bingham,"$ 7,212","$ 375,000","$ 375,000",K,30,United States,La Galaxy,Mls,2020
10,Sebastian Lletget,"$ 5,769","$ 300,000","$ 300,000",M,27,United States,La Galaxy,Mls,2020
11,Rolf Feltscher,"$ 4,192","$ 218,000","$ 218,000",D,29,Venezuela,La Galaxy,Mls,2020
12,Daniel Steres,"$ 2,885","$ 150,000","$ 150,000",D,29,United States,La Galaxy,Mls,2020
13,Danilo Acosta,"$ 2,115","$ 110,000","$ 110,000",D,22,Honduras,La Galaxy,Mls,2020
14,Eric López,"$ 1,731","$ 90,000","$ 90,000",K,20,United States,La Galaxy,Mls,2020
15,Julian Araujo,"$ 1,538","$ 80,000","$ 80,000",D,18,United States,La Galaxy,Mls,2020
16,Efraín Álvarez,"$ 1,452","$ 75,500","$ 75,500",F,17,Mexico,La Galaxy,Mls,2020
17,Ethan Zubak,"$ 1,442","$ 75,000","$ 75,000",F,21,United States,La Galaxy,Mls,2020
18,Emil Cuello,"$ 1,351","$ 70,250","$ 70,250",F,23,Argentina,La Galaxy,Mls,2020
19,Diédié Traoré,"$ 1,346","$ 70,000","$ 70,000",D,21,France,La Galaxy,Mls,2020
20,Nick DePuy,"$ 1,154","$ 60,000","$ 60,000",D,25,United States,La Galaxy,Mls,2020
21,Justin vom Steeg,"$ 1,100","$ 57,225","$ 57,225",K,22,United States,La Galaxy,Mls,2020
22,Tom Smart,"$ 1,077","$ 56,000","$ 56,000",D,24,Northern Ireland,La Galaxy,Mls,2020
