,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Maxi Moralez,"$ 38,462","$ 2,000,000","$ 2,000,000",F,32,Argentina,Nyc FC,Mls,2020
1,Jesús Medina,"$ 16,750","$ 871,000","$ 871,000",F,22,Paraguay,Nyc FC,Mls,2020
2,Alexander Ring,"$ 16,346","$ 850,000","$ 850,000",M,28,Finland,Nyc FC,Mls,2020
3,Héber,"$ 15,173","$ 789,000","$ 789,000",F,28,Brazil,Nyc FC,Mls,2020
4,Maxime Chanot,"$ 12,500","$ 650,000","$ 650,000",D,30,Luxembourg,Nyc FC,Mls,2020
5,Alexander Callens,"$ 11,538","$ 600,000","$ 600,000",D,27,Peru,Nyc FC,Mls,2020
6,Alexandru Mitrita,"$ 9,615","$ 500,000","$ 500,000",F,24,Romania,Nyc FC,Mls,2020
7,Anton Tinnerholm,"$ 9,554","$ 496,800","$ 496,800",D,28,Sweden,Nyc FC,Mls,2020
8,Sean Johnson,"$ 7,692","$ 400,000","$ 400,000",K,30,United States,Nyc FC,Mls,2020
9,Ismael Tajouri-Shradi,"$ 6,731","$ 350,000","$ 350,000",F,25,Libya,Nyc FC,Mls,2020
10,Ronald Matarrita,"$ 5,769","$ 300,000","$ 300,000",D,25,Costa Rica,Nyc FC,Mls,2020
11,Valentín Castellanos,"$ 5,288","$ 275,000","$ 275,000",F,21,Argentina,Nyc FC,Mls,2020
12,Gary Mackay-Steven,"$ 5,000","$ 260,000","$ 260,000",M,29,Scotland,Nyc FC,Mls,2020
13,Keaton Parks,"$ 2,885","$ 150,000","$ 150,000",M,22,United States,Nyc FC,Mls,2020
14,James Sands,"$ 2,019","$ 105,000","$ 105,000",M,19,United States,Nyc FC,Mls,2020
15,Brad Stuver,"$ 1,923","$ 100,000","$ 100,000",K,28,United States,Nyc FC,Mls,2020
16,Juan Torres,"$ 1,625","$ 84,500","$ 84,500",M,20,United States,Nyc FC,Mls,2020
17,Sebastien Ibeagha,"$ 1,428","$ 74,250","$ 74,250",D,28,United States,Nyc FC,Mls,2020
18,Tony Rocha,"$ 1,391","$ 72,347","$ 72,347",M,26,Belize,Nyc FC,Mls,2020
19,Joe Scally,"$ 1,082","$ 56,250","$ 56,250",D,17,United States,Nyc FC,Mls,2020
20,Justin Haak,"$ 1,082","$ 56,250","$ 56,250",M,18,United States,Nyc FC,Mls,2020
21,Luis Barraza,"$ 1,082","$ 56,250","$ 56,250",K,23,United States,Nyc FC,Mls,2020
22,Gedion Zelalem,"$ 1,082","$ 56,250","$ 56,250",M,23,United States,Nyc FC,Mls,2020
23,Felicien Dumas,"$ 1,077","$ 56,000","$ 56,000",D,23,France,Nyc FC,Mls,2020
24,Tayvon Gray,"$ 1,077","$ 56,000","$ 56,000",D,17,United States,Nyc FC,Mls,2020
25,Jesús Pérez,"$ 1,077","$ 56,000","$ 56,000",F,22,United States,Nyc FC,Mls,2020
26,Gudmundur Thórarinsson,$ 0,$ 0,$ 0,M,27,Iceland,Nyc FC,Mls,2020
