,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Alejandro Bedoya,"$ 23,077","$ 1,200,000","$ 1,200,000",M,32,United States,Philadelphia Union,Mls,2020
1,Jamiro Monteiro,"$ 11,885","$ 618,000","$ 618,000",M,26,Cape Verde,Philadelphia Union,Mls,2020
2,Sergio Santos,"$ 11,538","$ 600,000","$ 600,000",F,25,Brazil,Philadelphia Union,Mls,2020
3,Andrew Wooten,"$ 9,808","$ 510,000","$ 510,000",F,30,United States,Philadelphia Union,Mls,2020
4,Andre Blake,"$ 9,615","$ 500,004","$ 500,004",K,29,Jamaica,Philadelphia Union,Mls,2020
5,Jakob Glesnes,"$ 8,077","$ 420,000","$ 420,000",D,25,Norway,Philadelphia Union,Mls,2020
6,Matej Oravec,"$ 6,500","$ 338,000","$ 338,000",M,21,Slovakia,Philadelphia Union,Mls,2020
7,Ilsinho,"$ 6,346","$ 330,000","$ 330,000",M,34,Brazil,Philadelphia Union,Mls,2020
8,Kai Wagner,"$ 6,115","$ 318,000","$ 318,000",D,22,Germany,Philadelphia Union,Mls,2020
9,José Andrés Martínez,"$ 5,000","$ 260,000","$ 260,000",M,25,Venezuela,Philadelphia Union,Mls,2020
10,Jack Elliott,"$ 4,808","$ 250,000","$ 250,000",D,24,England,Philadelphia Union,Mls,2020
11,Kacper Przybylko,"$ 4,615","$ 240,000","$ 240,000",F,26,Poland,Philadelphia Union,Mls,2020
12,Raymon Gaddis,"$ 3,654","$ 190,000","$ 190,000",D,30,United States,Philadelphia Union,Mls,2020
13,Aurélien Collin,"$ 3,365","$ 175,000","$ 175,000",D,33,France,Philadelphia Union,Mls,2020
14,Warren Creavalle,"$ 3,115","$ 162,000","$ 162,000",M,29,Guyana,Philadelphia Union,Mls,2020
15,Joe Bendik,"$ 2,769","$ 144,000","$ 144,000",K,30,United States,Philadelphia Union,Mls,2020
16,Jack de Vries,"$ 1,731","$ 90,000","$ 90,000",M,17,United States,Philadelphia Union,Mls,2020
17,Cory Burke,"$ 1,460","$ 75,938","$ 75,938",F,28,Jamaica,Philadelphia Union,Mls,2020
18,Mark McKenzie,"$ 1,389","$ 72,225","$ 72,225",D,20,United States,Philadelphia Union,Mls,2020
19,Olivier Mbaizo,"$ 1,363","$ 70,875","$ 70,875",D,22,Cameroon,Philadelphia Union,Mls,2020
20,Anthony Fontana,"$ 1,351","$ 70,260","$ 70,260",F,20,United States,Philadelphia Union,Mls,2020
21,Brenden Aaronson,"$ 1,346","$ 70,000","$ 70,000",F,19,United States,Philadelphia Union,Mls,2020
22,Matt Freese,"$ 1,346","$ 70,000","$ 70,000",K,21,United States,Philadelphia Union,Mls,2020
23,Matthew Real,"$ 1,100","$ 57,225","$ 57,225",D,20,United States,Philadelphia Union,Mls,2020
24,Michee Ngalina,"$ 1,082","$ 56,250","$ 56,250",F,19,Democratic Republic of the Congo,Philadelphia Union,Mls,2020
