,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Robert Beric,"$ 19,115","$ 994,000","$ 994,000",F,28,Slovenia,Chicago Fire,Mls,2020
1,Francisco Calvo,"$ 11,538","$ 600,000","$ 600,000",D,27,Costa Rica,Chicago Fire,Mls,2020
2,Johan Kappelhof,"$ 10,577","$ 550,000","$ 550,000",D,29,Netherlands,Chicago Fire,Mls,2020
3,CJ Sapong,"$ 9,135","$ 475,000","$ 475,000",F,31,United States,Chicago Fire,Mls,2020
4,Przemyslaw Frankowski,"$ 8,654","$ 450,000","$ 450,000",F,24,Poland,Chicago Fire,Mls,2020
5,Álvaro Medrán,"$ 7,250","$ 377,000","$ 377,000",M,25,Spain,Chicago Fire,Mls,2020
6,Jonathan Bornstein,"$ 4,615","$ 240,000","$ 240,000",D,35,United States,Chicago Fire,Mls,2020
7,Bobby Shuttleworth,"$ 3,365","$ 175,000","$ 175,000",K,32,United States,Chicago Fire,Mls,2020
8,Mike Azira,"$ 2,827","$ 147,000","$ 147,000",M,32,Uganda,Chicago Fire,Mls,2020
9,Fabian Herbers,"$ 2,596","$ 135,000","$ 135,000",F,26,Germany,Chicago Fire,Mls,2020
10,Djordje Mihailovic,"$ 2,135","$ 111,000","$ 111,000",F,21,United States,Chicago Fire,Mls,2020
11,Kenneth Kronholm,"$ 1,692","$ 87,996","$ 87,996",K,34,United States,Chicago Fire,Mls,2020
12,Brandt Bronico,"$ 1,635","$ 85,000","$ 85,000",M,24,United States,Chicago Fire,Mls,2020
13,Raheem Edwards,"$ 1,351","$ 70,250","$ 70,250",F,24,Canada,Chicago Fire,Mls,2020
14,Connor Sparrow,"$ 1,346","$ 70,000","$ 70,000",K,25,United States,Chicago Fire,Mls,2020
15,Mauricio Pineda,"$ 1,346","$ 70,000","$ 70,000",D,22,United States,Chicago Fire,Mls,2020
16,Miguel Ángel Navarro,"$ 1,346","$ 70,000","$ 70,000",D,20,Venezuela,Chicago Fire,Mls,2020
17,Gabriel Slonina,"$ 1,154","$ 60,000","$ 60,000",K,15,United States,Chicago Fire,Mls,2020
18,Jeremiah Gutjahr,"$ 1,082","$ 56,250","$ 56,250",M,22,United States,Chicago Fire,Mls,2020
19,Andre Reynolds II,"$ 1,077","$ 56,000","$ 56,000",D,18,United States,Chicago Fire,Mls,2020
20,Nicholas Slonina,"$ 1,077","$ 56,000","$ 56,000",D,18,United States,Chicago Fire,Mls,2020
21,Jonathan Jimenez,"$ 1,077","$ 56,000","$ 56,000",F,22,United States,Chicago Fire,Mls,2020
