,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Nicolás Lodeiro,"$ 48,115","$ 2,502,000","$ 2,502,000",F,30,Uruguay,Seattle Sounders,Mls,2020
1,Raúl Ruidíaz,"$ 34,615","$ 1,800,000","$ 1,800,000",F,29,Peru,Seattle Sounders,Mls,2020
2,João Paulo,"$ 11,942","$ 621,000","$ 621,000",F,28,Brazil,Seattle Sounders,Mls,2020
3,Cristian Roldán,"$ 11,462","$ 596,000","$ 596,000",M,24,United States,Seattle Sounders,Mls,2020
4,Gustav Svensson,"$ 10,962","$ 570,000","$ 570,000",M,32,Sweden,Seattle Sounders,Mls,2020
5,Kelvin Leerdam,"$ 10,577","$ 550,000","$ 550,000",D,29,Suriname,Seattle Sounders,Mls,2020
6,Yeimar Gómez Andrade,"$ 10,000","$ 520,000","$ 520,000",D,27,Colombia,Seattle Sounders,Mls,2020
7,Jordan Morris,"$ 9,606","$ 499,500","$ 499,500",F,25,United States,Seattle Sounders,Mls,2020
8,Joevin Jones,"$ 9,269","$ 482,004","$ 482,004",M,28,Trinidad and Tobago,Seattle Sounders,Mls,2020
9,Xavier Arreaga,"$ 7,569","$ 393,600","$ 393,600",D,25,Ecuador,Seattle Sounders,Mls,2020
10,Will Bruin,"$ 6,731","$ 350,000","$ 350,000",F,30,United States,Seattle Sounders,Mls,2020
11,Stefan Frei,"$ 6,250","$ 325,000","$ 325,000",K,33,United States,Seattle Sounders,Mls,2020
12,Harry Shipp,"$ 4,519","$ 235,000","$ 235,000",F,28,United States,Seattle Sounders,Mls,2020
13,Shane O'Neill,"$ 2,404","$ 125,000","$ 125,000",D,26,United States,Seattle Sounders,Mls,2020
14,Alfonso Ocampo-Chávez,"$ 1,644","$ 85,500","$ 85,500",F,17,United States,Seattle Sounders,Mls,2020
15,Nouhou Tolo,"$ 1,615","$ 84,000","$ 84,000",D,22,Cameroon,Seattle Sounders,Mls,2020
16,Jordy Delem,"$ 1,363","$ 70,875","$ 70,875",M,26,Martinique,Seattle Sounders,Mls,2020
17,Stefan Cleveland,"$ 1,351","$ 70,250","$ 70,250",K,25,United States,Seattle Sounders,Mls,2020
18,Justin Dhillon,"$ 1,351","$ 70,250","$ 70,250",F,24,United States,Seattle Sounders,Mls,2020
19,Handwalla Bwana,"$ 1,100","$ 57,225","$ 57,225",F,22,Kenya,Seattle Sounders,Mls,2020
20,Danny Leyva,"$ 1,082","$ 56,250","$ 56,250",M,16,United States,Seattle Sounders,Mls,2020
21,Danny Reynolds,"$ 1,077","$ 56,000","$ 56,000",D,22,England,Seattle Sounders,Mls,2020
