club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Lucas Hernández,23,Centre-Back,Atlético Madrid,£72.00m,in,Summer,72,1 Bundesliga,2019,2019/2020
Bayern Munich,Benjamin Pavard,23,Right-Back,VfB Stuttgart,£31.50m,in,Summer,31.5,1 Bundesliga,2019,2019/2020
Bayern Munich,Michaël Cuisance,20,Central Midfield,Bor. M'gladbach,£10.80m,in,Summer,10.8,1 Bundesliga,2019,2019/2020
Bayern Munich,Philippe Coutinho,27,Attacking Midfield,FC Barcelona,Loan fee:£7.65m,in,Summer,7.65,1 Bundesliga,2019,2019/2020
Bayern Munich,Ivan Perisic,30,Left Winger,Inter,Loan fee:£4.50m,in,Summer,4.5,1 Bundesliga,2019,2019/2020
Bayern Munich,Fiete Arp,19,Centre-Forward,Hamburger SV,£2.70m,in,Summer,2.7,1 Bundesliga,2019,2019/2020
Bayern Munich,Lars Lukas Mai,19,Centre-Back,FC Bayern II,-,in,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Adrian Fein,20,Defensive Midfield,FC Bayern II,-,in,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Marco Friedl,21,Centre-Back,Werder Bremen,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Mats Hummels,30,Centre-Back,Bor. Dortmund,£27.45m,out,Summer,27.45,1 Bundesliga,2019,2019/2020
Bayern Munich,Renato Sanches,22,Central Midfield,LOSC Lille,£18.00m,out,Summer,18,1 Bundesliga,2019,2019/2020
Bayern Munich,Marco Friedl,21,Centre-Back,Werder Bremen,£3.15m,out,Summer,3.15,1 Bundesliga,2019,2019/2020
Bayern Munich,Rafinha,33,Right-Back,Flamengo,Free transfer,out,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Franck Ribéry,36,Left Winger,Fiorentina,Free transfer,out,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Adrian Fein,20,Defensive Midfield,Hamburger SV,Loan,out,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,Arjen Robben,35,Right Winger,Career break,-,out,Summer,0,1 Bundesliga,2019,2019/2020
Bayern Munich,James Rodríguez,27,Attacking Midfield,Real Madrid,"End of loanJun 30, 2019",out,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Mats Hummels,30,Centre-Back,Bayern Munich,£27.45m,in,Summer,27.45,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Nico Schulz,26,Left-Back,TSG Hoffenheim,£22.95m,in,Summer,22.95,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Thorgan Hazard,26,Left Winger,Bor. M'gladbach,£22.95m,in,Summer,22.95,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Julian Brandt,23,Central Midfield,Bay. Leverkusen,£22.50m,in,Summer,22.5,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Paco Alcácer,25,Centre-Forward,FC Barcelona,£18.90m,in,Summer,18.9,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Mateu Morey,19,Right-Back,Barça U19,Free transfer,in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Luca Unbehaun,18,Goalkeeper,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Tobias Raschl,19,Defensive Midfield,B. Dortmund U19,-,in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Felix Passlack,21,Right-Back,Norwich,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,André Schürrle,28,Left Winger,Fulham,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Sebastian Rode,28,Central Midfield,E. Frankfurt,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Alexander Isak,19,Centre-Forward,Willem II,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Shinji Kagawa,30,Attacking Midfield,Besiktas,"End of loanJun 30, 2019",in,Summer,0,1 Bundesliga,2019,2019/2020
