,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Klaas-Jan Huntelaar,"€ 128,827","€ 6,699,000","€ 6,948,591",F,32,Netherlands,Schalke 04,Bundesliga,2016-2017
1,Benedikt Höwedes,"€ 91,712","€ 4,769,000","€ 4,946,683",D,28,Germany,Schalke 04,Bundesliga,2016-2017
2,Johannes Geis,"€ 73,615","€ 3,828,000","€ 3,970,623",M,22,Germany,Schalke 04,Bundesliga,2016-2017
3,Breel Embolo,"€ 73,615","€ 3,828,000","€ 3,970,623",F,19,Switzerland,Schalke 04,Bundesliga,2016-2017
4,Sidney Sam,"€ 73,615","€ 3,828,000","€ 3,970,623",F,28,Germany,Schalke 04,Bundesliga,2016-2017
5,Franco Di Santo,"€ 73,615","€ 3,828,000","€ 3,970,623",F,27,Argentina,Schalke 04,Bundesliga,2016-2017
6,Holger Badstuber,"€ 73,365","€ 3,815,000","€ 3,957,139",D,27,Germany,Schalke 04,Bundesliga,2016-2017
7,Dennis Aogo,"€ 55,212","€ 2,871,000","€ 2,977,968",M,29,Germany,Schalke 04,Bundesliga,2016-2017
8,Ralf Fährmann,"€ 55,019","€ 2,861,000","€ 2,967,595",K,27,Germany,Schalke 04,Bundesliga,2016-2017
9,Naldo,"€ 55,019","€ 2,861,000","€ 2,967,595",D,33,Brazil,Schalke 04,Bundesliga,2016-2017
10,Coke,"€ 46,019","€ 2,393,000","€ 2,482,158",D,29,Spain,Schalke 04,Bundesliga,2016-2017
11,Daniel Caligiuri,"€ 45,846","€ 2,384,000","€ 2,472,823",M,28,Italy,Schalke 04,Bundesliga,2016-2017
12,Nabil Bentaleb,"€ 44,442","€ 2,311,000","€ 2,397,103",M,21,Algeria,Schalke 04,Bundesliga,2016-2017
13,Matija Nastasic,"€ 44,173","€ 2,297,000","€ 2,382,582",D,23,Serbia,Schalke 04,Bundesliga,2016-2017
14,Atsuto Uchida,"€ 43,058","€ 2,239,000","€ 2,322,421",D,28,Japan,Schalke 04,Bundesliga,2016-2017
15,Benjamin Stambouli,"€ 36,365","€ 1,891,000","€ 1,961,455",D,25,France,Schalke 04,Bundesliga,2016-2017
16,Leon Goretzka,"€ 33,135","€ 1,723,000","€ 1,787,195",M,21,Germany,Schalke 04,Bundesliga,2016-2017
17,Guido Burgstaller,"€ 18,404","€ 957,000","€ 992,656",F,27,Austria,Schalke 04,Bundesliga,2016-2017
18,Alessandro Schöpf,"€ 18,346","€ 954,000","€ 989,544",M,22,Austria,Schalke 04,Bundesliga,2016-2017
19,Donis Avdijaj,"€ 14,577","€ 758,000","€ 786,242",F,19,Kosovo,Schalke 04,Bundesliga,2016-2017
20,Sascha Riether,"€ 14,346","€ 746,000","€ 773,794",D,33,Germany,Schalke 04,Bundesliga,2016-2017
21,Sead Kolasinac,"€ 14,346","€ 746,000","€ 773,794",D,23,Bosnia-Herzegovina,Schalke 04,Bundesliga,2016-2017
22,Timon Wellenreuther,"€ 4,308","€ 224,000","€ 232,346",K,20,Germany,Schalke 04,Bundesliga,2016-2017
23,Thilo Kehrer,"€ 4,308","€ 224,000","€ 232,346",D,19,Germany,Schalke 04,Bundesliga,2016-2017
24,Felix Platte,"€ 1,904","€ 99,000","€ 102,689",F,20,Germany,Schalke 04,Bundesliga,2016-2017
25,Bernard Tekpetey,"€ 1,904","€ 99,000","€ 102,689",F,18,Ghana,Schalke 04,Bundesliga,2016-2017
26,Weston McKennie,"€ 1,615","€ 84,000","€ 87,130",M,17,United States,Schalke 04,Bundesliga,2016-2017
27,Phil Neumann,€ 962,"€ 50,000","€ 51,863",D,18,Germany,Schalke 04,Bundesliga,2016-2017
28,Haji Wright,€ 865,"€ 45,000","€ 46,677",F,18,United States,Schalke 04,Bundesliga,2016-2017
29,Joshua Bitter,€ 615,"€ 32,000","€ 33,192",D,19,Germany,Schalke 04,Bundesliga,2016-2017
30,Alexander Nübel,€ 481,"€ 25,000","€ 25,931",K,19,Germany,Schalke 04,Bundesliga,2016-2017
31,Yevhen Konoplyanka,€ 0,€ 0,€ 0,F,26,Ukraine,Schalke 04,Bundesliga,2016-2017
32,Eric Maxim Choupo-Moting,€ 0,€ 0,€ 0,F,27,Cameroon,Schalke 04,Bundesliga,2016-2017
33,Fabian Giefer,€ 0,€ 0,€ 0,K,26,Germany,Schalke 04,Bundesliga,2016-2017
34,Fabian Reese,€ 0,€ 0,€ 0,F,18,Germany,Schalke 04,Bundesliga,2016-2017
35,Júnior Caiçara,€ 0,€ 0,€ 0,D,27,Brazil,Schalke 04,Bundesliga,2016-2017
36,Kaan Ayhan,€ 0,€ 0,€ 0,D,21,Turkey,Schalke 04,Bundesliga,2016-2017
37,Max Meyer,€ 0,€ 0,€ 0,M,20,Germany,Schalke 04,Bundesliga,2016-2017
38,Abdul Rahman Baba,€ 0,€ 0,€ 0,D,21,Ghana,Schalke 04,Bundesliga,2016-2017
