,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Jonas Hector,"€ 45,846","€ 2,384,000","€ 2,472,823",D,26,Germany,Koln,Bundesliga,2016-2017
1,Anthony Modeste,"€ 45,846","€ 2,384,000","€ 2,472,823",F,28,France,Koln,Bundesliga,2016-2017
2,Neven Subotic,"€ 36,808","€ 1,914,000","€ 1,985,312",D,27,Germany,Koln,Bundesliga,2016-2017
3,Leonardo Bittencourt,"€ 27,519","€ 1,431,000","€ 1,484,316",M,22,Germany,Koln,Bundesliga,2016-2017
4,Christian Clemens,"€ 27,519","€ 1,431,000","€ 1,484,316",M,24,Germany,Koln,Bundesliga,2016-2017
5,Timo Horn,"€ 27,519","€ 1,431,000","€ 1,484,316",K,23,Germany,Koln,Bundesliga,2016-2017
6,Marco Höger,"€ 18,346","€ 954,000","€ 989,544",M,26,Germany,Koln,Bundesliga,2016-2017
7,Dominic Maroh,"€ 18,346","€ 954,000","€ 989,544",D,29,Slovenia,Koln,Bundesliga,2016-2017
8,Milos Jojic,"€ 18,346","€ 954,000","€ 989,544",M,24,Serbia,Koln,Bundesliga,2016-2017
9,Konstantin Rausch,"€ 14,673","€ 763,000","€ 791,428",D,26,Russia,Koln,Bundesliga,2016-2017
10,Simon Zoller,"€ 14,673","€ 763,000","€ 791,428",F,25,Germany,Koln,Bundesliga,2016-2017
11,Dominique Heintz,"€ 14,673","€ 763,000","€ 791,428",D,22,Germany,Koln,Bundesliga,2016-2017
12,Matthias Lehmann,"€ 14,673","€ 763,000","€ 791,428",M,33,Germany,Koln,Bundesliga,2016-2017
13,Artjoms Rudnevs,"€ 14,673","€ 763,000","€ 791,428",F,28,Latvia,Koln,Bundesliga,2016-2017
14,Marcel Risse,"€ 14,673","€ 763,000","€ 791,428",M,26,Germany,Koln,Bundesliga,2016-2017
15,Pawel Olkowski,"€ 11,000","€ 572,000","€ 593,312",D,26,Poland,Koln,Bundesliga,2016-2017
16,Thomas Kessler,"€ 7,327","€ 381,000","€ 395,195",K,30,Germany,Koln,Bundesliga,2016-2017
17,Marcel Hartel,"€ 5,500","€ 286,000","€ 296,656",F,20,Germany,Koln,Bundesliga,2016-2017
18,Salih Özcan,"€ 4,308","€ 224,000","€ 232,346",M,18,Germany,Koln,Bundesliga,2016-2017
19,Lukas Klünter,"€ 3,673","€ 191,000","€ 198,116",D,20,Germany,Koln,Bundesliga,2016-2017
20,Sven Müller,"€ 1,827","€ 95,000","€ 98,540",K,20,Germany,Koln,Bundesliga,2016-2017
21,Matthias Hamrol,€ 731,"€ 38,000","€ 39,416",K,22,Germany,Koln,Bundesliga,2016-2017
22,Sven Bacher,€ 731,"€ 38,000","€ 39,416",K,27,Germany,Koln,Bundesliga,2016-2017
23,Birk Risa,€ 462,"€ 24,000","€ 24,894",D,18,Norway,Koln,Bundesliga,2016-2017
24,Hikmet Ciftci,€ 0,€ 0,€ 0,M,18,Turkey,Koln,Bundesliga,2016-2017
25,Filip Mladenovic,€ 0,€ 0,€ 0,D,24,Serbia,Koln,Bundesliga,2016-2017
26,Mergim Mavraj,€ 0,€ 0,€ 0,D,30,Albania,Koln,Bundesliga,2016-2017
27,Yuya Osako,€ 0,€ 0,€ 0,F,26,Japan,Koln,Bundesliga,2016-2017
28,Serhou Guirassy,€ 0,€ 0,€ 0,F,20,France,Koln,Bundesliga,2016-2017
29,Frederik Sörensen,€ 0,€ 0,€ 0,D,24,Denmark,Koln,Bundesliga,2016-2017
