,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Emil Forsberg,"€ 73,365","€ 3,815,000","€ 3,957,139",F,24,Sweden,Leipzig,Bundesliga,2016-2017
1,Naby Keïta,"€ 55,212","€ 2,871,000","€ 2,977,968",M,21,Guinea,Leipzig,Bundesliga,2016-2017
2,Kyriakos Papadopoulos,"€ 55,212","€ 2,871,000","€ 2,977,968",D,24,Greece,Leipzig,Bundesliga,2016-2017
3,Timo Werner,"€ 36,808","€ 1,914,000","€ 1,985,312",F,20,Germany,Leipzig,Bundesliga,2016-2017
4,Marcel Sabitzer,"€ 36,692","€ 1,908,000","€ 1,979,088",F,22,Austria,Leipzig,Bundesliga,2016-2017
5,Davie Selke,"€ 27,519","€ 1,431,000","€ 1,484,316",F,21,Germany,Leipzig,Bundesliga,2016-2017
6,Yussuf Poulsen,"€ 22,096","€ 1,149,000","€ 1,191,809",F,22,Denmark,Leipzig,Bundesliga,2016-2017
7,Marcel Halstenberg,"€ 19,808","€ 1,030,000","€ 1,068,376",D,24,Germany,Leipzig,Bundesliga,2016-2017
8,Péter Gulácsi,"€ 19,154","€ 996,000","€ 1,033,109",K,26,Hungary,Leipzig,Bundesliga,2016-2017
9,Diego Demme,"€ 18,346","€ 954,000","€ 989,544",M,24,Germany,Leipzig,Bundesliga,2016-2017
10,Willi Orban,"€ 18,346","€ 954,000","€ 989,544",D,23,Hungary,Leipzig,Bundesliga,2016-2017
11,Oliver Burke,"€ 14,346","€ 746,000","€ 773,794",F,19,Scotland,Leipzig,Bundesliga,2016-2017
12,Dayot Upamecano,"€ 14,346","€ 746,000","€ 773,794",D,17,France,Leipzig,Bundesliga,2016-2017
13,Marvin Compper,"€ 14,346","€ 746,000","€ 773,794",D,31,Germany,Leipzig,Bundesliga,2016-2017
14,Marius Müller,"€ 14,346","€ 746,000","€ 773,794",K,22,Germany,Leipzig,Bundesliga,2016-2017
15,Stefan Ilsanker,"€ 14,346","€ 746,000","€ 773,794",M,27,Austria,Leipzig,Bundesliga,2016-2017
16,Dominik Kaiser,"€ 14,346","€ 746,000","€ 773,794",M,27,Germany,Leipzig,Bundesliga,2016-2017
17,Anthony Jung,"€ 9,558","€ 497,000","€ 515,517",D,24,Germany,Leipzig,Bundesliga,2016-2017
18,Lukas Klostermann,"€ 9,173","€ 477,000","€ 494,772",D,20,Germany,Leipzig,Bundesliga,2016-2017
19,Benno Schmitz,"€ 8,135","€ 423,000","€ 438,760",D,21,Germany,Leipzig,Bundesliga,2016-2017
20,Bernardo,"€ 8,135","€ 423,000","€ 438,760",D,21,Brazil,Leipzig,Bundesliga,2016-2017
21,Rani Khedira,"€ 8,135","€ 423,000","€ 438,760",M,22,Germany,Leipzig,Bundesliga,2016-2017
22,Fabio Coltorti,"€ 3,827","€ 199,000","€ 206,414",K,35,Switzerland,Leipzig,Bundesliga,2016-2017
23,Benjamin Bellot,"€ 1,904","€ 99,000","€ 102,689",K,25,Germany,Leipzig,Bundesliga,2016-2017
24,Ken Gipson,€ 962,"€ 50,000","€ 51,863",D,20,Germany,Leipzig,Bundesliga,2016-2017
25,Kamil Wojtkowski,€ 481,"€ 25,000","€ 25,931",M,18,Poland,Leipzig,Bundesliga,2016-2017
26,Dominik Franke,€ 58,"€ 3,000","€ 3,112",D,17,Germany,Leipzig,Bundesliga,2016-2017
27,Atinc Nukan,€ 0,€ 0,€ 0,D,22,Turkey,Leipzig,Bundesliga,2016-2017
28,Federico Palacios,€ 0,€ 0,€ 0,F,21,Germany,Leipzig,Bundesliga,2016-2017
29,Zsolt Kalmár,€ 0,€ 0,€ 0,M,21,Hungary,Leipzig,Bundesliga,2016-2017
30,Nils Quaschner,€ 0,€ 0,€ 0,F,22,Germany,Leipzig,Bundesliga,2016-2017
31,Massimo Bruno,€ 0,€ 0,€ 0,F,22,Belgium,Leipzig,Bundesliga,2016-2017
32,John-Patrick Strauß,€ 0,€ 0,€ 0,D,20,Philippines,Leipzig,Bundesliga,2016-2017
