,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Zlatko Junuzovic,"€ 47,846","€ 2,488,000","€ 2,580,698",M,28,Austria,Werder Bremen,Bundesliga,2016-2017
1,Max Kruse,"€ 44,173","€ 2,297,000","€ 2,382,582",F,28,Germany,Werder Bremen,Bundesliga,2016-2017
2,Claudio Pizarro,"€ 36,808","€ 1,914,000","€ 1,985,312",F,37,Peru,Werder Bremen,Bundesliga,2016-2017
3,Niklas Moisander,"€ 36,365","€ 1,891,000","€ 1,961,455",D,30,Finland,Werder Bremen,Bundesliga,2016-2017
4,Clemens Fritz,"€ 33,135","€ 1,723,000","€ 1,787,195",M,35,Germany,Werder Bremen,Bundesliga,2016-2017
5,Florian Kainz,"€ 33,019","€ 1,717,000","€ 1,780,972",F,23,Austria,Werder Bremen,Bundesliga,2016-2017
6,Santiago García,"€ 28,712","€ 1,493,000","€ 1,548,626",D,27,Argentina,Werder Bremen,Bundesliga,2016-2017
7,Thomas Delaney,"€ 28,712","€ 1,493,000","€ 1,548,626",M,24,Denmark,Werder Bremen,Bundesliga,2016-2017
8,Theodor Gebre Selassie,"€ 27,615","€ 1,436,000","€ 1,489,502",D,29,Czech Republic,Werder Bremen,Bundesliga,2016-2017
9,Aron Jóhannsson,"€ 27,615","€ 1,436,000","€ 1,489,502",F,25,United States,Werder Bremen,Bundesliga,2016-2017
10,Serge Gnabry,"€ 27,615","€ 1,436,000","€ 1,489,502",F,20,Germany,Werder Bremen,Bundesliga,2016-2017
11,Izet Hajrovic,"€ 20,250","€ 1,053,000","€ 1,092,233",F,24,Bosnia-Herzegovina,Werder Bremen,Bundesliga,2016-2017
12,Fin Bartels,"€ 17,615","€ 916,000","€ 950,128",F,29,Germany,Werder Bremen,Bundesliga,2016-2017
13,Philipp Bargfrede,"€ 15,654","€ 814,000","€ 844,328",M,27,Germany,Werder Bremen,Bundesliga,2016-2017
14,Robert Bauer,"€ 14,346","€ 746,000","€ 773,794",D,21,Germany,Werder Bremen,Bundesliga,2016-2017
15,Luca Caldirola,"€ 14,346","€ 746,000","€ 773,794",D,25,Italy,Werder Bremen,Bundesliga,2016-2017
16,Raphael Wolf,"€ 14,346","€ 746,000","€ 773,794",K,28,Germany,Werder Bremen,Bundesliga,2016-2017
17,Sambou Yatabaré,"€ 14,346","€ 746,000","€ 773,794",M,27,Mali,Werder Bremen,Bundesliga,2016-2017
18,Lamine Sané,"€ 14,346","€ 746,000","€ 773,794",D,29,Senegal,Werder Bremen,Bundesliga,2016-2017
19,Johannes Eggestein,"€ 9,192","€ 478,000","€ 495,809",F,18,Germany,Werder Bremen,Bundesliga,2016-2017
20,Justin Eilers,"€ 9,173","€ 477,000","€ 494,772",F,28,Germany,Werder Bremen,Bundesliga,2016-2017
21,Felix Wiedwald,"€ 8,135","€ 423,000","€ 438,760",K,26,Germany,Werder Bremen,Bundesliga,2016-2017
22,Florian Grillitsch,"€ 8,135","€ 423,000","€ 438,760",M,20,Austria,Werder Bremen,Bundesliga,2016-2017
23,Milos Veljkovic,"€ 8,135","€ 423,000","€ 438,760",D,20,Serbia,Werder Bremen,Bundesliga,2016-2017
24,Ulisses Garcia,"€ 8,135","€ 423,000","€ 438,760",D,20,Switzerland,Werder Bremen,Bundesliga,2016-2017
25,Ousman Manneh,"€ 7,038","€ 366,000","€ 379,636",F,19,The Gambia,Werder Bremen,Bundesliga,2016-2017
26,Leon Guwara,"€ 2,385","€ 124,000","€ 128,620",D,20,Germany,Werder Bremen,Bundesliga,2016-2017
27,Michael Zetterer,"€ 1,904","€ 99,000","€ 102,689",K,20,Germany,Werder Bremen,Bundesliga,2016-2017
28,Niklas Schmidt,"€ 1,904","€ 99,000","€ 102,689",M,18,Germany,Werder Bremen,Bundesliga,2016-2017
29,Eric Oelschlägel,"€ 1,538","€ 80,000","€ 82,981",K,20,Germany,Werder Bremen,Bundesliga,2016-2017
30,Maximilian Eggestein,€ 962,"€ 50,000","€ 51,863",M,19,Germany,Werder Bremen,Bundesliga,2016-2017
31,Luca Zander,€ 904,"€ 47,000","€ 48,751",D,20,Germany,Werder Bremen,Bundesliga,2016-2017
32,Lukas Fröde,€ 865,"€ 45,000","€ 46,677",M,21,Germany,Werder Bremen,Bundesliga,2016-2017
33,Melvyn Lorenzen,€ 731,"€ 38,000","€ 39,416",F,21,Uganda,Werder Bremen,Bundesliga,2016-2017
34,Janek Sternberg,€ 0,€ 0,€ 0,D,23,Germany,Werder Bremen,Bundesliga,2016-2017
35,Fallou Diagne,€ 0,€ 0,€ 0,D,26,Senegal,Werder Bremen,Bundesliga,2016-2017
36,Jaroslav Drobny,€ 0,€ 0,€ 0,K,36,Czech Republic,Werder Bremen,Bundesliga,2016-2017
37,Levent Aycicek,€ 0,€ 0,€ 0,M,22,Germany,Werder Bremen,Bundesliga,2016-2017
38,Lennart Thy,€ 0,€ 0,€ 0,F,24,Germany,Werder Bremen,Bundesliga,2016-2017
39,Marnon Busch,€ 0,€ 0,€ 0,D,21,Germany,Werder Bremen,Bundesliga,2016-2017
40,Thanos Petsos,€ 0,€ 0,€ 0,M,25,Greece,Werder Bremen,Bundesliga,2016-2017
