,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Darío Lezcano,"€ 19,154","€ 996,000","€ 1,033,109",F,26,Paraguay,Ingolstadt,Bundesliga,2016-2017
1,Marcel Tisserand,"€ 14,346","€ 746,000","€ 773,794",D,23,Democratic Republic of Congo,Ingolstadt,Bundesliga,2016-2017
2,Roger,"€ 14,346","€ 746,000","€ 773,794",M,30,Brazil,Ingolstadt,Bundesliga,2016-2017
3,Robert Leipertz,"€ 14,346","€ 746,000","€ 773,794",F,23,Germany,Ingolstadt,Bundesliga,2016-2017
4,Mathew Leckie,"€ 14,346","€ 746,000","€ 773,794",F,25,Australia,Ingolstadt,Bundesliga,2016-2017
5,Florent Hadergjonaj,"€ 14,346","€ 746,000","€ 773,794",D,21,Kosovo,Ingolstadt,Bundesliga,2016-2017
6,Markus Suttner,"€ 14,346","€ 746,000","€ 773,794",D,29,Austria,Ingolstadt,Bundesliga,2016-2017
7,Marvin Matip,"€ 11,962","€ 622,000","€ 645,174",D,30,Cameroon,Ingolstadt,Bundesliga,2016-2017
8,Tobias Levels,"€ 9,558","€ 497,000","€ 515,517",D,29,Germany,Ingolstadt,Bundesliga,2016-2017
9,Anthony Jung,"€ 9,558","€ 497,000","€ 515,517",D,24,Germany,Ingolstadt,Bundesliga,2016-2017
10,Lukas Hinterseer,"€ 9,558","€ 497,000","€ 515,517",F,25,Austria,Ingolstadt,Bundesliga,2016-2017
11,Martin Hansen,"€ 9,558","€ 497,000","€ 515,517",K,26,Denmark,Ingolstadt,Bundesliga,2016-2017
12,Romain Brégerie,"€ 9,558","€ 497,000","€ 515,517",D,29,France,Ingolstadt,Bundesliga,2016-2017
13,Sonny Kittel,"€ 9,558","€ 497,000","€ 515,517",M,23,Germany,Ingolstadt,Bundesliga,2016-2017
14,Pascal Groß,"€ 8,135","€ 423,000","€ 438,760",M,25,Germany,Ingolstadt,Bundesliga,2016-2017
15,Alfredo Morales,"€ 8,135","€ 423,000","€ 438,760",M,26,United States,Ingolstadt,Bundesliga,2016-2017
16,Moritz Hartmann,"€ 8,135","€ 423,000","€ 438,760",F,30,Germany,Ingolstadt,Bundesliga,2016-2017
17,Almog Cohen,"€ 8,135","€ 423,000","€ 438,760",M,27,Israel,Ingolstadt,Bundesliga,2016-2017
18,Max Christiansen,"€ 4,788","€ 249,000","€ 258,277",M,19,Germany,Ingolstadt,Bundesliga,2016-2017
19,Stefan Lex,"€ 4,308","€ 224,000","€ 232,346",F,26,Germany,Ingolstadt,Bundesliga,2016-2017
20,Fabijan Buntic,"€ 2,558","€ 133,000","€ 137,955",K,19,Croatia,Ingolstadt,Bundesliga,2016-2017
21,Maurice Multhaup,"€ 1,904","€ 99,000","€ 102,689",M,19,Germany,Ingolstadt,Bundesliga,2016-2017
22,Giuseppe Leo,"€ 1,788","€ 93,000","€ 96,465",D,21,Germany,Ingolstadt,Bundesliga,2016-2017
23,Nico Rinderknecht,€ 808,"€ 42,000","€ 43,565",M,18,Germany,Ingolstadt,Bundesliga,2016-2017
24,Christian Ortag,€ 731,"€ 38,000","€ 39,416",K,21,Germany,Ingolstadt,Bundesliga,2016-2017
25,Thomas Pledl,€ 0,€ 0,€ 0,M,22,Germany,Ingolstadt,Bundesliga,2016-2017
26,Kerem Bülbül,€ 0,€ 0,€ 0,M,21,Germany,Ingolstadt,Bundesliga,2016-2017
27,Lukas Gerlspeck,€ 0,€ 0,€ 0,D,17,Germany,Ingolstadt,Bundesliga,2016-2017
28,Elias Kachunga,€ 0,€ 0,€ 0,F,24,Democratic Republic of Congo,Ingolstadt,Bundesliga,2016-2017
29,Örjan Nyland,€ 0,€ 0,€ 0,K,25,Norway,Ingolstadt,Bundesliga,2016-2017
30,Hauke Wahl,€ 0,€ 0,€ 0,D,22,Germany,Ingolstadt,Bundesliga,2016-2017
31,Patrick Sussek,€ 0,€ 0,€ 0,M,16,Germany,Ingolstadt,Bundesliga,2016-2017
