,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Sidney Sam,"€ 73,615","€ 3,828,000","€ 3,970,623",F,28,Germany,Darmstadt,Bundesliga,2016-2017
1,Sven Schipplock,"€ 14,346","€ 746,000","€ 773,794",F,27,Germany,Darmstadt,Bundesliga,2016-2017
2,Artem Fedetskyi,"€ 12,846","€ 668,000","€ 692,888",D,31,Ukraine,Darmstadt,Bundesliga,2016-2017
3,Michael Esser,"€ 12,769","€ 664,000","€ 688,739",K,28,Germany,Darmstadt,Bundesliga,2016-2017
4,Peter Niemeyer,"€ 12,538","€ 652,000","€ 676,292",M,32,Germany,Darmstadt,Bundesliga,2016-2017
5,Mario Vrancic,"€ 12,154","€ 632,000","€ 655,547",M,27,Bosnia-Herzegovina,Darmstadt,Bundesliga,2016-2017
6,Marcel Heller,"€ 12,115","€ 630,000","€ 653,473",M,30,Germany,Darmstadt,Bundesliga,2016-2017
7,Jérôme Gondorf,"€ 11,442","€ 595,000","€ 617,168",M,28,Germany,Darmstadt,Bundesliga,2016-2017
8,Alexander Milosevic,"€ 10,827","€ 563,000","€ 583,976",D,24,Sweden,Darmstadt,Bundesliga,2016-2017
9,Jan Rosenthal,"€ 9,558","€ 497,000","€ 515,517",F,30,Germany,Darmstadt,Bundesliga,2016-2017
10,Terrence Boyd,"€ 9,192","€ 478,000","€ 495,809",F,25,United States,Darmstadt,Bundesliga,2016-2017
11,Immanuel Höhn,"€ 8,769","€ 456,000","€ 472,990",D,24,Germany,Darmstadt,Bundesliga,2016-2017
12,Dominik Stroh-Engel,"€ 8,615","€ 448,000","€ 464,692",F,30,Germany,Darmstadt,Bundesliga,2016-2017
13,Markus Steinhöfer,"€ 8,135","€ 423,000","€ 438,760",D,30,Germany,Darmstadt,Bundesliga,2016-2017
14,Fabian Holland,"€ 8,135","€ 423,000","€ 438,760",D,25,Germany,Darmstadt,Bundesliga,2016-2017
15,Wilson Kamavuaka,"€ 8,135","€ 423,000","€ 438,760",M,26,Democratic Republic of Congo,Darmstadt,Bundesliga,2016-2017
16,Hamit Altintop,"€ 8,135","€ 423,000","€ 438,760",M,33,Turkey,Darmstadt,Bundesliga,2016-2017
17,Patrick Banggaard,"€ 8,135","€ 423,000","€ 438,760",D,22,Denmark,Darmstadt,Bundesliga,2016-2017
18,Denys Oliynyk,"€ 8,135","€ 423,000","€ 438,760",F,29,Ukraine,Darmstadt,Bundesliga,2016-2017
19,Antonio Colak,"€ 7,692","€ 400,000","€ 414,903",F,22,Croatia,Darmstadt,Bundesliga,2016-2017
20,Benjamin Gorka,"€ 6,654","€ 346,000","€ 358,891",D,32,Germany,Darmstadt,Bundesliga,2016-2017
21,Daniel Heuer Fernandes,"€ 5,519","€ 287,000","€ 297,693",K,23,Portugal,Darmstadt,Bundesliga,2016-2017
22,Sandro Sirigu,"€ 4,788","€ 249,000","€ 258,277",D,27,Germany,Darmstadt,Bundesliga,2016-2017
23,Leon Guwara,"€ 2,385","€ 124,000","€ 128,620",D,20,Germany,Darmstadt,Bundesliga,2016-2017
24,Felix Platte,"€ 1,904","€ 99,000","€ 102,689",F,20,Germany,Darmstadt,Bundesliga,2016-2017
25,Yannick Stark,€ 0,€ 0,€ 0,M,25,Germany,Darmstadt,Bundesliga,2016-2017
26,Änis Ben-Hatira,€ 0,€ 0,€ 0,M,27,Tunisia,Darmstadt,Bundesliga,2016-2017
27,Aytac Sulu,€ 0,€ 0,€ 0,D,30,Turkey,Darmstadt,Bundesliga,2016-2017
28,Can Luka Aydogan,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
29,Daniel Thur,€ 0,€ 0,€ 0,D,18,Germany,Darmstadt,Bundesliga,2016-2017
30,Florian Jungwirth,€ 0,€ 0,€ 0,M,27,Germany,Darmstadt,Bundesliga,2016-2017
31,Igor Berezovsky,€ 0,€ 0,€ 0,K,25,Ukraine,Darmstadt,Bundesliga,2016-2017
32,Johannes Wolff,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
33,Júnior Díaz,€ 0,€ 0,€ 0,D,32,Costa Rica,Darmstadt,Bundesliga,2016-2017
34,László Kleinheisler,€ 0,€ 0,€ 0,M,22,Hungary,Darmstadt,Bundesliga,2016-2017
35,Liam Fisch,€ 0,€ 0,€ 0,F,17,Germany,Darmstadt,Bundesliga,2016-2017
36,Roman Bezjak,€ 0,€ 0,€ 0,F,27,Slovenia,Darmstadt,Bundesliga,2016-2017
37,Silas Zehnder,€ 0,€ 0,€ 0,D,17,Germany,Darmstadt,Bundesliga,2016-2017
38,Victor Obinna,€ 0,€ 0,€ 0,F,29,Nigeria,Darmstadt,Bundesliga,2016-2017
