club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC St. Pauli,Thomas Sobotzik,20,Attacking Midfield,E. Frankfurt,£135Th.,in,Summer,0.135,1 Bundesliga,1995,1995/1996
FC St. Pauli,Ralf Becker,24,Attacking Midfield,Bay. Leverkusen,Free transfer,in,Summer,0,1 Bundesliga,1995,1995/1996
FC St. Pauli,Michél Dinzey,22,Left Midfield,VfB Stuttgart,£23Th.,in,Summer,0.023,1 Bundesliga,1995,1995/1996
FC St. Pauli,Tore Pedersen,25,Centre-Back,SK Brann,?,in,Summer,NA,1 Bundesliga,1995,1995/1996
FC St. Pauli,Hysen Zmijani,32,Right-Back,Al-Nassr,?,in,Summer,NA,1 Bundesliga,1995,1995/1996
FC St. Pauli,Paul Caligiuri,31,Defensive Midfield,Hansa Rostock,Loan,in,Summer,0,1 Bundesliga,1995,1995/1996
FC St. Pauli,Bernd Hollerbach,25,Left-Back,1.FC K'lautern,£810Th.,out,Summer,0.81,1 Bundesliga,1995,1995/1996
FC St. Pauli,Andreas Mayer,22,Central Midfield,Stabæk Fotball,Free transfer,out,Summer,0,1 Bundesliga,1995,1995/1996
FC St. Pauli,Niclas Weiland,22,Right Winger,Hannover 96,?,out,Summer,NA,1 Bundesliga,1995,1995/1996
FC St. Pauli,René Müller,36,Goalkeeper,Retired,-,out,Summer,0,1 Bundesliga,1995,1995/1996
KFC Uerdingen 05,Zlatko Yankov,29,Defensive Midfield,Levski Sofia,£360Th.,in,Summer,0.36,1 Bundesliga,1995,1995/1996
KFC Uerdingen 05,Michael Lusch,31,Right Midfield,1.FC K'lautern,£266Th.,in,Summer,0.266,1 Bundesliga,1995,1995/1996
KFC Uerdingen 05,Erik Meijer,25,Centre-Forward,PSV Eindhoven,Free transfer,in,Summer,0,1 Bundesliga,1995,1995/1996
KFC Uerdingen 05,John van Buskirk,23,Centre-Forward,Indiana Hoosier,Free transfer,in,Summer,0,1 Bundesliga,1995,1995/1996
