endMinuteExpanded,formationId,formationName,formationNo,formationPositions,formationSlots,jerseyNumbers,period,playerIds,startMinuteExpanded,matchId,homeTeamId,homeTeamName
90,2,442,1,"[{'vertical': 0.0, 'horizontal': 5.0}, {'vertical': 2.5, 'horizontal': 1.0}, {'vertical': 2.5, 'horizontal': 9.0}, {'vertical': 6.0, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 3.5}, {'vertical': 2.5, 'horizontal': 6.5}, {'vertical': 6.0, 'horizontal': 1.0}, {'vertical': 6.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 6.5}, {'vertical': 9.0, 'horizontal': 3.5}, {'vertical': 6.0, 'horizontal': 9.0}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0]","[27, 77, 17, 7, 4, 29, 11, 33, 30, 9, 20, 1, 5, 13, 16, 19, 24, 94]",16,"[24526, 5785, 1045, 2239, 3729, 10333, 5698, 2568, 164, 4580, 1964, 4609, 2303, 12874, 5202, 9444, 12473, 10407]",0,347651,84,Roma
