,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kamil Glik,,"€ 61,731","€ 3,210,000",CB,32,Starter,"Jun 30, 2023",3-yrs,"€ 9,630,000",Benevento,Serie A,2020-2021
1,Iago Falque,,"€ 60,577","€ 3,150,000",RW,31,Starter,"Jun 30, 2021",1-yr,"€ 3,150,000",Benevento,Serie A,2020-2021
2,Gianluca Lapadula,,"€ 56,923","€ 2,960,000",CF,30,Reserve,"Jun 30, 2023",3-yrs,"€ 8,880,000",Benevento,Serie A,2020-2021
3,Gianluca Caprari,,"€ 32,115","€ 1,670,000",LW,27,Starter,"Jun 30, 2021",1-yr,"€ 1,670,000",Benevento,Serie A,2020-2021
4,Artur Ionita,,"€ 32,115","€ 1,670,000",CM,30,Starter,"Jun 30, 2023",3-yrs,"€ 5,010,000",Benevento,Serie A,2020-2021
5,Nicolas Viola,,"€ 26,731","€ 1,390,000",CM,31,Reserve,"Jun 30, 2021",1-yr,"€ 1,390,000",Benevento,Serie A,2020-2021
6,Siriki Sanogo,,"€ 25,000","€ 1,300,000",CM,19,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Benevento,Serie A,2020-2021
7,Marco Sau,,"€ 25,000","€ 1,300,000",CF,33,Reserve,"Jun 30, 2021",1-yr,"€ 1,300,000",Benevento,Serie A,2020-2021
8,Pasquale Schiattarella,,"€ 25,000","€ 1,300,000",CM,33,Starter,"Jun 30, 2022",2-yrs,"€ 2,600,000",Benevento,Serie A,2020-2021
9,Perparim Hetemaj,,"€ 25,000","€ 1,300,000",CM,34,Starter,"Jun 30, 2021",1-yr,"€ 1,300,000",Benevento,Serie A,2020-2021
10,Adolfo Gaich,,"€ 22,115","€ 1,150,000",CF,21,Reserve,"Jun 30, 2021",1-yr,"€ 1,150,000",Benevento,Serie A,2020-2021
11,Bryan Dabo,,"€ 21,346","€ 1,110,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 2,220,000",Benevento,Serie A,2020-2021
12,Luca Antei,,"€ 21,346","€ 1,110,000",CB,28,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Benevento,Serie A,2020-2021
13,Roberto Insigne,,"€ 17,885","€ 930,000",RW,26,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Benevento,Serie A,2020-2021
14,Federico Barba,,"€ 15,962","€ 830,000",CB,27,Reserve,"Jun 30, 2023",3-yrs,"€ 2,490,000",Benevento,Serie A,2020-2021
15,Gabriele Moncini,,"€ 12,500","€ 650,000",CF,24,Starter,"Jun 30, 2023",3-yrs,"€ 1,950,000",Benevento,Serie A,2020-2021
16,Gaetano Letizia,,"€ 12,500","€ 650,000",RB,30,Starter,"Jun 30, 2022",2-yrs,"€ 1,300,000",Benevento,Serie A,2020-2021
17,Fabio Depaoli,,"€ 12,500","€ 650,000",RB,23,Reserve,"Jun 30, 2021",1-yr,"€ 650,000",Benevento,Serie A,2020-2021
18,Luca Caldirola,,"€ 12,308","€ 640,000",CB,30,Starter,"Jun 30, 2021",1-yr,"€ 640,000",Benevento,Serie A,2020-2021
19,Andrés Tello,,"€ 10,769","€ 560,000",CM,24,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Benevento,Serie A,2020-2021
20,Lorenzo Montipò,,"€ 9,615","€ 500,000",GK,24,Starter,"Jun 30, 2021",1-yr,"€ 500,000",Benevento,Serie A,2020-2021
21,Daam Foulon,,"€ 8,654","€ 450,000",LB,21,Starter,"Jun 30, 2023",3-yrs,"€ 1,350,000",Benevento,Serie A,2020-2021
22,Alessandro Tuia,,"€ 7,115","€ 370,000",CB,30,Reserve,"Jun 30, 2021",1-yr,"€ 370,000",Benevento,Serie A,2020-2021
23,Riccardo Improta,,"€ 7,115","€ 370,000",LW,27,Reserve,"Jun 30, 2022",2-yrs,"€ 740,000",Benevento,Serie A,2020-2021
24,Nicolò Manfredini,,"€ 2,885","€ 150,000",GK,32,Reserve,"Jun 30, 2021",1-yr,"€ 150,000",Benevento,Serie A,2020-2021
25,Giuseppe Di Serio,,"€ 2,885","€ 150,000",CF,19,Reserve,"Jun 30, 2021",1-yr,"€ 150,000",Benevento,Serie A,2020-2021
26,Pier Graziano Gori,,"€ 2,500","€ 130,000",GK,40,Reserve,"Jun 30, 2021",1-yr,"€ 130,000",Benevento,Serie A,2020-2021
27,Christian Pastina,,"€ 1,731","€ 90,000",CB,19,Reserve,"Jun 30, 2021",1-yr,"€ 90,000",Benevento,Serie A,2020-2021
28,Davide Masella,,€ 769,"€ 40,000",AM,18,Reserve,"Jun 30, 2024",4-yrs,"€ 160,000",Benevento,Serie A,2020-2021
29,Igor Lucatelli,,€ 769,"€ 40,000",GK,17,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Benevento,Serie A,2020-2021
