,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Kalidou Koulibaly,,"€ 213,654","€ 11,110,000",CB,29,Starter,"Jun 30, 2023",3-yrs,"€ 33,330,000",Napoli,Serie A,2020-2021
1,Lorenzo Insigne,,"€ 163,846","€ 8,520,000",LW,29,Starter,"Jun 30, 2022",2-yrs,"€ 17,040,000",Napoli,Serie A,2020-2021
2,Dries Mertens,,"€ 160,192","€ 8,330,000",CF,33,Starter,"Jun 30, 2022",2-yrs,"€ 16,660,000",Napoli,Serie A,2020-2021
3,Konstantinos Manolas,,"€ 142,500","€ 7,410,000",CB,29,Starter,"Jun 30, 2024",4-yrs,"€ 29,640,000",Napoli,Serie A,2020-2021
4,Piotr Zielinski,,"€ 124,615","€ 6,480,000",CM,26,Starter,"Jun 30, 2024",4-yrs,"€ 25,920,000",Napoli,Serie A,2020-2021
5,Victor Osimhen,,"€ 110,962","€ 5,770,000",CF,22,Starter,"Jun 30, 2025",5-yrs,"€ 28,850,000",Napoli,Serie A,2020-2021
6,Hirving Lozano,,"€ 110,962","€ 5,770,000",RW,25,Starter,"Jun 30, 2024",4-yrs,"€ 23,080,000",Napoli,Serie A,2020-2021
7,Faouzi Ghoulam,,"€ 85,385","€ 4,440,000",LB,30,Reserve,"Jun 30, 2022",2-yrs,"€ 8,880,000",Napoli,Serie A,2020-2021
8,Giovanni Di Lorenzo,,"€ 81,923","€ 4,260,000",RB,27,Starter,"Jun 30, 2025",5-yrs,"€ 21,300,000",Napoli,Serie A,2020-2021
9,Matteo Politano,,"€ 78,269","€ 4,070,000",RW,27,Reserve,"Jun 30, 2021",1-yr,"€ 4,070,000",Napoli,Serie A,2020-2021
10,Mário Rui,,"€ 74,808","€ 3,890,000",LB,29,Reserve,"Jun 30, 2025",5-yrs,"€ 19,450,000",Napoli,Serie A,2020-2021
11,Andrea Petagna,,"€ 64,038","€ 3,330,000",CF,25,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Napoli,Serie A,2020-2021
12,Diego Demme,,"€ 61,731","€ 3,210,000",DM,29,Reserve,"Jun 30, 2024",4-yrs,"€ 12,840,000",Napoli,Serie A,2020-2021
13,Elseid Hysaj,,"€ 56,923","€ 2,960,000",RB,27,Starter,"Jun 30, 2021",1-yr,"€ 2,960,000",Napoli,Serie A,2020-2021
14,Fabián Ruiz,,"€ 53,462","€ 2,780,000",CM,24,Starter,"Jun 30, 2023",3-yrs,"€ 8,340,000",Napoli,Serie A,2020-2021
15,Tiemoué Bakayoko,,"€ 49,231","€ 2,560,000",DM,26,Reserve,"Jun 30, 2021",1-yr,"€ 2,560,000",Napoli,Serie A,2020-2021
16,Stanislav Lobotka,,"€ 49,231","€ 2,560,000",DM,26,Reserve,"Jun 30, 2024",4-yrs,"€ 10,240,000",Napoli,Serie A,2020-2021
17,Amir Rrahmani,,"€ 44,423","€ 2,310,000",CB,26,Reserve,"Jun 30, 2024",4-yrs,"€ 9,240,000",Napoli,Serie A,2020-2021
18,Nikola Maksimovic,,"€ 42,692","€ 2,220,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 2,220,000",Napoli,Serie A,2020-2021
19,Eljif Elmas,,"€ 36,923","€ 1,920,000",AM,21,Reserve,"Jun 30, 2025",5-yrs,"€ 9,600,000",Napoli,Serie A,2020-2021
20,Alex Meret,,"€ 35,577","€ 1,850,000",GK,23,Starter,"Jun 30, 2023",3-yrs,"€ 5,550,000",Napoli,Serie A,2020-2021
21,David Ospina,,"€ 34,423","€ 1,790,000",GK,32,Reserve,"Jun 30, 2022",2-yrs,"€ 3,580,000",Napoli,Serie A,2020-2021
22,Nikita Contini,,"€ 10,769","€ 560,000",GK,24,Reserve,"Jun 30, 2025",5-yrs,"€ 2,800,000",Napoli,Serie A,2020-2021
