,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Cristiano Ronaldo,,"€ 1,104,038","€ 57,410,000",LW,35,Starter,"Jun 30, 2022",2-yrs,"€ 114,820,000",Juventus,Serie A,2020-2021
1,Paulo Dybala,,"€ 260,000","€ 13,520,000",SS,27,Starter,"Jun 30, 2022",2-yrs,"€ 27,040,000",Juventus,Serie A,2020-2021
2,Leonardo Bonucci,,"€ 231,538","€ 12,040,000",CB,33,Starter,"Jun 30, 2024",4-yrs,"€ 48,160,000",Juventus,Serie A,2020-2021
3,Wojciech Szczesny,,"€ 231,538","€ 12,040,000",GK,30,Starter,"Jun 30, 2024",4-yrs,"€ 48,160,000",Juventus,Serie A,2020-2021
4,Alex Sandro,,"€ 213,654","€ 11,110,000",LB,30,Starter,"Jun 30, 2023",3-yrs,"€ 33,330,000",Juventus,Serie A,2020-2021
5,Matthijs de Ligt,,"€ 197,308","€ 10,260,000",CB,21,Starter,"Jun 30, 2024",4-yrs,"€ 41,040,000",Juventus,Serie A,2020-2021
6,Federico Chiesa,,"€ 178,077","€ 9,260,000",RW,23,Reserve,"Jun 30, 2022",2-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
7,Juan Cuadrado,,"€ 178,077","€ 9,260,000",RB,32,Starter,"Jun 30, 2022",2-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
8,Aaron Ramsey,,"€ 172,500","€ 8,970,000",CM,30,Reserve,"Jun 30, 2023",3-yrs,"€ 26,910,000",Juventus,Serie A,2020-2021
9,Adrien Rabiot,,"€ 172,500","€ 8,970,000",CM,25,Starter,"Jun 30, 2023",3-yrs,"€ 26,910,000",Juventus,Serie A,2020-2021
10,Federico Bernardeschi,,"€ 142,500","€ 7,410,000",RW,26,Reserve,"Jun 30, 2022",2-yrs,"€ 14,820,000",Juventus,Serie A,2020-2021
11,Giorgio Chiellini,,"€ 124,615","€ 6,480,000",CB,36,Reserve,"Jun 30, 2021",1-yr,"€ 6,480,000",Juventus,Serie A,2020-2021
12,Álvaro Morata,,"€ 123,269","€ 6,410,000",CF,28,Reserve,"Jun 30, 2022",2-yrs,"€ 12,820,000",Juventus,Serie A,2020-2021
13,Arthur,,"€ 123,269","€ 6,410,000",CM,24,Reserve,"Jun 30, 2025",5-yrs,"€ 32,050,000",Juventus,Serie A,2020-2021
14,Danilo,,"€ 98,654","€ 5,130,000",RB,29,Starter,"Jun 30, 2024",4-yrs,"€ 20,520,000",Juventus,Serie A,2020-2021
15,Rodrigo Bentancur,,"€ 89,038","€ 4,630,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
16,Dejan Kulusevski,,"€ 89,038","€ 4,630,000",RW,20,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Juventus,Serie A,2020-2021
17,Merih Demiral,,"€ 64,038","€ 3,330,000",CB,22,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Juventus,Serie A,2020-2021
18,Weston McKennie,,"€ 61,731","€ 3,210,000",CM,22,Reserve,"Jun 30, 2025",5-yrs,"€ 16,050,000",Juventus,Serie A,2020-2021
19,Gianluigi Buffon,,"€ 53,462","€ 2,780,000",GK,43,Reserve,"Jun 30, 2021",1-yr,"€ 2,780,000",Juventus,Serie A,2020-2021
20,Radu Drăgușin,,"€ 18,269","€ 950,000",CB,19,Reserve,"Jun 30, 2025",5-yrs,"€ 4,750,000",Juventus,Serie A,2020-2021
21,Carlo Pinsoglio,,"€ 10,769","€ 560,000",GK,30,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Juventus,Serie A,2020-2021
22,Gianluca Frabotta,,"€ 3,654","€ 190,000",LB,21,Reserve,"Jun 30, 2023",3-yrs,"€ 570,000",Juventus,Serie A,2020-2021
