,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Diego Farias,,"€ 35,577","€ 1,850,000",LW,30,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Spezia,Serie A,2020-2021
1,Riccardo Saponara,,"€ 24,615","€ 1,280,000",AM,29,Reserve,"Jun 30, 2021",1-yr,"€ 1,280,000",Spezia,Serie A,2020-2021
2,Jeroen Zoet,,"€ 24,615","€ 1,280,000",GK,30,Reserve,"Jun 30, 2022",2-yrs,"€ 2,560,000",Spezia,Serie A,2020-2021
3,Ardian Ismajli,,"€ 14,808","€ 770,000",CB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 2,310,000",Spezia,Serie A,2020-2021
4,Andrey Galabinov,,"€ 14,231","€ 740,000",CF,32,Starter,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
5,Daniele Verde,,"€ 14,231","€ 740,000",RW,24,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
6,Jacopo Sala,,"€ 14,231","€ 740,000",RB,29,Reserve,"Jun 30, 2022",2-yrs,"€ 1,480,000",Spezia,Serie A,2020-2021
7,Kevin Agudelo,,"€ 14,231","€ 740,000",RW,22,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Spezia,Serie A,2020-2021
8,M'Bala Nzola,,"€ 14,231","€ 740,000",CF,24,Starter,"Jun 30, 2023",3-yrs,"€ 2,220,000",Spezia,Serie A,2020-2021
9,Juan Ramos,,"€ 12,885","€ 670,000",LB,24,Reserve,"Jun 30, 2022",2-yrs,"€ 1,340,000",Spezia,Serie A,2020-2021
10,Ivan Provedel,,"€ 12,885","€ 670,000",GK,26,Starter,"Jun 30, 2022",2-yrs,"€ 1,340,000",Spezia,Serie A,2020-2021
11,Cristian Dell'Orco,,"€ 10,769","€ 560,000",LB,26,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
12,Riccardo Marchizza,,"€ 10,769","€ 560,000",CB,22,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
13,Federico Mattiello,,"€ 10,769","€ 560,000",RB,25,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
14,Elio Capradossi,,"€ 10,769","€ 560,000",CB,24,Reserve,"Jun 30, 2023",3-yrs,"€ 1,680,000",Spezia,Serie A,2020-2021
15,Roberto Piccoli,,"€ 10,769","€ 560,000",CF,20,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
16,Tommaso Pobega,,"€ 10,769","€ 560,000",CM,21,Starter,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
17,Rafael,,"€ 10,769","€ 560,000",GK,38,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Spezia,Serie A,2020-2021
18,Claudio Terzi,,"€ 8,846","€ 460,000",CB,36,Starter,"Jun 30, 2021",1-yr,"€ 460,000",Spezia,Serie A,2020-2021
19,Lucien Agoume,,"€ 8,654","€ 450,000",DM,18,Reserve,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
20,Nahuel Estévez,,"€ 8,654","€ 450,000",CM,25,Starter,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
21,Léo Sena,,"€ 8,654","€ 450,000",DM,25,Reserve,"Jun 30, 2021",1-yr,"€ 450,000",Spezia,Serie A,2020-2021
22,Giulio Maggiore,,"€ 7,115","€ 370,000",CM,22,Reserve,"Jun 30, 2023",3-yrs,"€ 1,110,000",Spezia,Serie A,2020-2021
23,Matteo Ricci,,"€ 7,115","€ 370,000",DM,26,Starter,"Jun 30, 2021",1-yr,"€ 370,000",Spezia,Serie A,2020-2021
24,Salva Ferrer,,"€ 6,154","€ 320,000",RB,23,Reserve,"Jun 30, 2023",3-yrs,"€ 960,000",Spezia,Serie A,2020-2021
25,Martin Erlic,,"€ 5,385","€ 280,000",CB,23,Reserve,"Jun 30, 2024",4-yrs,"€ 1,120,000",Spezia,Serie A,2020-2021
26,Gennaro Acampora,,"€ 5,385","€ 280,000",CM,26,Reserve,"Jun 30, 2021",1-yr,"€ 280,000",Spezia,Serie A,2020-2021
27,Julian Chabot,,"€ 5,000","€ 260,000",CB,22,Starter,"Jun 30, 2021",1-yr,"€ 260,000",Spezia,Serie A,2020-2021
28,Luca Vignali,,"€ 3,846","€ 200,000",RB,25,Starter,"Jun 30, 2023",3-yrs,"€ 600,000",Spezia,Serie A,2020-2021
29,Emmanuel Gyasi,,"€ 3,654","€ 190,000",LW,27,Starter,"Jun 30, 2023",3-yrs,"€ 570,000",Spezia,Serie A,2020-2021
30,Simone Bastoni,,"€ 3,654","€ 190,000",LB,24,Starter,"Jun 30, 2022",2-yrs,"€ 380,000",Spezia,Serie A,2020-2021
31,Titas Krapikas,,€ 769,"€ 40,000",GK,22,Reserve,"Jun 30, 2022",2-yrs,"€ 80,000",Spezia,Serie A,2020-2021
