,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Duván Zapata,,"€ 64,038","€ 3,330,000",CF,29,Starter,"Jun 30, 2023",3-yrs,"€ 9,990,000",Atalanta,Serie A,2020-2021
1,Josip Ilicic,,"€ 64,038","€ 3,330,000",SS,33,Starter,"Jun 30, 2022",2-yrs,"€ 6,660,000",Atalanta,Serie A,2020-2021
2,Aleksey Miranchuk,,"€ 53,462","€ 2,780,000",AM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 11,120,000",Atalanta,Serie A,2020-2021
3,Viktor Kovalenko,,"€ 49,231","€ 2,560,000",AM,24,Reserve,"Jun 30, 2025",5-yrs,"€ 12,800,000",Atalanta,Serie A,2020-2021
4,Luis Muriel,,"€ 44,423","€ 2,310,000",CF,29,Starter,"Jun 30, 2024",4-yrs,"€ 9,240,000",Atalanta,Serie A,2020-2021
5,Mattia Caldara,,"€ 35,577","€ 1,850,000",CB,26,Reserve,"Jun 30, 2021",1-yr,"€ 1,850,000",Atalanta,Serie A,2020-2021
6,Mario Pasalic,,"€ 35,577","€ 1,850,000",CM,25,Starter,"Jun 30, 2024",4-yrs,"€ 7,400,000",Atalanta,Serie A,2020-2021
7,Rafael Tolói,,"€ 35,577","€ 1,850,000",CB,30,Reserve,"Jun 30, 2023",3-yrs,"€ 5,550,000",Atalanta,Serie A,2020-2021
8,Marten de Roon,,"€ 35,577","€ 1,850,000",DM,29,Starter,"Jun 30, 2024",4-yrs,"€ 7,400,000",Atalanta,Serie A,2020-2021
9,Berat Djimsiti,,"€ 28,462","€ 1,480,000",CB,27,Starter,"Jun 30, 2022",2-yrs,"€ 2,960,000",Atalanta,Serie A,2020-2021
10,Hans Hateboer,,"€ 28,462","€ 1,480,000",RB,27,Starter,"Jun 30, 2022",2-yrs,"€ 2,960,000",Atalanta,Serie A,2020-2021
11,José Luis Palomino,,"€ 28,462","€ 1,480,000",CB,31,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Atalanta,Serie A,2020-2021
12,Pierluigi Gollini,,"€ 28,462","€ 1,480,000",GK,25,Starter,"Jun 30, 2023",3-yrs,"€ 4,440,000",Atalanta,Serie A,2020-2021
13,Remo Freuler,,"€ 28,462","€ 1,480,000",CM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 2,960,000",Atalanta,Serie A,2020-2021
14,Robin Gosens,,"€ 28,462","€ 1,480,000",LB,26,Starter,"Jun 30, 2022",2-yrs,"€ 2,960,000",Atalanta,Serie A,2020-2021
15,Ruslan Malinovskyi,,"€ 24,615","€ 1,280,000",AM,27,Reserve,"Jun 30, 2024",4-yrs,"€ 5,120,000",Atalanta,Serie A,2020-2021
16,Marco Sportiello,,"€ 21,346","€ 1,110,000",GK,28,Reserve,"Jun 30, 2021",1-yr,"€ 1,110,000",Atalanta,Serie A,2020-2021
17,Sam Lammers,,"€ 19,808","€ 1,030,000",CF,23,Reserve,"Jun 30, 2025",5-yrs,"€ 5,150,000",Atalanta,Serie A,2020-2021
18,Joakim Maehle,,"€ 17,308","€ 900,000",RB,23,Reserve,"Jun 30, 2025",5-yrs,"€ 4,500,000",Atalanta,Serie A,2020-2021
19,Matteo Pessina,,"€ 14,231","€ 740,000",AM,23,Reserve,"Jun 30, 2022",2-yrs,"€ 1,480,000",Atalanta,Serie A,2020-2021
20,Boris Radunović,,"€ 10,962","€ 570,000",GK,24,Reserve,"Jun 30, 2022",2-yrs,"€ 1,140,000",Atalanta,Serie A,2020-2021
21,Bosko Sutalo,,"€ 6,154","€ 320,000",CB,21,Reserve,"Jun 30, 2024",4-yrs,"€ 1,280,000",Atalanta,Serie A,2020-2021
22,Francesco Rossi,,"€ 3,654","€ 190,000",GK,29,Reserve,"Jun 30, 2021",1-yr,"€ 190,000",Atalanta,Serie A,2020-2021
23,Cristian Romero,,"€ 3,269","€ 170,000",CB,22,Starter,"Jun 30, 2022",2-yrs,"€ 340,000",Atalanta,Serie A,2020-2021
24,Matteo Ruggeri,,€ 769,"€ 40,000",LB,18,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Atalanta,Serie A,2020-2021
