,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Fernando Llorente,,"€ 61,731","€ 3,210,000",CF,35,Starter,"Jun 30, 2022",2-yrs,"€ 6,420,000",Udinese,Serie A,2020-2021
1,Rodrigo de Paul,,"€ 35,577","€ 1,850,000",CM,26,Starter,"Jun 30, 2024",4-yrs,"€ 7,400,000",Udinese,Serie A,2020-2021
2,Mato Jajalo,,"€ 25,000","€ 1,300,000",DM,32,Reserve,"Jun 30, 2022",2-yrs,"€ 2,600,000",Udinese,Serie A,2020-2021
3,Ilija Nestorovski,,"€ 25,000","€ 1,300,000",CF,30,Reserve,"Jun 30, 2022",2-yrs,"€ 2,600,000",Udinese,Serie A,2020-2021
4,Gerard Deulofeu,,"€ 24,615","€ 1,280,000",LW,26,Reserve,"Jun 30, 2024",4-yrs,"€ 5,120,000",Udinese,Serie A,2020-2021
5,Roberto Pereyra,,"€ 24,615","€ 1,280,000",AM,30,Starter,"Jun 30, 2023",3-yrs,"€ 3,840,000",Udinese,Serie A,2020-2021
6,Juan Musso,,"€ 21,346","€ 1,110,000",GK,26,Starter,"Jun 30, 2023",3-yrs,"€ 3,330,000",Udinese,Serie A,2020-2021
7,Sebastien De Maio,,"€ 21,346","€ 1,110,000",CB,33,Starter,"Jun 30, 2022",2-yrs,"€ 2,220,000",Udinese,Serie A,2020-2021
8,Bram Nuytinck,,"€ 21,346","€ 1,110,000",CB,30,Reserve,"Jun 30, 2023",3-yrs,"€ 3,330,000",Udinese,Serie A,2020-2021
9,Stefano Okaka,,"€ 19,808","€ 1,030,000",CF,31,Reserve,"Jun 30, 2022",2-yrs,"€ 2,060,000",Udinese,Serie A,2020-2021
10,Jens Stryger Larsen,,"€ 17,885","€ 930,000",RB,29,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Udinese,Serie A,2020-2021
11,Samir,,"€ 17,885","€ 930,000",CB,26,Starter,"Jun 30, 2023",3-yrs,"€ 2,790,000",Udinese,Serie A,2020-2021
12,Ignacio Pussetto,,"€ 17,885","€ 930,000",RW,25,Starter,"Jun 30, 2022",2-yrs,"€ 1,860,000",Udinese,Serie A,2020-2021
13,Rodrigo Becão,,"€ 14,808","€ 770,000",CB,25,Starter,"Jun 30, 2024",4-yrs,"€ 3,080,000",Udinese,Serie A,2020-2021
14,Tolgay Arslan,,"€ 14,808","€ 770,000",CM,30,Starter,"Jun 30, 2022",2-yrs,"€ 1,540,000",Udinese,Serie A,2020-2021
15,Kevin Bonifazi,,"€ 14,231","€ 740,000",CB,24,Reserve,"Jun 30, 2021",1-yr,"€ 740,000",Udinese,Serie A,2020-2021
16,Walace,,"€ 12,308","€ 640,000",DM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 2,560,000",Udinese,Serie A,2020-2021
17,Fernando Forestieri,,"€ 12,308","€ 640,000",SS,31,Reserve,"Jun 30, 2022",2-yrs,"€ 1,280,000",Udinese,Serie A,2020-2021
18,Marvin Zeegelaar,,"€ 12,308","€ 640,000",LB,30,Starter,"Jun 30, 2022",2-yrs,"€ 1,280,000",Udinese,Serie A,2020-2021
19,Ewandro Costa,,"€ 10,769","€ 560,000",RW,24,Reserve,"Jun 30, 2021",1-yr,"€ 560,000",Udinese,Serie A,2020-2021
20,Thomas Ouwejan,,"€ 9,808","€ 510,000",LB,24,Reserve,"Jun 30, 2021",1-yr,"€ 510,000",Udinese,Serie A,2020-2021
21,Simone Scuffet,,"€ 8,846","€ 460,000",GK,24,Reserve,"Jun 30, 2022",2-yrs,"€ 920,000",Udinese,Serie A,2020-2021
22,Jean-Victor Makengo,,"€ 7,308","€ 380,000",CM,22,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Udinese,Serie A,2020-2021
23,Nahuel Molina,,"€ 7,308","€ 380,000",RB,22,Reserve,"Jun 30, 2025",5-yrs,"€ 1,900,000",Udinese,Serie A,2020-2021
24,Sebastian Prödl,,"€ 5,000","€ 260,000",CB,33,Reserve,"Jun 30, 2021",1-yr,"€ 260,000",Udinese,Serie A,2020-2021
25,Jayden Braaf,,"€ 5,000","€ 260,000",LW,18,Reserve,"Jun 30, 2021",1-yr,"€ 260,000",Udinese,Serie A,2020-2021
26,Petar Micin,,"€ 3,654","€ 190,000",SS,22,Reserve,"Jun 30, 2022",2-yrs,"€ 380,000",Udinese,Serie A,2020-2021
27,Manuel Gasparini,,"€ 2,500","€ 130,000",GK,18,Reserve,"Jun 30, 2021",1-yr,"€ 130,000",Udinese,Serie A,2020-2021
28,Martin Palumbo,,"€ 1,346","€ 70,000",CM,18,Reserve,"Jun 30, 2025",5-yrs,"€ 350,000",Udinese,Serie A,2020-2021
