,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Edin Dzeko,,"€ 267,115","€ 13,890,000",CF,34,Starter,"Jun 30, 2022",2-yrs,"€ 27,780,000",Roma,Serie A,2020-2021
1,Javier Pastore,,"€ 160,192","€ 8,330,000",AM,31,Reserve,"Jun 30, 2023",3-yrs,"€ 24,990,000",Roma,Serie A,2020-2021
2,Stephan El Shaarawy,,"€ 106,923","€ 5,560,000",LW,28,Reserve,"Jun 30, 2023",3-yrs,"€ 16,680,000",Roma,Serie A,2020-2021
3,Leonardo Spinazzola,,"€ 106,923","€ 5,560,000",LB,27,Starter,"Jun 30, 2024",4-yrs,"€ 22,240,000",Roma,Serie A,2020-2021
4,Jordan Veretout,,"€ 106,923","€ 5,560,000",CM,27,Starter,"Jun 30, 2024",4-yrs,"€ 22,240,000",Roma,Serie A,2020-2021
5,Chris Smalling,,"€ 93,654","€ 4,870,000",CB,31,Reserve,"Jun 30, 2023",3-yrs,"€ 14,610,000",Roma,Serie A,2020-2021
6,Amadou Diawara,,"€ 89,038","€ 4,630,000",DM,23,Reserve,"Jun 30, 2024",4-yrs,"€ 18,520,000",Roma,Serie A,2020-2021
7,Federico Fazio,,"€ 89,038","€ 4,630,000",CB,33,Reserve,"Jun 30, 2022",2-yrs,"€ 9,260,000",Roma,Serie A,2020-2021
8,Nicolò Zaniolo,,"€ 89,038","€ 4,630,000",AM,21,Reserve,"Jun 30, 2024",4-yrs,"€ 18,520,000",Roma,Serie A,2020-2021
9,Henrikh Mkhitaryan,,"€ 86,346","€ 4,490,000",AM,32,Starter,"Jun 30, 2022",2-yrs,"€ 8,980,000",Roma,Serie A,2020-2021
10,Lorenzo Pellegrini,,"€ 81,923","€ 4,260,000",CM,24,Starter,"Jun 30, 2022",2-yrs,"€ 8,520,000",Roma,Serie A,2020-2021
11,Juan Jesus,,"€ 78,269","€ 4,070,000",CB,29,Reserve,"Jun 30, 2021",1-yr,"€ 4,070,000",Roma,Serie A,2020-2021
12,Rick Karsdorp,,"€ 78,269","€ 4,070,000",RB,25,Reserve,"Jun 30, 2025",5-yrs,"€ 20,350,000",Roma,Serie A,2020-2021
13,Pau López,,"€ 74,038","€ 3,850,000",GK,26,Reserve,"Jun 30, 2024",4-yrs,"€ 15,400,000",Roma,Serie A,2020-2021
14,Pedro,,"€ 74,038","€ 3,850,000",RW,33,Starter,"Jun 30, 2023",3-yrs,"€ 11,550,000",Roma,Serie A,2020-2021
15,Gianluca Mancini,,"€ 71,154","€ 3,700,000",CB,24,Starter,"Jun 30, 2024",4-yrs,"€ 14,800,000",Roma,Serie A,2020-2021
16,Marash Kumbulla,,"€ 64,038","€ 3,330,000",CB,20,Starter,"Jun 30, 2022",2-yrs,"€ 6,660,000",Roma,Serie A,2020-2021
17,Bryan Cristante,,"€ 64,038","€ 3,330,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 13,320,000",Roma,Serie A,2020-2021
18,Bruno Peres,,"€ 64,038","€ 3,330,000",RB,30,Reserve,"Jun 30, 2021",1-yr,"€ 3,330,000",Roma,Serie A,2020-2021
19,Borja Mayoral,,"€ 56,731","€ 2,950,000",CF,23,Reserve,"Jun 30, 2022",2-yrs,"€ 5,900,000",Roma,Serie A,2020-2021
20,Davide Santon,,"€ 53,462","€ 2,780,000",RB,30,Starter,"Jun 30, 2022",2-yrs,"€ 5,560,000",Roma,Serie A,2020-2021
21,Carles Pérez,,"€ 49,231","€ 2,560,000",RW,22,Reserve,"Jun 30, 2024",4-yrs,"€ 10,240,000",Roma,Serie A,2020-2021
22,Antonio Mirante,,"€ 35,577","€ 1,850,000",GK,37,Starter,"Jun 30, 2021",1-yr,"€ 1,850,000",Roma,Serie A,2020-2021
23,Roger Ibañez,,"€ 29,615","€ 1,540,000",CB,22,Starter,"Jun 30, 2025",5-yrs,"€ 7,700,000",Roma,Serie A,2020-2021
24,Gonzalo Villar,,"€ 29,615","€ 1,540,000",CM,22,Reserve,"Jun 30, 2024",4-yrs,"€ 6,160,000",Roma,Serie A,2020-2021
25,Riccardo Calafiori,,"€ 26,731","€ 1,390,000",LB,18,Reserve,"Jun 30, 2025",5-yrs,"€ 6,950,000",Roma,Serie A,2020-2021
26,Daniel Fuzato,,"€ 17,885","€ 930,000",GK,23,Reserve,"Jun 30, 2023",3-yrs,"€ 2,790,000",Roma,Serie A,2020-2021
27,Bryan Reynolds,,"€ 17,308","€ 900,000",RB,19,Reserve,"Jun 30, 2021",1-yr,"€ 900,000",Roma,Serie A,2020-2021
28,Simone Farelli,,€ 769,"€ 40,000",GK,37,Reserve,"Jun 30, 2021",1-yr,"€ 40,000",Roma,Serie A,2020-2021
