,Player,,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),Pos.,Age,Status,Expiration,Length,EstimatedGross Total(IN EUR),Team,League,Season
0,Romelu Lukaku,,"€ 185,000","€ 9,620,000",CF,27,Starter,"Jun 30, 2024",4-yrs,"€ 38,480,000",Inter Milan,Serie A,2020-2021
1,Christian Eriksen,,"€ 185,000","€ 9,620,000",AM,28,Reserve,"Jun 30, 2024",4-yrs,"€ 38,480,000",Inter Milan,Serie A,2020-2021
2,Ivan Perisic,,"€ 178,077","€ 9,260,000",LW,32,Starter,"Jun 30, 2022",2-yrs,"€ 18,520,000",Inter Milan,Serie A,2020-2021
3,Alexis Sánchez,,"€ 172,500","€ 8,970,000",CF,32,Reserve,"Jun 30, 2023",3-yrs,"€ 26,910,000",Inter Milan,Serie A,2020-2021
4,Arturo Vidal,,"€ 160,192","€ 8,330,000",CM,33,Starter,"Jun 30, 2022",2-yrs,"€ 16,660,000",Inter Milan,Serie A,2020-2021
5,Stefan de Vrij,,"€ 135,385","€ 7,040,000",CB,28,Starter,"Jun 30, 2023",3-yrs,"€ 21,120,000",Inter Milan,Serie A,2020-2021
6,Marcelo Brozovic,,"€ 124,615","€ 6,480,000",DM,28,Reserve,"Jun 30, 2022",2-yrs,"€ 12,960,000",Inter Milan,Serie A,2020-2021
7,Achraf Hakimi,,"€ 123,269","€ 6,410,000",RM,22,Starter,"Jun 30, 2025",5-yrs,"€ 32,050,000",Inter Milan,Serie A,2020-2021
8,Samir Handanovic,,"€ 114,038","€ 5,930,000",GK,36,Starter,"Jun 30, 2022",2-yrs,"€ 11,860,000",Inter Milan,Serie A,2020-2021
9,Milan Skriniar,,"€ 106,923","€ 5,560,000",CB,25,Starter,"Jun 30, 2023",3-yrs,"€ 16,680,000",Inter Milan,Serie A,2020-2021
10,Aleksandar Kolarov,,"€ 106,923","€ 5,560,000",LB,35,Reserve,"Jun 30, 2021",1-yr,"€ 5,560,000",Inter Milan,Serie A,2020-2021
11,Alessandro Bastoni,,"€ 99,615","€ 5,180,000",CB,21,Starter,"Jun 30, 2024",4-yrs,"€ 20,720,000",Inter Milan,Serie A,2020-2021
12,Matías Vecino,,"€ 89,038","€ 4,630,000",CM,29,Reserve,"Jun 30, 2022",2-yrs,"€ 9,260,000",Inter Milan,Serie A,2020-2021
13,Nicolò Barella,,"€ 89,038","€ 4,630,000",CM,23,Starter,"Jun 30, 2024",4-yrs,"€ 18,520,000",Inter Milan,Serie A,2020-2021
14,Lautaro Martínez,,"€ 89,038","€ 4,630,000",CF,23,Starter,"Jun 30, 2023",3-yrs,"€ 13,890,000",Inter Milan,Serie A,2020-2021
15,Ashley Young,,"€ 74,038","€ 3,850,000",LM,35,Reserve,"Jun 30, 2021",1-yr,"€ 3,850,000",Inter Milan,Serie A,2020-2021
16,Stefano Sensi,,"€ 71,154","€ 3,700,000",CM,25,Reserve,"Jun 30, 2024",4-yrs,"€ 14,800,000",Inter Milan,Serie A,2020-2021
17,Andrea Pinamonti,,"€ 71,154","€ 3,700,000",CF,21,Reserve,"Jun 30, 2024",4-yrs,"€ 14,800,000",Inter Milan,Serie A,2020-2021
18,Danilo D'Ambrosio,,"€ 71,154","€ 3,700,000",RB,32,Reserve,"Jun 30, 2022",2-yrs,"€ 7,400,000",Inter Milan,Serie A,2020-2021
19,Andrea Ranocchia,,"€ 64,038","€ 3,330,000",CB,32,Reserve,"Jun 30, 2022",2-yrs,"€ 6,660,000",Inter Milan,Serie A,2020-2021
20,Roberto Gagliardini,,"€ 53,462","€ 2,780,000",CM,26,Starter,"Jun 30, 2023",3-yrs,"€ 8,340,000",Inter Milan,Serie A,2020-2021
21,Matteo Darmian,,"€ 49,231","€ 2,560,000",RB,31,Reserve,"Jun 30, 2021",1-yr,"€ 2,560,000",Inter Milan,Serie A,2020-2021
22,Ionuț Radu,,"€ 35,577","€ 1,850,000",GK,23,Reserve,"Jun 30, 2024",4-yrs,"€ 7,400,000",Inter Milan,Serie A,2020-2021
23,Daniele Padelli,,"€ 17,885","€ 930,000",GK,35,Reserve,"Jun 30, 2021",1-yr,"€ 930,000",Inter Milan,Serie A,2020-2021
24,Filip Stankovic,,"€ 2,885","€ 150,000",GK,18,Reserve,"Jun 30, 2024",4-yrs,"€ 600,000",Inter Milan,Serie A,2020-2021
